compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit,HIT_antiviral_AB_Y/N,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,is_AB_hit,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
danegaptide,10.0,0.04,105.0,Vero E6,CHEMBL560592,False,False,,False,False,N,N,N,False,False,10000.0,3.55
danirixin,10.0,0.19,98.0,Vero E6,CHEMBL3039531,False,False,,False,False,N,N,N,False,False,10000.0,2.67
danofloxacin,10.0,0.32,100.0,Vero E6,CHEMBL157548,False,False,,False,False,N,N,N,False,False,10000.0,6.15
danoprevir,10.0,-0.02,113.5,Vero E6,CHEMBL258734,False,False,,False,False,N,N,N,False,False,1.0,1.7
dantrolene,10.0,0.07,110.5,Vero E6,CHEMBL1201288,False,False,,False,False,N,N,N,False,False,10000.0,1.97
dantron,10.0,-0.05,103.0,Vero E6,CHEMBL53418,False,False,,False,False,N,N,N,False,False,10000.0,0.11
danusertib,10.0,0.11,115.0,Vero E6,CHEMBL402548,False,False,,False,False,N,N,N,False,False,1.0,2.82
daphnetin,10.0,0.03,110.0,Vero E6,CHEMBL244948,False,False,,False,False,N,N,N,False,False,833.33,4.54
dapiprazole,10.0,0.11,87.5,Vero E6,CHEMBL1201216,False,False,,False,False,N,N,N,False,False,100.0,0.65
dapivirine,0.83,0.07,114.5,Vero E6,CHEMBL70663,False,False,,False,False,N,N,N,False,False,833.33,2.16
dapoxetine,10.0,0.47,76.0,Vero E6,CHEMBL2110900,False,False,,False,False,N,N,N,False,False,8.33,3.51
daprodustat,10.0,0.21,81.5,Vero E6,CHEMBL3544988,False,False,,False,False,N,N,N,False,False,833.33,2.38
dapsone,10.0,-0.18,99.5,Vero E6,CHEMBL1043,False,False,,False,False,N,N,N,False,False,833.33,11.09
darapladib,0.83,-0.05,105.5,Vero E6,CHEMBL204021,False,False,,False,False,N,N,N,False,False,8.33,1.73
darglitazone,10.0,0.28,98.5,Vero E6,CHEMBL55624,False,False,,False,False,N,N,N,False,False,8.33,3.08
darifenacin,10.0,-0.02,105.5,Vero E6,CHEMBL1346,False,False,,False,False,N,N,N,False,False,100.0,2.83
darunavir,10.0,0.16,107.0,Vero E6,CHEMBL1323,False,False,,False,False,N,N,N,False,False,833.33,0.44
darusentan,10.0,-0.03,116.0,Vero E6,CHEMBL23261,False,False,,False,False,N,N,N,False,False,100.0,0.62
dasabuvir,10.0,0.12,106.0,Vero E6,CHEMBL3137312,False,False,,False,False,N,N,N,False,False,10000.0,2.61
dasatinib,0.83,-0.04,95.5,Vero E6,CHEMBL1421,False,False,,False,False,N,N,N,False,False,1.0,1.14
daucosterol,10.0,0.08,102.0,Vero E6,CHEMBL506678,False,False,,False,False,N,N,N,False,False,833.33,0.28
daunorubicin,10.0,-0.02,105.5,Vero E6,CHEMBL178,False,False,,False,False,N,N,N,False,False,833.33,4.26
dazoxiben,10.0,0.2,99.0,Vero E6,CHEMBL267473,False,False,,False,False,N,N,N,False,False,100.0,3.5
decamethonium,10.0,0.09,108.0,Vero E6,CHEMBL1190,False,False,,False,False,N,N,N,False,False,10000.0,-1.94
decernotinib,10.0,0.18,107.5,Vero E6,CHEMBL3039513,False,False,,False,False,N,N,N,False,False,10000.0,2.32
decitabine,10.0,0.02,104.5,Vero E6,CHEMBL1201129,False,False,,False,False,N,N,N,False,False,100.0,4.5
decoquinate,10.0,0.15,101.0,Vero E6,CHEMBL416230,False,False,,False,False,N,N,N,False,False,10000.0,2.03
defactinib,0.83,0.05,100.5,Vero E6,CHEMBL3137331,False,False,,False,False,N,N,N,False,False,100.0,-0.22
deferasirox,0.83,0.03,113.5,Vero E6,CHEMBL550348,False,False,,False,False,N,N,N,False,False,10000.0,0.43
deferiprone,10.0,-0.12,98.0,Vero E6,CHEMBL70927,False,False,,False,False,N,N,N,False,False,833.33,3.35
degarelix,10.0,-0.28,115.0,Vero E6,CHEMBL415606,False,False,,False,False,N,N,N,False,False,100.0,3.06
dehydroacetic-acid,10.0,0.12,93.5,Vero E6,CHEMBL1724669,False,False,,False,False,N,N,N,False,False,8.33,3.44
dehydrocholate-acid,10.0,0.23,82.5,Vero E6,CHEMBL514446,False,False,,False,False,N,N,N,False,False,8.33,2.84
dehydrocholate-acid,10.0,-0.03,107.0,Vero E6,CHEMBL514446,False,False,,False,False,N,N,N,False,False,8.33,2.84
dehydrocorydaline,10.0,0.03,104.0,Vero E6,CHEMBL1917176,False,False,,False,False,N,N,N,False,False,8.33,0.34
delamanid,10.0,-0.1,110.0,Vero E6,CHEMBL218650,False,False,,False,False,N,N,N,False,False,833.33,2.83
delapril,10.0,-0.03,107.5,Vero E6,CHEMBL589583,False,False,,False,False,N,N,N,False,False,100.0,2.57
delavirdine,10.0,0.02,109.5,Vero E6,CHEMBL593,False,False,,False,False,N,N,N,False,False,10000.0,2.87
delphinidin,10.0,0.12,98.5,Vero E6,CHEMBL276780,False,False,,False,False,N,N,N,False,False,100.0,-0.94
delta-tocotrienol,10.0,0.04,104.0,Vero E6,CHEMBL121305,False,False,,False,False,N,N,N,False,False,833.33,7.95
deltarasin,0.83,0.15,96.0,Vero E6,CHEMBL3286929,False,False,,False,False,N,N,N,False,False,8.33,-0.65
demeclocycline,10.0,0.03,96.0,Vero E6,CHEMBL1591,False,False,,False,False,N,N,N,False,False,10000.0,2.34
denatonium-benzoate,10.0,0.14,116.0,Vero E6,CHEMBL1738972,False,False,,False,False,N,N,N,False,False,10000.0,-0.4
deoxyarbutin,10.0,0.2,97.0,Vero E6,CHEMBL4303145,False,False,,False,False,N,N,N,False,False,833.33,0.9
deoxycholic-acid,10.0,0.09,103.5,Vero E6,CHEMBL406393,False,False,,False,False,N,N,N,False,False,8.33,0.25
deoxycorticosterone-acetate,10.0,-0.04,102.5,Vero E6,CHEMBL1200542,False,False,,False,False,N,N,N,False,False,8.33,0.58
deoxyepinephrine,10.0,0.04,106.0,Vero E6,CHEMBL31088,False,False,,False,False,N,N,N,False,False,8.33,2.29
deptropine,0.83,0.24,100.0,Vero E6,CHEMBL1622878,False,False,,False,False,N,N,N,False,False,10000.0,12.65
dequalinium,10.0,0.17,94.0,Vero E6,CHEMBL333826,False,False,,False,False,N,N,N,False,False,8.33,2.58
deracoxib,10.0,0.11,112.0,Vero E6,CHEMBL28636,False,False,,False,False,N,N,N,False,False,100.0,3.5
desipramine,10.0,0.21,81.0,Vero E6,CHEMBL72,False,False,,False,False,N,N,N,False,False,8.33,-0.11
deslanoside,0.83,-0.12,114.5,Vero E6,CHEMBL1614,False,False,,False,False,N,N,N,False,False,1.0,-1.34
desloratadine,10.0,0.35,76.0,Vero E6,CHEMBL1172,False,False,,False,False,N,N,N,False,False,1.0,5.47
desmethylclozapine,10.0,0.47,53.5,Vero E6,CHEMBL845,False,True,,False,False,Y,N,N,True,False,833.33,2.8
desmopressin-acetate,10.0,0.04,97.5,Vero E6,CHEMBL1200556,False,False,,False,False,N,N,N,False,False,100.0,0.69
desonide,10.0,0.01,107.0,Vero E6,CHEMBL1201109,False,False,,False,False,N,N,N,False,False,100.0,5.19
desoximetasone,10.0,0.07,91.0,Vero E6,CHEMBL1766,False,False,,False,False,N,N,N,False,False,833.33,1.96
desoxycorticosterone-pivalate,10.0,0.12,106.0,Vero E6,CHEMBL1200592,False,False,,False,False,N,N,N,False,False,10000.0,0.98
desoxycortone,10.0,0.01,107.0,Vero E6,CHEMBL1498,False,False,,False,False,N,N,N,False,False,833.33,1.36
desoxypeganine,10.0,0.17,94.5,Vero E6,CHEMBL355821,False,False,,False,False,N,N,N,False,False,100.0,-1.21
desvenlafaxine,10.0,0.02,106.5,Vero E6,CHEMBL1118,False,False,,False,False,N,N,N,False,False,100.0,4.53
detomidine,10.0,-0.19,116.0,Vero E6,CHEMBL2110829,False,False,,False,False,N,N,N,False,False,10000.0,2.25
dexfenfluramine,10.0,-0.22,111.5,Vero E6,CHEMBL248702,False,False,,False,False,N,N,N,False,False,100.0,2.9
dexloxiglumide,10.0,0.09,107.0,Vero E6,CHEMBL550781,False,False,,False,False,N,N,N,False,False,100.0,2.58
dexniguldipine,0.83,0.13,92.0,Vero E6,CHEMBL2051956,False,False,,False,False,N,N,N,False,False,100.0,3.05
dexniguldipine,0.83,0.02,103.0,Vero E6,CHEMBL2051956,False,False,,False,False,N,N,N,False,False,100.0,3.05
dexrazoxane,10.0,0.07,97.0,Vero E6,CHEMBL1738,False,False,,False,False,N,N,N,False,False,833.33,3.16
dextromethorphan,10.0,-0.04,112.5,Vero E6,CHEMBL52440,False,False,,False,False,N,N,N,False,False,833.33,0.81
dextrose,10.0,-0.0,109.5,Vero E6,CHEMBL1222250,False,False,,False,False,N,N,N,False,False,1.0,0.5
diacetamate,10.0,0.12,99.5,Vero E6,CHEMBL2106185,False,False,,False,False,N,N,N,False,False,100.0,3.04
diadenosine-tetraphosphate,10.0,0.07,108.0,Vero E6,CHEMBL339385,False,False,,False,False,N,N,N,False,False,1.0,1.69
dianhydrogalactitol,10.0,-0.07,114.5,Vero E6,CHEMBL3137322,False,False,,False,False,N,N,N,False,False,10000.0,2.5
diarylpropionitrile,10.0,0.14,99.0,Vero E6,CHEMBL334773,False,False,,False,False,N,N,N,False,False,8.33,1.57
diaveridine,10.0,0.19,101.0,Vero E6,CHEMBL19633,False,False,,False,False,N,N,N,False,False,833.33,2.81
diazepam,10.0,0.09,108.0,Vero E6,CHEMBL12,False,False,,False,False,N,N,N,False,False,100.0,1.99
dibekacin,10.0,0.02,103.0,Vero E6,CHEMBL560976,False,False,,False,False,N,N,N,False,False,1.0,5.18
dibenzothiophene,10.0,0.04,105.0,Vero E6,CHEMBL219828,False,False,,False,False,N,N,N,False,False,8.33,1.31
dichlorisone-acetate,10.0,-0.0,102.5,Vero E6,CHEMBL1385514,False,False,,False,False,N,N,N,False,False,1.0,-1.93
dichloroacetate,10.0,0.24,88.5,Vero E6,CHEMBL13960,False,False,,False,False,N,N,N,False,False,1.0,4.14
dichlorophen,10.0,0.14,99.5,Vero E6,CHEMBL33845,False,False,,False,False,N,N,N,False,False,10000.0,1.46
diclazuril,10.0,0.16,93.0,Vero E6,CHEMBL284733,False,False,,False,False,N,N,N,False,False,833.33,1.84
diclofenac,10.0,-0.01,106.0,Vero E6,CHEMBL139,False,False,,False,False,N,N,N,False,False,1.0,1.25
diclofenamide,10.0,0.3,84.5,Vero E6,CHEMBL17,False,False,,False,False,N,N,N,False,False,833.33,0.21
diclofensine,10.0,0.02,106.0,Vero E6,CHEMBL287257,False,False,,False,False,N,N,N,False,False,833.33,3.57
dicloralurea,10.0,0.11,106.5,Vero E6,CHEMBL2106294,False,False,,False,False,N,N,N,False,False,100.0,-0.82
dicloxacillin,10.0,0.03,115.0,Vero E6,CHEMBL893,False,False,,False,False,N,N,N,False,False,10000.0,1.51
dicoumarol,10.0,0.04,108.0,Vero E6,CHEMBL1466,False,False,,False,False,N,N,N,False,False,10000.0,3.32
dicyclohexylamine,10.0,-0.19,113.5,Vero E6,CHEMBL1451838,False,False,,False,False,N,N,N,False,False,100.0,13.18
dicycloverine,10.0,0.31,90.0,Vero E6,CHEMBL1123,False,True,8.0,True,True,N,Y,N,False,True,1.0,17.48
didanosine,10.0,0.19,112.0,Vero E6,CHEMBL1460,False,False,,False,False,N,N,N,False,False,833.33,3.97
dideoxyadenosine,10.0,0.1,99.0,Vero E6,CHEMBL23094,False,False,,False,False,N,N,N,False,False,10000.0,4.14
didox,10.0,0.1,96.0,Vero E6,CHEMBL367788,False,False,,False,False,N,N,N,False,False,100.0,1.83
dienestrol,10.0,-0.04,96.0,Vero E6,CHEMBL1018,False,False,,False,False,N,N,N,False,False,1.0,2.0
diethylcarbamazine,10.0,0.03,104.0,Vero E6,CHEMBL684,False,False,,False,False,N,N,N,False,False,833.33,0.55
diethylstilbestrol,10.0,-0.1,102.5,Vero E6,CHEMBL411,False,False,,False,False,N,N,N,False,False,10000.0,6.76
difenpiramide,10.0,0.43,62.0,Vero E6,CHEMBL1489662,False,False,,False,False,N,N,N,False,False,10000.0,14.81
diflorasone-diacetate,10.0,0.07,113.0,Vero E6,CHEMBL1200545,False,False,,False,False,N,N,N,False,False,1.0,3.78
difloxacin,10.0,-0.08,99.5,Vero E6,CHEMBL6259,False,False,,False,False,N,N,N,False,False,8.33,2.12
diflunisal,10.0,-0.15,110.0,Vero E6,CHEMBL898,False,False,,False,False,N,N,N,False,False,100.0,2.12
difluprednate,10.0,0.21,100.5,Vero E6,CHEMBL1201749,False,False,,False,False,N,N,N,False,False,10000.0,6.96
digitoxigenin,0.83,-0.07,108.0,Vero E6,CHEMBL1453,False,False,,False,False,N,N,N,False,False,1.0,-1.6
digoxigenin,0.83,-0.0,99.5,Vero E6,CHEMBL1153,False,False,,False,False,N,N,N,False,False,8.33,-0.54
digoxin,0.83,-0.26,98.0,Vero E6,CHEMBL1751,False,False,,False,False,N,N,N,False,False,1.0,-0.14
dihydrexidine,10.0,-0.02,101.0,Vero E6,CHEMBL4280145,False,False,,False,False,N,N,N,False,False,10000.0,2.92
dihydroergocristine,10.0,-0.12,117.0,Vero E6,CHEMBL601773,False,False,,False,False,N,N,N,False,False,1.0,3.37
dihydroergotamine,10.0,-0.01,103.5,Vero E6,CHEMBL1732,False,False,,False,False,N,N,N,False,False,10000.0,2.88
dihydromyricetin,10.0,-0.1,108.0,Vero E6,CHEMBL3348861,False,False,,False,False,N,N,N,False,False,8.33,3.54
dihydrostreptomycin,10.0,-0.01,114.5,Vero E6,CHEMBL1950576,False,False,,False,False,N,N,N,False,False,833.33,0.85
dihydrotachysterol,10.0,0.12,105.5,Vero E6,CHEMBL2356023,False,False,,False,False,N,N,N,False,False,8.33,0.52
dihydroxyphenylglycine,10.0,0.07,107.0,Vero E6,CHEMBL39221,False,False,,False,False,N,N,N,False,False,833.33,4.31
dihydroxyphenylglycine,10.0,0.03,100.0,Vero E6,CHEMBL39221,False,False,,False,False,N,N,N,False,False,833.33,4.31
diiodothyropropionic-acid,10.0,0.21,92.0,Vero E6,CHEMBL2348292,False,False,,False,False,N,N,N,False,False,10000.0,-1.42
dilazep,0.83,-0.0,106.5,Vero E6,CHEMBL126075,False,False,,False,False,N,N,N,False,False,10000.0,4.8
diloxanide,10.0,-0.04,108.5,Vero E6,CHEMBL2103768,False,False,,False,False,N,N,N,False,False,1.0,1.32
dimaprit,10.0,0.25,94.5,Vero E6,CHEMBL12344,False,False,,False,False,N,N,N,False,False,10000.0,2.17
dimemorfan,10.0,0.37,92.5,Vero E6,CHEMBL2106325,False,False,,False,False,N,N,N,False,False,833.33,1.02
dimenhydrinate,10.0,-0.07,109.5,Vero E6,CHEMBL1200406,False,False,,False,False,N,N,N,False,False,1.0,1.11
dimercaptosuccinic-acid,10.0,0.1,100.0,Vero E6,CHEMBL1201073,False,False,,False,False,N,N,N,False,False,1.0,0.73
dimesna,10.0,0.14,104.5,Vero E6,CHEMBL2104318,False,False,,False,False,N,N,N,False,False,100.0,0.65
dimethadione,10.0,-0.06,102.0,Vero E6,CHEMBL1099,False,False,,False,False,N,N,N,False,False,833.33,0.78
dimethisoquin,10.0,0.41,71.5,Vero E6,CHEMBL127643,False,False,,False,False,N,N,N,False,False,8.33,1.84
dimetindene,10.0,0.12,89.0,Vero E6,CHEMBL22108,False,False,,False,False,N,N,N,False,False,833.33,3.28
dimetindene,10.0,-0.02,100.5,Vero E6,CHEMBL22108,False,False,,False,False,N,N,N,False,False,833.33,3.28
diminazene-aceturate,10.0,0.32,86.0,Vero E6,CHEMBL35241,False,False,,False,False,N,N,N,False,False,10000.0,2.42
dimpylate,10.0,-0.04,116.5,Vero E6,CHEMBL388560,False,False,,False,False,N,N,N,False,False,100.0,2.07
dinaciclib,0.83,-0.15,115.5,Vero E6,CHEMBL2103840,False,False,,False,False,N,N,N,False,False,1.0,1.49
dinitolmide,10.0,-0.02,106.5,Vero E6,CHEMBL472565,False,False,,False,False,N,N,N,False,False,8.33,2.03
dinoprostone,10.0,0.14,95.5,Vero E6,CHEMBL548,False,False,,False,False,N,N,N,False,False,833.33,0.3
dioscin,10.0,0.02,101.0,Vero E6,CHEMBL507001,False,False,,False,False,N,N,N,False,False,8.33,0.88
diosgenin,10.0,0.11,106.5,Vero E6,CHEMBL412437,False,False,,False,False,N,N,N,False,False,100.0,0.12
diosmetin,10.0,0.2,105.5,Vero E6,CHEMBL90568,False,False,,False,False,N,N,N,False,False,10000.0,2.95
diosmin,10.0,-0.12,106.5,Vero E6,CHEMBL231884,False,False,,False,False,N,N,N,False,False,833.33,4.64
dioxybenzone,0.83,0.16,88.0,Vero E6,CHEMBL1326877,False,False,,False,False,N,N,N,False,False,10000.0,2.94
dipeptamin,10.0,0.0,102.5,Vero E6,CHEMBL3707366,False,False,,False,False,N,N,N,False,False,8.33,1.67
diperodon,10.0,-0.09,107.5,Vero E6,CHEMBL338667,False,False,,False,False,N,N,N,False,False,1.0,0.17
diphemanil,10.0,-0.01,95.5,Vero E6,CHEMBL1201340,False,False,,False,False,N,N,N,False,False,833.33,2.17
diphencyprone,10.0,-0.05,100.5,Vero E6,CHEMBL1373467,False,False,,False,False,N,N,N,False,False,10000.0,5.98
diphenhydramine,10.0,0.2,86.5,Vero E6,CHEMBL657,False,False,,False,False,N,N,N,False,False,1.0,0.83
diphenidol,10.0,-0.11,104.5,Vero E6,CHEMBL936,False,False,,False,False,N,N,N,False,False,833.33,-1.92
diphenyleneiodonium,0.83,0.14,108.5,Vero E6,CHEMBL365739,False,False,,False,False,N,N,N,False,False,8.33,1.31
diphenylguanidine,10.0,0.22,98.0,Vero E6,CHEMBL77675,False,False,,False,False,N,N,N,False,False,10000.0,2.16
diphenylpyraline,10.0,0.29,82.5,Vero E6,CHEMBL1492,False,False,,False,False,N,N,N,False,False,1.0,0.97
dipivefrine,10.0,0.13,89.5,Vero E6,CHEMBL1201262,False,False,,False,False,N,N,N,False,False,8.33,3.76
dipraglurant,10.0,0.04,103.0,Vero E6,CHEMBL2346738,False,False,,False,False,N,N,N,False,False,10000.0,2.02
dipyridamole,10.0,0.26,90.5,Vero E6,CHEMBL932,False,False,,False,False,N,N,N,False,False,10000.0,4.52
dipyrocetyl,10.0,0.21,85.0,Vero E6,CHEMBL1451173,False,False,,False,False,N,N,N,False,False,10000.0,5.25
diroximel-fumarate,10.0,0.07,101.0,Vero E6,CHEMBL3989944,False,False,,False,False,N,N,N,False,False,10000.0,11.34
disopyramide,10.0,0.16,104.0,Vero E6,CHEMBL517,False,False,,False,False,N,N,N,False,False,833.33,-0.48
disulfiram,10.0,0.55,23.0,Vero E6,CHEMBL964,True,True,1.0,True,False,Y,Y,Y,True,True,833.33,26.46
ditiocarb-sodium-trihydrate,10.0,0.76,11.0,Vero E6,CHEMBL961,True,True,,False,False,Y,Y,Y,True,True,10000.0,23.63
ditolylguanidine,10.0,-0.29,117.0,Vero E6,CHEMBL282433,False,False,,False,False,N,N,N,False,False,8.33,1.77
dixanthogen,10.0,-0.04,106.5,Vero E6,CHEMBL331743,False,False,,False,False,N,N,N,False,False,10000.0,1.23
dizocilpine-(-),10.0,0.25,100.5,Vero E6,CHEMBL132153,False,False,,False,False,N,N,N,False,False,100.0,2.31
dizocilpine-(-),10.0,-0.12,111.5,Vero E6,CHEMBL132153,False,False,,False,False,N,N,N,False,False,100.0,2.31
dobutamine,10.0,-0.18,113.0,Vero E6,CHEMBL926,False,False,,False,False,N,N,N,False,False,1.0,-0.38
doconexent-ethyl-ester,10.0,0.19,88.5,Vero E6,CHEMBL2447914,False,False,,False,False,N,N,N,False,False,833.33,0.72
docosanol,10.0,0.05,102.0,Vero E6,CHEMBL1200453,False,False,,False,False,N,N,N,False,False,10000.0,-4.03
dodecyl-sulfate,10.0,0.08,101.0,Vero E6,CHEMBL1204779,False,False,,False,False,N,N,N,False,False,8.33,3.45
dodecyl-sulfate,10.0,0.05,105.0,Vero E6,CHEMBL1204779,False,False,,False,False,N,N,N,False,False,8.33,3.45
dofequidar,10.0,0.14,89.5,Vero E6,CHEMBL65067,False,False,,False,False,N,N,N,False,False,8.33,4.84
dofetilide,10.0,0.06,111.5,Vero E6,CHEMBL473,False,False,,False,False,N,N,N,False,False,833.33,-0.28
dolastatin-10,0.83,0.02,106.0,Vero E6,CHEMBL39541,False,False,,False,False,N,N,N,False,False,8.33,0.79
dolutegravir,10.0,0.08,112.0,Vero E6,CHEMBL1229211,False,False,,False,False,N,N,N,False,False,10000.0,4.1
domiphen,10.0,0.03,87.0,Vero E6,CHEMBL1187011,False,False,,False,False,N,N,N,False,False,833.33,0.26
domperidone,10.0,0.0,110.0,Vero E6,CHEMBL219916,False,False,,False,False,N,N,N,False,False,833.33,2.23
donepezil,10.0,0.15,100.5,Vero E6,CHEMBL502,False,False,,False,False,N,N,N,False,False,833.33,-1.28
donitriptan,10.0,-0.0,100.0,Vero E6,CHEMBL1742428,False,False,,False,False,N,N,N,False,False,10000.0,1.77
dopamine,10.0,-0.11,100.0,Vero E6,CHEMBL59,False,False,,False,False,N,N,N,False,False,8.33,0.74
doramapimod,10.0,0.48,86.0,Vero E6,CHEMBL103667,True,True,,False,False,N,N,Y,False,False,10000.0,8.03
doramectin,0.83,0.07,104.0,Vero E6,CHEMBL2361641,False,False,,False,False,N,N,N,False,False,10000.0,2.69
doripenem,10.0,0.13,100.5,Vero E6,CHEMBL491571,False,False,,False,False,N,N,N,False,False,10000.0,0.46
dorsomorphin,0.83,0.32,96.5,Vero E6,CHEMBL478629,False,False,,False,False,N,N,N,False,False,100.0,2.59
dorzolamide,10.0,0.09,100.0,Vero E6,CHEMBL218490,False,False,,False,False,N,N,N,False,False,1.0,-0.7
dosulepin,10.0,0.19,99.5,Vero E6,CHEMBL1492500,False,False,,False,False,N,N,N,False,False,100.0,5.41
dovitinib,10.0,-0.0,102.5,Vero E6,CHEMBL4578973,False,False,,False,False,N,N,N,False,False,1.0,1.8
doxepin,10.0,0.05,105.0,Vero E6,CHEMBL1628227,False,False,,False,False,N,N,N,False,False,100.0,1.85
doxercalciferol,10.0,-0.08,106.0,Vero E6,CHEMBL1200810,False,False,,False,False,N,N,N,False,False,10000.0,2.69
doxifluridine,10.0,0.32,107.5,Vero E6,CHEMBL1130,False,False,,False,False,N,N,N,False,False,100.0,1.63
doxofylline,10.0,-0.12,105.5,Vero E6,CHEMBL1527608,False,False,,False,False,N,N,N,False,False,100.0,-0.01
doxycycline,10.0,0.08,104.5,Vero E6,CHEMBL1433,False,False,,False,False,N,N,N,False,False,100.0,2.09
doxycycline,10.0,0.05,89.5,Vero E6,CHEMBL1433,False,False,,False,False,N,N,N,False,False,100.0,2.09
doxylamine,10.0,0.11,96.0,Vero E6,CHEMBL1004,False,False,,False,False,N,N,N,False,False,833.33,1.53
drofenine,10.0,0.28,99.5,Vero E6,CHEMBL442444,False,False,,False,False,N,N,N,False,False,8.33,1.9
droloxifene,10.0,0.73,24.0,Vero E6,CHEMBL487,True,True,,False,False,Y,Y,Y,True,True,10000.0,34.54
dronedarone,0.83,-0.07,115.5,Vero E6,CHEMBL184412,False,True,,False,False,N,Y,N,False,True,10000.0,29.32
droperidol,10.0,0.06,112.0,Vero E6,CHEMBL1108,False,False,,False,False,N,N,N,False,False,8.33,3.34
dropropizine,10.0,0.11,110.0,Vero E6,CHEMBL151445,False,False,,False,False,N,N,N,False,False,8.33,1.08
dropropizine,10.0,0.03,95.5,Vero E6,CHEMBL151445,False,False,,False,False,N,N,N,False,False,8.33,1.08
drospirenone,10.0,0.18,101.0,Vero E6,CHEMBL1509,False,False,,False,False,N,N,N,False,False,10000.0,5.09
drotaverine,10.0,0.16,104.0,Vero E6,CHEMBL551978,False,False,,False,False,N,N,N,False,False,833.33,2.62
droxidopa,10.0,-0.1,121.5,Vero E6,CHEMBL2103827,False,False,,False,False,N,N,N,False,False,100.0,5.47
droxinostat,10.0,0.2,90.0,Vero E6,CHEMBL1526649,False,False,,False,False,N,N,N,False,False,1.0,4.45
duloxetine,10.0,0.75,47.0,Vero E6,CHEMBL1175,True,True,,False,False,Y,N,Y,True,False,100.0,0.92
dutasteride,10.0,0.11,111.0,Vero E6,CHEMBL1200969,False,False,,False,False,N,N,N,False,False,100.0,1.66
duvelisib,0.83,0.07,99.0,Vero E6,CHEMBL3039502,False,False,,False,False,N,N,N,False,False,833.33,0.25
dyclonine,10.0,0.35,91.5,Vero E6,CHEMBL1201217,False,False,,False,False,N,N,N,False,False,8.33,3.66
dynasore,10.0,-0.11,108.5,Vero E6,CHEMBL1209885,False,False,,False,False,N,N,N,False,False,8.33,1.05
dynole-34-2,10.0,0.66,35.5,Vero E6,CHEMBL483059,True,True,,False,False,Y,N,Y,True,False,10000.0,12.55
dyphylline,10.0,0.03,96.0,Vero E6,CHEMBL1752,False,False,,False,False,N,N,N,False,False,1.0,1.96
eact,10.0,0.29,85.0,Vero E6,CHEMBL4303488,False,False,,False,False,N,N,N,False,False,10000.0,3.72
ebastine,10.0,0.61,50.0,Vero E6,CHEMBL305660,True,True,,False,False,Y,N,Y,True,False,8.33,1.48
ebrotidine,10.0,0.02,97.0,Vero E6,CHEMBL1742471,False,False,,False,False,N,N,N,False,False,100.0,5.48
ebselen,10.0,0.34,84.0,Vero E6,CHEMBL51085,False,False,,False,False,N,N,N,False,False,8.33,3.3
ecabet,10.0,0.05,102.5,Vero E6,CHEMBL2104585,False,False,,False,False,N,N,N,False,False,833.33,0.14
echinomycin,0.83,-0.05,96.0,Vero E6,CHEMBL503868,False,False,,False,False,N,N,N,False,False,1.0,2.0
econazole,10.0,-0.22,101.0,Vero E6,CHEMBL808,False,False,,False,False,N,N,N,False,False,833.33,3.08
edaglitazone,10.0,0.29,90.5,Vero E6,CHEMBL3990804,False,False,,False,False,N,N,N,False,False,10000.0,2.31
edaravone,10.0,0.13,101.0,Vero E6,CHEMBL290916,False,False,,False,False,N,N,N,False,False,10000.0,3.57
edoxaban,10.0,0.07,94.5,Vero E6,CHEMBL1269025,False,False,,False,False,N,N,N,False,False,1.0,-1.16
edoxudine,10.0,0.04,107.5,Vero E6,CHEMBL318153,False,False,,False,False,N,N,N,False,False,1.0,2.72
efaproxiral,10.0,-0.1,107.0,Vero E6,CHEMBL18901,False,False,,False,False,N,N,N,False,False,100.0,1.44
efaroxan,10.0,0.16,95.0,Vero E6,CHEMBL57895,False,False,,False,False,N,N,N,False,False,100.0,-0.66
efatutazone,10.0,0.36,93.5,Vero E6,CHEMBL3545280,False,False,,False,False,N,N,N,False,False,8.33,2.28
efavirenz,10.0,0.07,108.5,Vero E6,CHEMBL223228,False,False,,False,False,N,N,N,False,False,100.0,0.0
efinaconazole,10.0,0.16,92.0,Vero E6,CHEMBL2103877,False,False,,False,False,N,N,N,False,False,10000.0,2.84
efloxate,10.0,0.19,96.5,Vero E6,CHEMBL1349073,False,False,,False,False,N,N,N,False,False,8.33,0.67
efonidipine-monoethanolate,10.0,0.11,85.5,Vero E6,CHEMBL2074922,False,False,,False,False,N,N,N,False,False,10000.0,4.3
eglumetad,10.0,-0.05,114.0,Vero E6,CHEMBL8759,False,False,,False,False,N,N,N,False,False,10000.0,2.06
elacridar,10.0,0.04,102.0,Vero E6,CHEMBL396298,False,False,,False,False,N,N,N,False,False,1.0,14.25
elafibranor,10.0,0.0,110.5,Vero E6,CHEMBL3707395,False,False,,False,False,N,N,N,False,False,10000.0,3.31
elbasvir,10.0,-0.17,120.0,Vero E6,CHEMBL3039514,False,False,,False,False,N,N,N,False,False,8.33,1.52
elesclomol,10.0,0.88,19.5,Vero E6,CHEMBL1972860,True,True,7.0,True,False,Y,Y,Y,True,True,10000.0,36.42
