compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit,HIT_antiviral_AB_Y/N,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,is_AB_hit,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
pipobroman,10.0,0.23,98.5,Vero E6,CHEMBL1585,False,False,,False,False,N,N,N,False,False,1.0,0.26
piracetam,10.0,-0.03,96.5,Vero E6,CHEMBL36715,False,False,,False,False,N,N,N,False,False,100.0,3.28
pirarubicin,10.0,-0.05,118.5,Vero E6,CHEMBL2354444,False,False,,False,False,N,N,N,False,False,100.0,-0.19
pirenoxine,10.0,0.1,102.5,Vero E6,CHEMBL1372341,False,False,,False,False,N,N,N,False,False,10000.0,3.17
pirenperone,10.0,0.17,108.5,Vero E6,CHEMBL18331,False,False,,False,False,N,N,N,False,False,8.33,1.73
pirenzepine,10.0,-0.01,108.0,Vero E6,CHEMBL9967,False,False,,False,False,N,N,N,False,False,1.0,-0.09
piretanide,10.0,0.03,110.0,Vero E6,CHEMBL349803,False,False,,False,False,N,N,N,False,False,8.33,5.18
pirfenidone,10.0,0.29,83.0,Vero E6,CHEMBL1256391,False,False,,False,False,N,N,N,False,False,8.33,6.69
piribedil,10.0,0.1,98.5,Vero E6,CHEMBL1371770,False,True,,False,False,N,Y,N,False,True,8.33,15.43
piricapiron,10.0,0.11,103.0,Vero E6,CHEMBL1723412,False,False,,False,False,N,N,N,False,False,10000.0,1.64
pirinixic-acid,10.0,0.02,108.5,Vero E6,CHEMBL295416,False,False,,False,False,N,N,N,False,False,10000.0,2.81
pirlindole,10.0,0.01,105.5,Vero E6,CHEMBL32350,False,False,,False,False,N,N,N,False,False,833.33,0.99
piroctone-olamine,10.0,0.41,88.0,Vero E6,CHEMBL2107154,False,False,,False,False,N,N,N,False,False,8.33,3.7
pirodavir,10.0,0.03,104.0,Vero E6,CHEMBL298019,False,False,,False,False,N,N,N,False,False,1.0,2.32
piromidic-acid,10.0,0.03,99.5,Vero E6,CHEMBL311350,False,False,,False,False,N,N,N,False,False,8.33,1.01
piroxicam,10.0,0.18,98.5,Vero E6,CHEMBL1518938,False,False,,False,False,N,N,N,False,False,10000.0,1.41
piroximone,10.0,0.14,100.5,Vero E6,CHEMBL58355,False,False,,False,False,N,N,N,False,False,8.33,5.0
pitavastatin,10.0,-0.13,115.0,Vero E6,CHEMBL1201753,False,False,,False,False,N,N,N,False,False,10000.0,6.01
pitolisant,10.0,0.24,81.0,Vero E6,CHEMBL462605,False,False,,False,False,N,N,N,False,False,1.0,1.67
pivagabine,10.0,0.05,105.0,Vero E6,CHEMBL1870796,False,False,,False,False,N,N,N,False,False,833.33,0.86
pivampicillin,10.0,0.05,106.0,Vero E6,CHEMBL3182343,False,False,,False,False,N,N,N,False,False,8.33,3.24
pivmecillinam,10.0,-0.03,99.0,Vero E6,CHEMBL1525183,False,False,,False,False,N,N,N,False,False,1.0,1.02
pixantrone,10.0,0.33,71.0,Vero E6,CHEMBL167731,False,False,,False,False,N,N,N,False,False,833.33,1.22
pizotifen,10.0,0.28,94.5,Vero E6,CHEMBL294951,False,False,,False,False,N,N,N,False,False,1.0,2.55
pleconaril,10.0,-0.04,108.0,Vero E6,CHEMBL29609,False,False,,False,False,N,N,N,False,False,1.0,2.59
plerixafor,10.0,0.09,95.5,Vero E6,CHEMBL18442,False,False,,False,False,N,N,N,False,False,10000.0,1.12
plicamycin,10.0,-0.16,104.5,Vero E6,CHEMBL257619,False,False,,False,False,N,N,N,False,False,100.0,3.85
plinabulin,0.83,-0.06,112.5,Vero E6,CHEMBL1096380,False,False,,False,False,N,N,N,False,False,8.33,3.39
plovamer-acetate,10.0,0.08,108.0,Vero E6,CHEMBL925,False,False,,False,False,N,N,N,False,False,10000.0,-5.19
plurisin-1,10.0,-0.14,107.5,Vero E6,CHEMBL4303458,False,False,,False,False,N,N,N,False,False,100.0,1.76
polidocanol,10.0,-0.08,115.5,Vero E6,CHEMBL1231723,False,False,,False,False,N,N,N,False,False,8.33,2.03
polydatin,10.0,0.01,103.5,Vero E6,CHEMBL142652,False,False,,False,False,N,N,N,False,False,833.33,9.49
polythiazide,10.0,0.2,100.5,Vero E6,CHEMBL1587,False,False,,False,False,N,N,N,False,False,100.0,3.31
pomalidomide,10.0,-0.07,108.5,Vero E6,CHEMBL43452,False,False,,False,False,N,N,N,False,False,10000.0,2.41
ponatinib,10.0,0.44,97.0,Vero E6,CHEMBL1171837,False,False,,False,False,N,N,N,False,False,100.0,5.2
ponesimod,10.0,-0.2,108.5,Vero E6,CHEMBL1096146,False,False,,False,False,N,N,N,False,False,10000.0,-0.58
posaconazole,0.83,0.2,102.5,Vero E6,CHEMBL1397,False,False,,False,False,N,N,N,False,False,833.33,2.23
potassium-canrenoate,10.0,-0.17,114.5,Vero E6,CHEMBL1616951,False,False,,False,False,N,N,N,False,False,833.33,3.81
potassium-iodide,10.0,-0.04,114.5,Vero E6,CHEMBL1141,False,False,,False,False,N,N,N,False,False,833.33,0.38
potassium-p-aminobenzoate,10.0,-0.11,107.5,Vero E6,CHEMBL542,False,False,,False,False,N,N,N,False,False,833.33,-0.2
poziotinib,10.0,-0.1,108.5,Vero E6,CHEMBL3545154,False,False,,False,False,N,N,N,False,False,1.0,-7.08
practolol,10.0,-0.08,106.0,Vero E6,CHEMBL6995,False,False,,False,False,N,N,N,False,False,10000.0,5.44
pralatrexate,10.0,0.04,104.0,Vero E6,CHEMBL1201746,False,False,,False,False,N,N,N,False,False,1.0,1.9
pralidoxime,10.0,-0.23,115.5,Vero E6,CHEMBL1420,False,False,,False,False,N,N,N,False,False,1.0,1.86
pramipexole,10.0,0.03,119.5,Vero E6,CHEMBL301265,False,False,,False,False,N,N,N,False,False,8.33,-0.27
pramiracetam,10.0,-0.05,115.0,Vero E6,CHEMBL159776,False,False,,False,False,N,N,N,False,False,833.33,3.04
pramoxine,10.0,-0.01,106.5,Vero E6,CHEMBL1198,False,False,,False,False,N,N,N,False,False,10000.0,0.79
pranidipine,10.0,-0.06,107.0,Vero E6,CHEMBL1096842,False,False,,False,False,N,N,N,False,False,10000.0,8.67
pranlukast,10.0,0.05,111.0,Vero E6,CHEMBL21333,False,False,,False,False,N,N,N,False,False,8.33,2.87
pranoprofen,10.0,-0.15,122.0,Vero E6,CHEMBL367463,False,False,,False,False,N,N,N,False,False,8.33,4.49
prasterone-acetate,10.0,-0.26,110.0,Vero E6,CHEMBL1480686,False,False,,False,False,N,N,N,False,False,833.33,4.82
prasugrel,10.0,0.08,108.5,Vero E6,CHEMBL1201772,False,False,,False,False,N,N,N,False,False,1.0,2.32
pravadoline,10.0,0.05,106.5,Vero E6,CHEMBL13178,False,False,,False,False,N,N,N,False,False,1.0,3.43
praziquantel,10.0,0.15,106.0,Vero E6,CHEMBL976,False,False,,False,False,N,N,N,False,False,833.33,2.67
prazosin,10.0,-0.06,107.0,Vero E6,CHEMBL2,False,False,,False,False,N,N,N,False,False,10000.0,1.13
preclamol,10.0,-0.1,114.5,Vero E6,CHEMBL7549,False,False,,False,False,N,N,N,False,False,833.33,1.02
prednisolone-acetate,10.0,-0.15,107.5,Vero E6,CHEMBL1152,False,False,,False,False,N,N,N,False,False,1.0,0.64
prednisolone-hemisuccinate,10.0,0.17,94.0,Vero E6,CHEMBL485659,False,False,,False,False,N,N,N,False,False,833.33,3.76
prednisolone-sodium-phosphate,10.0,-0.02,93.5,Vero E6,CHEMBL1201231,False,False,,False,False,N,N,N,False,False,10000.0,-4.78
prednisone,10.0,-0.18,108.0,Vero E6,CHEMBL635,False,False,,False,False,N,N,N,False,False,10000.0,1.02
pregnenolone,10.0,-0.28,112.5,Vero E6,CHEMBL253363,False,False,,False,False,N,N,N,False,False,8.33,3.91
pregnenolone-succinate,10.0,-0.04,104.5,Vero E6,CHEMBL2105373,False,False,,False,False,N,N,N,False,False,833.33,5.79
preladenant,10.0,0.01,111.0,Vero E6,CHEMBL240624,False,False,,False,False,N,N,N,False,False,100.0,3.21
prenylamine,10.0,0.88,19.5,Vero E6,CHEMBL24072,True,True,,False,False,Y,Y,Y,True,True,10000.0,23.08
presatovir,10.0,0.21,89.0,Vero E6,CHEMBL3410450,False,False,,False,False,N,N,N,False,False,1.0,2.31
pretomanid,10.0,0.09,111.5,Vero E6,CHEMBL227875,False,False,,False,False,N,N,N,False,False,10000.0,0.65
pridinol,10.0,0.02,107.5,Vero E6,CHEMBL404215,False,False,,False,False,N,N,N,False,False,8.33,4.59
prilocaine,10.0,-0.21,112.5,Vero E6,CHEMBL1194,False,False,,False,False,N,N,N,False,False,1.0,3.07
primaquine,10.0,0.49,76.5,Vero E6,CHEMBL506,True,True,,False,False,N,N,Y,False,False,10000.0,3.23
primidone,10.0,0.1,101.5,Vero E6,CHEMBL856,False,False,,False,False,N,N,N,False,False,10000.0,1.81
prinaberel,10.0,0.14,96.5,Vero E6,CHEMBL450940,False,False,,False,False,N,N,N,False,False,100.0,1.61
priralfinamide,10.0,-0.18,113.5,Vero E6,CHEMBL2107771,False,False,,False,False,N,N,N,False,False,8.33,7.24
proadifen,10.0,0.32,89.5,Vero E6,CHEMBL282567,False,False,,False,False,N,N,N,False,False,100.0,-0.9
probenecid,10.0,-0.09,105.5,Vero E6,CHEMBL897,False,False,,False,False,N,N,N,False,False,1.0,-0.75
probucol,10.0,0.09,100.5,Vero E6,CHEMBL608,False,False,,False,False,N,N,N,False,False,8.33,2.66
procainamide,10.0,0.01,116.5,Vero E6,CHEMBL640,False,False,,False,False,N,N,N,False,False,10000.0,0.87
procaine,10.0,-0.11,115.0,Vero E6,CHEMBL569,False,False,,False,False,N,N,N,False,False,10000.0,-0.17
procarbazine,10.0,0.13,106.5,Vero E6,CHEMBL1321,False,False,,False,False,N,N,N,False,False,8.33,4.48
procaterol,10.0,0.14,88.0,Vero E6,CHEMBL3249705,False,False,,False,False,N,N,N,False,False,8.33,0.18
prochlorperazine,10.0,0.74,27.5,Vero E6,CHEMBL728,True,True,,False,False,Y,N,Y,True,False,10000.0,14.55
procyanidin-B-2,10.0,0.11,106.0,Vero E6,CHEMBL504937,False,False,,False,False,N,N,N,False,False,8.33,3.77
procyclidine,10.0,0.11,99.5,Vero E6,CHEMBL86715,False,False,,False,False,N,N,N,False,False,1.0,1.18
proflavine-hemisulfate,0.83,0.26,80.5,Vero E6,CHEMBL55400,False,False,,False,False,N,N,N,False,False,833.33,1.94
progesterone,10.0,0.21,96.0,Vero E6,CHEMBL103,False,False,,False,False,N,N,N,False,False,10000.0,5.82
proglumetacin,10.0,0.09,99.5,Vero E6,CHEMBL2105825,False,False,,False,False,N,N,N,False,False,8.33,-2.43
proglumide,10.0,0.08,107.0,Vero E6,CHEMBL316561,False,False,,False,False,N,N,N,False,False,833.33,2.34
proguanil,10.0,-0.06,112.0,Vero E6,CHEMBL1377,False,False,,False,False,N,N,N,False,False,8.33,0.28
prolylleucylglycinamide,10.0,0.1,99.0,Vero E6,CHEMBL317488,False,False,,False,False,N,N,N,False,False,8.33,2.46
promazine,10.0,0.41,91.5,Vero E6,CHEMBL564,False,False,,False,False,N,N,N,False,False,1.0,2.47
promestriene,10.0,0.17,99.5,Vero E6,CHEMBL2105394,False,False,,False,False,N,N,N,False,False,100.0,-0.65
promethazine,10.0,0.53,67.5,Vero E6,CHEMBL643,True,True,11.0,True,False,N,N,Y,False,False,10000.0,3.03
pronethalol,10.0,-0.07,104.0,Vero E6,CHEMBL16476,False,False,,False,False,N,N,N,False,False,8.33,1.0
propafenone,0.83,-0.11,110.0,Vero E6,CHEMBL631,False,False,,False,False,N,N,N,False,False,833.33,3.83
propagermanium,10.0,0.13,94.0,Vero E6,CHEMBL2109214,False,False,,False,False,N,N,N,False,False,100.0,3.85
propantheline,10.0,0.21,99.5,Vero E6,CHEMBL1180725,False,False,,False,False,N,N,N,False,False,8.33,0.91
propentofylline,10.0,0.06,101.5,Vero E6,CHEMBL1079905,False,False,,False,False,N,N,N,False,False,8.33,2.46
propidium-iodide,10.0,0.27,93.5,Vero E6,CHEMBL332935,False,False,,False,False,N,N,N,False,False,100.0,3.2
propiverine,10.0,0.68,41.0,Vero E6,CHEMBL1078261,True,True,,False,False,Y,N,Y,True,False,10000.0,1.89
propoxur,10.0,-0.28,118.5,Vero E6,CHEMBL446060,False,False,,False,False,N,N,N,False,False,8.33,4.24
propranolol,10.0,0.15,102.0,Vero E6,CHEMBL27,False,False,,False,False,N,N,N,False,False,8.33,3.27
propranolol,10.0,0.14,107.0,Vero E6,CHEMBL27,False,False,,False,False,N,N,N,False,False,8.33,3.27
propranolol,10.0,0.0,101.0,Vero E6,CHEMBL27,False,False,,False,False,N,N,N,False,False,8.33,3.27
propyl 4-hydroxybenzoate,10.0,-0.05,111.0,Vero E6,CHEMBL194014,False,False,,False,False,N,N,N,False,False,833.33,2.26
propyl-benzoate,10.0,0.11,90.0,Vero E6,CHEMBL1355077,False,False,,False,False,N,N,N,False,False,1.0,2.41
propylhexedrine,10.0,-0.02,110.5,Vero E6,CHEMBL2105275,False,False,,False,False,N,N,N,False,False,1.0,-0.64
propylthiouracil,10.0,0.0,104.0,Vero E6,CHEMBL1518,False,False,,False,False,N,N,N,False,False,1.0,3.65
proquazone,10.0,0.07,103.0,Vero E6,CHEMBL268501,False,False,,False,False,N,N,N,False,False,1.0,0.68
protionamide,10.0,0.2,98.0,Vero E6,CHEMBL1378024,False,False,,False,False,N,N,N,False,False,833.33,3.81
protoporphyrin-IX,10.0,-0.03,115.0,Vero E6,CHEMBL1325592,False,False,,False,False,N,N,N,False,False,100.0,-0.13
proxyfan,10.0,-0.15,115.0,Vero E6,CHEMBL19173,False,False,,False,False,N,N,N,False,False,833.33,0.04
proxymetacaine,10.0,-0.01,108.0,Vero E6,CHEMBL1196,False,False,,False,False,N,N,N,False,False,100.0,2.25
prucalopride,10.0,0.03,109.0,Vero E6,CHEMBL117287,False,False,,False,False,N,N,N,False,False,833.33,3.32
prulifloxacin,10.0,0.2,97.0,Vero E6,CHEMBL422648,False,False,,False,False,N,N,N,False,False,1.0,0.31
pruvanserin,10.0,0.12,98.5,Vero E6,CHEMBL1215661,False,False,,False,False,N,N,N,False,False,1.0,3.23
psoralen,10.0,-0.03,108.0,Vero E6,CHEMBL164660,False,False,,False,False,N,N,N,False,False,100.0,1.55
puerarin,10.0,0.06,98.5,Vero E6,CHEMBL486386,False,False,,False,False,N,N,N,False,False,833.33,2.34
purmorphamine,10.0,-0.23,113.0,Vero E6,CHEMBL1221984,False,False,,False,False,N,N,N,False,False,833.33,2.43
purvalanol-A,0.83,-0.03,109.0,Vero E6,CHEMBL23327,False,False,,False,False,N,N,N,False,False,833.33,2.68
purvalanol-B,10.0,-0.01,101.0,Vero E6,CHEMBL23254,False,False,,False,False,N,N,N,False,False,1.0,11.35
putrescine,10.0,0.04,94.0,Vero E6,CHEMBL46257,False,False,,False,False,N,N,N,False,False,833.33,4.47
pyrantel-pamoate,10.0,0.1,93.5,Vero E6,CHEMBL1626223,False,False,,False,False,N,N,N,False,False,100.0,2.36
pyrazinamide,10.0,0.07,109.5,Vero E6,CHEMBL614,False,False,,False,False,N,N,N,False,False,100.0,-5.67
pyrazinoylguanidine,10.0,0.07,107.5,Vero E6,CHEMBL1962516,False,False,,False,False,N,N,N,False,False,1.0,0.04
pyrazolanthrone,10.0,0.1,105.5,Vero E6,CHEMBL1725279,False,False,,False,False,N,N,N,False,False,8.33,0.82
pyridoxal,10.0,-0.17,109.0,Vero E6,CHEMBL102970,False,False,,False,False,N,N,N,False,False,1.0,4.33
pyridoxal-isonicotinoyl-hydrazone,10.0,-0.08,100.0,Vero E6,CHEMBL103111,False,False,,False,False,N,N,N,False,False,1.0,3.14
pyridoxine,10.0,0.08,108.5,Vero E6,CHEMBL1364,False,False,,False,False,N,N,N,False,False,100.0,-7.58
pyrimethamine,0.83,-0.02,115.0,Vero E6,CHEMBL36,False,False,,False,False,N,N,N,False,False,8.33,3.29
pyrintegrin,0.83,0.71,60.5,Vero E6,CHEMBL4303620,True,True,,False,False,N,Y,Y,False,True,10000.0,36.01
pyrithione-zinc,10.0,0.04,91.5,Vero E6,CHEMBL1200471,False,True,,False,False,N,Y,N,False,True,833.33,29.9
pyrithyldione,10.0,-0.05,107.0,Vero E6,CHEMBL1722501,False,False,,False,False,N,N,N,False,False,1.0,1.54
pyritinol,10.0,0.02,100.5,Vero E6,CHEMBL488093,False,False,,False,False,N,N,N,False,False,100.0,2.92
pyronaridine,0.83,0.28,100.0,Vero E6,CHEMBL35228,False,False,,False,False,N,N,N,False,False,100.0,8.6
pyroxamide,0.83,0.04,104.5,Vero E6,CHEMBL353581,False,False,,False,False,N,N,N,False,False,100.0,0.72
pyrrolidine-1-carbonitrile,10.0,0.25,92.0,Vero E6,CHEMBL262697,False,False,,False,False,N,N,N,False,False,1.0,3.76
pyrrolidine-dithiocarbamate,0.83,0.11,98.0,Vero E6,CHEMBL399491,False,True,,False,False,N,Y,N,False,True,10000.0,24.8
pyrvinium-pamoate,10.0,-0.08,113.0,Vero E6,CHEMBL1201303,False,False,,False,False,N,N,N,False,False,8.33,-0.84
quercetin,10.0,0.08,102.5,Vero E6,CHEMBL50,False,False,,False,False,N,N,N,False,False,10000.0,3.03
quiflapon,10.0,-0.04,105.5,Vero E6,CHEMBL16596,False,False,,False,False,N,N,N,False,False,833.33,1.93
quinagolide,10.0,-0.24,112.5,Vero E6,CHEMBL5316219,False,False,,False,False,N,N,N,False,False,8.33,-0.18
quinapril,10.0,-0.15,109.0,Vero E6,CHEMBL1592,False,False,,False,False,N,N,N,False,False,10000.0,4.29
quinaprilat,10.0,0.09,106.0,Vero E6,CHEMBL1733,False,False,,False,False,N,N,N,False,False,10000.0,0.11
quinelorane,10.0,0.13,106.5,Vero E6,CHEMBL155731,False,False,,False,False,N,N,N,False,False,1.0,0.91
quinestrol,10.0,-0.03,102.0,Vero E6,CHEMBL1201165,False,True,56.0,True,False,N,Y,N,False,True,10000.0,15.7
quinethazone,10.0,0.34,88.0,Vero E6,CHEMBL1532,False,False,,False,False,N,N,N,False,False,100.0,-4.32
quinidine,10.0,0.15,111.0,Vero E6,CHEMBL1294,False,False,,False,False,N,N,N,False,False,10000.0,2.18
quinidine,10.0,0.02,104.5,Vero E6,CHEMBL1294,False,False,,False,False,N,N,N,False,False,10000.0,2.18
quinine-ethyl-carbonate,10.0,0.21,99.0,Vero E6,CHEMBL3039178,False,False,,False,False,N,N,N,False,False,833.33,6.66
quinolinic-acid,10.0,0.11,107.5,Vero E6,CHEMBL286204,False,False,,False,False,N,N,N,False,False,1.0,1.12
quinpirol-(-),10.0,0.2,92.5,Vero E6,CHEMBL240773,False,False,,False,False,N,N,N,False,False,8.33,2.95
quipazine,10.0,0.12,104.0,Vero E6,CHEMBL18772,False,False,,False,False,N,N,N,False,False,1.0,2.16
quizartinib,10.0,0.18,97.5,Vero E6,CHEMBL576982,False,False,,False,False,N,N,N,False,False,100.0,0.83
rabeprazole,10.0,0.01,105.5,Vero E6,CHEMBL1219,False,False,,False,False,N,N,N,False,False,100.0,2.14
rac-BHFF,10.0,0.24,95.5,Vero E6,CHEMBL2322946,False,False,,False,False,N,N,N,False,False,1.0,5.52
racecadotril,10.0,0.05,109.5,Vero E6,CHEMBL2103772,False,False,,False,False,N,N,N,False,False,8.33,1.8
raclopride,10.0,0.12,104.0,Vero E6,CHEMBL8809,False,False,,False,False,N,N,N,False,False,10000.0,-0.07
ractopamine,10.0,-0.07,111.0,Vero E6,CHEMBL509336,False,False,,False,False,N,N,N,False,False,10000.0,1.53
radafaxine,10.0,-0.04,110.5,Vero E6,CHEMBL1172928,False,False,,False,False,N,N,N,False,False,833.33,7.12
radezolid,10.0,0.03,110.0,Vero E6,CHEMBL455461,False,False,,False,False,N,N,N,False,False,10000.0,2.43
raloxifene,0.83,0.08,101.0,Vero E6,CHEMBL81,False,True,,False,False,N,Y,N,False,True,10000.0,24.41
raltegravir,10.0,0.32,110.0,Vero E6,CHEMBL254316,False,False,,False,False,N,N,N,False,False,1.0,3.09
raltitrexed,0.83,-0.21,103.5,Vero E6,CHEMBL225071,False,False,,False,False,N,N,N,False,False,8.33,5.47
ramatroban,10.0,-0.01,102.5,Vero E6,CHEMBL361812,False,False,,False,False,N,N,N,False,False,10000.0,2.02
ramelteon,10.0,0.01,113.5,Vero E6,CHEMBL1218,False,False,,False,False,N,N,N,False,False,1.0,0.77
ramipril,10.0,0.05,98.5,Vero E6,CHEMBL1168,False,False,,False,False,N,N,N,False,False,833.33,5.34
ranirestat,10.0,0.15,94.5,Vero E6,CHEMBL334830,False,False,,False,False,N,N,N,False,False,833.33,3.78
ranitidine,10.0,-0.1,111.0,Vero E6,CHEMBL2110372,False,False,,False,False,N,N,N,False,False,100.0,2.56
ranolazine,10.0,0.09,101.0,Vero E6,CHEMBL1404,False,False,,False,False,N,N,N,False,False,833.33,0.17
rapastinel,10.0,-0.01,94.0,Vero E6,CHEMBL3544917,False,False,,False,False,N,N,N,False,False,100.0,0.55
rasagiline,10.0,0.1,115.0,Vero E6,CHEMBL887,False,False,,False,False,N,N,N,False,False,1.0,0.63
ravuconazole,10.0,0.03,107.0,Vero E6,CHEMBL294029,False,False,,False,False,N,N,N,False,False,10000.0,0.29
rebamipide,10.0,0.08,104.5,Vero E6,CHEMBL1697771,False,False,,False,False,N,N,N,False,False,100.0,4.52
rebastinib,0.83,0.57,106.5,Vero E6,CHEMBL1738757,True,True,,False,False,N,N,Y,False,False,10000.0,8.96
reboxetine,10.0,-0.09,113.0,Vero E6,CHEMBL383921,False,False,,False,False,N,N,N,False,False,8.33,1.82
regadenoson,10.0,-0.03,111.0,Vero E6,CHEMBL317052,False,False,,False,False,N,N,N,False,False,100.0,3.4
regorafenib,0.83,0.04,110.5,Vero E6,CHEMBL1946170,False,False,,False,False,N,N,N,False,False,8.33,3.25
relcovaptan,10.0,-0.04,106.5,Vero E6,CHEMBL419667,False,False,,False,False,N,N,N,False,False,10000.0,2.72
relebactam,10.0,0.01,110.0,Vero E6,CHEMBL3112741,False,False,,False,False,N,N,N,False,False,8.33,1.87
remacemide,10.0,-0.12,113.0,Vero E6,CHEMBL25843,False,False,,False,False,N,N,N,False,False,833.33,0.88
remimazolam,10.0,0.13,95.0,Vero E6,CHEMBL4297526,False,False,,False,False,N,N,N,False,False,100.0,2.32
remodelin,10.0,0.03,100.0,Vero E6,CHEMBL399572,False,False,,False,False,N,N,N,False,False,100.0,1.18
remoxipride,10.0,0.16,98.5,Vero E6,CHEMBL22242,False,False,,False,False,N,N,N,False,False,8.33,2.05
reparixin,10.0,0.14,100.0,Vero E6,CHEMBL191413,False,False,,False,False,N,N,N,False,False,10000.0,4.19
repsox,10.0,0.19,97.0,Vero E6,CHEMBL185238,False,False,,False,False,N,N,N,False,False,8.33,2.3
resatorvid,10.0,0.07,99.5,Vero E6,CHEMBL225157,False,False,,False,False,N,N,N,False,False,100.0,3.21
reserpine,10.0,0.13,110.5,Vero E6,CHEMBL772,False,False,,False,False,N,N,N,False,False,10000.0,7.95
resibufogenin,10.0,-0.24,109.5,Vero E6,CHEMBL250172,False,False,,False,False,N,N,N,False,False,1.0,-0.2
resiquimod,10.0,0.07,113.0,Vero E6,CHEMBL383322,False,False,,False,False,N,N,N,False,False,8.33,3.82
resminostat,0.83,-0.1,116.0,Vero E6,CHEMBL4296717,False,False,,False,False,N,N,N,False,False,1.0,0.52
resorcinol,10.0,0.05,110.5,Vero E6,CHEMBL24147,False,False,,False,False,N,N,N,False,False,833.33,-2.6
resveratrol,10.0,0.01,103.5,Vero E6,CHEMBL165,False,False,,False,False,N,N,N,False,False,10000.0,3.82
retapamulin,10.0,0.03,109.0,Vero E6,CHEMBL1658,False,False,,False,False,N,N,N,False,False,8.33,2.42
retaspimycin,10.0,-0.03,108.5,Vero E6,CHEMBL1184904,False,False,,False,False,N,N,N,False,False,10000.0,8.73
retinaldehyde,10.0,-0.11,114.0,Vero E6,CHEMBL81379,False,False,,False,False,N,N,N,False,False,10000.0,10.39
retinol,10.0,-0.02,109.5,Vero E6,CHEMBL986,False,False,,False,False,N,N,N,False,False,10000.0,2.75
retinyl-acetate,10.0,-0.23,113.0,Vero E6,CHEMBL486193,False,False,,False,False,N,N,N,False,False,833.33,1.34
revaprazan,10.0,0.59,42.5,Vero E6,CHEMBL1618279,True,True,26.0,True,False,Y,N,Y,True,False,100.0,2.31
reversan,10.0,0.23,98.0,Vero E6,CHEMBL1506885,False,False,,False,False,N,N,N,False,False,1.0,12.14
reversine,10.0,-0.11,105.5,Vero E6,CHEMBL188343,False,False,,False,False,N,N,N,False,False,8.33,6.21
rhein,10.0,0.27,99.5,Vero E6,CHEMBL418068,False,False,,False,False,N,N,N,False,False,833.33,-0.03
rheochrysidin,10.0,0.12,109.0,Vero E6,CHEMBL42624,False,False,,False,False,N,N,N,False,False,1.0,1.91
ribavirin,10.0,0.02,97.5,Vero E6,CHEMBL1643,False,False,,False,False,N,N,N,False,False,10000.0,4.23
ribitol,10.0,0.07,105.0,Vero E6,CHEMBL1865120,False,False,,False,False,N,N,N,False,False,8.33,3.83
ribociclib,10.0,0.24,113.0,Vero E6,CHEMBL3545110,False,False,,False,False,N,N,N,False,False,100.0,-0.03
riboflavin,10.0,0.21,101.5,Vero E6,CHEMBL1534,False,False,,False,False,N,N,N,False,False,10000.0,0.32
riboflavin-5-phosphate-sodium,10.0,0.17,101.5,Vero E6,CHEMBL1201794,False,False,,False,False,N,N,N,False,False,8.33,3.45
ribostamycin-sulfate,10.0,0.2,90.5,Vero E6,CHEMBL3138633,False,False,,False,False,N,N,N,False,False,1.0,2.03
ribostamycin-sulfate,10.0,-0.08,119.0,Vero E6,CHEMBL3138633,False,False,,False,False,N,N,N,False,False,1.0,2.03
rifampin,0.83,-0.03,111.5,Vero E6,CHEMBL374478,False,False,,False,False,N,N,N,False,False,10000.0,-1.54
rifamycin-sv,10.0,-0.1,108.5,Vero E6,CHEMBL437765,False,False,,False,False,N,N,N,False,False,833.33,5.19
rifamycin-sv,10.0,0.12,80.0,Vero E6,CHEMBL437765,False,False,,False,False,N,N,N,False,False,833.33,5.19
rifapentine,10.0,0.19,107.0,Vero E6,CHEMBL1660,False,False,,False,False,N,N,N,False,False,10000.0,1.47
