compound_name,Concentration uM,morphology score,infection rate (%),Cell model,chembl_id,is_CP_hit,is_324_hit,top_74_rank,is_74_hit,is_5_hit
moxaverine,10.0,0.5,86.0,Vero E6,CHEMBL2105060,True,True,64.0,True,False
moxidectin,10.0,0.27,98.5,Vero E6,CHEMBL2104415,False,False,,False,False
moxifloxacin,10.0,0.03,105.5,Vero E6,CHEMBL32,False,False,,False,False
moxonidine,10.0,0.08,102.0,Vero E6,CHEMBL19236,False,False,,False,False
mozavaptan,0.83,0.02,117.0,Vero E6,CHEMBL420762,False,False,,False,False
mubritinib,10.0,-0.09,96.0,Vero E6,CHEMBL1614707,False,False,,False,False
mupirocin,10.0,0.05,110.0,Vero E6,CHEMBL719,False,False,,False,False
muscimol,10.0,-0.0,111.0,Vero E6,CHEMBL273481,False,False,,False,False
mycophenolate-mofetil,10.0,-0.12,108.5,Vero E6,CHEMBL1456,False,True,,False,False
mycophenolic-acid,10.0,-0.09,114.5,Vero E6,CHEMBL866,False,False,,False,False
myricetin,10.0,0.2,109.5,Vero E6,CHEMBL164,False,False,,False,False
myricitrin,10.0,0.15,103.0,Vero E6,CHEMBL522983,False,False,,False,False
myristyl-nicotinate,0.0,0.02,97.0,Vero E6,CHEMBL4303439,False,False,,False,False
nTZDpa,10.0,0.15,101.5,Vero E6,CHEMBL370152,False,False,,False,False
nabumetone,10.0,0.04,117.5,Vero E6,CHEMBL1070,False,False,,False,False
nadide,10.0,-0.05,94.0,Vero E6,CHEMBL1234613,False,False,,False,False
nadifloxacin,10.0,-0.0,106.0,Vero E6,CHEMBL363449,False,False,,False,False
nafadotride,10.0,0.33,89.0,Vero E6,CHEMBL286252,False,False,,False,False
nafamostat,10.0,0.17,108.0,Vero E6,CHEMBL273264,False,False,,False,False
nafcillin,10.0,-0.16,112.0,Vero E6,CHEMBL1443,False,False,,False,False
naftidrofuryl,10.0,0.14,103.5,Vero E6,CHEMBL1620794,False,False,,False,False
nalbuphine,10.0,-0.05,114.5,Vero E6,CHEMBL895,False,False,,False,False
nalfurafine,10.0,-0.07,107.5,Vero E6,CHEMBL267495,False,False,,False,False
nalidixic-acid,10.0,-0.06,105.5,Vero E6,CHEMBL5,False,False,,False,False
nalmefene,10.0,-0.04,112.5,Vero E6,CHEMBL982,False,False,,False,False
naloxegol,10.0,0.25,92.0,Vero E6,CHEMBL2219418,False,False,,False,False
naloxone-benzoylhydrazone,10.0,0.07,110.0,Vero E6,CHEMBL1256836,False,False,,False,False
naltriben,10.0,-0.13,105.5,Vero E6,CHEMBL100940,False,False,,False,False
naltrindole,10.0,-0.1,105.5,Vero E6,CHEMBL567175,False,False,,False,False
napabucasin,0.83,0.31,89.0,Vero E6,CHEMBL64130,False,False,,False,False
naphazoline,10.0,0.15,99.0,Vero E6,CHEMBL761,False,False,,False,False
naphthoquine-phosphate,10.0,0.1,109.0,Vero E6,CHEMBL4303411,False,False,,False,False
napirimus,10.0,0.12,107.0,Vero E6,CHEMBL2105168,False,False,,False,False
naproxen,10.0,-0.02,106.5,Vero E6,CHEMBL154,False,False,,False,False
naratriptan,10.0,0.07,104.5,Vero E6,CHEMBL1278,False,False,,False,False
naringenin,10.0,0.02,98.5,Vero E6,CHEMBL9352,False,False,,False,False
naringeninic-acid,10.0,0.02,102.5,Vero E6,CHEMBL66879,False,False,,False,False
naringin-dihydrochalcone,10.0,0.04,107.0,Vero E6,CHEMBL5308388,False,False,,False,False
narlaprevir,10.0,0.16,111.0,Vero E6,CHEMBL1255891,False,False,,False,False
nastorazepide,10.0,-0.01,104.0,Vero E6,CHEMBL4303633,False,False,,False,False
natamycin,10.0,0.08,107.5,Vero E6,CHEMBL1200656,False,False,,False,False
nateglinide,10.0,0.02,94.5,Vero E6,CHEMBL2114389,False,False,,False,False
navarixin,10.0,-0.06,109.5,Vero E6,CHEMBL216981,False,False,,False,False
nebivolol,10.0,0.05,107.5,Vero E6,CHEMBL434394,False,False,,False,False
nebracetam,10.0,0.08,102.5,Vero E6,CHEMBL2104682,False,False,,False,False
necrostatin-1,10.0,0.19,93.5,Vero E6,CHEMBL195008,False,False,,False,False
necrostatin-2,10.0,0.13,95.0,Vero E6,CHEMBL370438,False,False,,False,False
nedaplatin,10.0,0.09,102.0,Vero E6,CHEMBL3137685,False,False,,False,False
nedocromil,10.0,-0.03,109.5,Vero E6,CHEMBL746,False,False,,False,False
nefazodone,10.0,0.07,105.5,Vero E6,CHEMBL623,False,False,,False,False
nefiracetam,10.0,0.05,113.0,Vero E6,CHEMBL260829,False,False,,False,False
nefopam,10.0,0.03,107.5,Vero E6,CHEMBL465026,False,False,,False,False
nelarabine,10.0,-0.01,109.0,Vero E6,CHEMBL1201112,False,False,,False,False
nelfinavir,10.0,0.72,47.5,Vero E6,CHEMBL584,True,True,,False,False
nemonapride,10.0,0.64,36.5,Vero E6,CHEMBL4303262,True,True,42.0,True,False
nemorubicin,0.83,0.02,108.5,Vero E6,CHEMBL1232279,False,False,,False,False
neo-gilurytmal,10.0,-0.04,115.5,Vero E6,CHEMBL4303243,False,False,,False,False
neohesperidin,10.0,0.01,112.0,Vero E6,CHEMBL506398,False,False,,False,False
neostigmine,10.0,-0.11,112.5,Vero E6,CHEMBL278020,False,False,,False,False
nepafenac,10.0,0.06,120.0,Vero E6,CHEMBL1021,False,False,,False,False
nepicastat,10.0,-0.05,104.0,Vero E6,CHEMBL1188395,False,False,,False,False
neratinib,10.0,-0.26,101.5,Vero E6,CHEMBL180022,False,False,,False,False
neridronic-acid,10.0,0.21,91.0,Vero E6,CHEMBL55214,False,False,,False,False
nesbuvir,10.0,0.11,104.0,Vero E6,CHEMBL1092581,False,False,,False,False
netupitant,10.0,0.11,94.0,Vero E6,CHEMBL206253,False,False,,False,False
neurodazine,10.0,0.2,70.0,Vero E6,CHEMBL4303639,False,False,,False,False
neuropathiazol,10.0,-0.05,110.5,Vero E6,CHEMBL4303651,False,False,,False,False
nevirapine,10.0,0.17,104.0,Vero E6,CHEMBL57,False,False,,False,False
nexturastat-A,0.83,0.11,105.0,Vero E6,CHEMBL2179618,False,False,,False,False
niacin,10.0,0.19,101.5,Vero E6,CHEMBL573,False,False,,False,False
nicaraven,10.0,-0.02,114.5,Vero E6,CHEMBL1705525,False,False,,False,False
nicardipine,10.0,0.02,103.0,Vero E6,CHEMBL1484,False,False,,False,False
nicergoline,10.0,0.28,81.0,Vero E6,CHEMBL1372950,False,False,,False,False
niceritrol,0.83,0.13,96.5,Vero E6,CHEMBL1697762,False,False,,False,False
niclosamide,0.83,0.1,97.0,Vero E6,CHEMBL1448,False,False,,False,False
nicotinamide,10.0,0.03,107.5,Vero E6,CHEMBL1140,False,False,,False,False
nicotinyl-alcohol-tartrate,10.0,-0.13,118.0,Vero E6,CHEMBL1235535,False,False,,False,False
nifedipine,10.0,-0.06,106.5,Vero E6,CHEMBL193,False,False,,False,False
nifekalant,10.0,-0.06,119.5,Vero E6,CHEMBL360861,False,False,,False,False
nifenalol,10.0,-0.14,117.5,Vero E6,CHEMBL127349,False,False,,False,False
nifenazone,10.0,0.03,102.5,Vero E6,CHEMBL1413176,False,False,,False,False
niflumic-acid,10.0,0.13,104.0,Vero E6,CHEMBL63323,False,False,,False,False
nifursol,10.0,0.1,111.0,Vero E6,CHEMBL485549,False,False,,False,False
nifurtimox,10.0,0.04,101.5,Vero E6,CHEMBL290960,False,False,,False,False
nilotinib,10.0,0.33,96.5,Vero E6,CHEMBL255863,False,False,,False,False
nilutamide,10.0,0.15,108.5,Vero E6,CHEMBL1274,False,False,,False,False
nilvadipine,10.0,-0.08,105.5,Vero E6,CHEMBL517427,False,False,,False,False
nimesulide,10.0,0.03,105.0,Vero E6,CHEMBL56367,False,False,,False,False
nimodipine,10.0,0.14,92.0,Vero E6,CHEMBL1428,False,False,,False,False
nimorazole,10.0,0.1,91.5,Vero E6,CHEMBL435966,False,False,,False,False
nintedanib,10.0,-0.05,107.5,Vero E6,CHEMBL2136735,False,False,,False,False
niraparib,0.83,0.06,102.5,Vero E6,CHEMBL1094636,False,False,,False,False
niridazole,10.0,0.23,95.0,Vero E6,CHEMBL152632,False,False,,False,False
nisin,10.0,0.11,103.0,Vero E6,CHEMBL526744,False,False,,False,False
nisoldipine,0.83,-0.04,111.5,Vero E6,CHEMBL1726,False,False,,False,False
nisoxetine,10.0,0.14,96.5,Vero E6,CHEMBL295467,False,False,,False,False
nitazoxanide,10.0,0.22,88.0,Vero E6,CHEMBL1401,False,False,,False,False
nitecapone,10.0,0.1,102.5,Vero E6,CHEMBL167055,False,False,,False,False
nitenpyram,10.0,0.06,101.0,Vero E6,CHEMBL259728,False,False,,False,False
nithiamide,10.0,0.02,90.0,Vero E6,CHEMBL1872946,False,False,,False,False
nitisinone,10.0,0.05,109.5,Vero E6,CHEMBL1337,False,False,,False,False
nitrendipine,10.0,-0.06,111.5,Vero E6,CHEMBL3195219,False,False,,False,False
nitrocaramiphen,10.0,0.14,103.5,Vero E6,CHEMBL1192187,False,False,,False,False
nitrofurantoin,10.0,0.17,111.5,Vero E6,CHEMBL572,False,False,,False,False
nitrofurazone,10.0,0.19,105.0,Vero E6,CHEMBL869,False,False,,False,False
nitromide,10.0,0.26,83.5,Vero E6,CHEMBL1437065,False,False,,False,False
nitrosodimethylurea,10.0,0.06,106.5,Vero E6,CHEMBL4303552,False,False,,False,False
nizofenone,10.0,0.15,98.0,Vero E6,CHEMBL2106822,False,False,,False,False
nobiletin,10.0,0.32,110.0,Vero E6,CHEMBL76447,False,False,,False,False
nocodazole,0.83,0.03,104.0,Vero E6,CHEMBL9514,False,False,,False,False
nolatrexed,10.0,-0.17,108.5,Vero E6,CHEMBL320775,False,False,,False,False
nomegestrol-acetate,10.0,0.15,95.0,Vero E6,CHEMBL1476022,False,False,,False,False
nomifensine,10.0,-0.11,109.0,Vero E6,CHEMBL273575,False,False,,False,False
nor-binaltorphimine,10.0,-0.07,114.5,Vero E6,CHEMBL573214,False,False,,False,False
norcyclobenzaprine,10.0,0.31,81.0,Vero E6,CHEMBL1557167,False,False,,False,False
norelgestromin,10.0,-0.09,107.5,Vero E6,CHEMBL4791392,False,False,,False,False
norepinephrine,10.0,-0.07,109.0,Vero E6,CHEMBL1437,False,False,,False,False
norethindrone-acetate,10.0,-0.15,105.5,Vero E6,CHEMBL1201146,False,False,,False,False
norethisterone-enanthate,10.0,0.15,96.5,Vero E6,CHEMBL3187229,False,False,,False,False
noretynodrel,10.0,0.02,107.5,Vero E6,CHEMBL1387,False,False,,False,False
norfloxacin,10.0,0.2,86.0,Vero E6,CHEMBL9,False,False,,False,False
norfluoxetine,10.0,0.57,59.0,Vero E6,CHEMBL1494,True,True,,False,False
norgestimate,10.0,0.11,107.5,Vero E6,CHEMBL1200934,False,False,,False,False
norgestrel,10.0,0.19,93.0,Vero E6,CHEMBL1389,False,False,,False,False
norgestrel,10.0,-0.22,111.5,Vero E6,CHEMBL1389,False,False,,False,False
nortriptyline,0.83,-0.1,110.5,Vero E6,CHEMBL445,False,False,,False,False
norvancomycin,10.0,0.01,100.5,Vero E6,CHEMBL4303504,False,False,,False,False
noscapine,10.0,-0.1,104.5,Vero E6,CHEMBL364713,False,False,,False,False
novobiocin,10.0,0.17,95.0,Vero E6,CHEMBL36506,False,False,,False,False
nuclomedone,10.0,0.24,99.0,Vero E6,CHEMBL2106465,False,False,,False,False
nutlin-3,0.83,0.1,117.0,Vero E6,CHEMBL191334,False,False,,False,False
nystatin,10.0,-0.06,115.5,Vero E6,CHEMBL5465559,False,False,,False,False
o-3M3FBS,10.0,-0.09,113.0,Vero E6,CHEMBL1443163,False,False,,False,False
o-mercapto-benzoic-acid,10.0,0.2,101.0,Vero E6,CHEMBL119888,False,False,,False,False
obeticholic-acid,10.0,0.17,92.5,Vero E6,CHEMBL266340,False,False,,False,False
obeticholic-acid,10.0,0.07,109.0,Vero E6,CHEMBL266340,False,False,,False,False
obidoxime,10.0,-0.04,108.0,Vero E6,CHEMBL451635,False,False,,False,False
ochromycinone,10.0,-0.05,105.0,Vero E6,CHEMBL256705,False,False,,False,False
ocinaplon,10.0,-0.05,117.0,Vero E6,CHEMBL2105199,False,False,,False,False
octadecan-1-ol,0.0,0.17,95.5,Vero E6,CHEMBL24640,False,False,,False,False
octenidine,0.83,-0.01,107.5,Vero E6,CHEMBL1199480,False,False,,False,False
octopamine,10.0,-0.04,114.5,Vero E6,CHEMBL53929,False,False,,False,False
octreotide,10.0,0.06,102.5,Vero E6,CHEMBL1680,False,False,,False,False
odanacatib,10.0,0.16,96.5,Vero E6,CHEMBL481611,False,False,,False,False
ofloxacin,10.0,0.09,105.5,Vero E6,CHEMBL4,False,False,,False,False
ofloxacin,10.0,0.06,103.5,Vero E6,CHEMBL4,False,False,,False,False
oglemilast,10.0,0.29,92.0,Vero E6,CHEMBL4297520,False,False,,False,False
olanzapine,10.0,-0.06,108.0,Vero E6,CHEMBL715,False,False,,False,False
oleamide,10.0,0.24,94.5,Vero E6,CHEMBL15927,False,False,,False,False
oleandrin,0.83,-0.17,118.5,Vero E6,CHEMBL4285883,False,False,,False,False
oleanolic-acid,10.0,0.05,109.5,Vero E6,CHEMBL168,False,False,,False,False
oleoylethanolamide,10.0,0.06,102.5,Vero E6,CHEMBL280065,False,False,,False,False
olesoxime,10.0,-0.09,106.5,Vero E6,CHEMBL3545254,False,False,,False,False
oleuropein,10.0,-0.02,112.5,Vero E6,CHEMBL1911053,False,False,,False,False
olmesartan,10.0,0.02,101.5,Vero E6,CHEMBL1516,False,False,,False,False
olmesartan-medoxomil,10.0,-0.03,116.0,Vero E6,CHEMBL1200692,False,False,,False,False
olmutinib,0.83,-0.1,94.5,Vero E6,CHEMBL3786343,False,False,,False,False
olomoucine,10.0,0.02,98.5,Vero E6,CHEMBL280074,False,False,,False,False
olprinone,10.0,0.1,104.5,Vero E6,CHEMBL1474900,False,False,,False,False
olsalazine,10.0,0.06,103.5,Vero E6,CHEMBL425,False,False,,False,False
oltipraz,10.0,-0.04,109.0,Vero E6,CHEMBL178459,False,False,,False,False
olvanil,10.0,0.22,96.0,Vero E6,CHEMBL76903,False,False,,False,False
omadacycline,10.0,0.18,97.5,Vero E6,CHEMBL1689772,False,False,,False,False
omarigliptin,10.0,0.2,107.0,Vero E6,CHEMBL2105762,False,False,,False,False
ombitasvir,10.0,0.12,113.0,Vero E6,CHEMBL3127326,False,False,,False,False
omecamtiv-mecarbil,10.0,0.27,99.0,Vero E6,CHEMBL1800955,False,False,,False,False
omeprazole,10.0,0.09,103.5,Vero E6,CHEMBL1503,False,False,,False,False
omeprazole-magnesium,10.0,-0.14,116.0,Vero E6,CHEMBL1567328,False,False,,False,False
omeprazole-sulfide,10.0,0.19,104.0,Vero E6,CHEMBL892,False,False,,False,False
oncrasin-1,10.0,0.11,110.0,Vero E6,CHEMBL1775048,False,False,,False,False
ondansetron,10.0,0.25,90.0,Vero E6,CHEMBL46,False,False,,False,False
opicapone,10.0,0.12,101.5,Vero E6,CHEMBL1089318,False,False,,False,False
opipramol,10.0,0.24,102.0,Vero E6,CHEMBL370753,False,False,,False,False
oprozomib,0.83,-0.31,108.0,Vero E6,CHEMBL2103884,False,True,,False,False
orantinib,10.0,0.12,92.5,Vero E6,CHEMBL274654,False,False,,False,False
orbifloxacin,10.0,0.15,96.5,Vero E6,CHEMBL295433,False,False,,False,False
oritavancin,10.0,0.04,92.0,Vero E6,CHEMBL1688530,False,False,,False,False
orlistat,10.0,0.23,100.0,Vero E6,CHEMBL175247,False,False,,False,False
ornidazole,10.0,0.08,107.0,Vero E6,CHEMBL1449676,False,False,,False,False
ornithine,10.0,0.1,96.5,Vero E6,CHEMBL446143,False,False,,False,False
orotic-acid,10.0,0.1,104.5,Vero E6,CHEMBL1235017,False,False,,False,False
orphanin-fq,10.0,0.05,111.5,Vero E6,CHEMBL396460,False,False,,False,False
orphenadrine,10.0,0.32,87.0,Vero E6,CHEMBL900,False,False,,False,False
orteronel,10.0,0.08,105.5,Vero E6,CHEMBL1921976,False,False,,False,False
oseltamivir-carboxylate,10.0,-0.05,102.5,Vero E6,CHEMBL674,False,False,,False,False
oseltamivir-phosphate,10.0,0.24,85.5,Vero E6,CHEMBL1229,False,False,,False,False
osemozotan,10.0,0.1,106.5,Vero E6,CHEMBL1742408,False,False,,False,False
osimertinib,10.0,-0.27,110.5,Vero E6,CHEMBL3353410,False,False,,False,False
ospemifene,10.0,0.19,97.5,Vero E6,CHEMBL2105395,False,False,,False,False
ostarine,10.0,0.07,112.5,Vero E6,CHEMBL1738889,False,False,,False,False
osthol,10.0,0.24,107.0,Vero E6,CHEMBL52229,False,False,,False,False
otamixaban,10.0,-0.08,100.5,Vero E6,CHEMBL46618,False,False,,False,False
otenzepad,10.0,0.17,94.5,Vero E6,CHEMBL17045,False,False,,False,False
otilonium,10.0,0.3,101.0,Vero E6,CHEMBL1433361,False,False,,False,False
oxacillin,10.0,-0.01,110.0,Vero E6,CHEMBL819,False,False,,False,False
oxacyclohexadecan-2-one,10.0,-0.05,105.5,Vero E6,CHEMBL3560504,False,False,,False,False
oxaliplatin,10.0,-0.09,111.5,Vero E6,CHEMBL414804,False,False,,False,False
oxaprozin,10.0,-0.01,115.5,Vero E6,CHEMBL1071,False,False,,False,False
oxatomide,10.0,-0.05,106.5,Vero E6,CHEMBL13828,False,False,,False,False
oxcarbazepine,10.0,0.09,107.5,Vero E6,CHEMBL1068,False,False,,False,False
oxelaidin,10.0,0.42,73.5,Vero E6,CHEMBL1500276,False,False,,False,False
oxethazaine,10.0,-0.17,102.5,Vero E6,CHEMBL127592,False,False,,False,False
oxfendazole,10.0,0.15,101.0,Vero E6,CHEMBL42442,False,False,,False,False
oxfenicine,10.0,0.25,103.0,Vero E6,CHEMBL1232077,False,False,,False,False
oxibendazole,10.0,-0.16,117.5,Vero E6,CHEMBL1087630,False,False,,False,False
oxiconazole,10.0,-0.08,114.5,Vero E6,CHEMBL1262,False,False,,False,False
oxidopamine,10.0,0.1,102.0,Vero E6,CHEMBL337702,False,False,,False,False
oxiperomide,0.83,-0.01,104.5,Vero E6,CHEMBL2059304,False,False,,False,False
oxiracetam,10.0,-0.0,107.0,Vero E6,CHEMBL36633,False,False,,False,False
oxolinic-acid,10.0,0.16,96.0,Vero E6,CHEMBL416755,False,False,,False,False
oxonic-acid,10.0,-0.06,115.0,Vero E6,CHEMBL181932,False,False,,False,False
oxotremorine-M,10.0,0.06,89.5,Vero E6,CHEMBL44674,False,False,,False,False
oxotremorine-sesquifumarate,10.0,0.06,100.5,Vero E6,CHEMBL7634,False,False,,False,False
oxprenolol,10.0,-0.18,114.0,Vero E6,CHEMBL546,False,False,,False,False
oxybenzone,10.0,0.13,102.5,Vero E6,CHEMBL1625,False,False,,False,False
oxybuprocaine,10.0,0.09,113.5,Vero E6,CHEMBL1200,False,False,,False,False
oxybutynin,10.0,0.3,98.0,Vero E6,CHEMBL1231,False,False,,False,False
oxyclozanide,10.0,0.03,113.0,Vero E6,CHEMBL2105450,False,False,,False,False
oxyfedrine,10.0,0.22,102.0,Vero E6,CHEMBL1651913,False,False,,False,False
oxymatrine,10.0,-0.0,100.0,Vero E6,CHEMBL458337,False,False,,False,False
oxymetazoline,10.0,0.23,100.0,Vero E6,CHEMBL762,False,False,,False,False
oxyphenbutazone,0.83,0.13,102.5,Vero E6,CHEMBL1228,False,False,,False,False
oxyphencyclimine,10.0,0.02,101.0,Vero E6,CHEMBL1495,False,False,,False,False
oxyphenonium,10.0,0.0,102.0,Vero E6,CHEMBL1201286,False,False,,False,False
oxypurinol,10.0,-0.16,111.0,Vero E6,CHEMBL859,False,False,,False,False
oxyquinoline,10.0,0.2,93.5,Vero E6,CHEMBL310555,False,False,,False,False
oxytetracycline,10.0,-0.04,105.5,Vero E6,CHEMBL1401333,False,False,,False,False
oxytocin,10.0,-0.06,110.0,Vero E6,CHEMBL395429,False,False,,False,False
ozagrel,10.0,0.12,92.0,Vero E6,CHEMBL11662,False,False,,False,False
ozanimod,0.83,0.26,101.0,Vero E6,CHEMBL3707247,False,True,,False,False
ozolinone,10.0,0.01,107.5,Vero E6,CHEMBL3989840,False,False,,False,False
paclitaxel,10.0,0.01,107.5,Vero E6,CHEMBL428647,False,False,,False,False
pacritinib,0.83,0.29,80.0,Vero E6,CHEMBL2035187,False,False,,False,False
paeoniflorin,10.0,0.19,92.5,Vero E6,CHEMBL4303209,False,False,,False,False
paeonol,10.0,0.05,100.5,Vero E6,CHEMBL1079227,False,False,,False,False
pafuramidine,10.0,0.07,106.0,Vero E6,CHEMBL319669,False,False,,False,False
palbociclib,10.0,0.09,108.5,Vero E6,CHEMBL189963,False,False,,False,False
palifosfamide,10.0,-0.03,107.0,Vero E6,CHEMBL889,False,False,,False,False
paliperidone,10.0,0.08,107.5,Vero E6,CHEMBL1621,False,False,,False,False
palmatine-chloride,10.0,0.19,92.0,Vero E6,CHEMBL206106,False,False,,False,False
palmitoylcarnitine,0.83,-0.02,106.5,Vero E6,CHEMBL301722,False,False,,False,False
palomid-529,10.0,0.07,113.0,Vero E6,CHEMBL2141712,False,False,,False,False
palonosetron,10.0,0.32,91.5,Vero E6,CHEMBL1189679,False,False,,False,False
palosuran,10.0,-0.0,112.5,Vero E6,CHEMBL567303,False,False,,False,False
palovarotene,10.0,-0.13,108.0,Vero E6,CHEMBL2105648,False,False,,False,False
pamabrom,10.0,0.05,101.0,Vero E6,CHEMBL2104825,False,False,,False,False
pamidronate,10.0,0.09,113.5,Vero E6,CHEMBL834,False,False,,False,False
pancuronium,10.0,0.25,102.0,Vero E6,CHEMBL185073,False,False,,False,False
panobinostat,0.83,-0.1,105.0,Vero E6,CHEMBL483254,False,False,,False,False
pantoprazole,10.0,-0.14,103.5,Vero E6,CHEMBL1502,False,False,,False,False
pantothenic-acid,10.0,0.03,109.5,Vero E6,CHEMBL1594,False,False,,False,False
papaverine,10.0,0.17,105.0,Vero E6,CHEMBL19224,False,False,,False,False
para-toluenesulfonamide,10.0,-0.04,105.5,Vero E6,CHEMBL574,False,False,,False,False
paracetamol,10.0,-0.07,103.0,Vero E6,CHEMBL112,False,False,,False,False
parachlorophenol,10.0,0.06,98.0,Vero E6,CHEMBL57053,False,False,,False,False
paraxanthine,10.0,0.14,109.5,Vero E6,CHEMBL1158,False,False,,False,False
parbendazole,10.0,-0.11,111.0,Vero E6,CHEMBL528271,False,False,,False,False
pardoprunox,10.0,-0.1,103.0,Vero E6,CHEMBL2103832,False,False,,False,False
parecoxib,10.0,0.09,105.5,Vero E6,CHEMBL1206690,False,False,,False,False
parethoxycaine,10.0,0.16,108.0,Vero E6,CHEMBL421669,False,False,,False,False
pargyline,10.0,0.08,108.0,Vero E6,CHEMBL673,False,False,,False,False
paricalcitol,10.0,0.1,104.0,Vero E6,CHEMBL1200622,False,False,,False,False
paritaprevir,10.0,0.3,98.0,Vero E6,CHEMBL3391662,False,False,,False,False
paroxetine,10.0,-0.08,117.0,Vero E6,CHEMBL490,False,False,,False,False
parthenolide-(alternate-stereo),0.83,0.11,107.5,Vero E6,CHEMBL465158,False,True,,False,False
parthenolide-(alternate-stereo),0.83,0.02,99.0,Vero E6,CHEMBL465158,False,True,,False,False
parthenolide-(alternate-stereo),0.83,-0.11,111.0,Vero E6,CHEMBL465158,False,True,,False,False
pasireotide,10.0,-0.05,103.5,Vero E6,CHEMBL3349607,False,False,,False,False
pazufloxacin,10.0,0.2,103.0,Vero E6,CHEMBL240163,False,False,,False,False
pefloxacin,10.0,0.16,91.5,Vero E6,CHEMBL267648,False,False,,False,False
pelanserin,10.0,0.04,104.0,Vero E6,CHEMBL2110706,False,False,,False,False
pelitinib,10.0,-0.19,110.5,Vero E6,CHEMBL607707,False,False,,False,False
pemetrexed,10.0,-0.15,121.0,Vero E6,CHEMBL225072,False,False,,False,False
pemirolast,10.0,0.11,94.5,Vero E6,CHEMBL1201198,False,False,,False,False
pempidine,10.0,0.09,96.0,Vero E6,CHEMBL1617409,False,False,,False,False
penciclovir,10.0,0.07,93.5,Vero E6,CHEMBL1540,False,False,,False,False
penfluridol,0.83,0.17,79.0,Vero E6,CHEMBL47050,False,True,,False,False
penicillamine-(racemic),10.0,0.1,97.0,Vero E6,CHEMBL1430,False,False,,False,False
penicillamine-(racemic),10.0,0.07,104.0,Vero E6,CHEMBL1430,False,False,,False,False
penicillin-v-potassium,10.0,-0.02,116.0,Vero E6,CHEMBL615,False,False,,False,False
pentacosanoic-acid,10.0,0.21,96.0,Vero E6,CHEMBL4303190,False,False,,False,False
pentamidine,10.0,0.1,109.0,Vero E6,CHEMBL55,False,False,,False,False
pentobarbital,10.0,0.03,100.0,Vero E6,CHEMBL448,False,False,,False,False
pentolinium,10.0,-0.02,101.5,Vero E6,CHEMBL1271,False,False,,False,False
pentoxifylline,10.0,0.03,104.5,Vero E6,CHEMBL628,False,False,,False,False
peramivir,10.0,0.01,101.5,Vero E6,CHEMBL139367,False,False,,False,False
perchlozone,10.0,-0.06,114.5,Vero E6,CHEMBL4760928,False,False,,False,False
peretinoin,10.0,-0.0,108.0,Vero E6,CHEMBL4303228,False,False,,False,False
perfluamine,10.0,0.16,92.5,Vero E6,CHEMBL2104877,False,False,,False,False
perflubron,10.0,0.09,101.5,Vero E6,CHEMBL1200866,False,False,,False,False
pergolide,10.0,0.34,78.0,Vero E6,CHEMBL531,False,False,,False,False
perhexiline,0.83,-0.22,113.5,Vero E6,CHEMBL75880,False,True,,False,False
perifosine,10.0,0.12,104.0,Vero E6,CHEMBL372764,False,False,,False,False
perillyl-alcohol,10.0,0.04,100.0,Vero E6,CHEMBL236687,False,False,,False,False
perindopril,10.0,0.1,95.0,Vero E6,CHEMBL1581,False,False,,False,False
perindoprilat,10.0,0.28,104.5,Vero E6,CHEMBL1201368,False,False,,False,False
perospirone,10.0,0.05,115.0,Vero E6,CHEMBL1472975,False,False,,False,False
perphenazine,0.83,-0.02,109.0,Vero E6,CHEMBL567,False,False,,False,False
pevonedistat,0.83,-0.4,109.5,Vero E6,CHEMBL1231160,False,False,,False,False
pexidartinib,10.0,0.47,77.5,Vero E6,CHEMBL3813873,False,True,,False,False
pexmetinib,0.83,0.23,105.0,Vero E6,CHEMBL3991932,False,False,,False,False
phenacemide,10.0,0.08,113.5,Vero E6,CHEMBL918,False,False,,False,False
phenacetin,10.0,-0.13,116.0,Vero E6,CHEMBL16073,False,False,,False,False
phenazone,10.0,-0.05,107.5,Vero E6,CHEMBL277474,False,False,,False,False
phenazopyridine,10.0,0.34,87.5,Vero E6,CHEMBL1242,False,False,,False,False
phenelzine,10.0,0.11,101.5,Vero E6,CHEMBL1089,False,False,,False,False
phenformin,10.0,0.03,110.0,Vero E6,CHEMBL170988,False,False,,False,False
phenindamine,10.0,-0.17,112.5,Vero E6,CHEMBL278398,False,False,,False,False
phenindione,10.0,-0.0,106.5,Vero E6,CHEMBL711,False,False,,False,False
pheniramine,10.0,-0.13,110.0,Vero E6,CHEMBL1193,False,False,,False,False
phenolphthalein,10.0,0.04,110.5,Vero E6,CHEMBL63857,False,False,,False,False
phenolsulfonphthalein,10.0,0.1,105.0,Vero E6,CHEMBL258921,False,False,,False,False
phenoxybenzamine,10.0,0.15,105.5,Vero E6,CHEMBL753,False,False,,False,False
phenprobamate,10.0,0.04,101.5,Vero E6,CHEMBL1079576,False,False,,False,False
phenprocoumon,10.0,0.09,101.5,Vero E6,CHEMBL1465,False,False,,False,False
phensuximide,10.0,0.08,112.5,Vero E6,CHEMBL797,False,False,,False,False
phentermine,10.0,-0.15,117.5,Vero E6,CHEMBL1574,False,False,,False,False
phentolamine,10.0,-0.0,98.0,Vero E6,CHEMBL597,False,False,,False,False
