chembl_id,drug_name,targets_x,diseases,min_phase,max_phase,any_status,smiles,n_target_links,drug_name_path,pathways,pathway_ids,n_pathway_links,max_phase_path,drug_name_mech,mechanisms_x,smiles_mech,n_mech_links,preferred_name,trade_names,url,targets_y,mechanisms_y,drug_name_final,smiles_final,name_upper,exclude_approved_aml,in_known_drugs_kg
CHEMBL245019,,,,,,,,,,,,,,MIZORIBINE,"[""Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor""]",NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,1.0,,,,,,MIZORIBINE,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,MIZORIBINE,False,False
CHEMBL24828,VANDETANIB,"['FLT4', 'KDR', 'RET']",['neoplasm'],4.0,4.0,[],COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,3.0,VANDETANIB,"['Formation of the nephric duc', 'Formation of the nephric duct', 'Formation of the ureteric bu', 'Formation of the ureteric bud', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'NOTCH4 Intracellular Domain Regulates Transcriptio', 'NOTCH4 Intracellular Domain Regulates Transcription', 'NPAS4 regulates expression of target gene', 'NPAS4 regulates expression of target genes', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'RAF/MAP kinase cascad', 'RAF/MAP kinase cascade', 'RET signalin', 'RET signaling', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-5673001', 'R-HSA-8853659', 'R-HSA-9013695', 'R-HSA-9673768', 'R-HSA-9768919', 'R-HSA-9830364', 'R-HSA-9830674', 'R-HSA-9856530']",30.0,4.0,VANDETANIB,"['Tyrosine-protein kinase SRC inhibitor', 'Tyrosine-protein kinase receptor RET inhibitor', 'Vascular endothelial growth factor receptor inhibitor']",COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,1.0,,,,,,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,VANDETANIB,False,False
CHEMBL25202,TAMIBAROTENE,"['RARA', 'RARB']",['myelodysplastic syndrome'],3.0,3.0,['Recruiting'],CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,2.0,TAMIBAROTENE,"['Activation of anterior HOX genes in hindbrain development during early embryogenesi', 'Activation of anterior HOX genes in hindbrain development during early embryogenesis', 'Nuclear Receptor transcription pathwa', 'Nuclear Receptor transcription pathway', 'SUMOylation of intracellular receptor', 'SUMOylation of intracellular receptors', 'Signaling by Retinoic Aci', 'Signaling by Retinoic Acid', 'TGFBR3 expressio', 'TGFBR3 expression', 'Transcriptional regulation of granulopoiesi', 'Transcriptional regulation of granulopoiesis']","['R-HSA-383280', 'R-HSA-4090294', 'R-HSA-5362517', 'R-HSA-5617472', 'R-HSA-9616222', 'R-HSA-9839394']",18.0,3.0,,,,,,,,,,TAMIBAROTENE,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,TAMIBAROTENE,False,False
CHEMBL25336,,,,,,,,,,,,,,BISANTRENE,['DNA disrupting agent'],C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,1.0,,,,,,BISANTRENE,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,BISANTRENE,False,False
CHEMBL253969,OSI-632,['KDR'],['fallopian tube cancer'],2.0,2.0,['Completed'],NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,1.0,OSI-632,"['High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-9673768', 'R-HSA-9856530']",14.0,2.0,,,,,,,,,,OSI-632,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,OSI-632,False,False
CHEMBL255863,NILOTINIB,"['ABL1', 'BCR']",['chronic myelogenous leukemia'],3.0,3.0,"['Active, not recruiting', 'Completed']",Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,2.0,NILOTINIB,"['CDC42 GTPase cycl', 'Cyclin D associated events in G', 'Cyclin D associated events in G1', 'FCGR3A-mediated phagocytosi', 'FCGR3A-mediated phagocytosis', 'Factors involved in megakaryocyte development and platelet productio', 'Factors involved in megakaryocyte development and platelet production', 'HDR through Single Strand Annealing (SSA', 'HDR through Single Strand Annealing (SSA)', 'MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi', 'MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis', 'Myogenesi', 'Myogenesis', 'RAC1 GTPase cycl', 'RAC2 GTPase cycl', 'RAC3 GTPase cycl', 'RHO GTPases Activate WASPs and WAVE', 'RHO GTPases Activate WASPs and WAVEs', 'RHOA GTPase cycl', 'RHOB GTPase cycl', 'RHOC GTPase cycl', 'RUNX1 regulates transcription of genes involved in differentiation of HSC', 'RUNX1 regulates transcription of genes involved in differentiation of HSCs', 'RUNX2 regulates osteoblast differentiatio', 'RUNX2 regulates osteoblast differentiation', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Regulation of actin dynamics for phagocytic cup formatio', 'Regulation of actin dynamics for phagocytic cup formation', 'Role of ABL in ROBO-SLIT signalin', 'Role of ABL in ROBO-SLIT signaling', 'Signaling by FGFR1 in diseas', 'Signaling by cytosolic FGFR1 fusion mutant', 'Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell', 'Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells']","['R-HSA-1839117', 'R-HSA-2029482', 'R-HSA-428890', 'R-HSA-525793', 'R-HSA-5654736', 'R-HSA-5663213', 'R-HSA-5685938', 'R-HSA-5693565', 'R-HSA-69231', 'R-HSA-8939236', 'R-HSA-8940973', 'R-HSA-8980692', 'R-HSA-9013026', 'R-HSA-9013106', 'R-HSA-9013148', 'R-HSA-9013149', 'R-HSA-9013404', 'R-HSA-9013423', 'R-HSA-9664422', 'R-HSA-983231', 'R-HSA-9841922', 'R-HSA-9860927']",35.0,3.0,,,,,,,,,,NILOTINIB,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,NILOTINIB,False,False
CHEMBL256997,ATALUREN,"['RPL11', 'RPL15', 'RPL23', 'RPL26', 'RPL31', 'RPL35A', 'RPL36', 'RPL5', 'RPS10', 'RPS17', 'RPS19', 'RPS24', 'RPS26', 'RPS27', 'RPS27A', 'RPS28', 'RPS29', 'RPS7']",['Duchenne muscular dystrophy'],4.0,4.0,[],O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,18.0,ATALUREN,"['ABC-family proteins mediated transpor', 'APC-Cdc20 mediated degradation of Nek2', 'APC/C:Cdc20 mediated degradation of Cyclin', 'APC/C:Cdc20 mediated degradation of Securi', 'APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G', 'AUF1 (hnRNP D0) binds and destabilizes mRN', 'Activated NOTCH1 Transmits Signal to the Nucleu', 'Activation of IRF3, IRF7 mediated by TBK1, IKKEpsilon (IKBKE', 'Activation of NF-kappaB in B cell', 'Aggrephag', 'Alpha-protein kinase 1 signaling pathwa', 'Amplification of signal from unattached kinetochores via a MAD2 inhibitory signa', 'Amyloid fiber formatio', 'Antigen processing: Ubiquitination & Proteasome degradatio', 'Assembly Of The HIV Virio', 'Assembly of the pre-replicative comple', 'Asymmetric localization of PCP protein', 'Autodegradation of Cdh1 by Cdh1:APC/', 'Autodegradation of the E3 ubiquitin ligase COP', 'Budding and maturation of HIV virio', 'CDK-mediated phosphorylation and removal of Cdc', 'CLEC7A (Dectin-1) signalin', 'Cargo recognition for clathrin-mediated endocytosi', 'Cdc20:Phospho-APC/C mediated degradation of Cyclin', 'Chaperone Mediated Autophag', 'Circadian Cloc', 'Clathrin-mediated endocytosi', 'Constitutive Signaling by Ligand-Responsive EGFR Cancer Variant', 'Constitutive Signaling by NOTCH1 HD Domain Mutant', 'Constitutive Signaling by NOTCH1 HD+PEST Domain Mutant', 'Constitutive Signaling by NOTCH1 PEST Domain Mutant', 'Cyclin D associated events in G', 'DDX58/IFIH1-mediated induction of interferon-alpha/bet', 'DNA Damage Recognition in GG-NE', 'Deactivation of the beta-catenin transactivating comple', 'Dectin-1 mediated noncanonical NF-kB signalin', 'Defective CFTR causes cystic fibrosi', 'Degradation of AXI', 'Degradation of DV', 'Degradation of GLI1 by the proteasom', 'Degradation of GLI2 by the proteasom', 'Degradation of beta-catenin by the destruction comple', 'Downregulation of ERBB2 signalin', 'Downregulation of ERBB2:ERBB3 signalin', 'Downregulation of ERBB4 signalin', 'Downregulation of SMAD2/3:SMAD4 transcriptional activit', 'Downregulation of TGF-beta receptor signalin', 'Downstream TCR signalin', 'Dual Incision in GG-NE', 'Dual incision in TC-NE', 'E3 ubiquitin ligases ubiquitinate target protein', 'EGFR downregulatio', 'EML4 and NUDC in mitotic spindle formatio', 'ER Quality Control Compartment (ERQC', 'ER-Phagosome pathwa', 'Endosomal Sorting Complex Required For Transport (ESCRT', 'Eukaryotic Translation Terminatio', 'Evasion by RSV of host interferon response', 'FBXL7 down-regulates AURKA during mitotic entry and in early mitosi', 'FCERI mediated NF-kB activatio', 'FLT3 signaling by CBL mutant', 'Fanconi Anemia Pathwa', 'Formation of Incision Complex in GG-NE', 'Formation of TC-NER Pre-Incision Comple', 'Formation of a pool of free 40S subunit', 'Formation of the ternary complex, and subsequently, the 43S comple', 'G2/M Checkpoint', 'GLI3 is processed to GLI3R by the proteasom', 'GSK3B and BTRC:CUL1-mediated-degradation of NFE2L', 'GTP hydrolysis and joining of the 60S ribosomal subuni', 'Gap-filling DNA repair synthesis and ligation in GG-NE', 'Gap-filling DNA repair synthesis and ligation in TC-NE', 'Glycogen synthesi', 'HDR through Homologous Recombination (HRR', ""Hedgehog 'on' stat"", 'Hedgehog ligand biogenesi', 'Hh mutants are degraded by ERA', 'IKK complex recruitment mediated by RIP', 'IRAK1 recruits IKK comple', 'IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulatio', 'IRAK2 mediated activation of TAK1 comple', 'IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulatio', 'ISG15 antiviral mechanis', 'Inactivation of CSF3 (G-CSF) signalin', 'InlA-mediated entry of Listeria monocytogenes into host cell', 'InlB-mediated entry of Listeria monocytogenes into host cel', 'Interferon alpha/beta signalin', 'Interleukin-1 signalin', 'Iron uptake and transpor', 'JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK', 'Josephin domain DUB', 'KEAP1-NFE2L2 pathwa', 'L13a-mediated translational silencing of Ceruloplasmin expressio', 'Late endosomal microautophag', 'MAP3K8 (TPL2)-dependent MAPK1/3 activatio', 'MAPK6/MAPK4 signalin', 'Major pathway of rRNA processing in the nucleolus and cytoso', 'Maturation of protein', 'Membrane binding and targetting of GAG protein', 'Metalloprotease DUB', 'Mitotic Prometaphas', 'Modulation by Mtb of host immune syste', 'Myoclonic epilepsy of Lafor', 'N-glycan trimming in the ER and Calnexin/Calreticulin cycl', 'NF-kB is activated and signals surviva', 'NIK-->noncanonical NF-kB signalin', 'NOD1/2 Signaling Pathwa', 'NOTCH1 Intracellular Domain Regulates Transcriptio', 'NOTCH2 Activation and Transmission of Signal to the Nucleu', 'NOTCH3 Activation and Transmission of Signal to the Nucleu', 'NRIF signals cell death from the nucleu', 'Neddylatio', 'Negative regulation of FGFR1 signalin', 'Negative regulation of FGFR2 signalin', 'Negative regulation of FGFR3 signalin', 'Negative regulation of FGFR4 signalin', 'Negative regulation of FLT', 'Negative regulation of MAPK pathwa', 'Negative regulation of MET activit', 'Negative regulation of NOTCH4 signalin', 'Negative regulators of DDX58/IFIH1 signalin', 'Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC', 'Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC', 'Oncogene Induced Senescenc', 'Orc1 removal from chromati', 'Ovarian tumor domain protease', 'Oxidative Stress Induced Senescenc', 'Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alph', 'PINK1-PRKN Mediated Mitophag', 'PTK6 Regulates RTKs and Their Effectors AKT1 and DOK', 'Peptide chain elongatio', 'Peroxisomal protein impor', 'Pexophag', 'Prevention of phagosomal-lysosomal fusio', 'Processing of DNA double-strand break end', 'RAS processin', 'RHO GTPases Activate Formin', 'RUNX1 regulates transcription of genes involved in differentiation of HSC', 'Recognition of DNA damage by PCNA-containing replication comple', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break', 'Regulation of BACH1 activit', 'Regulation of FZD by ubiquitinatio', 'Regulation of NF-kappa B signalin', 'Regulation of PLK1 Activity at G2/M Transitio', 'Regulation of PTEN localizatio', 'Regulation of PTEN stability and activit', 'Regulation of RAS by GAP', 'Regulation of RUNX2 expression and activit', 'Regulation of RUNX3 expression and activit', 'Regulation of TBK1, IKKEpsilon (IKBKE)-mediated activation of IRF3, IRF', 'Regulation of TBK1, IKKEpsilon-mediated activation of IRF3, IRF7 upon TLR3 ligatio', 'Regulation of TNFR1 signalin', 'Regulation of TP53 Activity through Methylatio', 'Regulation of TP53 Activity through Phosphorylatio', 'Regulation of TP53 Degradatio', 'Regulation of activated PAK-2p34 by proteasome mediated degradatio', 'Regulation of expression of SLITs and ROBO', 'Regulation of innate immune responses to cytosolic DN', 'Regulation of necroptotic cell deat', 'Regulation of pyruvate metabolis', 'Regulation of signaling by CB', 'Resolution of Sister Chromatid Cohesio', 'Response of EIF2AK4 (GCN2) to amino acid deficienc', 'Ribosomal scanning and start codon recognitio', 'SARS-CoV-1 activates/modulates innate immune response', 'SARS-CoV-1 modulates host translation machiner', 'SARS-CoV-2 activates/modulates innate and adaptive immune response', 'SARS-CoV-2 modulates host translation machiner', 'SCF(Skp2)-mediated degradation of p27/p2', 'SCF-beta-TrCP mediated degradation of Emi', 'SMAD2/SMAD3:SMAD4 heterotrimer regulates transcriptio', 'SRP-dependent cotranslational protein targeting to membran', 'Selenocysteine synthesi', 'Senescence-Associated Secretory Phenotype (SASP', 'Separation of Sister Chromatid', 'Signaling by ALK fusions and activated point mutant', 'Signaling by CSF1 (M-CSF) in myeloid cell', 'Spry regulation of FGF signalin', 'Stabilization of p5', 'Stimuli-sensing channel', 'Synthesis of active ubiquitin: roles of E1 and E2 enzyme', 'TAK1-dependent IKK and NF-kappa-B activatio', 'TCF dependent signaling in response to WN', 'TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition', 'TICAM1, RIP1-mediated IKK complex recruitmen', 'TICAM1,TRAF6-dependent induction of TAK1 comple', 'TICAM1-dependent activation of IRF3/IRF', 'TNFR1-induced NF-kappa-B signaling pathwa', 'TNFR2 non-canonical NF-kB pathwa', 'TRAF6 mediated IRF7 activation in TLR7/8 or 9 signalin', 'TRAF6-mediated induction of TAK1 complex within TLR4 comple', 'Termination of translesion DNA synthesi', 'The role of GTSE1 in G2/M progression after G2 checkpoin', 'Transcription-Coupled Nucleotide Excision Repair (TC-NER', 'Translation initiation complex formatio', 'Translesion synthesis by POL', 'Translesion synthesis by REV', 'UCH proteinase', 'Ub-specific processing protease', 'Ubiquitin Mediated Degradation of Phosphorylated Cdc25', 'Ubiquitin-dependent degradation of Cyclin', 'VLDLR internalisation and degradatio', 'Vif-mediated degradation of APOBEC3', 'Viral mRNA Translatio', 'Vpu mediated degradation of CD', 'activated TAK1 mediates p38 MAPK activatio', 'p75NTR recruits signalling complexe', 'rRNA modification in the nucleus and cytoso']","['R-HSA-110314', 'R-HSA-112409', 'R-HSA-1169091', 'R-HSA-1169408', 'R-HSA-1234176', 'R-HSA-1236382', 'R-HSA-1236974', 'R-HSA-1253288', 'R-HSA-1295596', 'R-HSA-1358803', 'R-HSA-141444', 'R-HSA-1442490', 'R-HSA-156827', 'R-HSA-156902', 'R-HSA-162588', 'R-HSA-168638', 'R-HSA-168927', 'R-HSA-168928', 'R-HSA-174048', 'R-HSA-174113', 'R-HSA-174154', 'R-HSA-174178', 'R-HSA-174184', 'R-HSA-174490', 'R-HSA-175474', 'R-HSA-179409', 'R-HSA-1799339', 'R-HSA-180534', 'R-HSA-180585', 'R-HSA-182971', 'R-HSA-192823', 'R-HSA-195253', 'R-HSA-201681', 'R-HSA-202424', 'R-HSA-205043', 'R-HSA-209543', 'R-HSA-209560', 'R-HSA-211733', 'R-HSA-2122947', 'R-HSA-2122948', 'R-HSA-2173788', 'R-HSA-2173791', 'R-HSA-2173795', 'R-HSA-2173796', 'R-HSA-2408557', 'R-HSA-2467813', 'R-HSA-2500257', 'R-HSA-2559580', 'R-HSA-2559582', 'R-HSA-2559585', 'R-HSA-2565942', 'R-HSA-2644606', 'R-HSA-2672351', 'R-HSA-2691232', 'R-HSA-2871837', 'R-HSA-2894862', 'R-HSA-2979096', 'R-HSA-3134975', 'R-HSA-3322077', 'R-HSA-349425', 'R-HSA-3769402', 'R-HSA-3785653', 'R-HSA-382556', 'R-HSA-445989', 'R-HSA-450302', 'R-HSA-450321', 'R-HSA-450408', 'R-HSA-4608870', 'R-HSA-4641257', 'R-HSA-4641263', 'R-HSA-5205685', 'R-HSA-532668', 'R-HSA-5357905', 'R-HSA-5357956', 'R-HSA-5358346', 'R-HSA-5362768', 'R-HSA-5607761', 'R-HSA-5607764', 'R-HSA-5610780', 'R-HSA-5610783', 'R-HSA-5610785', 'R-HSA-5632684', 'R-HSA-5654726', 'R-HSA-5654727', 'R-HSA-5654732', 'R-HSA-5654733', 'R-HSA-5655862', 'R-HSA-5656169', 'R-HSA-5658442', 'R-HSA-5663220', 'R-HSA-5668541', 'R-HSA-5675221', 'R-HSA-5675482', 'R-HSA-5676590', 'R-HSA-5678895', 'R-HSA-5685942', 'R-HSA-5687128', 'R-HSA-5689603', 'R-HSA-5689877', 'R-HSA-5689880', 'R-HSA-5689896', 'R-HSA-5689901', 'R-HSA-5693565', 'R-HSA-5693607', 'R-HSA-5696394', 'R-HSA-5696395', 'R-HSA-5696400', 'R-HSA-6781823', 'R-HSA-6781827', 'R-HSA-6782135', 'R-HSA-6782210', 'R-HSA-6783310', 'R-HSA-6790901', 'R-HSA-6791226', 'R-HSA-6804756', 'R-HSA-6804757', 'R-HSA-6804760', 'R-HSA-6807004', 'R-HSA-6807070', 'R-HSA-68867', 'R-HSA-68877', 'R-HSA-68949', 'R-HSA-69017', 'R-HSA-69231', 'R-HSA-69473', 'R-HSA-69541', 'R-HSA-72649', 'R-HSA-72689', 'R-HSA-72695', 'R-HSA-72702', 'R-HSA-72706', 'R-HSA-72764', 'R-HSA-75815', 'R-HSA-8849469', 'R-HSA-8852276', 'R-HSA-8854050', 'R-HSA-8856825', 'R-HSA-8856828', 'R-HSA-8863795', 'R-HSA-8866427', 'R-HSA-8866652', 'R-HSA-8866654', 'R-HSA-8875360', 'R-HSA-8876493', 'R-HSA-8939236', 'R-HSA-8939902', 'R-HSA-8941858', 'R-HSA-8948751', 'R-HSA-8951664', 'R-HSA-901032', 'R-HSA-9010553', 'R-HSA-9013507', 'R-HSA-9013973', 'R-HSA-9014325', 'R-HSA-9020702', 'R-HSA-9033241', 'R-HSA-909733', 'R-HSA-917729', 'R-HSA-917937', 'R-HSA-918233', 'R-HSA-936440', 'R-HSA-936964', 'R-HSA-937039', 'R-HSA-937041', 'R-HSA-937042', 'R-HSA-937072', 'R-HSA-9604323', 'R-HSA-9613829', 'R-HSA-9615710', 'R-HSA-9633012', 'R-HSA-9636383', 'R-HSA-9637628', 'R-HSA-9645460', 'R-HSA-9646399', 'R-HSA-9648002', 'R-HSA-9648025', 'R-HSA-9664873', 'R-HSA-9680350', 'R-HSA-9683612', 'R-HSA-9692916', 'R-HSA-9705462', 'R-HSA-9705671', 'R-HSA-9706369', 'R-HSA-9706377', 'R-HSA-9708530', 'R-HSA-9725370', 'R-HSA-9735869', 'R-HSA-975110', 'R-HSA-975144', 'R-HSA-975163', 'R-HSA-9754678', 'R-HSA-9755511', 'R-HSA-9758274', 'R-HSA-975956', 'R-HSA-975957', 'R-HSA-9762114', 'R-HSA-9766229', 'R-HSA-977225', 'R-HSA-9828211', 'R-HSA-983168', 'R-HSA-9833109', 'R-HSA-9861718']",472.0,4.0,,,,,,,,,,ATALUREN,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,ATALUREN,False,False
CHEMBL260046,,,,,,,,,,,,,,EVOFOSFAMIDE,['DNA inhibitor'],Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],1.0,,,,,,EVOFOSFAMIDE,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],EVOFOSFAMIDE,False,False
CHEMBL270995,BRIVANIB ALANINATE,"['FLT4', 'KDR']",['colorectal cancer'],3.0,3.0,['Completed'],Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,2.0,BRIVANIB ALANINATE,"['High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'NOTCH4 Intracellular Domain Regulates Transcriptio', 'NOTCH4 Intracellular Domain Regulates Transcription', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-194306', 'R-HSA-195399', 'R-HSA-216083', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-9013695', 'R-HSA-9673768', 'R-HSA-9856530']",20.0,3.0,BRIVANIB ALANINATE,['Vascular endothelial growth factor receptor inhibitor'],Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,1.0,,,,,,BRIVANIB ALANINATE,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,BRIVANIB ALANINATE,False,False
CHEMBL274654,ORANTINIB,"['KDR', 'PDGFRA', 'PDGFRB']",['hepatocellular carcinoma'],3.0,3.0,['Terminated'],Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,3.0,ORANTINIB,"['Constitutive Signaling by Aberrant PI3K in Cance', 'Constitutive Signaling by Aberrant PI3K in Cancer', 'Downstream signal transductio', 'Downstream signal transduction', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell', 'High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells', 'Imatinib-resistant PDGFR mutant', 'Imatinib-resistant PDGFR mutants', 'Integrin cell surface interaction', 'Integrin cell surface interactions', 'Neurophilin interactions with VEGF and VEGF', 'Neurophilin interactions with VEGF and VEGFR', 'PDGFR mutants bind TKI', 'PDGFR mutants bind TKIs', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin', 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling', 'PIP3 activates AKT signalin', 'PIP3 activates AKT signaling', 'RAF/MAP kinase cascad', 'RAF/MAP kinase cascade', 'Regorafenib-resistant PDGFR mutant', 'Regorafenib-resistant PDGFR mutants', 'Signaling by PDG', 'Signaling by PDGF', 'Signaling by PDGFRA extracellular domain mutant', 'Signaling by PDGFRA extracellular domain mutants', 'Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant', 'Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFR', 'Signaling by membrane-tethered fusions of PDGFRA or PDGFRB', 'Sorafenib-resistant PDGFR mutant', 'Sorafenib-resistant PDGFR mutants', 'Sunitinib-resistant PDGFR mutant', 'Sunitinib-resistant PDGFR mutants', 'VEGF binds to VEGFR leading to receptor dimerizatio', 'VEGF binds to VEGFR leading to receptor dimerization', 'VEGFA-VEGFR2 Pathwa', 'VEGFA-VEGFR2 Pathway', 'VEGFR2 mediated cell proliferatio', 'VEGFR2 mediated cell proliferation']","['R-HSA-1257604', 'R-HSA-186763', 'R-HSA-186797', 'R-HSA-194306', 'R-HSA-195399', 'R-HSA-2028269', 'R-HSA-216083', 'R-HSA-2219530', 'R-HSA-4420097', 'R-HSA-5218921', 'R-HSA-5673001', 'R-HSA-6811558', 'R-HSA-9673767', 'R-HSA-9673768', 'R-HSA-9673770', 'R-HSA-9674396', 'R-HSA-9674401', 'R-HSA-9674403', 'R-HSA-9674404', 'R-HSA-9674428', 'R-HSA-9856530']",52.0,3.0,ORANTINIB,"['Platelet-derived growth factor receptor inhibitor', 'Vascular endothelial growth factor receptor 2 inhibitor']",Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,1.0,,,,,,ORANTINIB,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,ORANTINIB,False,False
