compound_name,chembl_id,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
ethenzamide,CHEMBL1483877,False,1.0,5.35
ethimizol,CHEMBL4303294,False,833.33,1.42
ethionamide,CHEMBL1441,False,10000.0,2.79
ethisterone,CHEMBL241694,False,8.33,3.61
ethosuximide,CHEMBL696,False,8.33,1.45
ethotoin,CHEMBL1095,False,8.33,4.06
ethoxzolamide,CHEMBL18,False,10000.0,1.11
ethyl-2-(carbamoyloxy)benzoate,CHEMBL4303377,False,833.33,-2.39
ethyl-paraben,CHEMBL15841,False,8.33,3.38
ethyl-vanillin,CHEMBL508676,False,8.33,2.03
ethylenediaminetetraacetic-acid,CHEMBL858,False,1.0,-0.05
ethylnorepinephrine,CHEMBL31159,False,8.33,0.7
ethynodiol-diacetate,CHEMBL1200624,False,8.33,3.73
eticlopride,CHEMBL8946,False,10000.0,3.78
etidronic-acid,CHEMBL871,False,833.33,0.77
etifenin,CHEMBL1323453,False,10000.0,3.26
etifoxine,CHEMBL2106227,False,1.0,2.81
etilefrine,CHEMBL86882,False,8.33,2.79
etilevodopa,CHEMBL1823681,False,1.0,3.02
etizolam,CHEMBL1289779,False,833.33,3.16
etodolac,CHEMBL622,False,10000.0,-0.69
etofenamate,CHEMBL1451633,False,1.0,1.16
etofibrate,CHEMBL358150,False,8.33,2.82
etofylline,CHEMBL699,False,1.0,0.6
etofylline-clofibrate,CHEMBL1318939,False,1.0,4.94
etomidate,CHEMBL681,False,833.33,1.97
etomoxir,CHEMBL2051959,False,833.33,2.79
etonogestrel,CHEMBL1531,False,1.0,-0.26
etoposide,CHEMBL44657,False,1.0,6.79
etoposide-phosphate,CHEMBL1200645,False,10000.0,1.67
etoricoxib,CHEMBL416146,False,1.0,2.49
etosalamide,CHEMBL2104260,False,8.33,-0.59
etravirine,CHEMBL308954,False,8.33,-0.81
etretinate,CHEMBL464,False,10000.0,3.85
eucatropine,CHEMBL1618660,False,8.33,3.45
eupatilin,CHEMBL312750,False,10000.0,2.58
evacetrapib,CHEMBL2017179,False,10000.0,3.85
evans-blue,CHEMBL1015,False,100.0,2.16
evatanepag,CHEMBL563646,False,8.33,-0.63
evodiamine,CHEMBL463165,False,833.33,4.34
exalamide,CHEMBL1405973,False,833.33,-0.34
exatecan-mesylate,CHEMBL1614650,False,8.33,-0.39
exenatide,CHEMBL5316203,False,100.0,1.73
exisulind,CHEMBL488025,False,833.33,0.09
exo-IWR-1,CHEMBL551505,False,100.0,1.21
ezatiostat,CHEMBL2110585,False,833.33,2.71
ezetimibe,CHEMBL1138,False,10000.0,5.44
ezutromid,CHEMBL1773683,False,1.0,3.38
fadrozole,CHEMBL9298,False,1.0,1.9
fagomine,CHEMBL108084,False,833.33,2.42
falecalcitriol,CHEMBL2106158,False,833.33,0.88
famciclovir,CHEMBL880,False,833.33,-0.25
famotidine,CHEMBL902,False,833.33,4.59
fananserin,CHEMBL83894,False,10000.0,-0.89
fanetizole,CHEMBL1993793,False,8.33,1.7
farnesyl-thiosalicylic-acid-amide,CHEMBL496557,False,1.0,-1.77
faropenem,CHEMBL556262,False,100.0,1.66
faropenem-medoxomil,CHEMBL1257070,False,833.33,2.96
fasudil,CHEMBL38380,False,100.0,-2.08
favipiravir,CHEMBL221722,False,833.33,0.84
fdcyd,CHEMBL1076257,False,833.33,8.53
febuxostat,CHEMBL1164729,False,833.33,2.99
fedratinib,CHEMBL1287853,False,8.33,1.42
felbamate,CHEMBL1094,False,8.33,3.53
felodipine,CHEMBL1480,False,100.0,5.39
fenaclon,CHEMBL2106620,False,1.0,4.5
fenbendazole,CHEMBL37161,False,833.33,0.61
fenbufen,CHEMBL277522,False,8.33,2.58
fenclonine-(+/-),CHEMBL1256351,False,833.33,4.29
fendiline,CHEMBL254832,False,10000.0,11.91
fenigam,CHEMBL315818,False,10000.0,1.87
fenobam,CHEMBL2103779,False,8.33,2.12
fenofibrate,CHEMBL672,False,8.33,5.16
fenofibric-acid,CHEMBL981,False,833.33,1.29
fenoldopam,CHEMBL588,False,1.0,5.49
fenoprofen,CHEMBL1297,False,100.0,0.97
fenoterol,CHEMBL32800,False,833.33,2.52
fenoverine,CHEMBL1512949,False,100.0,4.98
fenoxaprop-p-ethyl,CHEMBL2251729,False,833.33,2.13
fenretinide,CHEMBL7301,False,10000.0,2.45
fenspiride,CHEMBL576127,False,100.0,2.18
fentiazac,CHEMBL589092,False,10000.0,1.91
fenticonazole,CHEMBL1651990,False,8.33,3.19
ferrostatin-1,CHEMBL3633556,False,8.33,3.56
ferulic-acid,CHEMBL32749,False,833.33,3.0
fesoterodine,CHEMBL1201764,False,10000.0,0.84
fexaramine,CHEMBL192966,False,833.33,2.29
fexinidazole,CHEMBL1631694,False,10000.0,-0.36
fexofenadine,CHEMBL914,False,10000.0,2.18
fiacitabine,CHEMBL272557,False,100.0,2.03
filanesib,CHEMBL2347655,False,833.33,-0.01
filgotinib,CHEMBL3301607,False,100.0,4.15
fimasartan,CHEMBL1951143,False,833.33,1.46
fingolimod,CHEMBL314854,True,10000.0,15.15
fipexide,CHEMBL254857,False,100.0,1.92
fipronil,CHEMBL101326,False,833.33,3.8
firategrast,CHEMBL2104967,False,1.0,2.19
firocoxib,CHEMBL69998,False,100.0,0.34
fisetin,CHEMBL31574,False,100.0,0.7
flavoxate,CHEMBL1493,False,100.0,0.93
flecainide,CHEMBL652,False,833.33,3.98
fleroxacin,CHEMBL6273,False,100.0,1.24
flindokalner,CHEMBL266510,False,1.0,2.54
floctafenine,CHEMBL2105075,False,8.33,6.76
florfenicol,CHEMBL1241590,False,833.33,0.63
flosequinan,CHEMBL1908307,False,833.33,2.01
floxuridine,CHEMBL917,False,1.0,1.42
flubendazole,CHEMBL1454946,False,8.33,0.53
flucytosine,CHEMBL1463,False,833.33,2.44
fludarabine,CHEMBL1568,False,833.33,1.66
fludarabine-phosphate,CHEMBL1096882,False,833.33,1.79
flufenamic-acid,CHEMBL23588,False,833.33,0.82
flumatinib,CHEMBL3545413,True,10000.0,66.12
flumazenil,CHEMBL407,False,10000.0,-1.96
flumequine,CHEMBL370252,False,8.33,0.46
flumethasone,CHEMBL1201392,False,100.0,1.45
flumethasone-pivalate,CHEMBL1200877,False,10000.0,6.04
flunarizine,CHEMBL30008,False,8.33,-0.01
flunisolide,CHEMBL1512,False,8.33,0.14
fluocinonide,CHEMBL1501,False,100.0,1.64
fluocinonide,CHEMBL1501,False,100.0,1.64
fluorescein,CHEMBL1057,False,833.33,-5.06
fluorometholone,CHEMBL1200600,False,10000.0,1.57
fluorometholone-acetate,CHEMBL1201064,False,8.33,0.86
fluoromethylcholine,CHEMBL3707346,False,10000.0,3.29
fluoxetine,CHEMBL41,False,8.33,0.27
flupentixol,CHEMBL54661,False,8.33,0.12
fluphenazine,CHEMBL726,True,10000.0,20.52
fluphenazine-decanoate,CHEMBL1200854,False,8.33,-5.38
flupirtine,CHEMBL255044,False,10000.0,1.37
fluprazine,CHEMBL2106753,False,1.0,1.46
flurbiprofen-(+/-),CHEMBL563,False,100.0,3.01
flurbiprofen-(+/-),CHEMBL563,False,100.0,3.01
flurbiprofen-(+/-),CHEMBL563,False,100.0,3.01
flurofamide,CHEMBL144620,False,10000.0,5.62
fluspirilene,CHEMBL46516,False,10000.0,10.33
flutamide,CHEMBL4759307,False,8.33,-1.6
flutrimazole,CHEMBL2107430,False,10000.0,-1.07
fluvastatin,CHEMBL350239,False,10000.0,2.61
fluvoxamine,CHEMBL814,False,1.0,6.3
folic-acid,CHEMBL1622,False,833.33,1.38
fomocaine,CHEMBL1407844,False,10000.0,3.83
foretinib,CHEMBL1230609,False,100.0,2.06
formestane,CHEMBL132530,False,833.33,6.78
formononetin,CHEMBL242341,False,8.33,1.81
formoterol,CHEMBL1256786,False,10000.0,10.76
forodesine,CHEMBL218291,False,8.33,0.06
fosamprenavir,CHEMBL1664,False,8.33,0.83
fosaprepitant-dimeglumine,CHEMBL1199324,False,8.33,3.23
fosbretabulin,CHEMBL1206232,False,8.33,0.77
foscarnet,CHEMBL666,False,8.33,3.89
fosfestrol,CHEMBL1200598,False,8.33,2.21
fosfructose,CHEMBL1235112,False,833.33,1.38
fosinopril,CHEMBL3039598,False,10000.0,3.18
fosinoprilat,CHEMBL581,False,10000.0,6.8
fosphenytoin,CHEMBL1201336,False,100.0,13.5
frentizole,CHEMBL128988,False,10000.0,1.78
fruquintinib,CHEMBL4303214,False,1.0,2.39
ftaxilide,CHEMBL1308252,False,10000.0,1.39
ftorafur,CHEMBL20883,False,100.0,6.11
fudosteine,CHEMBL1555183,False,8.33,1.3
fulvestrant,CHEMBL1358,False,100.0,0.63
furaltadone,CHEMBL1189513,False,8.33,-5.96
furamidine,CHEMBL24057,False,10000.0,2.72
furazolidone,CHEMBL1103,False,8.33,3.22
furosemide,CHEMBL35,False,10000.0,2.18
fursultiamine,CHEMBL1740659,False,1.0,2.52
fusidic-acid,CHEMBL374975,False,8.33,0.07
g-caryophyllene,CHEMBL445740,False,8.33,2.63
gabapentin,CHEMBL940,False,8.33,2.99
gabapentin-enacarbil,CHEMBL1628502,False,100.0,-4.27
gabazine,CHEMBL303580,False,100.0,5.99
gabexate,CHEMBL87563,False,833.33,3.6
gaboxadol,CHEMBL312443,False,8.33,2.6
gadobutrol,CHEMBL2218860,False,10000.0,2.16
gadodiamide,CHEMBL1200346,False,10000.0,1.36
gadoteridol,CHEMBL1200593,False,1.0,0.66
galantamine,CHEMBL659,False,8.33,3.15
galeterone,CHEMBL2105738,False,8.33,0.99
gallamine-triethiodide,CHEMBL360055,False,8.33,3.57
gallic-acid,CHEMBL288114,False,10000.0,6.6
gallium-triquinolin-8-olate,CHEMBL4303465,False,833.33,4.98
gallopamil,CHEMBL51149,False,8.33,0.76
gambogic-acid,CHEMBL5305342,False,833.33,4.87
gamma-linolenic-acid,CHEMBL464982,False,1.0,-0.6
ganaxolone,CHEMBL1568698,False,8.33,4.47
ganciclovir,CHEMBL182,False,100.0,2.75
ganetespib,CHEMBL2103879,False,833.33,-1.16
garenoxacin,CHEMBL215303,False,833.33,3.28
gastrodin,CHEMBL274739,False,1.0,-0.38
gatifloxacin,CHEMBL31,False,8.33,1.9
gavestinel,CHEMBL44793,False,833.33,-2.17
gedunin,CHEMBL465226,True,10000.0,18.98
gefitinib,CHEMBL939,False,8.33,-0.45
geldanamycin,CHEMBL278315,False,8.33,2.06
gemcadiol,CHEMBL2105082,False,100.0,-1.65
gemcitabine,CHEMBL888,False,10000.0,3.81
gemcitabine-elaidate,CHEMBL3039516,False,10000.0,3.0
gemfibrozil,CHEMBL457,False,1.0,0.62
gemifloxacin,CHEMBL430,False,10000.0,5.76
genipin,CHEMBL459016,False,8.33,1.0
geniposide,CHEMBL462894,False,8.33,-1.45
genistein,CHEMBL44,False,833.33,3.3
genz-123346,CHEMBL1087641,False,10000.0,9.9
genz-644282,CHEMBL191958,False,1.0,3.31
gepefrine,CHEMBL3989731,False,8.33,1.71
geranyl-farnesylacetate,CHEMBL2105085,False,10000.0,1.54
gestodene,CHEMBL1213583,False,8.33,1.99
gestrinone,CHEMBL1868702,False,10000.0,5.58
gidazepam,CHEMBL1565882,False,10000.0,3.71
gilteritinib,CHEMBL3301622,False,10000.0,10.27
gimeracil,CHEMBL1730601,False,10000.0,1.36
ginkgolide-B,CHEMBL514432,False,833.33,2.69
ginsenoside-C-K,CHEMBL3355096,False,100.0,3.64
ginsenoside-RD,CHEMBL473659,False,100.0,2.51
ginsenoside-RE3,CHEMBL1095008,False,1.0,1.91
givinostat,CHEMBL1213492,False,8.33,-0.88
glafenine,CHEMBL146095,False,100.0,2.29
glasdegib,CHEMBL2043437,False,1.0,2.8
gliclazide,CHEMBL427216,False,10000.0,2.6
glimepiride,CHEMBL1481,False,100.0,-2.4
glipizide,CHEMBL1073,False,10000.0,0.54
gliquidone,CHEMBL383634,False,100.0,2.68
gluconolactone,CHEMBL1200829,False,8.33,1.67
glucosamine,CHEMBL493287,False,1.0,3.44
glutathione,CHEMBL1543,False,100.0,1.6
glutathione-monoisopropyl-ester,CHEMBL4303348,False,8.33,2.43
gly-gln,CHEMBL330038,False,833.33,2.57
glycitein,CHEMBL513024,False,1.0,1.2
glycopyrrolate,CHEMBL1201027,False,833.33,-0.2
go-6983,CHEMBL261491,True,10000.0,17.67
golvatinib,CHEMBL3039525,True,10000.0,40.75
gonadorelin,CHEMBL1007,False,10000.0,1.93
goserelin-acetate,CHEMBL1201247,False,10000.0,5.2
gossypol,CHEMBL51483,False,100.0,-0.64
gramicidin,CHEMBL1201469,False,10000.0,2.22
granisetron,CHEMBL1290003,False,8.33,4.21
grapiprant,CHEMBL3039498,False,1.0,-1.43
grazoprevir,CHEMBL2063090,False,833.33,1.78
griseofulvin,CHEMBL562,False,833.33,2.52
guacetisal,CHEMBL2105097,False,833.33,4.31
guaifenesin,CHEMBL980,False,1.0,1.29
guanaben-acetate,CHEMBL420,False,8.33,-0.46
guanethidine,CHEMBL765,False,100.0,4.01
guanfacine,CHEMBL862,False,8.33,4.91
guanidine,CHEMBL821,False,8.33,0.17
guanidinoethyldisulfide-bicarbonate,CHEMBL105278,False,100.0,-1.91
guanosine,CHEMBL375655,False,10000.0,0.09
guvacine,CHEMBL76768,False,833.33,6.87
halazone,CHEMBL1368146,False,8.33,2.43
halcinonide,CHEMBL1200845,False,1.0,2.25
halobetasol-propionate,CHEMBL1200908,False,10000.0,4.68
halofantrine,CHEMBL1107,False,100.0,3.05
halofuginone,CHEMBL1199540,False,833.33,12.35
haloperidol,CHEMBL54,False,8.33,1.48
haloperidol-decanoate,CHEMBL1200986,False,8.33,0.37
haloprogin,CHEMBL1289,True,10000.0,15.92
harmane,CHEMBL12014,False,833.33,4.38
harringtonine,CHEMBL433257,True,833.33,19.85
heclin,CHEMBL4303618,False,8.33,-1.28
hematoporphyrin,CHEMBL317840,False,8.33,5.0
hematoxylin,CHEMBL477197,False,8.33,1.95
hemin,CHEMBL1200662,False,100.0,3.49
hemomex-s,CHEMBL255683,False,100.0,5.17
heptaminol,CHEMBL2111076,False,8.33,3.55
hesperadin,CHEMBL514409,False,8.33,3.12
hesperetin,CHEMBL399121,False,100.0,4.54
hesperidin,CHEMBL449317,False,8.33,2.76
hetacillin,CHEMBL1201116,False,10000.0,2.77
hexachlorophene,CHEMBL496,False,10000.0,8.62
hexamethonium,CHEMBL100622,False,8.33,1.65
hexaminolevulinate,CHEMBL1201784,False,10000.0,5.39
hexestrol,CHEMBL9225,False,10000.0,2.9
hexoprenaline,CHEMBL1589896,False,100.0,2.27
hexylcaine,CHEMBL1197,False,1.0,2.92
hexylresorcinol,CHEMBL443605,False,833.33,4.02
higenamine,CHEMBL19344,False,8.33,2.53
hippuric-acid,CHEMBL461,False,100.0,3.97
histamine,CHEMBL90,False,8.33,1.36
homatropine-methylbromide,CHEMBL1200851,False,8.33,1.12
homidium,CHEMBL48166,False,8.33,6.71
homochlorcyclizine,CHEMBL1515447,False,1.0,2.1
homoharringtonine,CHEMBL46286,True,100.0,26.18
homoquinolinic-acid,CHEMBL280828,False,1.0,3.71
homoveratrylamine,CHEMBL26019,False,100.0,12.66
honokiol,CHEMBL16901,False,1.0,0.73
hordenine,CHEMBL505789,False,100.0,0.47
hycanthone,CHEMBL22077,False,10000.0,0.99
hydralazine,CHEMBL276832,False,10000.0,0.87
"hydrastine-(1R,9S)",CHEMBL1256919,False,1.0,2.12
hydrastinine,CHEMBL1623232,False,833.33,3.39
hydrochlorothiazide,CHEMBL435,False,1.0,3.33
hydrocortisone,CHEMBL389621,False,8.33,-3.12
hydrocortisone-acetate,CHEMBL1091,False,100.0,0.23
hydrocortisone-butyrate,CHEMBL1683,False,833.33,5.42
hydrocortisone-hemisuccinate,CHEMBL977,False,1.0,-3.36
hydrocortisone-phosphate,CHEMBL4303629,False,8.33,3.34
hydrocortisone-valerate,CHEMBL1200562,False,100.0,4.88
hydroflumethiazide,CHEMBL1763,False,8.33,2.12
hydroquinidine,CHEMBL531472,False,8.33,3.2
hydroquinone,CHEMBL537,False,8.33,2.88
hydroxyamphetamine,CHEMBL1546,False,100.0,2.28
hydroxychloroquine,CHEMBL1535,False,8.33,2.78
hydroxyfasudil,CHEMBL1233300,False,10000.0,-0.71
hydroxyprogesterone-acetate,CHEMBL3273984,False,10000.0,10.9
hydroxypropyl-beta-cyclodextrin,CHEMBL577294,False,100.0,1.56
hydroxystilbamidine,CHEMBL1301,False,10000.0,-1.16
"hydroxytacrine-maleate-(R,S)",CHEMBL23455,False,8.33,-2.69
hydroxytoluic-acid,CHEMBL448399,False,833.33,-2.47
hydroxyurea,CHEMBL467,False,10000.0,1.29
hydroxyzine,CHEMBL896,False,100.0,1.56
hyoscyamine,CHEMBL1234973,False,1.0,1.06
hypericin,CHEMBL286494,False,1.0,3.48
hyperin,CHEMBL251254,False,8.33,2.27
hypoxanthine,CHEMBL1427,False,1.0,4.22
iCRT-14,CHEMBL3589010,False,1.0,2.97
ibandronate,CHEMBL997,False,8.33,1.34
ibotenic-acid,CHEMBL284895,False,1.0,2.28
ibrutinib,CHEMBL1873475,False,10000.0,1.62
ibudilast,CHEMBL19449,False,833.33,7.59
ibuprofen,CHEMBL521,False,1.0,4.44
ibuprofen,CHEMBL521,False,1.0,4.44
ibuprofen,CHEMBL521,False,1.0,4.44
ibuproxam,CHEMBL292707,False,833.33,2.87
ibutamoren,CHEMBL13817,False,833.33,4.99
ibutilide,CHEMBL533,False,833.33,0.97
icariin,CHEMBL553204,False,1.0,4.38
icaritin,CHEMBL498485,False,10000.0,2.24
icatibant-acetate,CHEMBL2028850,False,833.33,2.14
icilin,CHEMBL258405,False,8.33,2.89
icotinib,CHEMBL2087361,False,1.0,1.1
idalopirdine,CHEMBL3286580,False,1.0,2.26
idarubicin,CHEMBL1117,False,8.33,1.96
idebenone,CHEMBL252556,False,833.33,0.64
idelalisib,CHEMBL2216870,False,833.33,3.57
idoxuridine,CHEMBL788,False,100.0,2.65
ifenprodil,CHEMBL305187,False,1.0,2.09
ifosfamide,CHEMBL1024,False,100.0,0.48
igmesine,CHEMBL2110660,False,10000.0,6.93
ilepcimide,CHEMBL118478,False,100.0,1.04
ilomastat,CHEMBL19611,False,1.0,3.69
iloperidone,CHEMBL14376,False,100.0,0.99
iloprost,CHEMBL494,False,100.0,-0.18
imatinib,CHEMBL941,True,10000.0,20.12
imeglimin,CHEMBL4297514,False,1.0,1.51
imetit,CHEMBL19439,False,8.33,-0.44
imidacloprid,CHEMBL406819,False,100.0,6.8
imidafenacin,CHEMBL53366,False,833.33,4.43
imidapril,CHEMBL317094,False,8.33,0.74
imidurea,CHEMBL65433,False,8.33,0.45
imiloxan,CHEMBL347695,False,833.33,4.69
imipenem,CHEMBL148,False,8.33,10.04
imipramine,CHEMBL11,False,8.33,1.76
imiquimod,CHEMBL1282,False,833.33,2.38
immepip,CHEMBL18661,False,10000.0,0.13
immethridine,CHEMBL82298,False,833.33,4.67
impentamine,CHEMBL417096,False,10000.0,0.02
indacaterol,CHEMBL1095777,False,8.33,-0.7
indapamide,CHEMBL406,False,8.33,2.8
indatraline,CHEMBL341898,False,100.0,0.7
indeloxazine,CHEMBL2105022,False,8.33,2.5
indibulin,CHEMBL49642,False,8.33,1.94
indinavir,CHEMBL115,False,1.0,-3.73
indiplon,CHEMBL262075,False,100.0,4.78
indirubin,CHEMBL1276127,False,833.33,1.04
indirubin-3-monoxime,CHEMBL126077,False,833.33,5.66
indocyanine-green,CHEMBL1646,False,8.33,1.53
indole-3-carbinol,CHEMBL155625,False,8.33,0.47
indomethacin,CHEMBL6,False,833.33,0.83
indoprofen,CHEMBL15870,False,833.33,1.21
indoramin,CHEMBL279516,False,8.33,1.24
indoximod,CHEMBL571209,False,10000.0,-1.3
ingenol-mebutate,CHEMBL1863513,False,1.0,-1.66
inimur,CHEMBL514315,False,100.0,2.9
iniparib,CHEMBL1170047,False,10000.0,3.53
inositol,CHEMBL1222251,False,10000.0,2.84
inositol-hexanicotinate,CHEMBL1094982,False,8.33,3.15
integrin-antagonist-1,CHEMBL4241824,False,8.33,7.35
iobenguane,CHEMBL818,False,10000.0,6.21
iocetamic-acid,CHEMBL1200770,False,10000.0,3.4
iodipamide,CHEMBL1165268,False,10000.0,0.05
iodixanol,CHEMBL1200507,False,8.33,3.23
iodoantipyrine,CHEMBL24132,False,10000.0,1.55
iododexetimide,CHEMBL274789,False,1.0,1.14
iodophenpropit,CHEMBL498770,False,833.33,5.3
iodoquinol,CHEMBL86754,False,8.33,2.09
iohexol,CHEMBL1200455,False,10000.0,3.35
iohexol,CHEMBL1200455,False,10000.0,3.35
iopanic-acid,CHEMBL867,False,8.33,2.89
iopodic-acid,CHEMBL1201243,False,833.33,0.26
iopromide,CHEMBL1725,False,10000.0,0.66
iothalamic-acid-d3,CHEMBL1201300,False,833.33,0.31
ioxaglic-acid,CHEMBL1201291,False,1.0,1.6
ioxilan,CHEMBL1201075,False,1.0,1.8
ipidacrine,CHEMBL130880,False,10000.0,3.14
ipragliflozin-L-proline,CHEMBL2018096,False,1.0,0.82
iproniazid,CHEMBL92401,False,100.0,0.89
ipsapirone,CHEMBL8412,False,1.0,4.62
irbesartan,CHEMBL1513,False,833.33,1.9
irinotecan,CHEMBL481,False,8.33,1.89
irsogladine,CHEMBL136497,False,1.0,2.68
isamoltane,CHEMBL5483027,False,100.0,1.76
isavuconazole,CHEMBL409153,False,10000.0,2.79
isbufylline,CHEMBL1453416,False,10000.0,1.65
isepamicin,CHEMBL272080,False,100.0,3.72
isobutamben,CHEMBL1985617,False,10000.0,1.5
isobutyramide,CHEMBL352219,False,1.0,4.35
isoconazole,CHEMBL1571863,False,100.0,1.75
isodibut,CHEMBL403272,False,833.33,-0.3
isoetharine,CHEMBL1201213,False,10000.0,1.5
isoflupredone-acetate,CHEMBL1608183,False,1.0,2.83
isoguvacine,CHEMBL39071,False,833.33,3.23
isoleucine,CHEMBL1233584,False,10000.0,1.97
isoliquiritigenin,CHEMBL129795,False,10000.0,10.76
isometheptene-mucate,CHEMBL2219766,False,8.33,2.18
isoniazid,CHEMBL64,False,833.33,3.21
isoprenaline,CHEMBL434,False,1.0,1.39
isopropamide-iodide,CHEMBL1201232,False,100.0,2.29
isopropyl-myristate,CHEMBL207602,False,100.0,2.06
isopropyl-palmitate,CHEMBL139055,False,833.33,1.48
isosorbide,CHEMBL1200660,False,833.33,3.22
isosorbide-dinitrate,CHEMBL6622,False,10000.0,3.34
isosorbide-mononitrate,CHEMBL1311,False,833.33,2.64
isosteviol,CHEMBL462653,False,8.33,3.07
isotiquimide,CHEMBL2107405,False,10000.0,2.59
isovaleramide,CHEMBL171066,False,1.0,1.36
isoxepac,CHEMBL33211,False,10000.0,0.02
isoxicam,CHEMBL1898455,False,10000.0,-0.72
isoxsuprine,CHEMBL1197051,False,8.33,2.0
ispinesib,CHEMBL228814,False,1.0,0.51
isradipine,CHEMBL1648,False,8.33,2.79
istaroxime,CHEMBL469045,False,10000.0,6.93
istradefylline,CHEMBL431770,False,10000.0,2.33
itacitinib,CHEMBL3622820,False,8.33,1.83
itopride,CHEMBL2107457,False,100.0,1.77
itraconazole,CHEMBL5483033,False,8.33,7.17
ivabradine,CHEMBL471737,False,1.0,-0.16
ivacaftor,CHEMBL2010601,False,8.33,1.11
ivermectin,CHEMBL6067487,False,10000.0,7.18
ivosidenib,CHEMBL3989958,False,10000.0,3.82
ixabepilone,CHEMBL1201752,False,8.33,0.38
ixazomib,CHEMBL2141296,True,10000.0,22.94
ixazomib-citrate,CHEMBL3545432,True,833.33,28.96
josamycin,CHEMBL224436,False,1.0,2.65
kaempferol,CHEMBL150,False,8.33,11.97
kainic-acid,CHEMBL275040,False,8.33,0.99
kakonein,CHEMBL486386,False,1.0,-2.72
kanamycin,CHEMBL1384,False,833.33,3.53
kartogenin,CHEMBL3185782,False,1.0,3.34
kenpaullone,CHEMBL296586,False,10000.0,11.99
ketanserin,CHEMBL51,False,833.33,2.0
ketoconazole,CHEMBL295698,False,10000.0,1.61
ketoprofen,CHEMBL571,False,833.33,-0.03
ketorolac,CHEMBL469,False,833.33,2.44
ketotifen,CHEMBL534,False,8.33,4.8
kevetrin,CHEMBL4297540,False,10000.0,-0.14
khellin,CHEMBL44746,False,1.0,3.97
ki16198,CHEMBL4303365,False,8.33,2.94
kifunensine,CHEMBL1233851,False,10000.0,14.9
kinetin,CHEMBL228792,False,833.33,3.24
kuromanin,CHEMBL257839,False,8.33,0.72
kynurenic-acid,CHEMBL299155,False,1.0,3.61
labetalol,CHEMBL429,False,833.33,0.67
lacidipine,CHEMBL1728809,False,10000.0,3.85
lactulose,CHEMBL296306,False,10000.0,1.61
lafutidine,CHEMBL1742461,False,8.33,5.21
lamivudine,CHEMBL141,False,10000.0,4.96
lamotrigine,CHEMBL741,False,10000.0,0.08
lanatoside-C,CHEMBL506569,False,1.0,0.4
landiolol,CHEMBL1742466,False,100.0,-1.18
lanoconazole,CHEMBL1555126,False,100.0,4.14
lansoprazole,CHEMBL480,False,1.0,3.22
lapatinib,CHEMBL554,False,8.33,0.42
lappaconite,CHEMBL4802123,False,1.0,6.58
laquinimod,CHEMBL66092,False,1.0,1.55
laropiprant,CHEMBL426559,False,10000.0,2.04
larotrectinib,CHEMBL3889654,False,8.33,4.14
lasofoxifene,CHEMBL328190,True,10000.0,49.64
latrepirdine,CHEMBL589390,False,1.0,1.25
lauric-acid,CHEMBL108766,False,8.33,2.75
lauric-diethanolamide,CHEMBL1996872,False,1.0,1.82
lazabemide,CHEMBL279390,False,10000.0,3.29
ledipasvir,CHEMBL2374220,False,8.33,1.14
lemborexant,CHEMBL3545367,False,8.33,-1.02
lenvatinib,CHEMBL1289601,False,10000.0,8.44
lerisetron,CHEMBL56900,False,1.0,1.65
lersivirine,CHEMBL571987,False,100.0,2.57
lesinurad,CHEMBL2105720,False,100.0,2.45
letermovir,CHEMBL1241951,False,10000.0,1.82
letosteine,CHEMBL2105044,False,10000.0,5.67
letrozole,CHEMBL1444,False,8.33,4.26
leucomethylene-blue,CHEMBL549963,False,1.0,2.22
leucovorin,CHEMBL1679,False,833.33,1.68
leucovorin,CHEMBL1679,False,833.33,1.68
leucylleucine-methyl-ester,CHEMBL3989548,False,8.33,0.78
leuprolide,CHEMBL1201199,False,8.33,3.77
levallorphan,CHEMBL1254682,False,8.33,0.72
levcromakalim,CHEMBL100,False,10000.0,2.06
levetiracetam,CHEMBL1286,False,1.0,0.86
levobunolol,CHEMBL1201237,False,8.33,3.6
levobunolol,CHEMBL1201237,False,8.33,3.6
levocabastine,CHEMBL1615438,False,833.33,1.81
levocarnitine-propionate,CHEMBL1516469,False,8.33,4.36
levomenol,CHEMBL1096927,False,100.0,5.57
levomenthol,CHEMBL470670,False,100.0,1.02
levomequitazine,CHEMBL3186077,False,8.33,-6.41
levonordefrin,CHEMBL677,False,833.33,1.27
levopropoxyphene,CHEMBL1738990,False,1.0,7.6
levosimendan,CHEMBL2051955,False,833.33,1.84
liarozole,CHEMBL389433,False,8.33,3.78
licarbazepine,CHEMBL1067,False,8.33,1.29
licochalcone-A,CHEMBL139702,False,10000.0,8.6
licofelone,CHEMBL300982,False,100.0,4.49
lidamidine,CHEMBL448416,False,833.33,3.62
lidocaine,CHEMBL79,False,833.33,1.31
lidoflazine,CHEMBL92870,False,8.33,0.7
ligustilide,CHEMBL481246,False,8.33,9.89
limonin,CHEMBL517449,False,8.33,-0.42
linaclotide,CHEMBL3301675,False,10000.0,3.24
linagliptin,CHEMBL237500,False,1.0,0.74
linalool,CHEMBL25306,False,833.33,0.82
lincomycin,CHEMBL1447,False,8.33,2.66
linezolid,CHEMBL126,False,8.33,4.06
linifanib,CHEMBL223360,False,10000.0,-2.71
