batch_ID,compound_name,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,HIT_antiviral_AB_Y/N,MOA_clue_METADATA,Target_clue_METADATA,Pubchem_IsomericSMILES,Pubchem_CID
BJ1894200,propranolol,N,N,N,adrenergic receptor antagonist,"ADRB1, ADRB2",CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,21138
BJ1896726,chlorophyllin,N,N,N,,,0,0
BJ1897351,BAY-60-7550,N,N,N,phosphodiesterase inhibitor,PDE2A,CC1=C2C(=O)NC(=NN2C(=N1)[C@@H](CCCC3=CC=CC=C3)[C@@H](C)O)CC4=CC(=C(C=C4)OC)OC,135564787
BJ1899145,rosoxacin,N,N,N,topoisomerase inhibitor,,CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O,287180
BJ1897766,thiostrepton,N,N,N,"FOXM1 inhibitor, protein synthesis inhibitor",FOXM1,CC[C@H](C)C1C(=O)N[C@H](C(=O)NC(=C)C(=O)N[C@H](C(=O)N[C@]23CCC(=N[C@@H]2C4=CSC(=N4)[C@H]([C@H](OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)[C@H](C)O)C)NC(=O)C7=CSC(=N7)[C@@H](NC(=O)[C@H]8CSC(=N8)/C(=C/C)/NC(=O)C(NC(=O)C9=CSC3=N9)[C@@H](C)O)[C@@](C)([C@@H](C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,92044441
BJ1894991,cefmetazole,N,N,N,bacterial cell wall synthesis inhibitor,,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,42008
BJ1896682,nizofenone,N,N,N,ion channel antagonist,,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl,4514
BJ1897384,ranirestat,N,N,N,aldose reductase inhibitor,AKR1B1,C1C(=O)NC(=O)[C@@]12C(=O)N(C(=O)C3=CC=CN23)CC4=C(C=C(C=C4)Br)F,153948
BJ1896589,R-268712,N,N,N,serine/threonine kinase inhibitor,TGFBR1,CC1=NC(=CC=C1)C2=C(C=NN2)C3=CC(=C(C=C3)F)C4=CN(N=C4)CCO,11703284
BJ1898862,stattic,N,N,N,,,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],2779853
BJ1897592,capreomycin,N,N,N,protein synthesis inhibitor,,0,0
BJ1894144,amthamine,N,N,N,histamine receptor agonist,HRH2,CC1=C(SC(=N1)N)CCN,126688
BJ1895986,PQ-401,N,N,N,IGF-1 inhibitor,IGF1R,CC1=NC2=CC=CC=C2C(=C1)NC(=O)NC3=C(C=CC(=C3)Cl)OC,9549305
BJ1898493,myricitrin,N,N,N,PKC inhibitor,"NOS1, PRKCA",C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,129010103
BJ1895392,amitraz,N,N,N,adrenergic receptor agonist,"ADRA1A, ADRA2A",CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,36324
BJ1894790,sulfacetamide,N,N,N,PABA antagonist,,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,5320
BJ1898943,CNX-774,N,N,N,Bruton's tyrosine kinase (BTK) inhibitor,BTK,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)F,59174579
BJ1896823,tolimidone,N,N,N,SRC activator,"LYN, SRC",CC1=CC(=CC=C1)OC2=CNC(=O)N=C2,39065
BJ1898004,nomegestrol-acetate,N,N,N,progesterone receptor agonist,PGR,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@H]4C1=CC(=O)CC4,91668
BJ1896632,deltarasin,N,N,N,phosphodiesterase inhibitor,KRAS,C1CNCCC1[C@@H](COC2=CC=C(C=C2)C3=NC4=CC=CC=C4N3CC5=CC=CC=C5)N6C7=CC=CC=C7N=C6C8=CC=CC=C8,73292904
BJ1897769,decoquinate,N,N,N,antiprotozoal agent,,CCCCCCCCCCOC1=C(C=C2C(=C1)C(=O)C(=CN2)C(=O)OCC)OCC,29112
BJ1894812,tolazoline,N,N,N,adrenergic receptor antagonist,"ADRA1A, ADRA2A, ADRA2B, ADRA2C, HRH1, HRH2",C1CN=C(N1)CC2=CC=CC=C2,5504
BJ1898475,emodin,N,N,N,11-beta hydroxysteroid dehydrogenase inhibitor,CSNK2A1,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,3220
BJ1894407,cyclamic-acid,N,N,N,,,C1CCC(CC1)NS(=O)(=O)O,7533
BJ1898979,UNC669,N,N,N,L3MBTL antagonist,L3MBTL1,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CN=C3)Br,46931242
BJ1898566,scopine,N,N,N,,,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)O,1274465
BJ1894707,naphazoline,N,N,N,adrenergic receptor agonist,"ADRA1A, ADRA2A",C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,4436
BJ1897730,phenoxybenzamine,N,N,N,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C",CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,4768
BJ1897070,mibampator,N,N,N,glutamate receptor modulator,GRIA1,C[C@@H](CNS(=O)(=O)C(C)C)C1=CC=C(C=C1)C2=CC=C(C=C2)CCNS(=O)(=O)C,9889366
BJ1896765,AZD4282,N,N,N,glutamate receptor antagonist,"AGXT, AGXT2, ALAS1, ALAS2, BAAT, GARS, GATM, GCAT, GCSH, GLDC, GLRA1, GLRA2, GLRA3, GLRB, GLYAT, GLYATL1, GLYATL2, GNMT, GPR18, GPRC6A, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3B, GSS, PIPOX, SHMT1, SHMT2, SLC32A1, SLC36A1, SLC6A5, SLC6A9",C(C(=O)O)N,750
BJ1895989,norethisterone-enanthate,N,N,N,contraceptive agent,,CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,229295
BJ1896336,wiskostatin,Y,N,N,"actin related protein inhibitor, neural Wiskott-Aldrich syndrome protein inhibitor",WASL,CN(C)CC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,2775510
BJ1898606,AS-252424,N,N,N,PI3K inhibitor,PIK3CG,C1=CC(=C(C=C1F)O)C2=CC=C(O2)/C=C\3/C(=O)NC(=O)S3,11630874
BJ1898895,TIC10,N,N,N,"AKT inhibitor, TRAIL modulator","AKT1, MAPK1",CC1=CC=CC=C1CN2CC3=C(CCN(C3=O)CC4=CC=CC=C4)N5C2=NCC5,85090241
BJ1895983,gedunin,Y,N,N,HSP inhibitor,HSP90AA1,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1([C@]45[C@H](O4)C(=O)O[C@H]([C@@]5(CC3)C)C6=COC=C6)C)C,12004512
BJ1896234,medorinone,N,N,N,,,CC1=NC=CC2=C1C=CC(=O)N2,5362132
BJ1894925,minaprine,N,N,N,serotonin reuptake inhibitor,"ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2B, HTR2C, MAOA, SLC6A4",CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,4199
BJ1898368,maraviroc,N,N,N,CC chemokine receptor antagonist,CCR5,CC1=NN=C(N1C2CC3CCC(C2)N3CC[C@@H](C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,483407
BJ1897940,tryptanthrin,N,N,N,cyclooxygenase inhibitor,IDO1,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2,73549
BJ1896338,caramiphen,N,N,N,cholinergic receptor antagonist,"CHRM1, CHRM2",CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=CC=C2,6472
BJ1897328,topiroxostat,N,N,N,xanthine oxidase inhibitor,XDH,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,5288320
BJ1895924,PSB-06126,N,N,N,NTPDase inhibitor,ENTPD3,C1=CC=C2C(=C1)C=CC=C2NC3=CC(=C(C4=C3C(=O)C5=CC=CC=C5C4=O)N)S(=O)(=O)[O-],24868314
BJ1895549,benzbromarone,N,N,N,chloride channel blocker,ABCC1,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,2333
BJ1894147,NPC-15199,N,N,N,ICAM1 antagonist,PPARG,CC(C)C[C@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,1549477
BJ1895827,dinoprostone,N,N,N,prostanoid receptor agonist,"CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, TBXA2R",CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,5280360
BJ1897890,6-aminochrysene,N,N,N,transferase inhibitor,,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,17534
BJ1898178,SGX523,N,N,N,hepatocyte growth factor receptor inhibitor,MET,CN1C=C(C=N1)C2=NN3C(=NN=C3SC4=CC5=C(C=C4)N=CC=C5)C=C2,24779724
BJ1897924,isosteviol,N,N,N,,,C[C@]12CCC3[C@@]4(CCC[C@@]([C@H]4CC[C@@]3(C1)CC2=O)(C)C(=O)O)C,20975216
BJ1895705,L-670596,N,N,N,prostanoid receptor antagonist,,CS(=O)(=O)C1=CC=C(C=C1)CN2C3=C(CCCC3CC(=O)O)C4=C2C(=CC(=C4)F)F,129360
BJ1897485,arglabin,Y,N,N,farnesyltransferase inhibitor,"FNTA, NFKB1",CC1=CC[C@@]23[C@H]1[C@@H]4[C@@H](CC[C@@]2(O3)C)C(=C)C(=O)O4,5574924
BJ1895025,dimesna,N,N,N,tubulin polymerization inhibitor,,C(CS(=O)(=O)O)SSCCS(=O)(=O)O,65626
BJ1897285,bilastine,N,N,N,histamine receptor antagonist,HRH1,CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O,185460
BJ1895558,denatonium-benzoate,N,N,N,,,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C,15488
BJ1895414,ketanserin,N,N,N,serotonin receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR7, SLC18A1, SLC18A2",C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,3822
BJ1895642,CV-1808,N,N,N,adenosine receptor agonist,ADORA2A,C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,6917803
BJ1895017,menadione,N,N,N,"mitochondrial DNA polymerase inhibitor, phosphatase inhibitor","AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PROC, PROS1, PROZ, VKORC1, VKORC1L1",CC1=CC(=O)C2=CC=CC=C2C1=O,4055
BJ1894863,ketotifen,N,N,N,"histamine receptor agonist, leukotriene receptor antagonist, phosphodiesterase inhibitor",HRH1,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,3827
BJ1896665,O4I1,N,N,N,Oct inducer,POU5F1,COC1=CC=C(C=C1)COC2=CC=C(C=C2)CC#N,2774690
BJ1897342,prinaberel,N,N,N,estrogen receptor agonist,"ESR2, NCOA1",C=CC1=C2C(=CC(=C1)O)N=C(O2)C3=CC(=C(C=C3)O)F,656954
BJ1894087,diphenyleneiodonium,N,N,N,nitric oxide synthase inhibitor,"NOS2, NOS3",C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2,3101
BJ1894542,chlorambucil,N,N,N,DNA inhibitor,,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,2708
BJ1897832,iothalamic-acid-d3,N,N,N,radiopaque medium,,[2H]C([2H])([2H])C(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I,119081664
BJ1898394,azasetron,N,N,N,serotonin receptor antagonist,"HTR3A, HTR3B",CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,2264
BJ1896261,TMN-355,N,N,N,cyclophilin inhibitor,PPIA,C1=CC=C2C(=C1)C(C3=CC=CC=C32)NC(=O)NC(=O)C4=C(C=CC=C4Cl)F,44249042
BJ1895832,T-0070907,N,N,N,PPAR receptor antagonist,PPARG,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)NC2=CC=NC=C2)Cl,2777391
BJ1898455,WP1130,N,N,N,deubiquitinase inhibitor,"JAK2, UCHL5, USP14, USP9X",CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N,11222830
BJ1896539,NS-9283,N,N,N,acetylcholine receptor allosteric modulator,CHRNA4,C1=CC(=CC(=C1)C2=NC(=NO2)C3=CN=CC=C3)C#N,11998180
BJ1899160,cis-Urocanic acid,N,N,N,,,C1=C(NC=N1)/C=C\C(=O)O,1549103
BJ1894844,hexestrol,N,N,N,synthetic estrogen,"AKR1C1, ESR1, ESR2",CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,192197
BJ1898449,eltrombopag,N,N,N,thrombopoietin receptor agonist,MPL,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C,135449332
BJ1896920,emoxipin,N,N,N,,,CCC1=C(C=CC(=N1)C)O,114681
BJ1895586,HEMADO,N,N,N,adenosine receptor agonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",CCCCC#CC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC,10981286
BJ1895592,NBI-27914,N,N,N,corticotropin releasing factor receptor antagonist,CRHR1,CCCN(CC1CC1)C2=NC(=NC(=C2Cl)NC3=C(C=C(C=C3Cl)Cl)Cl)C,176157
BJ1895696,NSC-663284,N,N,N,CDC inhibitor,"CDC25A, CDC25B, CDC25C",C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl,379077
BJ1895384,SERTRALINE HYDROCHLORIDE,N,N,N,,,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,68617
BJ1895804,GW-0742,N,N,N,PPAR receptor agonist,PPARD,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,9934458
BJ1896661,HTH-01-015,Y,N,N,protein kinase inhibitor,NUAK1,CC1=C2C(=NC(=N1)NC3=CN(N=C3)C4CCNCC4)N(C5=CC6=CC=CC=C6C=C5C(=O)N2C)C,78357766
BJ1897745,iohexol,N,N,N,radiopaque medium,,C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,65492
BJ1895482,anagrelide,N,N,N,phosphodiesterase inhibitor,PDE3A,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,135409400
BJ1898993,CK-636,Y,N,N,actin related protein inhibitor,"ACTR2, ACTR3, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5",CC1=C(C2=CC=CC=C2N1)CCNC(=O)C3=CC=CS3,588963
BJ1899218,piroximone,N,N,N,phosphodiesterase inhibitor,PDE3A,CCC1=C(NC(=O)N1)C(=O)C2=CC=NC=C2,55263
BJ1896368,NBI-74330-(+/-),N,N,N,CC chemokine receptor antagonist,CXCR3,CCOC1=CC=C(C=C1)N2C(=O)C3=C(N=CC=C3)N=C2C(C)N(CC4=CN=CC=C4)C(=O)CC5=CC(=C(C=C5)F)C(F)(F)F,10167713
BJ1898050,scopolamine-N-oxide,N,N,N,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4",C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)[O-],3000667
BJ1897608,LPA2-antagonist-1,N,N,N,lysophosphatidic acid receptor antagonist,LPAR2,CC1=CSC2=C1N=CN=C2N[C@@H](C)CN3CCN(CC3)S(=O)(=O)C4=CC(=C(C=C4)Cl)Cl,24882686
BJ1896606,WDR5-0103,N,N,N,histone lysine methyltransferase inhibitor,WDR5,CN1CCN(CC1)C2=C(C=C(C=C2)C(=O)OC)NC(=O)C3=CC(=CC=C3)OC,6457069
BJ1895368,ezetimibe,N,N,N,"cholesterol inhibitor, Niemann-Pick C1-like 1 protein antagonist","ANPEP, NPC1L1, SOAT1",C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,150311
BJ1898509,sclareol,N,N,N,,,C[C@]12CCCC(C1CC[C@@]([C@@H]2CCC(C)(C=C)O)(C)O)(C)C,16394480
BJ1895006,tinidazole,N,N,N,antiprotozoal agent,,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,5479
BJ1894320,procaterol,N,N,N,adrenergic receptor agonist,ADRB2,CC[C@@H]([C@@H](C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,688561
BJ1895632,PIT,N,N,N,purinergic receptor antagonist,P2RY1,C1=CC=C2C(=C1)C(=O)C(=[N+]2[O-])C3=CC=CC=N3,124334
BJ1895178,metamizole,N,N,N,"cyclooxygenase inhibitor, opioid receptor agonist",PTGS1,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,3111
BJ1898483,icariin,N,N,N,phosphodiesterase inhibitor,PDE5A,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,5318997
BJ1899217,suritozole,N,N,N,GABA receptor inverse agonist,GABBR1,CN1C(=NN(C1=S)C)C2=CC(=CC=C2)F,25431
BJ1894938,mephenesin,N,N,N,muscle relaxant,,CC1=CC=CC=C1OCC(CO)O,4059
BJ1898513,sinomenine,N,N,N,angiogenesis inhibitor,,CN1CC[C@@]23CC(=O)C(=C[C@@H]2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC,5459308
BJ1897731,ampicillin,N,N,N,bacterial cell wall synthesis inhibitor,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)[O-])C,640430
BJ1894187,L-694247,N,N,N,serotonin receptor agonist,"HTR1A, HTR1B, HTR1D",CS(=O)(=O)NC1=CC=C(C=C1)CC2=NOC(=N2)C3=CC4=C(C=C3)NC=C4CCN,132059
BJ1896771,paraxanthine,N,N,N,adenosine receptor antagonist,,CN1C=NC2=C1C(=O)N(C(=O)N2)C,4687
BJ1894782,SCOPOLAMINE HYDROBROMIDE,N,N,N,,,CN1[C@@H]2CC(C[C@H]1[C@@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,3081743
BJ1898632,TAK-901,N,N,N,Aurora kinase inhibitor,AURKB,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,16124208
BJ1896094,MIRA-1,N,N,N,apoptosis stimulant,,CCC(=O)OCN1C(=O)C=CC1=O,227681
BJ1895735,PSB-11,N,N,N,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA3",CC[C@@H]1CN2C(=C3C(=NC(=N3)C4=CC=CC=C4)N(C2=O)C)N1,135433658
BJ1898731,PF-4981517,N,N,N,cytochrome P450 inhibitor,CYP3A4,CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CC[C@@H](C5)N6CCCCC6)C,71315139
BJ1897667,SNG-1153,N,N,N,selective estrogen receptor modulator (SERM),ESR1,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)C(F)(F)F)O)C,71621167
BJ1897902,L-asparagine,N,N,N,,"ASNS, ASRGL1, NARS, NARS2, SLC1A5, SLC38A3",C([C@@H](C(=O)O)N)C(=O)N,6267
BJ1895192,naftidrofuryl,N,N,N,adrenergic receptor antagonist,,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,4417
BJ1897558,dofequidar,N,N,N,"MRP inhibitor, P glycoprotein inhibitor",ABCB1,C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5,213040
BJ1894843,dichlorophen,N,N,N,anticestodal agent,,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,3037
BJ1895855,AMN-082,N,N,N,glutamate receptor modulator,GRM7,C1=CC=C(C=C1)C(C2=CC=CC=C2)NCCNC(C3=CC=CC=C3)C4=CC=CC=C4,1894361
BJ1898229,AG-1024,N,N,N,insulin growth factor receptor inhibitor,IGF1R,CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O,2044
BJ1894175,clobenpropit,N,N,N,histamine receptor antagonist,"HRH1, HRH2, HRH3, HRH4",C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl,2790
BJ1895197,nimodipine,N,N,N,calcium channel blocker,"CFTR, NR3C2",CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,4497
BJ1897246,motolimod,N,N,N,toll-like receptor agonist,TLR8,CCCN(CCC)C(=O)C1=CC2=C(C=C(C=C2)C3=CC=C(C=C3)C(=O)N4CCCC4)N=C(C1)N,16049404
BJ1894660,hyoscyamine,N,N,N,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4",CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,154417
BJ1898522,4-methylgenistein,N,N,N,protein tyrosine kinase inhibitor,"CYP19A1, ESRRA, ESRRB, ESRRG, FASN",COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,5280373
BJ1895366,famciclovir,N,N,N,DNA polymerase inhibitor,,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,3324
BJ1895388,propranolol,N,N,N,adrenergic receptor antagonist,"ADRB1, ADRB2",CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,4946
BJ1897385,AMG-487-(+/-),N,N,N,CC chemokine receptor antagonist,CXCR3,CCOC1=CC=C(C=C1)N2C(=O)C3=C(N=CC=C3)N=C2[C@@H](C)N(CC4=CN=CC=C4)C(=O)CC5=CC=C(C=C5)OC(F)(F)F,24957182
BJ1898085,alclometasone-dipropionate,N,N,N,glucocorticoid receptor agonist,"CYP3A4, NR3C1, SERPINA6",CCC(=O)OCC(=O)C1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3C2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC,129009982
BJ1896957,sorbinil,N,N,N,aldose reductase inhibitor,AKR1B1,C1COC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F,5252
BJ1896081,NDT-9513727,N,N,N,complement antagonist,C5AR1,CCCCN1C(=C(N=C1C2=CC=CC=C2)C3=CC=CC=C3)CN(CC4=CC5=C(C=C4)OCO5)CC6=CC7=C(C=C6)OCO7,10210160
BJ1894111,N-methylquipazine,N,N,N,serotonin receptor agonist,,CN1CCN(CC1)C2=NC3=CC=CC=C3C=C2,5013
BJ1898126,tiquizium,N,N,N,acetylcholine receptor antagonist,,C[N@+]12CCCC[C@@H]1CCC(=C(C3=CC=CS3)C4=CC=CS4)C2,72160
BJ1894646,hetacillin,N,N,N,bacterial cell wall synthesis inhibitor,,CC1([C@@H](N2[C@H](S1)C(C2=O)N3C(=O)[C@H](NC3(C)C)C4=CC=CC=C4)C(=O)O)C,68633
BJ1898230,letrozole,N,N,N,aromatase inhibitor,CYP19A1,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,3902
BJ1896052,PF-573228,N,N,N,focal adhesion kinase inhibitor,"CDK1, CDK2, CDK7, GSK3B, IKBKB",CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4,11612883
BJ1895971,liarozole,N,N,N,cytochrome P450 inhibitor,"CYP19A1, CYP26A1",C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4,60652
BJ1894239,WB-4101,N,N,N,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1A",COC1=C(C(=CC=C1)OC)OCCNCC2COC3=CC=CC=C3O2,5685
BJ1898110,maltobionic-acid,N,N,N,matrix metalloprotease inhibitor,,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)O)O)O)O)O)O)O,7314
BJ1897784,acetriazoic-acid,N,N,N,,,CC(=O)NC1=C(C=C(C(=C1I)C(=O)O)I)I,6806
BJ1895148,"BETAMETHASONE 17,21-DIPROPIONATE",N,N,N,,,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC,21800
BJ1894519,baclofen,N,N,N,benzodiazepine receptor agonist,"GABBR1, GABBR2, KCTD12, KCTD16, KCTD8",C1=CC(=CC=C1C(CC(=O)O)CN)Cl,2284
BJ1894490,diarylpropionitrile,N,N,N,estrogen receptor agonist,ESR2,C1=CC(=CC=C1CC(C#N)C2=CC=C(C=C2)O)O,102614
BJ1897633,BMS-817378,N,N,N,"c-Met inhibitor, VEGFR inhibitor","KDR, MET",C1=CC(=CC=C1C2=CN(C=C(C2=O)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F)COP(=O)(O)O)F,44137813
BJ1897771,antimonyl,N,N,N,,,0,0
BJ1899107,EDTMP,N,N,N,chelating agent,,C(CN(CP(=O)(O)O)CP(=O)(O)O)N(CP(=O)(O)O)CP(=O)(O)O,15025
BJ1895321,fenofibric-acid,N,N,N,cytochrome P450 inhibitor,"CLCN1, PPARA",CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,64929
BJ1894074,nitrocaramiphen,N,N,N,cholinergic receptor antagonist,CHRM1,CCN(CC)CCOC(=O)C1(CCCC1)C2=CC=C(C=C2)[N+](=O)[O-],3941250
BJ1898017,eseroline-(-),N,N,N,acetylcholinesterase inhibitor,"OPRD1, OPRM1",C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)O)C)C,119198
