batch_ID,compound_name,HIT_CPE_Y/N,HIT_cellpaiting_Y/N,HIT_antiviral_AB_Y/N,MOA_clue_METADATA,Target_clue_METADATA,Pubchem_IsomericSMILES,Pubchem_CID
BJ1895301,nateglinide,N,N,N,insulin secretagogue,"ABCC8, KCNJ10, KCNJ11, PPARG",CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,5311309
BJ1896345,PHP-501,N,N,N,GABA receptor antagonist,"GABRA1, GABRB2, GABRG2",C1CNCCC1C2=C(N(N=C2)O)C3=CC=CC(=C3)C4=CC=CC=C4,46204221
BJ1896652,naringeninic-acid,N,N,N,,"HCAR2, PTGR1",C1=CC(=CC=C1/C=C/C(=O)O)O,637542
BJ1896678,acetyl-farnesyl-cysteine,N,N,N,methyltransferase inhibitor,PPARG,CC(=CCC/C(=C/CC/C(=C/CSC[C@@H](C(=O)O)NC(=O)C)/C)/C)C,6438381
BJ1897207,tofogliflozin,N,N,N,sodium/glucose cotransporter inhibitor,GCK,CCC1=CC=C(C=C1)CC2=CC3=C(CO[C@@]34[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C2,46908929
BJ1895309,desvenlafaxine,N,N,N,serotonin–norepinephrine reuptake inhibitor (SNRI),"SLC6A2, SLC6A3, SLC6A4",CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,125017
BJ1896546,A-366,N,N,N,histone lysine methyltransferase inhibitor,"EHMT1, EHMT2",COC1=C(C=C2C(=C1)C3(CCC3)C(=N2)N)OCCCN4CCCC4,76285486
BJ1897829,nemorubicin,N,N,N,topoisomerase inhibitor,"TOP1, TOP2A",C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCO[C@@H](C6)OC)O,65907
BJ1894068,6-chloromelatonin,N,N,N,melatonin receptor agonist,"MTNR1A, MTNR1B",CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)Cl,1858
BJ1897274,vilanterol,N,N,N,adrenergic receptor agonist,ADRB2,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNC[C@@H](C2=CC(=C(C=C2)O)CO)O)Cl,10184665
BJ1895551,cyproheptadine,N,N,N,histamine receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HRH1, HTR2A, HTR2C, HTR6, HTR7",CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,2913
BJ1896929,ABT-202,N,N,N,acetylcholine receptor agonist,,C1CN(CC1N)C2=CN=CC=C2,17928441
BJ1896981,inositol-hexanicotinate,N,N,N,,,C1=CC(=CN=C1)C(=O)OC2C(C(C(C(C2OC(=O)C3=CN=CC=C3)OC(=O)C4=CN=CC=C4)OC(=O)C5=CN=CC=C5)OC(=O)C6=CN=CC=C6)OC(=O)C7=CN=CC=C7,3720
BJ1894045,3-methyl-GABA,N,N,N,GABA aminotransferase activator,ABAT,CC(CC(=O)O)CN,3539719
BJ1894633,furazolidone,N,N,N,bacterial DNA inhibitor,,C1COC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-],5353636
BJ1894233,beta-funaltrexamine,N,N,N,opioid receptor antagonist,"OPRD1, OPRK1, OPRM1",COC(=O)/C=C/C(=O)N[C@@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,5311018
BJ1895442,atropine-oxide,N,N,N,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5",C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-],20710
BJ1896430,BMS-536924,N,N,N,IGF-1 inhibitor,"AKT1, CCNE1, CDK2, CYP3A4, ERBB2, IGF1R, KDR, LCK, MAPK1, MET, PDGFRA, PDGFRB",CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466
BJ1897169,PT-2385,N,N,N,hypoxia inducible factor inhibitor,EPAS1,CS(=O)(=O)C1=C2[C@@H](C(CC2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)(F)F)O,91754484
BJ1896685,"1,4-butanediol",N,N,N,"benzodiazepine receptor agonist, gamma hydroxybutyric acid agonist","MAN1B1, PLA2G2A, PLA2G2E",C(CCO)CO,8064
BJ1897027,mericitabine,N,N,N,HCV inhibitor,,CC(C)C(=O)OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=NC2=O)N)(C)F)OC(=O)C(C)C,16122663
BJ1899143,myristyl-nicotinate,N,N,N,topical sunscreen agent,,CCCCCCCCCCCCCCOC(=O)C1=CN=CC=C1,531641
BJ1898429,avasimibe,N,N,N,ACAT inhibitor,CES1,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,166558
BJ1897108,IOX1,N,N,N,histone demethylase inhibitor,"EGLN1, KDM3A, KDM4C, KDM6B",C1=CC2=C(C=CC(=C2N=C1)O)C(=O)O,459617
BJ1897112,bempedoic-acid,N,N,N,AMPK inhibitor,ACLY,CC(C)(CCCCCC(CCCCCC(C)(C)C(=O)O)O)C(=O)O,10472693
BJ1898871,AZD3514,N,N,N,androgen receptor modulator,AR,CC(=O)N1CCN(CC1)CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5C(F)(F)F)CC4,46893585
BJ1895131,dibekacin,N,N,N,bacterial 30S ribosomal subunit inhibitor,,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N,470999
BJ1898535,naringenin,N,N,N,"aromatase inhibitor, TRPV antagonist","CYP19A1, CYP1B1, ESR2, GLO1, HSD17B1",C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,439246
BJ1898356,Deflazacort (Calcort),N,N,N,,,CC1=N[C@@]2([C@H](O1)C[C@@H]3[C@@]2(C[C@@H]([C@H]4[C@@H]3CCC5=CC(=O)C=C[C@]45C)O)C)C(=O)COC(=O)C,73707512
BJ1894413,pirinixic-acid,N,N,N,PPAR receptor agonist,PPARA,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,5694
BJ1898745,fosaprepitant-dimeglumine,N,N,N,tachykinin antagonist,TACR1,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,135413538
BJ1898724,Hygromycin B,N,N,N,,,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@H]([C@@H]3[C@H]([C@H](O2)CO)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)C(CO)N)O)O)O)O)O)N,6728943
BJ1895985,L-365260,N,N,N,CCK receptor antagonist,"CCKAR, CCKBR, KCNQ1",CC1=CC(=CC=C1)NC(=O)N[C@H]2C(=O)N(C3=CC=CC=C3C(=N2)C4=CC=CC=C4)C,5311201
BJ1894222,S-isopropylisothiourea,N,N,N,nitric oxide synthase inhibitor,NOS3,CC(C)SC(=N)N,445319
BJ1895144,cinnarazine,Y,N,N,calcium channel blocker,,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,1547484
BJ1896767,spermine,N,N,N,,"CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5",C(CCNCCCN)CNCCCN,1103
BJ1896723,U-75799E,N,N,N,growth hormone releasing factor agonist,GHSR,C[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC3=CC=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N)NC(=O)[C@@H](CC4=CNC5=CC=CC=C54)NC(=O)[C@H](CC6=CN=CN6)N,9919153
BJ1897754,cefozopran,N,N,N,bacterial cell wall synthesis inhibitor,,CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-],5464317
BJ1895348,cetirizine,N,N,N,histamine receptor antagonist,HRH1,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1549000
BJ1895460,nithiamide,N,N,N,bacterial DNA inhibitor,,CC(=O)NC1=NC=C(S1)[N+](=O)[O-],8798
BJ1894217,cirazoline,N,N,N,adrenergic receptor agonist,ADRA1A,C1CC1C2=CC=CC=C2OCC3=NCCN3,2765
BJ1895497,altrenogest,N,N,N,progestogen hormone,PGR,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(CC=C)O,76973971
BJ1898730,mozavaptan,N,N,N,vasopressin receptor antagonist,"AVPR1A, AVPR1B, AVPR2",CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,119369
BJ1898073,"Isoquinoline,-6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro,",N,N,N,,,CC1C2=CC(=C(C=C2CCN1)OC)OC,10302
BJ1898930,DBeQ,N,N,N,ATPase inhibitor,CASP3,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)NCC4=CC=CC=C4,676352
BJ1897852,BMS-688521,N,N,N,"ICAM1 antagonist, leukocyte function-associated antigen receptor antagonist",ICAM1,CN1C(=O)N(C(=O)[C@]12CN(C[C@H]2C3=CC=C(C=C3)C#N)C4=NC=C(C=C4)C(=O)O)C5=CC(=CC(=C5)Cl)Cl,11699447
BJ1894911,fenoprofen,N,N,N,prostaglandin inhibitor,"PTGS1, SLC5A8",CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,3342
BJ1896576,WWL-113,N,N,N,carboxylesterase inhibitor,CES3,CCOC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)OC(=O)N(C)CC3=CC(=CC=C3)C4=CC=NC=C4,17759482
BJ1899100,fenoverine,N,N,N,acetylcholine receptor antagonist,,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,72098
BJ1894631,fluorometholone,N,N,N,glucocorticoid receptor agonist,NR3C1,C[C@H]1CC2C3CC[C@@]([C@]3(C[C@@H]([C@@]2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,5702058
BJ1895910,RS-504393,N,N,N,CC chemokine receptor antagonist,"CCL2, CCR2",CC1=CC2=C(C=C1)NC(=O)OC23CCN(CC3)CCC4=C(OC(=N4)C5=CC=CC=C5)C,9953769
BJ1898267,voriconazole,N,N,N,cytochrome P450 inhibitor,"CYP2C19, CYP2C9, CYP3A4, CYP3A5, PTGS1",C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,71616
BJ1897620,azimilide,N,N,N,potassium channel blocker,KCNA5,CN1CCN(CC1)CCCCN2C(=O)CN(C2=O)/N=C\C3=CC=C(O3)C4=CC=C(C=C4)Cl,6324604
BJ1896239,SR-140333,N,N,N,neurokinin receptor antagonist,TACR1,CC(C)OC1=CC=CC(=C1)CC(=O)N2CCC[C@](C2)(CC[N+]34CCC(CC3)(CC4)C5=CC=CC=C5)C6=CC(=C(C=C6)Cl)Cl,108167
BJ1897500,CS-917,N,N,N,fructose biphosphate inhibitor,FBP1,CC(C)CC1=C(N=C(S1)N)C2=CC=C(O2)P(=O)(O)O,11289630
BJ1897052,delavirdine,N,N,N,non-nucleoside reverse transcriptase inhibitor,CYP3A4,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,5625
BJ1897041,R-1479,N,N,N,HCV inhibitor,,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)N=[N+]=[N-])O)O,457388
BJ1894065,DPCPX,N,N,N,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3,1329
BJ1895485,lamotrigine,N,N,N,"serotonin receptor antagonist, sodium channel blocker","SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,3878
BJ1895963,JLK-6,Y,N,N,gamma secretase inhibitor,PSEN1,COC1=C(C2=C(C=C(C=C2)N)C(=O)O1)Cl,3803
BJ1898524,dioscin,N,N,N,apoptosis stimulant,CXCR3,C[C@@H]1CC[C@@]2([C@@H]([C@@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC=C6[C@@]5(CC[C@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@@H](O7)CO)O[C@H]8[C@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C)OC1,129010051
BJ1895798,PNU-22394,N,N,N,serotonin receptor agonist,"HTR2A, HTR2B, HTR2C, MAOA, MAOB",CN1C2=C(CCNCC2)C3=CC=CC=C31,27559
BJ1898798,ropivacaine,N,N,N,sodium channel blocker,SCN10A,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,175805
BJ1898962,WZ4003,N,N,N,AMPK inhibitor,"NUAK1, NUAK2",CCC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC,72200024
BJ1897556,olmesartan,N,N,N,angiotensin receptor antagonist,AGTR1,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,158781
BJ1897585,ML323,N,N,N,ubiquitin specific protease inhibitor,USP1,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,60167849
BJ1898655,MK-2048,N,N,N,HIV integrase inhibitor,,CCN1C[C@@H](N2C3=C(C(=C2C1=O)O)C(=O)N(N=C3C(=O)NC)CC4=CC(=C(C=C4)F)Cl)C,54698642
BJ1895340,milnacipran,N,N,N,serotonin–norepinephrine reuptake inhibitor (SNRI),"SLC6A2, SLC6A4",CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,11622909
BJ1895936,decitabine,N,N,N,DNA methyltransferase inhibitor,"DNMT1, DNMT3A",C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,451668
BJ1894718,noretynodrel,N,N,N,progestogen hormone,PGR,C[C@]12CCC3C(C1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,5702095
BJ1894485,DIPT,N,N,N,"dopamine reuptake inhibitor, serotonin reuptake inhibitor","HTR1A, HTR2A, HTR2C",CC(C)N(CCC1=CNC2=CC=CC=C21)C(C)C,26903
BJ1898165,belinostat,N,N,N,HDAC inhibitor,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,6918638
BJ1894934,nicardipine,N,N,N,calcium channel blocker,ADORA3,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,4474
BJ1896645,CIM-0216,N,N,N,transient receptor potential channel agonist,TRPM3,CC1=CC(=NO1)NC(=O)C(C2=CC=CC=C2)N3CCCC4=CC=CC=C43,42887770
BJ1897392,atrasentan,N,N,N,endothelin receptor antagonist,EDNRA,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4,159594
BJ1896339,ISX-9,N,N,N,neural stem cell inducer,NEUROD1,C1CC1NC(=O)C2=NOC(=C2)C3=CC=CS3,19582717
BJ1896313,VU0360172,N,N,N,glutamate receptor positive allosteric modulator,GRM5,C1CC(C1)NC(=O)C2=CN=C(C=C2)C#CC3=CC(=CC=C3)F,53318624
BJ1898704,MRS-2578,N,N,N,purinergic receptor antagonist,P2RY6,C1=CC(=CC(=C1)N=C=S)NC(=S)NCCCCNC(=S)NC2=CC(=CC=C2)N=C=S,16078986
BJ1894124,parthenolide-(alternate-stereo),Y,N,N,NFkB pathway inhibitor,"IKBKB, RELA",C/C/1=C\CC[C@@]2([C@@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,6473881
BJ1896809,mitoflaxone,N,N,N,antitumor agent,VWF,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC(=C3O2)CC(=O)O,55748
BJ1897855,AD-5467,N,N,N,aldose reductase inhibitor,AKR1B1,CC(C)C1C(=S)N(C2=CC=CC(=C2O1)C(C)C)CC(=O)O,197383
BJ1897413,ebrotidine,N,N,N,histamine receptor antagonist,HRH2,C1=CC(=CC=C1S(=O)(=O)NC=NCCSCC2=CSC(=N2)N=C(N)N)Br,65869
BJ1894329,dexniguldipine,N,N,N,calmodulin antagonist,ADORA3,CC1=C([C@H](C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,6918097
BJ1895721,PNU-142633,N,N,N,serotonin receptor agonist,HTR1D,CNC(=O)C1=CC2=C(C=C1)[C@@H](OCC2)CCN3CCN(CC3)C4=CC=C(C=C4)C(=O)N,9845148
BJ1894232,SCH-23390,N,N,N,dopamine receptor antagonist,"DRD1, DRD5, HTR2C, KCNJ4, KCNJ6",CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)O)Cl,3036864
BJ1896917,CL-225385,N,N,N,,,C1=CC=C(C=C1)C(=O)CC#N,64799
BJ1894390,CI-966,N,N,N,GAT inhibitor,SLC6A1,C1CN(CC(=C1)C(=O)O)CCOC(C2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)C(F)(F)F,198693
BJ1898697,apalutamide,N,N,N,androgen receptor antagonist,,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,24872560
BJ1895264,2-thiouracil,N,N,N,,,C1=CNC(=S)NC1=O,1269845
BJ1898115,beta-hydroxy-beta-methylbutyrate,N,N,N,protein synthesis stimulant,MTOR,CC(C)(CC(=O)O)O.CC(C)(CC(=O)O)O,129010087
BJ1899142,isobutamben,N,N,N,local anesthetic,,CC(C)COC(=O)C1=CC=C(C=C1)N,7176
BJ1897363,PF-03084014,N,N,N,gamma secretase inhibitor,,CCC[C@@H](C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)N[C@H]2CCC3=C(C2)C(=CC(=C3)F)F,46224413
BJ1896792,"5-(4chlorophenyl)-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one",N,N,N,,,CCN1C(=NNC1=O)C2=CC=C(C=C2)Cl,35793
BJ1895115,pridinol,N,N,N,muscle relaxant,,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,4904
BJ1895098,aminothiazole,N,N,N,cyclin D inhibitor,NOS2,C1=CSC(=N1)N,2155
BJ1898790,Homatropine Bromide,N,N,N,,,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O,5282593
BJ1899014,AZD6738,N,N,N,ATR kinase inhibitor,ATR,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4,86660217
BJ1894387,olomoucine,N,N,N,CDK inhibitor,"CDK1, CDK2, CDK5, MAPK1",CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3,4592
BJ1896159,SRC-kinase-inhibitor-I,N,N,N,SRC inhibitor,"CSK, LCK, RIPK2",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC,1474853
BJ1896522,NKY-80,N,N,N,adenylyl cyclase inhibitor,ADCY5,C1C(CC(=O)C2=CN=C(N=C21)N)C3=CC=CO3,2772368
BJ1898036,amfepramone,N,N,N,,,CCN(CC)C(C)C(=O)C1=CC=CC=C1,7029
BJ1895673,ITE,N,N,N,aryl hydrocarbon receptor agonist,AHR,COC(=O)C1=CSC(=N1)C(=O)C2=CNC3=CC=CC=C32,4668801
BJ1896703,SNAP,N,N,N,nitric oxide donor,PTPN1,CC(=O)NC(C(=O)O)C(C)(C)SN=O,5231
BJ1895984,GP1a,N,N,N,cannabinoid receptor agonist,CNR2,CC1=CC2=C(C=C1)C3=C(C2)C(=NN3C4=C(C=C(C=C4)Cl)Cl)C(=O)NN5CCCCC5,10252734
BJ1895260,ribavirin,N,N,N,antiviral,"ADK, ENPP1, IMPDH1, IMPDH2, NT5C2",C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,37542
BJ1894235,ZD-7114,N,N,N,adrenergic receptor agonist,ADRB3,COCCNC(=O)COC1=CC=C(C=C1)OCCNC[C@@H](COC2=CC=CC=C2)O,121877
BJ1897986,dolastatin-10,N,N,N,tubulin polymerization inhibitor,TUBB,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C,9810929
BJ1896847,BIMU-8,N,N,N,serotonin receptor agonist,HTR4,CC(C)N1C2=CC=CC=C2N(C1=O)C(=O)NC3CC4CCC(C3)N4C,131725
BJ1894373,SDZ-220-581,N,N,N,glutamate receptor antagonist,GRIN1,C1=CC=C(C(=C1)C2=CC(=CC(=C2)CP(=O)(O)O)C[C@@H](C(=O)O)N)Cl,128019
BJ1898601,clinofibrate,N,N,N,lipase clearing factor inhibitor,LPL,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,2787
BJ1898797,methyclothiazide,N,N,N,chloride reabsorption inhibitor,"SLC12A1, SLC12A3",CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,4121
BJ1897618,BI-224436,N,N,N,HIV integrase inhibitor,,CC1=NC2=CC=CC=C2C(=C1[C@@H](C(=O)O)OC(C)(C)C)C3=C4C5=C(C=C3)OCCC5=CC=N4,66561902
BJ1896689,astaxanthin,N,N,N,antioxidant,,CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C,5281224
BJ1895517,pyritinol,N,N,N,,,CC1=NC=C(C(=C1O)CO)CSSCC2=CN=C(C(=C2CO)O)C,14190
BJ1894431,JAK3-inhibitor-V,N,N,N,JAK inhibitor,JAK3,C=CC(=O)C1=CC2=CC=CC=C2C=C1,3799
BJ1894841,broxyquinoline,N,N,N,antiprotozoal agent,,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1,2453
BJ1897079,sitaxentan,N,N,N,endothelin receptor antagonist,"EDNRA, EDNRB",CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)[N-]C4=C(C(=NO4)C)Cl)OCO2,60060286
BJ1894098,BE-2254,N,N,N,adrenergic receptor antagonist,ADRA1A,C1CC2=CC=CC=C2C(=O)C1CNCCC3=CC=C(C=C3)O,34772
BJ1896346,AT-1015,N,N,N,serotonin receptor antagonist,HTR2A,C1CN(CCC1C(=O)NCCN2CCC(=C3C4=CC=CC=C4C=CC5=CC=CC=C53)CC2)C=O,9805664
BJ1899126,creatine,N,N,N,,"CKB, CKM, CKMT1A, CKMT2, GAMT, SLC6A8",CN(CC(=O)O)C(=N)N,586
BJ1897131,DBPR108,N,N,N,dipeptidyl peptidase inhibitor,DPP4,CC(C)(CC(=O)N1CCCC1)NCC(=O)N2C[C@H](C[C@H]2C#N)F,44201003
BJ1898597,MK-0752,N,N,N,gamma secretase inhibitor,,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl,9803433
BJ1897684,meluadrine,N,N,N,,,CC(C)(C)NCC(C1=C(C=C(C=C1)O)Cl)O,162846
BJ1894326,AM-404,N,N,N,"cyclooxygenase inhibitor, FAAH inhibitor, TRPV antagonist","CNR1, CNR2, FAAH, TRPV1",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC1=CC=C(C=C1)O,6604822
BJ1896090,PF-429242,N,N,N,SREBP inhibitor,MBTPS1,CCN(CC)CC1=CC=C(C=C1)C(=O)N(CCC2=CC=CC=C2OC)[C@@H]3CCNC3,23661637
BJ1897567,metafolin,N,N,N,,,CN1[C@H](CNC2=C1C(=O)NC(=N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],135398560
BJ1896646,NI-57,N,N,N,bromodomain inhibitor,"BRD1, BRPF1, BRPF3",CC1=CC2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C=C3)C#N)OC)N(C1=O)C,91827373
BJ1894817,TRIAMCINOLONE ACETONIDE,N,N,N,,,C[C@]12C[C@@H]([C@]3(C(C1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,5702126
BJ1897918,"cis-exo-camphanediol-2,3",N,N,N,nitric oxide stimulant,NOS3,C[C@]12CC[C@H](C1(C)C)[C@@H]([C@@H]2O)O,21626088
BJ1897450,brexpiprazole,N,N,N,dopamine receptor partial agonist,DRD2,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,11978813
BJ1897727,roxatidine-acetate,N,N,N,histamine receptor antagonist,HRH2,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,5105
BJ1895021,levetiracetam,N,N,N,calcium channel blocker,"CACNA1B, SCN1A, SV2A",CC[C@@H](C(=O)N)N1CCCC1=O,5284583
BJ1897785,isosorbide,N,N,N,nitric oxide stimulant,,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O,12597
BJ1898096,desoxycortone,N,N,N,mineralocorticoid receptor agonist,"NR3C1, NR3C2",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,6166
BJ1897662,fruquintinib,N,N,N,VEGFR inhibitor,KDR,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC,44480399
BJ1897722,cephalexin,N,N,N,bacterial cell wall synthesis inhibitor,,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,27447
BJ1897893,hydroxyprogesterone-acetate,N,N,N,progesterone receptor agonist,PGR,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)OC(=O)C,10156152
