compound_name,Concentration (nM),Inhibition of cytopathicity (%),Non_infected cell viability(%),Duplicated
ercalcitriol,10000.0,3.34,94.94149553,0
erdafitinib,10000.0,11.65,35.94565858,0
erdosteine,8.33,2.17,96.86868536,0
ergocalciferol,100.0,0.95,96.20467824,0
ergosterol,10000.0,2.85,95.48719407,0
ERK5-IN-1,8.33,0.81,96.09840278,0
erlotinib,8.33,-0.26,104.195189,0
ertapenem,8.33,3.19,98.34831352,0
erteberel,10000.0,2.31,87.82054631,0
ertugliflozin,10000.0,0.59,102.3423801,0
erythritol,833.33,0.56,101.8263306,0
erythromycin,833.33,2.65,97.44355387,0
erythromycin-estolate,833.33,2.85,96.44495681,0
erythromycin-ethylsuccinate,100.0,0.57,102.8175679,0
erythrosine,8.33,-1.04,96.36595358,0
esaprazole,100.0,-0.45,99.14735532,0
escin,100.0,-0.38,100.4327146,0
esculin,8.33,-0.49,98.78770553,0
eseroline-(-),10000.0,6.49,96.01023991,0
ESI-09,10000.0,11.55,83.26537009,0
eslicarbazepine-acetate,1.0,3.04,96.90145581,0
esmolol,8.33,0.64,93.10042031,0
esomeprazole,10000.0,0.21,106.6067895,0
estradiol,8.33,2.24,96.58099288,0
ESTRADIOL VALERATE,8.33,0.74,101.8883468,0
estradiol-benzoate,8.33,-2.11,112.0215487,0
estradiol-cypionate,10000.0,1.69,106.5620595,0
estramustine-phosphate,8.33,0.03,103.0577662,0
estriol,1.0,2.04,96.01788843,0
estrone,10000.0,2.53,104.3624997,0
estropipate,833.33,1.96,84.76774774,0
ESZOPICLONE,100.0,2.86,93.60693854,0
etacrynic-acid,833.33,4.17,107.4371353,0
etafenone,1.0,1.2,93.15143978,0
etamsylate,10000.0,1.8,106.1864431,0
etanidazole,100.0,4.88,105.9281862,0
etazolate,8.33,4.04,93.50494615,0
ETC-159,10000.0,7.55,94.74077596,0
etebenecid,10000.0,2.73,104.2240964,0
eterobarb,10000.0,0.84,86.77681953,0
ethacizin,10000.0,2.9,105.5778143,0
ethacridine-lactate-monohydrate,100.0,0.77,100.3742122,0
ethambutol,833.33,5.12,99.12466223,0
ethaverine,833.33,-7.91,95.19343062,0
ethenzamide,1.0,5.35,103.8957224,0
ethimizol,833.33,1.42,99.94770645,0
ETHINYL ESTRADIOL,10000.0,7.74,101.501934,0
ethionamide,10000.0,2.79,99.69958828,0
ethisterone,8.33,3.61,101.9647753,0
ethosuximide,8.33,1.45,105.8066024,0
ethotoin,8.33,4.06,96.74694231,0
ethoxzolamide,10000.0,1.11,115.8652349,0
ethyl-2-(carbamoyloxy)benzoate,833.33,-2.39,105.5324144,0
ethyl-paraben,8.33,3.38,99.74970463,0
ethyl-vanillin,8.33,2.03,92.83693422,0
ethylenediaminetetraacetic-acid,1.0,-0.05,91.51289937,0
ethylnorepinephrine,8.33,0.7,101.4780276,0
ethynodiol-diacetate,8.33,3.73,103.0583257,0
eticlopride,10000.0,3.78,94.68787405,0
etidronic-acid,833.33,0.77,90.06800634,0
etifenin,10000.0,3.26,95.03312484,0
etifoxine,1.0,2.81,94.81342765,0
etilefrine,8.33,2.79,93.56181577,0
etilevodopa,1.0,3.02,100.7708823,0
etizolam,833.33,3.16,99.81585699,0
etodolac,10000.0,-0.69,95.24527018,0
etofenamate,1.0,1.16,100.4070206,0
etofibrate,8.33,2.82,99.70738707,0
etofylline,1.0,0.6,103.656678,0
etofylline-clofibrate,1.0,4.94,92.81713096,0
etomidate,833.33,1.97,89.06117925,0
etomoxir,833.33,2.79,103.5238706,0
etonogestrel,1.0,-0.26,98.20753961,0
etoposide,1.0,6.79,104.2522233,0
etoposide-phosphate,10000.0,1.67,88.3227117,0
etoricoxib,1.0,2.49,96.39317641,0
etosalamide,8.33,-0.59,93.7292162,0
ETP-45658,833.33,1.57,77.98439819,0
ETP-46464,1.0,4.95,108.6687601,0
etravirine,8.33,-0.81,97.92823821,0
etretinate,10000.0,3.85,107.8791745,0
eucatropine,8.33,3.45,102.4471887,0
EUK-134,10000.0,14.05,96.0004603,0
eupatilin,10000.0,2.58,97.77088895,0
evacetrapib,10000.0,3.85,101.8269065,0
evans-blue,100.0,2.16,94.02334832,0
evatanepag,8.33,-0.63,103.4542959,0
evodiamine,833.33,4.34,74.12491181,0
EVP-6124,100.0,2.35,97.80205294,0
EVP4593,8.33,1.54,90.24456569,0
EW-7197,8.33,3.47,105.0490683,0
EX-527,8.33,1.03,107.0865092,0
exalamide,833.33,-0.34,104.943032,0
exatecan-mesylate,8.33,-0.39,91.84205398,0
exenatide,100.0,1.73,111.4415912,0
exisulind,833.33,0.09,109.6752264,0
EXO-1,10000.0,4.38,99.51892809,0
exo-IWR-1,100.0,1.21,92.21292372,0
ezatiostat,833.33,2.71,104.450683,0
ezetimibe,10000.0,5.44,107.1087826,0
ezutromid,1.0,3.38,102.1088047,0
F-11440,100.0,1.14,100.9159982,0
F351,833.33,2.81,99.08632038,0
fadrozole,1.0,1.9,95.39757349,0
fagomine,833.33,2.42,94.48412835,0
falecalcitriol,833.33,0.88,94.89962844,0
famciclovir,833.33,-0.25,96.86060762,0
famotidine,833.33,4.59,100.795612,0
Famotidine,1.0,1.28,105.8182274,1
famotidine,10000.0,-0.5,94.33040379,1
fananserin,10000.0,-0.89,94.58318774,0
fanetizole,8.33,1.7,99.74172595,0
farnesyl-thiosalicylic-acid-amide,1.0,-1.77,89.8046481,0
faropenem,100.0,1.66,102.2257191,0
faropenem-medoxomil,833.33,2.96,92.40977073,0
fasudil,100.0,-2.08,96.38872207,0
Favipiravir,8.33,1.4,101.3370598,0
favipiravir,833.33,0.84,96.79193731,1
Favipiravir,10000.0,-0.22,108.6120362,1
favipiravir,100.0,-0.79,100.8839832,1
FCE-22250,100.0,6.01,98.03507606,0
fdcyd,833.33,8.53,66.38246717,0
febuxostat,833.33,2.99,101.1925077,0
fedratinib,8.33,1.42,104.3911519,0
felbamate,8.33,3.53,89.78555041,0
felodipine,100.0,5.39,100.6748932,0
fenaclon,1.0,4.5,103.4957438,0
fenbendazole,833.33,0.61,90.2080794,0
fenbufen,8.33,2.58,92.86906637,0
fenclonine-(+/-),833.33,4.29,98.5891,0
fendiline,10000.0,11.91,88.86038664,0
fenigam,10000.0,1.87,110.5740823,0
fenobam,8.33,2.12,96.95694348,0
fenofibrate,8.33,5.16,101.2509901,0
fenofibric-acid,833.33,1.29,95.40758134,0
fenoldopam,1.0,5.49,101.3502495,0
fenoprofen,100.0,0.97,95.3339341,0
fenoterol,833.33,2.52,102.6322555,0
fenoverine,100.0,4.98,98.40861744,0
fenoxaprop-p-ethyl,833.33,2.13,100.6755302,0
fenretinide,10000.0,2.45,91.10524724,0
fenspiride,100.0,2.18,97.94824935,0
fentiazac,10000.0,1.91,92.15343711,0
fenticonazole,8.33,3.19,108.0981895,0
FERb-033,833.33,-0.62,103.2579138,0
ferrostatin-1,8.33,3.56,101.2257788,0
ferulic-acid,833.33,3.0,96.15083356,0
fesoterodine,10000.0,0.84,92.59609398,0
fexaramine,833.33,2.29,98.2916569,0
fexinidazole,10000.0,-0.36,96.95131443,0
fexofenadine,10000.0,2.18,93.53399715,0
FG-2216,100.0,4.78,104.0173283,0
FG-7142,10000.0,1.58,100.9335332,0
FGIN-1-27,1.0,5.1,98.62273249,0
FGIN-1-43,8.33,2.57,105.046812,0
FH-535,10000.0,2.09,79.24167724,0
FH1,10000.0,4.05,98.86035607,0
fiacitabine,100.0,2.03,98.92345238,0
filanesib,833.33,-0.01,46.39570612,0
filgotinib,100.0,4.15,104.5249435,0
fimasartan,833.33,1.46,101.1474291,0
fingolimod,10000.0,15.15,84.71208146,0
fipexide,100.0,1.92,100.8613299,0
FIPI,833.33,4.61,96.61824679,0
fipronil,833.33,3.8,100.5822092,0
firategrast,1.0,2.19,96.33539236,0
firocoxib,100.0,0.34,99.23634281,0
fisetin,100.0,0.7,91.32979177,0
FK-33-824,10000.0,0.65,106.5706104,0
FK-3311,1.0,4.46,98.26676282,0
FK-866,1.0,3.22,105.585222,0
FK-888,8.33,4.31,103.2632038,0
FK-962,10000.0,0.98,94.25591241,0
flavoxate,100.0,0.93,96.22381488,0
flecainide,833.33,3.98,93.84542452,0
fleroxacin,100.0,1.24,97.55573875,0
FLI-06,10000.0,23.11,14.2392209,0
flindokalner,1.0,2.54,97.74550764,0
floctafenine,8.33,6.76,106.8439669,0
florfenicol,833.33,0.63,103.6062248,0
flosequinan,833.33,2.01,96.29039129,0
floxuridine,1.0,1.42,97.20278809,0
flubendazole,8.33,0.53,101.6227355,0
flucytosine,833.33,2.44,101.7767294,0
fludarabine,833.33,1.66,99.39383943,0
fludarabine-phosphate,833.33,1.79,100.8412189,0
FLUDROCORTISONE ACETATE,100.0,0.97,96.51054239,0
flufenamic-acid,833.33,0.82,95.98744132,0
flumatinib,10000.0,66.12,84.31373145,0
flumazenil,10000.0,-1.96,98.8490962,0
flumequine,8.33,0.46,94.67821526,0
flumethasone,100.0,1.45,96.97307537,0
flumethasone-pivalate,10000.0,6.04,84.52207932,0
flunarizine,8.33,-0.01,102.7116062,0
flunisolide,8.33,0.14,97.55700692,0
fluocinonide,100.0,1.64,107.14521,0
fluorescein,833.33,-5.06,106.8390374,0
fluorometholone,10000.0,1.57,100.9659788,0
fluorometholone-acetate,8.33,0.86,98.33532407,0
fluoromethylcholine,10000.0,3.29,102.8066285,0
fluoxetine,8.33,0.27,98.32719751,0
flupentixol,8.33,0.12,96.91407218,0
fluphenazine,10000.0,20.52,52.02044615,0
fluphenazine-decanoate,8.33,-5.38,104.5656317,0
flupirtine,10000.0,1.37,96.99165831,0
fluprazine,1.0,1.46,103.3284445,0
flurbiprofen-(+/-),100.0,3.01,96.5434812,0
flurofamide,10000.0,5.62,102.0431867,0
fluspirilene,10000.0,10.33,93.70436954,0
flutamide,8.33,-1.6,89.79889042,0
flutrimazole,10000.0,-1.07,99.21370433,0
fluvastatin,10000.0,2.61,37.46804847,0
fluvoxamine,1.0,6.3,91.57158175,0
folic-acid,833.33,1.38,100.9294189,0
fomocaine,10000.0,3.83,100.1353047,0
foretinib,100.0,2.06,101.8266053,0
formestane,833.33,6.78,102.74525,0
formononetin,8.33,1.81,101.3272754,0
formoterol,10000.0,10.76,103.5639071,0
forodesine,8.33,0.06,96.76791056,0
fosamprenavir,8.33,0.83,101.3348642,0
fosaprepitant-dimeglumine,8.33,3.23,97.26629842,0
fosbretabulin,8.33,0.77,100.5023135,0
foscarnet,8.33,3.89,104.1222105,0
fosfestrol,8.33,2.21,92.80709917,0
FOSFOMYCIN CALCIUM,1.0,0.82,104.8041592,0
fosfructose,833.33,1.38,102.2339839,0
fosinopril,10000.0,3.18,99.57596992,0
fosinoprilat,10000.0,6.8,104.6854062,0
fosphenytoin,100.0,13.5,101.6087846,0
FPA-124,10000.0,2.4,103.254256,0
FPH1-(BRD-6125),1.0,2.5,98.32279755,0
FPL-55712,833.33,6.19,97.89249523,0
FPL-62064,10000.0,4.1,103.9341732,0
FPL-64176,1.0,1.06,100.1416809,0
FPS-ZM1,100.0,1.24,99.32741564,0
FR-122047,10000.0,0.19,95.59533256,0
FR-139317,8.33,2.47,96.96009995,0
FR-180204,833.33,1.74,94.82481957,0
FRAX486,1.0,-1.29,97.00914474,0
frentizole,10000.0,1.78,97.45543209,0
fruquintinib,1.0,2.39,96.1034068,0
ftaxilide,10000.0,1.39,100.1722785,0
ftorafur,100.0,6.11,91.15353976,0
fudosteine,8.33,1.3,92.66708416,0
fulvestrant,100.0,0.63,100.2958083,0
furaltadone,8.33,-5.96,94.0245199,0
furamidine,10000.0,2.72,102.3870361,0
furazolidone,8.33,3.22,97.80552138,0
furosemide,10000.0,2.18,104.655399,0
fursultiamine,1.0,2.52,105.6904177,0
fusidic-acid,8.33,0.07,101.1774156,0
G-1,1.0,4.01,101.6205976,0
G-15,8.33,3.03,95.94440537,0
g-caryophyllene,8.33,2.63,89.25181656,0
G007-LK,10000.0,2.17,57.83981419,0
GABA-linoleamide,8.33,4.17,107.9331929,0
gabapentin,8.33,2.99,93.64031073,0
gabapentin-enacarbil,100.0,-4.27,84.19929713,0
gabazine,100.0,5.99,98.8697608,0
gabexate,833.33,3.6,98.43407091,0
gaboxadol,8.33,2.6,95.76053174,0
gadobutrol,10000.0,2.16,106.7192708,0
gadodiamide,10000.0,1.36,94.33727435,0
gadoteridol,1.0,0.66,94.70903269,0
galantamine,8.33,3.15,99.09942397,0
galeterone,8.33,0.99,99.02024889,0
gallamine-triethiodide,8.33,3.57,106.9135615,0
gallic-acid,10000.0,6.6,102.1090115,0
gallium-triquinolin-8-olate,833.33,4.98,102.2986133,0
gallopamil,8.33,0.76,97.25750149,0
gambogic-acid,833.33,4.87,6.020153375,0
gamma-linolenic-acid,1.0,-0.6,98.21592027,0
ganaxolone,8.33,4.47,103.3446425,0
ganciclovir,100.0,2.75,103.6442349,0
ganetespib,833.33,-1.16,25.86612332,0
GANT-58,8.33,-0.14,105.8801443,0
GANT-61,10000.0,20.98,94.96543711,0
garenoxacin,833.33,3.28,91.65783956,0
gastrodin,1.0,-0.38,95.36515452,0
gatifloxacin,8.33,1.9,106.1667052,0
gavestinel,833.33,-2.17,105.5565753,0
GBR-12783,10000.0,4.63,91.58610117,0
GBR-12935,8.33,0.97,104.1792127,0
GBR-13069,100.0,3.35,101.144126,0
GDC-0068,833.33,2.69,100.8460662,0
GDC-0152,1.0,0.62,96.95268877,0
GDC-0349,1.0,0.65,105.8889054,0
GDC-0623,1.0,-1.68,98.37613544,0
GDC-0810,1.0,4.17,92.92034047,0
GDC-0834,10000.0,7.34,104.7651966,0
GDC-0879,833.33,10.24,118.715961,0
GDC-0941,100.0,6.27,95.9051682,0
GDC-0980,100.0,0.57,87.7259468,0
GDC-0994,1.0,0.73,109.5837027,0
gedunin,10000.0,18.98,86.61034405,0
gefitinib,8.33,-0.45,93.24108277,0
geldanamycin,8.33,2.06,101.5165151,0
gemcadiol,100.0,-1.65,101.5487671,0
gemcitabine,10000.0,3.81,61.35831712,0
gemcitabine-elaidate,10000.0,3.0,58.2773735,0
gemfibrozil,1.0,0.62,98.4165106,0
gemifloxacin,10000.0,5.76,95.70636526,0
genipin,8.33,1.0,101.160837,0
geniposide,8.33,-1.45,105.9804634,0
Geniposidic acid,8.33,3.01,107.0668282,0
genistein,833.33,3.3,96.06242584,0
genz-123346,10000.0,9.9,95.35318451,0
genz-644282,1.0,3.31,97.64583476,0
gepefrine,8.33,1.71,95.9574864,0
geranyl-farnesylacetate,10000.0,1.54,114.7664452,0
gestodene,8.33,1.99,96.83667994,0
gestrinone,10000.0,5.58,101.231465,0
GF109203X,10000.0,13.22,68.81487639,0
GGTI-298,8.33,4.63,110.1553292,0
gidazepam,10000.0,3.71,101.779883,0
gilteritinib,10000.0,10.27,37.23873826,0
gimeracil,10000.0,1.36,100.8572659,0
Ginkgolide A,1.0,3.54,103.5993544,0
ginkgolide-B,833.33,2.69,98.8734902,0
ginsenoside-C-K,100.0,3.64,102.9343952,0
ginsenoside-RD,100.0,2.51,97.15363058,0
ginsenoside-RE3,1.0,1.91,95.00828656,0
givinostat,8.33,-0.88,97.67485294,0
GK921,10000.0,15.8,-0.024596641,0
GKA-50,8.33,2.26,108.4085387,0
GKT137831,10000.0,9.86,104.0273348,0
glafenine,100.0,2.29,101.7998346,0
glasdegib,1.0,2.8,102.464687,0
gliclazide,10000.0,2.6,101.6809731,0
glimepiride,100.0,-2.4,105.2208667,0
glipizide,10000.0,0.54,105.750547,0
gliquidone,100.0,2.68,92.27279193,0
GLPG0492-R-enantiomer,10000.0,3.41,88.06100056,0
gluconolactone,8.33,1.67,104.3520898,0
glucosamine,1.0,3.44,108.3523561,0
glutathione,100.0,1.6,106.1002243,0
glutathione-monoisopropyl-ester,8.33,2.43,102.7677429,0
gly-gln,833.33,2.57,94.18281969,0
glycitein,1.0,1.2,102.5438297,0
glycopyrrolate,833.33,-0.2,99.74196457,0
GMX1778,1.0,0.77,98.30597071,0
GNF-2,10000.0,4.34,102.3877495,0
GNF-5,833.33,3.22,105.2361709,0
GNF-5837,833.33,7.91,105.8314448,0
GNF-7,100.0,1.12,90.99608151,0
GNTI,8.33,0.83,97.3620658,0
go-6983,10000.0,17.67,75.30155422,0
Golgicide A,8.33,0.7,107.8339735,0
golvatinib,10000.0,40.75,59.61243867,0
gonadorelin,10000.0,1.93,101.536818,0
goserelin-acetate,10000.0,5.2,88.71952346,0
gossypol,100.0,-0.64,97.62866993,0
GP1a,100.0,0.62,102.6362889,0
GP2a,833.33,2.76,100.3765472,0
GPBAR-A,100.0,-0.49,98.9019353,0
GPI-1046,100.0,1.28,99.97548804,0
GPi-688,1.0,-0.59,99.90911248,0
GPP-78,1.0,0.38,99.2208885,0
GPR120-modulator-1,8.33,2.43,101.9057077,0
GR-103691,1.0,-1.49,104.4683272,0
GR-113808,833.33,6.93,95.14463433,0
GR-127935,10000.0,36.7,31.57850704,0
GR-135531,8.33,-0.32,101.717717,0
GR-144053,10000.0,1.5,96.90798861,0
GR-159897,8.33,4.84,100.6758952,0
GR-235,10000.0,4.3,111.2662661,0
GR-79236,1.0,4.79,102.7135893,0
GR125487,8.33,2.46,108.4878152,0
GR46611,10000.0,2.86,102.1155045,0
gramicidin,10000.0,2.22,98.30259073,0
granisetron,8.33,4.21,102.0971456,0
grapiprant,1.0,-1.43,101.3021564,0
grazoprevir,833.33,1.78,95.2942098,0
griseofulvin,833.33,2.52,106.5584882,0
GS-143,833.33,1.97,100.8367682,0
GS-39783,100.0,1.31,106.8541432,0
GS-6201,100.0,2.16,96.4571526,0
GS-9620,8.33,2.16,96.31276704,0
GS-9973,833.33,0.03,101.2963259,0
GSK-3-inhibitor-IX,833.33,13.81,109.0395806,0
GSK-J1,8.33,1.21,94.75669455,0
GSK-J2,100.0,1.71,98.89332175,0
GSK-J4,833.33,1.83,96.8289311,0
GSK-LSD-1,833.33,1.44,100.8904205,0
GSK0660,10000.0,8.94,103.6829086,0
GSK1059615,833.33,2.78,90.54951092,0
GSK1070916,10000.0,1.16,63.51608303,0
GSK1292263,10000.0,-0.23,102.6428454,0
GSK1562590,10000.0,5.93,2.788899726,0
GSK163090,833.33,1.55,102.7649716,0
GSK1838705A,1.0,1.18,101.4367734,0
GSK2110183,1.0,0.2,91.75933076,0
GSK2126458,10000.0,3.03,15.12918302,0
GSK2190915,1.0,1.07,98.63453446,0
GSK2193874,8.33,3.71,98.26401338,0
GSK2194069,833.33,-0.64,100.0025887,0
GSK2256294A,1.0,1.51,99.31096334,0
GSK2330672,100.0,5.12,96.45126561,0
GSK2334470,8.33,3.93,94.94717824,0
GSK256066,8.33,3.12,97.91132574,0
GSK2578215A,100.0,4.16,97.79528869,0
GSK2606414,833.33,32.55,106.5607558,0
GSK2636771,8.33,4.39,101.287153,0
GSK269962,1.0,3.5,96.49384109,0
GSK2816126,8.33,2.76,99.20830586,0
GSK2830371,1.0,2.43,107.2300187,0
GSK2837808A,833.33,2.71,104.2986604,0
GSK2838232,8.33,1.17,105.7711697,0
GSK2879552,833.33,3.6,90.86956093,0
GSK37647,100.0,2.29,97.19197288,0
GSK3787,100.0,5.99,91.15875979,0
GSK429286A,1.0,1.8,102.3232196,0
GSK461364,10000.0,54.78,36.02221755,0
GSK503,833.33,-2.29,98.64066947,0
GSK650394,8.33,5.26,106.2380383,0
GSK690693,833.33,5.33,95.05743826,0
GSK9027,833.33,2.01,95.17076476,0
GTP-14564,833.33,2.4,90.13927646,0
GTS21,10000.0,2.4,86.32016955,0
guacetisal,833.33,4.31,102.1952387,0
guaifenesin,1.0,1.29,104.7936925,0
guanaben-acetate,8.33,-0.46,102.4795356,0
guanethidine,100.0,4.01,95.19962065,0
guanfacine,8.33,4.91,104.8908525,0
guanidine,8.33,0.17,105.6895838,0
guanidinoethyldisulfide-bicarbonate,100.0,-1.91,101.8230615,0
guanosine,10000.0,0.09,102.4666653,0
Gue-1654,1.0,1.77,103.8906252,0
guvacine,833.33,6.87,104.0676898,0
GW-0742,8.33,1.12,101.120041,0
GW-1100,1.0,-0.02,101.678,0
GW-1929,8.33,2.86,90.18971545,0
GW-2580,10000.0,0.48,96.00833688,0
GW-311616,100.0,1.05,93.41129605,0
GW-3965,10000.0,8.79,103.7531657,0
GW-4064,1.0,0.86,95.52525616,0
GW-441756,10000.0,4.71,105.9091772,0
GW-501516,833.33,1.79,97.62936872,0
GW-5074,10000.0,8.55,108.4401594,0
GW-542573X,100.0,1.48,99.75375296,0
GW-583340,8.33,3.81,98.26860771,0
GW-627368,1.0,2.87,96.00089318,0
GW-6471,10000.0,5.34,94.79400775,0
GW-7647,833.33,-3.65,97.67941199,0
GW-788388,833.33,4.34,107.1604569,0
GW-803430,10000.0,49.88,93.59636892,0
GW-842166,10000.0,3.56,98.89938714,0
GW-843682X,10000.0,-1.95,57.48510068,0
GW-9508,1.0,1.33,94.09026909,0
GW-9662,8.33,2.14,105.8690546,0
GYKI-52466,833.33,2.88,103.9520274,0
GZD824,8.33,6.08,101.9061702,0
H-89,100.0,2.08,100.0314147,0
H2L-5765834,833.33,1.36,90.13986571,0
HA-130,833.33,3.95,91.86206921,0
HA-14-1,10000.0,3.31,103.2291738,0
HA-966-(S)-(-),10000.0,1.13,99.10433479,0
halazone,8.33,2.43,107.6375751,0
halcinonide,1.0,2.25,100.7106488,0
halobetasol-propionate,10000.0,4.68,105.8356668,0
halofantrine,100.0,3.05,99.87850542,0
halofuginone,833.33,12.35,11.40801121,0
haloperidol,8.33,1.48,97.3135524,0
haloperidol-decanoate,8.33,0.37,108.4960994,0
haloprogin,10000.0,15.92,93.87919136,0
harmane,833.33,4.38,96.56204267,0
harringtonine,833.33,19.85,34.21284589,0
HC-030031,10000.0,3.83,100.7694109,0
heclin,8.33,-1.28,102.7856145,0
HEMADO,100.0,0.37,105.3733008,0
hematoporphyrin,8.33,5.0,106.2892863,0
hematoxylin,8.33,1.95,99.33064772,0
hemin,100.0,3.49,97.66602659,0
hemomex-s,100.0,5.17,96.61502312,0
heptaminol,8.33,3.55,95.72498202,0
HER2-Inhibitor-1,8.33,3.23,106.1591934,0
hesperadin,8.33,3.12,100.9466947,0
hesperetin,100.0,4.54,98.9205072,0
hesperidin,8.33,2.76,101.5024356,0
hetacillin,10000.0,2.77,90.40046181,0
hexachlorophene,10000.0,8.62,82.01718315,0
hexamethonium,8.33,1.65,101.9711275,0
hexaminolevulinate,10000.0,5.39,99.51293786,0
hexestrol,10000.0,2.9,108.4591476,0
hexoprenaline,100.0,2.27,99.1918157,0
hexylcaine,1.0,2.92,97.30810437,0
hexylresorcinol,833.33,4.02,102.8213937,0
higenamine,8.33,2.53,99.2451334,0
hippuric-acid,100.0,3.97,97.09206293,0
histamine,8.33,1.36,98.23490604,0
HJC-0350,100.0,2.14,98.62014812,0
HKI-357,1.0,-1.73,99.68188694,0
HLCL-61,1.0,3.14,91.27620147,0
HMN-214,1.0,2.08,94.5912756,0
Homatropine Bromide,1.0,1.2,101.3915732,0
homatropine-methylbromide,8.33,1.12,97.49294067,0
homidium,8.33,6.71,100.2990021,0
homochlorcyclizine,1.0,2.1,97.94112966,0
homoharringtonine,100.0,26.18,82.07978475,0
homoquinolinic-acid,1.0,3.71,104.6636626,0
homoveratrylamine,100.0,12.66,94.92211475,0
honokiol,1.0,0.73,95.73510296,0
hordenine,100.0,0.47,101.3412363,0
HTH-01-015,10000.0,48.4,74.12572982,0
HTMT,1.0,-0.52,98.29747365,0
hycanthone,10000.0,0.99,32.77517954,0
hydralazine,10000.0,0.87,99.29309871,0
"hydrastine-(1R,9S)",1.0,2.12,100.6358818,0
hydrastinine,833.33,3.39,99.95401148,0
hydrochlorothiazide,1.0,3.33,97.92766643,0
hydrocortisone,8.33,-3.12,98.02209997,0
hydrocortisone-acetate,100.0,0.23,96.22275442,0
hydrocortisone-butyrate,833.33,5.42,101.9166217,0
hydrocortisone-hemisuccinate,1.0,-3.36,96.27501834,0
hydrocortisone-phosphate,8.33,3.34,99.99428343,0
hydrocortisone-valerate,100.0,4.88,101.0840497,0
hydroflumethiazide,8.33,2.12,92.24756292,0
hydroquinidine,8.33,3.2,102.4362277,0
hydroquinone,8.33,2.88,100.3688424,0
hydroxyamphetamine,100.0,2.28,99.37726254,0
hydroxychloroquine,8.33,2.78,95.36933376,0
hydroxyfasudil,10000.0,-0.71,107.0425052,0
hydroxyprogesterone-acetate,10000.0,10.9,100.4551969,0
hydroxypropyl-beta-cyclodextrin,100.0,1.56,102.1077898,0
hydroxystilbamidine,10000.0,-1.16,89.38690973,0
"hydroxytacrine-maleate-(R,S)",8.33,-2.69,110.6691293,0
hydroxytoluic-acid,833.33,-2.47,104.599793,0
hydroxyurea,10000.0,1.29,112.1789711,0
hydroxyzine,100.0,1.56,103.2040711,0
Hygromycin B,10000.0,1.46,103.5223952,0
Hyodeoxycholic acid (HDCA),833.33,2.52,94.30112834,0
hyoscyamine,1.0,1.06,109.1586496,0
hypericin,1.0,3.48,96.29619209,0
hyperin,8.33,2.27,97.21170432,0
hypoxanthine,1.0,4.22,105.4268607,0
I-BET-762,100.0,0.74,104.3947514,0
I-BET151,833.33,1.38,40.49538816,0
I-BRD9,8.33,3.81,95.82746243,0
I-BZA,100.0,4.91,95.01232343,0
I-BZA2,10000.0,2.51,109.5730297,0
I-CBP-112,8.33,8.72,102.3963933,0
IB-MECA,833.33,0.25,97.03991331,0
ibandronate,8.33,1.34,102.2916865,0
IBC-293,1.0,2.69,96.59158623,0
ibotenic-acid,1.0,2.28,101.7457871,0
ibrutinib,10000.0,1.62,92.12583222,0
ibudilast,833.33,7.59,94.6915898,0
ibuprofen,1.0,4.44,96.5219482,0
ibuproxam,833.33,2.87,94.98000272,0
ibutamoren,833.33,4.99,95.58262553,0
ibutilide,833.33,0.97,105.1916963,0
IC261,100.0,2.55,102.1770981,0
ICA-069673,100.0,2.59,99.36313577,0
ICA-110381,100.0,2.79,95.90927186,0
ICA-121431,8.33,3.67,107.2127643,0
icariin,1.0,4.38,98.28126091,0
icaritin,10000.0,2.24,107.2532992,0
icatibant-acetate,833.33,2.14,100.6496093,0
ICG-001,100.0,2.23,91.26115081,0
"ICI-118,551",833.33,-0.36,90.4780907,0
ICI-162846,8.33,2.16,102.5967271,0
ICI-192605,8.33,1.0,96.32930517,0
ICI-199441,10000.0,34.84,88.14964048,0
"ICI-215,001",10000.0,1.07,92.6174828,0
ICI-63197,1.0,3.43,90.13547771,0
ICI-89406,8.33,0.87,115.5210764,0
icilin,8.33,2.89,94.30538759,0
icotinib,1.0,1.1,91.48630038,0
iCRT-14,1.0,2.97,104.8900113,0
ID-8,10000.0,0.77,92.11632833,0
idalopirdine,1.0,2.26,100.5949411,0
idarubicin,8.33,1.96,93.99989582,0
idebenone,833.33,0.64,97.78197855,0
idelalisib,833.33,3.57,87.51177582,0
IDO5L,1.0,5.29,105.6318533,0
idoxuridine,100.0,2.65,97.82899174,0
IDRA-21,10000.0,2.76,108.037043,0
IEM1460,10000.0,-4.67,102.7826503,0
IEM1754,833.33,2.97,97.34088041,0
ifenprodil,1.0,2.09,101.2114491,0
ifosfamide,100.0,0.48,109.0910914,0
igmesine,10000.0,6.93,106.8804207,0
IKK-16,8.33,3.16,99.50924337,0
IKK-2-inhibitor,10000.0,2.77,95.57392939,0
IKK-2-inhibitor-V,833.33,10.69,52.60000066,0
ilepcimide,100.0,1.04,94.23768315,0
ilomastat,1.0,3.69,97.39067506,0
iloperidone,100.0,0.99,94.73544924,0
iloprost,100.0,-0.18,97.03445905,0
imatinib,10000.0,20.12,102.2909253,0
imeglimin,1.0,1.51,92.48430342,0
imetit,8.33,-0.44,102.9433112,0
imidacloprid,100.0,6.8,96.71921448,0
imidafenacin,833.33,4.43,99.24249414,0
