compound_name,Concentration (nM),Inhibition of cytopathicity (%),Non_infected cell viability(%),Duplicated
L-152804,833.33,1.93,102.1302925,0
L-161982,100.0,2.56,101.5133521,0
L-165041,1.0,3.84,107.173935,0
L-168049,8.33,0.84,101.4887482,0
L-365260,8.33,1.7,102.4475987,0
L-368899,100.0,2.92,98.01881905,0
"L-655,708",10000.0,0.55,110.6772248,0
L-655240,100.0,4.56,95.19623654,0
L-670596,833.33,1.36,99.13873216,0
L-689560,10000.0,0.62,99.75416176,0
L-690330,100.0,3.91,97.65373009,0
L-693403,833.33,1.63,94.36288197,0
L-694247,8.33,-0.95,104.7944529,0
L-701252,100.0,2.03,90.07042145,0
L-701324,100.0,2.73,98.87782822,0
"L-732,138",10000.0,4.0,109.3441253,0
L-733060,10000.0,18.15,89.41042369,0
L-741742,100.0,6.13,103.1995368,0
L-745870,833.33,1.1,96.20471474,0
L-755507,833.33,2.18,96.23411171,0
L-760735,10000.0,7.29,82.79558496,0
L-778123,1.0,3.21,106.9309438,0
L-798106,833.33,3.35,90.76125442,0
L-838417,8.33,3.4,101.9193824,0
L-alanine,1.0,1.06,103.5110462,0
L-arginine,8.33,3.4,99.17495281,0
L-ascorbyl-6-palmitate,1.0,2.02,101.4739566,0
L-asparagine,10000.0,-0.9,86.76905638,0
L-citrulline,833.33,2.58,97.80761525,0
L-cysteine,1.0,1.7,103.5618419,0
L-cysteinesulfinic-acid,10000.0,2.03,102.1307767,0
L-ergothioneine,833.33,2.82,109.2441436,0
L-glutamine,8.33,2.45,100.2453897,0
L-hydroxyproline,100.0,-0.27,99.47511851,0
L-lysine,100.0,9.64,99.60353994,0
L-mimosine,10000.0,1.59,97.24884706,0
L-monomethylarginine,833.33,1.39,105.0148084,0
L-NAME,1.0,0.94,97.66027578,0
L-quisqualic-acid,8.33,3.03,99.96271185,0
L-theanine,833.33,-0.63,104.2183486,0
L-valine,10000.0,1.66,95.46154229,0
labetalol,833.33,0.67,91.96951375,0
lacidipine,10000.0,3.85,105.5675492,0
Lacosamide,100.0,-8.79,86.04649731,0
lactulose,10000.0,1.61,109.8128955,0
lafutidine,8.33,5.21,100.413386,0
lamivudine,10000.0,4.96,99.22377146,0
lamotrigine,10000.0,0.08,102.6265515,0
lanatoside-C,1.0,0.4,92.48049326,0
landiolol,100.0,-1.18,93.39156082,0
lanoconazole,100.0,4.14,95.16330525,0
lansoprazole,1.0,3.22,105.4487313,0
lapatinib,8.33,0.42,100.3042839,0
lappaconite,1.0,6.58,110.3234418,0
laquinimod,1.0,1.55,99.76994098,0
laropiprant,10000.0,2.04,91.92694925,0
larotrectinib,8.33,4.14,94.34056744,0
lasofoxifene,10000.0,49.64,61.19264143,0
latrepirdine,1.0,1.25,98.0190836,0
lauric-acid,8.33,2.75,113.2716925,0
lauric-diethanolamide,1.0,1.82,103.8487364,0
lazabemide,10000.0,3.29,103.9928062,0
LB-100,100.0,0.49,93.10745806,0
LB42708,833.33,-0.44,88.12846313,0
LCL-161,8.33,2.97,102.2326679,0
LCQ908,10000.0,1.98,104.3636669,0
LDC1267,833.33,0.24,96.91412842,0
LDN-209929,10000.0,2.63,108.5626168,0
LDN-212854,10000.0,6.47,69.27202641,0
LDN-27219,8.33,1.94,97.09638572,0
LDN-57444,10000.0,4.47,97.85101961,0
LDN193189,8.33,4.28,101.8841275,0
LE-135,1.0,4.92,98.97585208,0
ledipasvir,8.33,1.14,99.71051316,0
lemborexant,8.33,-1.02,98.0775635,0
lenvatinib,10000.0,8.44,99.6106291,0
lerisetron,1.0,1.65,103.1983307,0
lersivirine,100.0,2.57,97.5353897,0
lesinurad,100.0,2.45,99.8597617,0
letermovir,10000.0,1.82,102.8082781,0
letosteine,10000.0,5.67,93.2883911,0
letrozole,8.33,4.26,105.782758,0
leucomethylene-blue,1.0,2.22,95.82435914,0
leucovorin,833.33,1.68,95.78514445,0
leucylleucine-methyl-ester,8.33,0.78,103.9008222,0
leuprolide,8.33,3.77,99.25235866,0
levallorphan,8.33,0.72,103.435874,0
levcromakalim,10000.0,2.06,93.74347942,0
levetiracetam,1.0,0.86,101.6603475,0
levobunolol,8.33,3.6,92.62018708,0
levocabastine,833.33,1.81,103.8691307,0
levocarnitine-propionate,8.33,4.36,105.4385321,0
levomenol,100.0,5.57,98.97806734,0
levomenthol,100.0,1.02,100.7006441,0
levomequitazine,8.33,-6.41,98.2173365,0
levonordefrin,833.33,1.27,108.2784942,0
levopropoxyphene,1.0,7.6,100.1699493,0
levosimendan,833.33,1.84,102.6066728,0
LFM-A13,833.33,2.02,96.27656194,0
LGK-974,10000.0,2.89,106.581171,0
LH846,10000.0,3.87,106.6414028,0
liarozole,8.33,3.78,90.51962165,0
licarbazepine,8.33,1.29,101.903857,0
licochalcone-A,10000.0,8.6,102.5193982,0
licofelone,100.0,4.49,101.9132179,0
lidamidine,833.33,3.62,101.5513693,0
lidocaine,833.33,1.31,97.79128941,0
lidoflazine,8.33,0.7,105.9159423,0
ligustilide,8.33,9.89,101.2772087,0
LIMKi-3,8.33,2.58,100.8362021,0
limonin,8.33,-0.42,97.07141423,0
linaclotide,10000.0,3.24,103.1813694,0
linagliptin,1.0,0.74,97.07461172,0
linalool,833.33,0.82,101.8013708,0
lincomycin,8.33,2.66,102.6783949,0
lindane,100.0,-0.79,98.41130159,0
linezolid,8.33,4.06,95.54661347,0
linifanib,10000.0,-2.71,109.4575884,0
linopirdine,1.0,2.06,106.20684,0
linsidomine,8.33,3.55,99.32394083,0
linsitinib,1.0,1.22,99.94136146,0
liothyronine,100.0,0.14,92.58885386,0
liothyronine-(isomer),1.0,0.79,98.75361697,0
lipoamide,10000.0,3.78,99.15089153,0
liraglutide,100.0,0.34,93.88830787,0
liranaftate,10000.0,1.9,99.25807307,0
lirimilast,1.0,-4.96,98.64133484,0
lisinopril,10000.0,1.56,99.21584359,0
lisuride,833.33,7.27,101.4835355,0
lithium-acetoacetate,833.33,1.82,97.71675896,0
lithium-citrate,833.33,1.38,104.5247792,0
lithocholic-acid,8.33,0.93,100.6586799,0
litronesib,8.33,5.24,106.6678808,0
lixivaptan,8.33,2.67,103.2222105,0
LM-22A4,10000.0,0.61,104.806967,0
LMI070,100.0,2.2,103.7597654,0
LMK-235,1.0,2.07,95.31537515,0
lobendazole,100.0,-4.73,87.55409544,0
lobenzarit,833.33,2.27,87.38492997,0
lodoxamide,8.33,1.86,99.85850808,0
lofemizole,100.0,149.89,96.49400324,0
lofepramine,833.33,2.86,100.96768,0
lofexidine,833.33,7.76,102.781541,0
lomefloxacin,833.33,0.73,105.485987,0
lomeguatrib,10000.0,0.11,99.93847978,0
lomerizine,1.0,1.2,92.74510258,0
lomitapide,10000.0,20.87,-0.603116188,0
lomustine,833.33,2.26,92.35886067,0
lonafarnib,10000.0,12.34,88.32692035,0
lonidamine,833.33,1.31,95.75881823,0
lopinavir,10000.0,12.63,110.5428993,0
Lopinavir,10000.0,6.72,104.025834,1
lopinavir,100.0,1.43,103.5559335,1
Lopinavir,1.0,0.81,93.28103843,1
lopinavir,833.33,0.57,101.0984355,1
Lopinavir,8.33,-0.07,100.0472134,1
loracarbef,1.0,7.18,104.1272459,0
loratadine,1.0,1.77,106.0769011,0
loreclezole,1.0,0.42,100.8425778,0
lorediplon,100.0,1.97,93.87194489,0
lornoxicam,833.33,0.9,97.10309892,0
losartan,8.33,1.87,102.4010325,0
losmapimod,1.0,1.3,95.84291134,0
loteprednol,8.33,0.23,100.2832672,0
lovastatin,8.33,4.16,100.1239466,0
loxistatin-acid,10000.0,2.74,100.791531,0
loxoprofen,8.33,3.24,97.37257282,0
LPA2-antagonist-1,10000.0,5.53,82.51291051,0
LRRK2-IN-1,100.0,2.57,94.01067495,0
LSN-2463359,10000.0,13.21,101.1475841,0
LTA,10000.0,1.94,102.6601689,0
Lu-AA-47070,10000.0,2.91,94.29479623,0
lubiprostone,10000.0,-0.01,106.2101313,0
lucitanib,10000.0,2.58,85.96647577,0
LUF-5834,100.0,1.83,109.7414717,0
lufenuron,833.33,2.95,109.7341168,0
luliconazole,10000.0,3.29,94.53282388,0
lumacaftor,1.0,2.48,106.0839732,0
lumateperone,8.33,2.96,92.6854382,0
lumefantrine,8.33,3.13,102.2111164,0
lumiracoxib,833.33,0.6,100.3642668,0
lupanine,8.33,9.38,97.87251376,0
lurasidone,833.33,3.11,99.61764547,0
luteolin,10000.0,7.72,95.2835275,0
luzindole,1.0,5.27,95.93448168,0
LX1031,100.0,1.61,100.6000541,0
LX7101,10000.0,5.79,111.9644998,0
LXR-623,100.0,2.69,101.9203094,0
LY2090314,833.33,16.0,66.11744959,0
LY2109761,100.0,1.87,111.1752085,0
LY2140023,10000.0,1.37,103.3282236,0
LY2157299,1.0,0.85,98.93602623,0
LY2183240,8.33,2.48,106.209657,0
LY2228820,10000.0,55.22,58.74334121,0
LY223982,1.0,2.26,93.86883426,0
LY225910,8.33,2.18,101.042088,0
LY231617,100.0,1.78,96.70100966,0
LY2334737,1.0,-0.06,93.68165564,0
LY2365109,1.0,1.26,99.31076283,0
LY255283,100.0,0.43,103.8145416,0
LY2584702,1.0,0.45,98.41057106,0
LY2603618,100.0,1.44,101.5696803,0
LY2606368,8.33,0.79,100.9311471,0
LY2608204,1.0,1.58,96.31090932,0
LY266097,100.0,6.67,101.3960233,0
LY2784544,8.33,1.0,97.98924698,0
LY2801653,8.33,1.35,99.55982028,0
LY2811376,100.0,-0.51,104.9241432,0
LY2857785,1.0,-0.19,93.79372181,0
LY2874455,1.0,-0.14,95.25249968,0
LY288513,8.33,1.35,104.6276077,0
LY2886721,8.33,-0.32,97.15792008,0
LY294002,8.33,1.39,97.43332669,0
LY2979165,10000.0,0.56,103.6417422,0
LY3000328,10000.0,1.4,94.05853527,0
LY3009120,100.0,5.54,95.11212545,0
LY3023414,8.33,2.32,100.6488673,0
LY303511,10000.0,1.5,102.7425239,0
LY310762,10000.0,0.46,106.123777,0
LY320135,10000.0,1.7,99.03187348,0
LY344864,10000.0,4.97,97.23450012,0
LY364947,1.0,1.81,94.09435687,0
LY393558,8.33,5.05,97.68985794,0
LY404187,10000.0,0.85,98.62517827,0
LY411575,1.0,-3.7,106.717566,0
LY456236,8.33,6.4,105.9072385,0
lylamine,8.33,0.4,108.2840762,0
lypressin,100.0,3.33,95.44348959,0
M-14157,833.33,-1.75,95.32734257,0
M-25,10000.0,3.86,88.7838675,0
M-344,8.33,0.43,100.9781885,0
m-3M3FBS,10000.0,2.48,104.7026967,0
m-chlorophenylbiguanide,8.33,4.54,100.7417029,0
M8-B,8.33,2.01,94.10228615,0
mabuprofen,100.0,-0.66,101.1882455,0
mabuterol,100.0,3.86,92.43202126,0
macelignan,833.33,2.57,95.35152022,0
macitentan,10000.0,4.76,102.0128325,0
madrasin,10000.0,30.78,110.8811234,0
mafenide,833.33,2.7,107.9589597,0
magnolol,8.33,1.55,98.34636298,0
malic-acid,833.33,3.51,100.2898753,0
maltobionic-acid,1.0,-0.69,94.26656586,0
mandelic-acid,100.0,3.65,93.75203485,0
Mangafodipir (trisodium),833.33,-1.43,96.99959352,0
manidipine,1.0,1.55,100.3625768,0
maraviroc,10000.0,2.92,104.2200891,0
maribavir,1.0,2.0,103.1940518,0
marimastat,8.33,2.33,102.7245693,0
maropitant,10000.0,12.52,62.56881046,0
masitinib,10000.0,44.76,88.94078841,0
masoprocol,10000.0,12.0,81.32841658,0
matrine,8.33,-0.7,98.68968543,0
mavoglurant,100.0,2.27,105.5787195,0
maxacalcitol,1.0,1.71,108.9645095,0
MBX-2982,1.0,1.55,101.8945381,0
MC1568,10000.0,-2.1,101.0700064,0
MCC950,833.33,0.34,104.1564913,0
McN-5652-(+/-),833.33,3.32,96.3222907,0
MCOPPB,10000.0,83.48,98.85537698,0
mCPP,100.0,-0.72,96.70391771,0
MD-920,833.33,2.17,102.1781517,0
mdivi-1,1.0,0.74,97.84580149,0
MDL-11939,8.33,1.17,94.12135181,0
MDL-27531,10000.0,2.92,104.7400891,0
MDL-29951,8.33,2.79,101.6454894,0
MDL-72832,1.0,2.83,102.7809693,0
MDL-73005EF,833.33,0.95,92.569664,0
MDMS,1.0,1.24,99.76784332,0
ME0328,8.33,4.11,96.84662009,0
mebendazole,833.33,0.95,84.72955741,0
mebeverine,1.0,1.37,108.198147,0
mebhydrolin,8.33,2.44,99.40509008,0
mebicar,833.33,-1.23,105.2965413,0
mecarbinate,1.0,-0.79,99.70335356,0
MECHLORETHAMINE,1.0,0.27,99.355919,0
meclizine,1.0,4.53,107.1200222,0
meclofenamic-acid,8.33,1.04,93.67329869,0
meclofenoxate,1.0,2.47,95.54456024,0
mecysteine,833.33,2.25,88.63483137,0
medetomidine,1.0,1.02,94.85246817,0
medorinone,100.0,1.27,97.03685262,0
medroxyprogesterone,100.0,2.51,98.11774485,0
medroxyprogesterone-acetate,10000.0,6.49,98.20690877,0
medrysone,10000.0,3.22,100.3779145,0
mefenamic-acid,8.33,1.67,108.1853864,0
mefexamide,8.33,2.71,106.1437894,0
mefloquine,10000.0,73.33,78.67964217,1
megestrol-acetate,10000.0,0.33,98.53469641,0
meglitinide,1.0,2.2,98.35967736,0
meglumine,100.0,-6.44,93.92093854,0
meisoindigo,10000.0,18.21,47.67642842,0
MEK1-2-inhibitor,100.0,1.52,96.33112028,0
melatonin,833.33,2.42,105.7363293,0
meldonium,833.33,-0.28,97.02572824,0
melperone,10000.0,2.13,100.5369426,0
meluadrine,8.33,1.91,101.9451222,0
memantine,833.33,2.0,101.6897691,0
menadione,8.33,1.27,103.8569595,0
mepacrine,100.0,5.65,94.92745105,0
mepazine,10000.0,5.75,94.78262381,0
mepenzolate,10000.0,0.49,99.76068064,0
mephenesin,10000.0,1.77,98.43207279,0
mephentermine,10000.0,2.65,104.2592305,0
mepiroxol,100.0,2.65,89.31506033,0
mepivacaine,10000.0,0.81,106.6472675,0
meprylcaine,1.0,2.21,95.98542702,0
mepyramine,833.33,2.27,98.51009027,0
mequinol,100.0,2.67,104.8205928,0
merbarone,10000.0,1.95,106.5441089,0
merbromin,1.0,-11.18,99.03503608,0
mercaptopurine,100.0,2.14,99.53284038,0
mercaptosuccinic-acid,100.0,4.14,96.76339502,0
mericitabine,100.0,2.05,99.34414413,0
merimepodib,10000.0,8.45,99.11128505,0
meropenem,833.33,6.2,101.5786769,0
mesalazine,1.0,1.06,105.0873757,0
mesna,833.33,5.57,98.450647,0
mesoridazine,1.0,-0.86,93.16729367,0
mestinon,1.0,4.06,99.82141258,0
mestranol,100.0,0.83,105.9235971,0
mesulergine,10000.0,1.25,94.90666869,0
metacetamol,8.33,5.41,94.09324367,0
metafolin,1.0,4.85,96.0832955,0
metamizole,1.0,5.03,97.48801353,0
metaproterenol,8.33,3.21,95.57612584,0
metaraminol,1.0,5.57,105.1836175,0
metatinib,833.33,4.29,102.1954973,0
metaxalone,833.33,1.04,104.8908525,0
metenkephalin,100.0,1.24,96.69365786,0
metergoline,10000.0,-2.89,84.21820095,0
metformin,10000.0,5.07,102.3002821,0
methacycline,10000.0,2.34,63.15157562,0
methantheline,1.0,7.35,95.29954283,0
methapyrilene,1.0,-0.83,98.11096656,0
metharbital,10000.0,2.66,103.099497,0
methazolamide,1.0,2.05,96.956176,0
methenamine,8.33,0.58,92.25281033,0
methiazole,833.33,2.73,86.58785648,0
methicillin,8.33,1.78,98.64371057,0
methimazole,8.33,2.09,99.31232785,0
methiopril,100.0,3.1,100.168059,0
methocarbamol,833.33,2.32,106.1983547,0
methotrexate,833.33,2.0,14.66841151,0
methoxamine,833.33,3.81,101.5693419,0
methoxyamine,1.0,0.67,107.7056541,0
methoxyflurane,8.33,5.27,102.1605563,0
methscopolamine,10000.0,1.83,95.26964424,0
methsuximide,100.0,1.03,98.69839707,0
methyclothiazide,10000.0,2.28,99.65710776,0
methyl-aminolevulinate,10000.0,5.12,105.326676,0
methyl-salicylate,8.33,2.86,103.9139205,0
methylatropine-nitrate,833.33,4.12,99.09236678,0
methylbenzethonium-chloride,833.33,-0.46,98.28970142,0
methyldopa,8.33,0.87,102.4188713,0
methyldopate,1.0,6.97,99.59238232,0
methylene-blue,833.33,8.6,88.6333075,0
methylergometrine,8.33,0.44,100.5571637,0
methyllycaconitine,100.0,0.85,100.8604205,0
methylnaltrexone,100.0,1.95,96.94043373,0
methylparaben,100.0,2.76,97.05270545,0
METHYLPHENIDATE HYDROCHLORIDE,10000.0,-0.37,102.3835139,0
methylprednisolone,8.33,3.49,103.2299842,0
methylprednisolone-aceponate,833.33,3.54,98.33994031,0
methylprednisolone-sodium-succinate,8.33,2.8,102.683413,0
methylthiouracil,8.33,2.29,92.63602753,0
methysergide,833.33,1.51,99.6639868,0
metipranolol,8.33,0.56,107.2299786,0
metirosine,100.0,7.36,95.10811143,0
metitepine,10000.0,16.2,71.56207839,0
metixene,10000.0,42.19,74.00570025,0
metoclopramide,8.33,0.96,102.5361351,0
metocurine,100.0,1.08,91.60220045,0
metoprolol,1.0,2.0,97.70593418,0
metoxibutropate,100.0,-1.26,96.86157575,0
metrizoic-acid,833.33,2.48,98.82857297,0
metronidazole,100.0,1.81,96.17479388,0
mexiletine,833.33,7.08,95.76868281,0
mezlocillin,10000.0,0.79,100.2451707,0
MF-101,10000.0,11.98,99.80687111,0
MG-132,10000.0,55.52,4.443000647,0
MG-624,10000.0,7.99,97.41687186,0
MGCD-265,10000.0,6.19,77.29000411,0
MI-14,10000.0,3.02,93.50148884,0
mibampator,10000.0,4.07,95.55027286,0
mibefradil,10000.0,62.06,88.98006968,0
micafungin,10000.0,4.81,92.88749365,0
miconazole,833.33,0.7,101.5894659,0
micronomicin,833.33,3.66,99.40759145,0
midafotel,10000.0,3.52,106.5298258,0
midecamycin,10000.0,-0.33,95.24599434,0
midodrine,8.33,3.25,97.80637397,0
midostaurin,8.33,-8.56,100.7338625,0
mifepristone,10000.0,8.14,97.60208043,0
mifobate,833.33,-2.04,92.51998058,0
miglitol,100.0,52.08,105.3655566,0
milacemide,833.33,2.58,97.34314067,0
milnacipran,10000.0,1.05,98.23004544,0
milrinone,1.0,1.1,95.64718484,0
miltefosine,10000.0,3.55,77.2666287,0
minaprine,833.33,1.16,100.3517811,0
minodronic-acid,833.33,2.46,100.4929624,0
minoxidil,833.33,1.1,101.4681038,0
miocamycin,833.33,3.25,99.05341222,0
MIRA-1,833.33,1.73,91.99248747,0
mirabegron,100.0,1.85,101.2611108,0
mirin,10000.0,1.33,104.2524952,0
miriplatin,100.0,0.5,101.1514389,0
mirodenafil,8.33,0.66,101.3343693,0
mitiglinide,10000.0,1.67,102.650917,0
mitoflaxone,833.33,1.5,94.92274186,0
mitomycin-C,100.0,-0.38,103.0199229,0
mitotane,10000.0,0.99,97.63118822,0
mitoxantrone,1.0,0.83,98.75362122,0
mivacurium,833.33,3.32,97.74421328,0
mivobulin,1.0,3.19,94.28652611,0
mizolastine,833.33,0.93,97.82396722,0
mizoribine,100.0,0.9,99.119319,0
MJ-15,1.0,0.94,92.46091476,0
MK-0354,10000.0,2.43,104.6267381,0
MK-0752,8.33,-0.66,99.65374987,0
MK-0773,833.33,2.35,103.6831239,0
MK-0812,1.0,0.39,102.2751344,0
MK-0893,10000.0,4.95,84.53086772,0
MK-1775,8.33,2.7,94.7047971,0
MK-2048,833.33,0.69,100.8407729,0
MK-2206,10000.0,24.48,63.19936879,0
MK-2295,833.33,2.1,97.76319891,0
MK-2461,8.33,1.08,97.66472189,0
MK-2894,10000.0,1.12,85.94574153,0
MK-3207,10000.0,-2.55,100.4521581,0
MK-3697,8.33,4.06,103.5509131,0
MK-5046,100.0,0.57,98.48558969,0
MK-5108,1.0,0.11,97.25528252,0
MK-571,10000.0,5.11,91.49391393,0
MK-8033,833.33,3.38,99.3819436,0
MK-8245,10000.0,1.73,86.2519282,0
MK-8745,100.0,0.91,99.02877932,0
MK2-IN-1,10000.0,43.8,67.56883649,0
MKT-077,8.33,2.22,97.11875589,0
ML-213,10000.0,2.61,100.0438818,0
ML10302,10000.0,2.59,99.45068863,0
ML130,10000.0,-0.17,96.24558004,0
ML133,100.0,-0.58,94.09494059,0
ML141,8.33,2.1,103.1377557,0
ML161,8.33,1.45,96.14070718,0
ML167,10000.0,1.88,89.1220036,0
ML179,8.33,3.87,100.6414903,0
ML188,8.33,1.78,97.67758979,0
ML193,8.33,1.15,108.187058,0
ML204,10000.0,4.47,102.8575615,0
ML218,1.0,2.47,101.1792592,0
ML228,1.0,1.58,93.0972974,0
ML277,833.33,2.63,104.7225098,0
ML281,100.0,0.48,96.98117603,0
ML297,10000.0,0.43,99.46167229,0
ML298,10000.0,21.96,89.79863534,0
ML314,833.33,1.94,87.6236065,0
ML323,10000.0,1.03,99.38377637,0
ML324,10000.0,6.05,58.14017025,0
ML3403,10000.0,1.96,88.67921176,0
ML347,10000.0,1.96,101.0666849,0
ML348,10000.0,5.23,94.58688417,0
ML365,100.0,2.82,101.3548201,0
ML786,100.0,1.9,112.0712659,0
ML9,100.0,2.04,87.88962108,0
MLN0128,8.33,2.32,93.47394687,0
MLN1117,8.33,5.87,105.5434348,0
MLN2480,8.33,6.23,103.7629339,0
MLN8054,100.0,0.11,104.0081219,0
MLN9708,833.33,34.19,10.51682321,0
MM-102,833.33,0.7,99.50282669,0
MM-11253,8.33,2.69,98.74032545,0
MM77,10000.0,-0.63,110.122143,0
MMPX,1.0,2.86,97.75882866,0
MN-64,833.33,1.65,97.96714852,0
MNITMT,833.33,5.0,97.47297338,0
mocetinostat,833.33,1.7,43.37717387,0
moclobemide,8.33,2.39,93.32958548,0
MODAFINIL,100.0,3.24,85.50260501,0
moexipril,8.33,1.34,101.9179892,0
mofegiline,1.0,3.65,92.49610331,0
moguisteine,10000.0,0.52,104.738937,0
molidustat,833.33,3.64,95.75278396,0
molsidomine,100.0,2.15,95.49489303,0
MOMETASONE FUROATE,10000.0,3.12,100.3694599,0
monastrol,100.0,1.51,102.2717693,0
MONENSIN SODIUM,10000.0,52.55,102.5331934,1
monobenzone,100.0,-0.07,97.27095098,0
monosodium-alpha-luminol,10000.0,2.06,106.4839757,0
monostearin,1.0,3.45,99.8832518,0
montelukast,8.33,0.4,97.8362832,0
moprolol,1.0,-0.33,102.0802052,0
moracizine,10000.0,5.32,96.17854296,0
morantel,10000.0,-0.33,96.84256317,0
morin,10000.0,0.27,95.94172859,0
morinidazole,8.33,-0.21,97.11971055,0
morniflumate,1.0,-1.61,106.7299768,0
mosapride,10000.0,6.25,98.25635852,0
motesanib,10000.0,1.82,96.86607281,0
motolimod,100.0,1.88,98.12605575,0
moxalactam,1.0,1.45,98.12486459,0
moxaverine,10000.0,4.26,106.8063508,0
moxidectin,10000.0,2.53,100.8382492,0
moxifloxacin,100.0,2.33,95.50344298,0
moxonidine,8.33,1.98,100.131641,0
mozavaptan,100.0,3.31,98.29385854,0
MPEP,8.33,4.18,94.85247412,0
MPI-0479605,833.33,3.17,60.14983654,0
Mps-BAY-2a,100.0,1.09,90.14189689,0
Mps1-IN-1,1.0,5.38,106.4880672,0
Mps1-IN-5,100.0,0.88,95.21381666,0
MR-16728,8.33,0.99,96.1356343,0
MR-948,833.33,0.91,95.0458332,0
MRK-016,1.0,1.59,100.1985674,0
MRK-560,8.33,4.08,101.8532029,0
MRS-1220,8.33,4.32,105.0167341,0
MRS-1334,10000.0,3.9,103.4115595,0
MRS-1845,10000.0,6.77,98.97410223,0
MRS-2578,1.0,2.34,98.34050414,0
MRS-3777,1.0,0.79,98.70239629,0
MSX-122,10000.0,-0.62,99.08281311,0
MTPG,833.33,2.19,96.80218926,0
mubritinib,833.33,3.2,102.9769602,0
mupirocin,833.33,2.09,97.34392202,0
muscimol,100.0,2.35,93.08907461,0
MUT056399,1.0,0.22,102.3113813,0
MY-5445,10000.0,2.92,106.365035,0
mycophenolate-mofetil,10000.0,16.78,31.29451632,0
mycophenolic-acid,10000.0,12.9,34.17776124,0
myricetin,833.33,5.8,95.78530848,0
myricitrin,100.0,0.85,97.68472962,0
myristyl-nicotinate,8.33,2.86,98.24674838,0
N-[2-(piperidinylamino)ethyl]-4-iodobenzamide,8.33,2.0,99.56956863,0
N-acetyl-D-glucosamine,100.0,3.89,103.5477895,0
N-acetyl-tyrosine,10000.0,4.82,101.2326068,0
N-acetylcarnosine,10000.0,4.18,98.38092832,0
N-acetylglycyl-D-glutamic-acid,1.0,1.3,108.7821632,0
N-acetylmannosamine,10000.0,1.32,107.8675266,0
N-acetyltryptamine,10000.0,2.53,107.3710641,0
N-alpha-methylhistamine-dihydrochloride,8.33,2.71,91.62365133,0
N-benzylnaltrindole,10000.0,33.95,70.11406918,0
N-cyclohexyl-2-benzothiazolesulfenamide,1.0,2.74,109.8833304,0
N-demethylantipyrine,1.0,6.19,103.5344928,0
N-methyllidocaine-iodide,8.33,2.44,96.20046958,0
N-methylquipazine,1.0,0.97,97.71146426,0
N-MPPP,833.33,0.85,106.3502004,0
N-oxydiethylenebenzothiazole-2-sulfenamide,833.33,0.03,104.3212626,0
N-salicoylaminophenol,10000.0,4.87,109.9335784,0
N20C,100.0,0.44,98.16392273,0
N6-cyclopentyladenosine,833.33,4.59,93.85849338,0
N6-methyladenosine,10000.0,2.03,102.0692045,0
N6022,8.33,2.86,96.50811732,0
NAB-2,8.33,-0.6,109.947396,0
nabumetone,1.0,0.72,101.1036929,0
nadide,10000.0,-0.54,104.9464834,0
nadifloxacin,833.33,3.52,95.65435822,0
NADPH,8.33,3.17,86.04669002,0
nafadotride,10000.0,0.87,92.4800879,0
nafamostat,10000.0,4.81,96.9858079,0
nafcillin,8.33,1.27,90.26102437,0
naftidrofuryl,100.0,2.4,100.4044851,0
nalbuphine,1.0,2.57,99.94391556,0
nalfurafine,100.0,0.43,89.52757102,0
nalidixic-acid,8.33,1.11,106.6385724,0
nalmefene,100.0,2.15,96.80971038,0
naloxegol,1.0,2.88,101.3644793,0
NALOXONE HYDROCHLORIDE,833.33,3.34,95.94331408,0
naloxone-benzoylhydrazone,833.33,5.45,97.17540361,0
NALTREXONE HYDROCHLORIDE,1.0,4.81,98.13125814,0
naltriben,1.0,0.92,90.86790698,0
naltrindole,8.33,3.59,101.8292886,0
Nampt-IN-1,1.0,-1.96,104.8665672,0
NAN-190,10000.0,4.74,103.1352786,0
Nandrolone,833.33,1.95,96.17151269,0
Nandrolone decanoate,8.33,0.18,97.13976562,0
napabucasin,833.33,7.16,88.82353433,0
naphazoline,833.33,2.24,97.70673145,0
naphthoquine-phosphate,100.0,-0.22,107.9785316,0
napirimus,10000.0,1.11,98.99028681,0
naproxen,8.33,3.96,97.77441181,0
naratriptan,100.0,2.08,91.89223596,0
naringenin,833.33,0.5,93.9885186,0
naringeninic-acid,1.0,1.32,104.7792984,0
Naringin (Naringoside),10000.0,1.71,103.4395955,0
naringin-dihydrochalcone,10000.0,1.4,99.93154895,0
narlaprevir,833.33,3.2,99.52177112,0
nastorazepide,100.0,0.77,99.1674517,0
natamycin,1.0,2.57,95.68781174,0
nateglinide,8.33,2.28,96.99221124,0
NAV-26,10000.0,2.59,107.2621093,0
navarixin,833.33,1.8,90.22136754,0
NBI-27914,1.0,4.5,98.28571274,0
NBI-74330-(+/-),10000.0,1.79,104.8377802,0
NBQX,1.0,2.79,102.6938198,0
NCS-382,10000.0,4.1,101.2243738,0
NDT-9513727,10000.0,5.96,97.74775558,0
NE-100,100.0,0.93,99.32865514,0
nebivolol,100.0,-0.54,91.68703672,0
nebracetam,1.0,2.53,94.52085928,0
NECA,1.0,3.12,100.4522594,0
necrostatin-1,100.0,2.85,100.9440843,0
necrostatin-2,833.33,-0.96,99.07941557,0
nedaplatin,100.0,-0.64,108.6696065,0
nedocromil,1.0,2.42,121.1012094,0
nefazodone,833.33,0.6,101.9113674,0
