gene_symbol,druggability,uniprot_url,opentargets_url
RHOC,No,https://www.uniprot.org/uniprotkb/P08134,https://platform.opentargets.org/target/ENSG00000155366
RPS15,No,https://www.uniprot.org/uniprotkb/P62841,https://platform.opentargets.org/target/ENSG00000115268
PCLO,No,https://www.uniprot.org/uniprotkb/Q9Y6V0,https://platform.opentargets.org/target/ENSG00000186472
SOX21,No,https://www.uniprot.org/uniprotkb/Q9Y651,https://platform.opentargets.org/target/ENSG00000125285
SFTPD,No,https://www.uniprot.org/uniprotkb/P35247,https://platform.opentargets.org/target/ENSG00000133661
PARP16,No,https://www.uniprot.org/uniprotkb/Q8N5Y8,https://platform.opentargets.org/target/ENSG00000138617
RPS19,No,https://www.uniprot.org/uniprotkb/P39019,https://platform.opentargets.org/target/ENSG00000105372
RPS29,No,https://www.uniprot.org/uniprotkb/P62273,https://platform.opentargets.org/target/ENSG00000213741
STING1,No,https://www.uniprot.org/uniprotkb/Q86WV6,https://platform.opentargets.org/target/ENSG00000184584
ELP3,No,https://www.uniprot.org/uniprotkb/Q9H9T3,https://platform.opentargets.org/target/ENSG00000134014
NDUFB10,No,https://www.uniprot.org/uniprotkb/O96000,https://platform.opentargets.org/target/ENSG00000140990
MASP2,No,https://www.uniprot.org/uniprotkb/O00187,https://platform.opentargets.org/target/ENSG00000009724
GPC1,No,https://www.uniprot.org/uniprotkb/P35052,https://platform.opentargets.org/target/ENSG00000063660
B3GLCT,No,https://www.uniprot.org/uniprotkb/Q6Y288,https://platform.opentargets.org/target/ENSG00000187676
CHMP3,No,https://www.uniprot.org/uniprotkb/Q9Y3E7,https://platform.opentargets.org/target/ENSG00000115561
G3BP2,No,https://www.uniprot.org/uniprotkb/Q9UN86,https://platform.opentargets.org/target/ENSG00000138757
TUBB2A,Yes,https://www.uniprot.org/uniprotkb/Q13885,https://platform.opentargets.org/target/ENSG00000137267
RPS26,No,https://www.uniprot.org/uniprotkb/P62854,https://platform.opentargets.org/target/ENSG00000197728
TUBB1,Yes,https://www.uniprot.org/uniprotkb/Q9H4B7,https://platform.opentargets.org/target/ENSG00000101162
TUBB2B,Yes,https://www.uniprot.org/uniprotkb/Q9BVA1,https://platform.opentargets.org/target/ENSG00000137285
IFIH1,No,https://www.uniprot.org/uniprotkb/Q9BYX4,https://platform.opentargets.org/target/ENSG00000115267
SRRM1,No,https://www.uniprot.org/uniprotkb/Q8IYB3,https://platform.opentargets.org/target/ENSG00000133226
TULP1,No,https://www.uniprot.org/uniprotkb/O00294,https://platform.opentargets.org/target/ENSG00000112041
SDC3,No,https://www.uniprot.org/uniprotkb/O75056,https://platform.opentargets.org/target/ENSG00000162512
HAL,No,https://www.uniprot.org/uniprotkb/P42357,https://platform.opentargets.org/target/ENSG00000084110
UBE2E2,No,https://www.uniprot.org/uniprotkb/Q96LR5,https://platform.opentargets.org/target/ENSG00000182247
RPS3,No,https://www.uniprot.org/uniprotkb/P23396,https://platform.opentargets.org/target/ENSG00000149273
RPN2,No,https://www.uniprot.org/uniprotkb/P04844,https://platform.opentargets.org/target/ENSG00000118705
RAB2A,No,https://www.uniprot.org/uniprotkb/P61019,https://platform.opentargets.org/target/ENSG00000104388
MAVS,No,https://www.uniprot.org/uniprotkb/Q7Z434,https://platform.opentargets.org/target/ENSG00000088888
FYCO1,No,https://www.uniprot.org/uniprotkb/Q9BQS8,https://platform.opentargets.org/target/ENSG00000163820
TK1,Yes,https://www.uniprot.org/uniprotkb/P04183,https://platform.opentargets.org/target/ENSG00000167900
BCL11A,No,https://www.uniprot.org/uniprotkb/Q9H165,https://platform.opentargets.org/target/ENSG00000119866
