smiles,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,-3.91,-5.25,-2.56,-5.25,-2.56
Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,-3.77,-4.92,-2.62,-4.92,-2.62
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,-1.17,-2.22,-0.127,-2.22,-0.127
CN(C)CCC(c1ccccc1)c1ccccn1,-1.5,-3.05,0.0508,-3.05,0.0508
CN(C)CCN(Cc1ccccc1)c1ccccn1,-2.5,-3.31,-1.68,-3.31,-1.68
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,-2.43,-3.15,-1.71,-3.15,-1.71
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,-3.5,-4.22,-2.77,-4.22,-2.77
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-3.75,-5.31,-2.2,-5.31,-2.2
CN(C)CCOC(c1ccccc1)c1ccccc1,-2.74,-3.64,-1.84,-3.64,-1.84
CNCCc1ccccn1,0.954,-0.416,2.32,-0.416,2.14
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,-3.38,-3.94,-2.83,-3.94,-2.83
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-2.6,-3.38,-1.82,-3.38,-1.82
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-4.55,-5.95,-3.14,-5.95,-3.14
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,-3.9,-5.43,-2.37,-5.43,-2.37
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,-2.9,-3.55,-2.24,-3.55,-2.24
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,-3.42,-4.2,-2.64,-4.2,-2.64
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,-6.06,-6.68,-5.44,-6.68,-5.44
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,-2.67,-3.76,-1.57,-3.76,-1.57
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,-2.4,-3.4,-1.4,-3.4,-1.4
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,-4.58,-5.83,-3.33,-5.83,-3.33
CN(C)CCN(Cc1cccs1)c1ccccn1,-2.45,-3.17,-1.73,-3.17,-1.73
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,-2.52,-3.25,-1.8,-3.25,-1.8
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,-4.43,-5.43,-3.42,-5.43,-3.42
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,-5.72,-6.57,-4.86,-6.57,-4.86
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-2.89,-3.71,-2.06,-3.71,-2.06
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-2.07,-3.17,-0.975,-3.17,-0.975
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,-4.51,-6.54,-2.49,-6.54,-2.49
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,-1.53,-2.81,-0.242,-2.81,-0.242
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,-2.03,-2.88,-1.17,-2.88,-1.17
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-5.13,-6.38,-3.87,-6.38,-3.87
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,-3.84,-4.51,-3.18,-4.51,-3.18
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-3.32,-3.95,-2.7,-3.95,-2.7
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-6.11,-7.69,-4.52,-7.69,-4.52
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,-3.91,-4.76,-3.06,-4.76,-3.06
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,-3.07,-3.65,-2.5,-3.65,-2.5
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,-4.83,-6.81,-2.85,-6.81,-2.85
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,-2.67,-3.76,-1.57,-3.76,-1.57
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,-4.43,-5.05,-3.8,-5.05,-3.8
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,-2.94,-3.52,-2.36,-3.52,-2.36
NCCc1c[nH]cn1,0.822,-0.292,1.94,-0.292,1.94
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,-5.99,-7.11,-4.87,-7.11,-4.87
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,-3.62,-4.15,-3.09,-4.15,-3.09
CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,-0.994,-2.61,0.619,-2.61,0.619
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,-2.83,-3.81,-1.86,-3.81,-1.86
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,-3.22,-3.75,-2.68,-3.75,-2.68
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,-2.89,-3.71,-2.06,-3.71,-2.06
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,-1.86,-2.75,-0.976,-2.75,-0.976
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,-3.27,-3.92,-2.61,-3.92,-2.61
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-2.4,-3.74,-1.07,-3.74,-1.07
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,-1.54,-3.1,0.0299,-3.1,0.0299
CN(C)CCOC(c1ccccc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-2.18,-3.06,-1.3,-3.06,-1.3
CC(C)(CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1)C(=O)O,-4.64,-5.31,-3.98,-5.31,-3.98
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,-7.89,-8.49,-7.3,-8.49,-7.3
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,-3.61,-4.59,-2.62,-4.59,-2.62
CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,-2.14,-2.69,-1.58,-2.69,-1.58
Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,-3.68,-4.59,-2.77,-4.59,-2.77
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,-5.54,-6.54,-4.54,-6.54,-4.54
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,-5.19,-6.05,-4.33,-6.05,-4.33
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,-3.58,-4.24,-2.92,-4.24,-2.92
Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,-3.81,-4.33,-3.28,-4.33,-3.28
Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,-5.96,-7.39,-4.53,-7.39,-4.53
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,-4.64,-5.23,-4.05,-5.23,-4.05
COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,-4.69,-5.36,-4.01,-5.36,-4.01
COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,-5.17,-6.1,-4.23,-6.1,-4.23
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,-5.08,-5.64,-4.52,-5.64,-4.52
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,-5.08,-5.65,-4.51,-5.65,-4.51
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,-4.03,-4.83,-3.23,-4.83,-3.23
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,-1.81,-2.25,-1.37,-2.25,-1.37
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,-3.78,-4.46,-3.1,-4.46,-3.1
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,-2.89,-3.37,-2.42,-3.37,-2.42
CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],7.73,7.24,8.21,2.14,2.14
CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)O)[C@H]3OS(=O)(=O)O)[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O,2.59,2.0,3.19,2.0,2.14
COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,-3.32,-4.49,-2.15,-4.49,-2.15
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,-2.64,-3.16,-2.11,-3.16,-2.11
O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,-5.57,-6.03,-5.1,-6.03,-5.1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,-1.98,-2.57,-1.38,-2.57,-1.38
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,-2.7,-3.15,-2.26,-3.15,-2.26
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,-4.78,-5.21,-4.35,-5.21,-4.35
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,-2.53,-3.0,-2.06,-3.0,-2.06
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],-1.03,-1.6,-0.46,-1.6,-0.46
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-6.25,-8.54,-3.96,-8.54,-3.96
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,-3.86,-4.33,-3.39,-4.33,-3.39
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,-3.2,-3.72,-2.69,-3.72,-2.69
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-5.37,-7.04,-3.69,-7.04,-3.69
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],-7.0,-7.32,-6.67,-7.32,-6.67
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],-3.28,-3.64,-2.92,-3.64,-2.92
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],-2.22,-2.72,-1.72,-2.72,-1.72
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],-5.38,-5.74,-5.03,-5.74,-5.03
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Mg+2],-6.07,-6.42,-5.73,-6.42,-5.73
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Na+],-2.87,-3.33,-2.4,-3.33,-2.4
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,-3.57,-4.53,-2.6,-4.53,-2.6
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,-3.77,-4.44,-3.1,-4.44,-3.1
CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,-3.24,-3.93,-2.54,-3.93,-2.54
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,-4.74,-5.33,-4.14,-5.33,-4.14
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,-4.14,-4.8,-3.49,-4.8,-3.49
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,-2.8,-3.42,-2.17,-3.42,-2.17
CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,-4.92,-5.56,-4.29,-5.56,-4.29
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,-2.37,-2.82,-1.92,-2.82,-1.92
CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21,-2.15,-2.82,-1.48,-2.82,-1.48
CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,-2.5,-2.93,-2.08,-2.93,-2.08
COC(F)(F)C(Cl)Cl,-2.03,-2.87,-1.18,-2.87,-1.18
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,-0.236,-1.61,1.14,-1.61,1.14
CN1CCC[C@H]1c1cccnc1,0.632,-0.166,1.43,-0.166,1.43
c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,-2.39,-3.75,-1.02,-3.75,-1.02
O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,0.228,-0.52,0.975,-0.52,0.975
O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,0.569,-1.09,2.23,-1.09,2.14
CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,-2.22,-3.39,-1.05,-3.39,-1.05
Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl,-4.01,-4.76,-3.27,-4.76,-3.27
C(=C/[C@H]1CCNC1)\c1cncnc1,-0.67,-1.84,0.503,-1.84,0.503
CN[C@@H](C)C/C=C/c1cncc(OC(C)C)c1,-1.25,-1.83,-0.666,-1.83,-0.666
Cc1ncccc1OC[C@@H]1CCCN1,-0.412,-1.61,0.79,-1.61,0.79
O=C(c1ccc(Cl)o1)N1CC2CNCC2C1,-2.02,-2.98,-1.07,-2.98,-1.07
c1cncc(N2CCC3(CCCN3)C2)c1,-1.29,-2.21,-0.367,-2.21,-0.367
CC(=O)O.CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C.O,0.522,0.0639,0.981,0.0639,0.981
CCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CCCC2,-4.71,-6.45,-2.97,-6.45,-2.97
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1.Cl,-3.76,-5.18,-2.35,-5.18,-2.35
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],-1.66,-2.1,-1.23,-2.1,-1.23
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,-6.01,-6.66,-5.37,-6.66,-5.37
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)C/C=C/C(O)(CC)CC)=CCC23)C[C@@H](O)C[C@@H]1O,-3.64,-4.13,-3.14,-4.13,-3.14
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,-4.87,-5.89,-3.86,-5.89,-3.86
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.99,-4.86,-3.12,-4.86,-3.12
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,-4.21,-5.63,-2.79,-5.63,-2.79
c1ccc2[nH]c(-c3cscn3)nc2c1,-3.73,-4.35,-3.1,-4.35,-3.1
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,-4.53,-5.73,-3.32,-5.73,-3.32
COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,-3.77,-5.81,-1.74,-5.81,-1.74
CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C,-1.72,-2.23,-1.2,-2.23,-1.2
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,-4.43,-5.15,-3.71,-5.15,-3.71
CC[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,-3.83,-4.73,-2.93,-4.73,-2.93
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,-4.16,-5.27,-3.05,-5.27,-3.05
Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,-2.85,-3.49,-2.2,-3.49,-2.2
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,-6.31,-6.75,-5.86,-6.75,-5.86
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,-7.24,-7.89,-6.59,-7.89,-6.59
OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1,-2.73,-3.45,-2.02,-3.45,-2.02
Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,-2.57,-3.23,-1.92,-3.23,-1.92
Cl.Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,-4.24,-5.04,-3.44,-5.04,-3.44
CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,-5.91,-6.36,-5.46,-6.36,-5.46
CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,-3.77,-4.28,-3.26,-4.28,-3.26
O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,-2.02,-2.58,-1.46,-2.58,-1.46
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,-2.12,-2.8,-1.43,-2.8,-1.43
COc1cc2c(cc1C(=O)N1CCC(Cc3ccc(F)cc3)CC1)c(C(=O)C(=O)N(C)C)cn2C,-3.25,-3.74,-2.76,-3.74,-2.76
Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,-5.49,-6.04,-4.94,-6.04,-4.94
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,-3.23,-4.15,-2.32,-4.15,-2.32
COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O.Cl,-5.2,-5.73,-4.66,-5.73,-4.66
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,-7.09,-7.64,-6.55,-7.64,-6.55
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,-5.6,-6.42,-4.79,-6.42,-4.79
C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,-2.16,-2.8,-1.53,-2.8,-1.53
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,-3.1,-3.68,-2.53,-3.68,-2.53
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,-5.39,-6.12,-4.66,-6.12,-4.66
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,-4.03,-4.55,-3.51,-4.55,-3.51
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,-4.63,-5.24,-4.02,-5.24,-4.02
CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21,-5.86,-6.55,-5.17,-6.55,-5.17
Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,-3.47,-3.97,-2.98,-3.97,-2.98
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,-5.18,-5.68,-4.68,-5.68,-4.68
O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,-3.78,-4.6,-2.96,-4.6,-2.96
CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],-3.94,-4.77,-3.11,-4.77,-3.11
O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],-1.46,-2.55,-0.379,-2.55,-0.379
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,-5.42,-6.28,-4.56,-6.28,-4.56
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,-4.59,-5.59,-3.6,-5.59,-3.6
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,-3.47,-4.17,-2.77,-4.17,-2.77
CC(C)Cc1ccc(CC(=O)O)cc1,-2.43,-3.87,-0.992,-3.87,-0.992
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-4.47,-5.23,-3.7,-5.23,-3.7
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,-2.88,-3.67,-2.09,-3.67,-2.09
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-5.2,-5.82,-4.57,-5.82,-4.57
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,-6.39,-7.19,-5.6,-7.19,-5.6
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],-2.03,-2.9,-1.15,-2.9,-1.15
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,-5.19,-5.84,-4.53,-5.84,-4.53
