chembl_id,compound_name,cp_morph_z_max,cp_morph_z_mean,ab_activity_z_max,ab_activity_z_mean,concentration_uM_min,concentration_uM_max,concentration_uM_nunique,cpe_activity_z_max,cpe_activity_z_mean,toxicity_z_max,toxicity_z_mean,concentration_uM_min_cpe,concentration_uM_max_cpe,concentration_uM_nunique_cpe,composite_score,flag_ab_toxicity,flag_cpe_toxicity,flag_cp_only,flag_ab_no_cpe,rank
CHEMBL532,erythromycin,-1.662164421273469,-1.662164421273469,0.24527272727272728,0.24527272727272728,10.0,10.0,1.0,1.067246835443038,0.05189191955983308,0.44307873685653854,-0.08811281120683549,0.001,10.0,5.0,0.19257494083161236,False,False,False,False,3208
CHEMBL4303425,PSN-375963,-0.4939031615114287,-0.4939031615114287,-0.06131818181818182,-0.06131818181818182,10.0,10.0,1.0,0.7895805687203792,0.3133656707061011,-0.6793863059771297,-1.0204375925325688,0.001,10.0,5.0,0.19252432245859324,False,False,False,False,3209
CHEMBL1433455,SDZ-21009,0.2766632274264691,0.2766632274264691,0.3679090909090909,0.3679090909090909,10.0,10.0,1.0,-0.02535714285714285,-0.7664817860356693,0.8399931491611198,0.10222063008159074,0.001,10.0,5.0,0.19235342470607303,False,False,False,False,3210
CHEMBL6705,2-aminobenzenesulfonamide,-1.5971590606097053,-1.5971590606097053,-0.5518636363636363,-0.5518636363636363,10.0,10.0,1.0,1.8307857142857145,0.9215699356375822,0.6160316647578845,0.07207292912873803,0.001,10.0,5.0,0.19213701904689018,False,False,False,False,3211
CHEMBL2106589,enocitabine,0.5155267713484624,0.5155267713484624,1.1037272727272727,1.1037272727272727,10.0,10.0,1.0,-0.8816678571428572,-1.6785191914417694,1.3457581501730493,0.48738063298798434,0.001,10.0,5.0,0.19192912050345867,False,False,False,False,3212
CHEMBL1078983,KU-0063794,0.42927297827582733,0.42927297827582733,-0.6745,-0.6745,0.8333333333333334,0.8333333333333334,1.0,0.9394821428571427,0.268758499738608,6.553987431209097,1.8879083231039118,0.001,10.0,5.0,0.19184745279802257,False,False,False,False,3213
CHEMBL1703636,ML-213,-1.1732603545708373,-1.1732603545708373,0.18395454545454545,0.18395454545454545,10.0,10.0,1.0,0.8790876777251185,-0.5003110991746869,1.399450557023814,0.6545980152039792,0.001,10.0,5.0,0.19056481835769815,False,False,False,False,3214
CHEMBL4303288,ABACAVIR SULFATE,-0.12820991093168685,-0.12820991093168685,0.24527272727272728,0.24527272727272728,10.0,10.0,1.0,0.2945601265822785,0.001225126196618198,-0.8506215936224976,-1.1408116439398786,0.001,10.0,5.0,0.19029115935566496,False,False,False,False,3215
CHEMBL1521,ZALEPLON,-0.027167253062539986,-0.027167253062539986,0.6131818181818182,0.6131818181818182,10.0,10.0,1.0,-0.12467061611374408,-0.6463272787381195,0.4454672478031276,0.06618257102958339,0.001,10.0,5.0,0.18997103021472164,False,False,False,False,3216
CHEMBL1466,dicoumarol,-0.15853871581589146,-0.15853871581589146,-0.5518636363636363,-0.5518636363636363,10.0,10.0,1.0,1.1060521327014219,0.37113469417138745,-0.16531596960761888,-0.7826403799315882,0.001,10.0,5.0,0.18996765537193594,False,False,False,False,3217
CHEMBL1594103,MTPG,-0.4265532302413615,-0.4265532302413615,-0.18395454545454545,-0.18395454545454545,10.0,10.0,1.0,0.870873417721519,0.06956673499995718,2.1577200206256824,0.7715340784085845,0.001,10.0,5.0,0.18945690285851713,False,False,False,False,3218
CHEMBL625,tiabendazole,0.6745,0.6745,-0.9197727272727273,-0.9197727272727273,10.0,10.0,1.0,1.0548571428571427,0.3083893211521815,1.3129031737852348,0.14576603742854838,0.001,10.0,5.0,0.18893376623376615,False,False,False,False,3219
CHEMBL1669669,EPPTB,0.11896332442673371,0.11896332442673371,0.12263636363636364,0.12263636363636364,10.0,10.0,1.0,0.28907142857142853,-0.35973833103365527,0.4461185881620192,-0.04884953582599183,0.001,10.0,5.0,0.18847578176846363,False,False,False,False,3220
CHEMBL12856,amrinone,-0.43415565772671444,-0.43415565772671444,-1.0424090909090908,-1.0424090909090908,10.0,10.0,1.0,1.7293571428571426,-0.14709798899582652,2.3983445529622456,0.5287995782359246,0.001,10.0,5.0,0.18794808923387785,False,True,False,False,3221
CHEMBL1318939,etofylline-clofibrate,-1.5986021789327631,-1.5986021789327631,-1.2263636363636363,-1.2263636363636363,10.0,10.0,1.0,2.4951428571428576,1.177163923793526,1.403732665022275,0.07214867816226841,0.001,10.0,5.0,0.18779125252513595,False,False,False,False,3222
CHEMBL2059304,oxiperomide,-0.4532138083405,-0.4532138083405,-0.05620833333333333,-0.05620833333333333,0.8333333333333334,0.8333333333333334,1.0,0.7512203791469195,-0.4242036999391514,2.5956195712444075,0.7366568078209305,0.001,10.0,5.0,0.1873620566573345,False,False,False,False,3223
CHEMBL63507,S-nitrosoglutathione,0.724995783863146,0.724995783863146,-0.12263636363636364,-0.12263636363636364,10.0,10.0,1.0,0.22821428571428573,-0.37452824627409304,1.2418479038683488,0.5476908897801956,0.001,10.0,5.0,0.18723032560379804,False,False,False,False,3224
CHEMBL391586,TCS-PIM-1-1,-0.1036494392904809,-0.1036494392904809,-0.8584545454545455,-0.8584545454545455,10.0,10.0,1.0,1.3779071428571428,1.0784437915548966,0.6949784170007015,0.3815338521231986,0.001,10.0,5.0,0.18705115110294276,False,False,False,False,3225
CHEMBL290345,shikimic-acid,-0.27834555428745333,-0.27834555428745333,-0.49054545454545456,-0.49054545454545456,10.0,10.0,1.0,1.0954285714285714,0.6507872151470223,1.2590424634869233,0.13406274586332803,0.001,10.0,5.0,0.1862841358957561,False,False,False,False,3226
CHEMBL1740,DL-Adrenaline,0.8906476507167086,0.8906476507167086,-0.6745,-0.6745,10.0,10.0,1.0,0.6947857142857142,-0.18776862516390563,1.5242857173459348,0.5783800790777717,0.001,10.0,5.0,0.18624381585762748,False,False,False,False,3227
