chembl_id,admet_score,solubility_score,logP_score,pampa_score,pgp_score,herg_score,ames_score,cyp_score,has_admet
CHEMBL2364605,0.6036475,0.09399999999999994,0.34847499999999876,0.5,1.0,1.0,1.0,0.5,True
CHEMBL2364651,,,,0.5,0.5,0.5,0.5,0.5,False
CHEMBL240163,0.7041000000000001,0.678,0.81,0.0,1.0,1.0,1.0,0.875,True
CHEMBL2403108,0.6404519999999998,0.30999999999999994,0.03451999999999855,0.5,1.0,1.0,1.0,0.75,True
CHEMBL245019,0.6875000000000001,1.0,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL24828,0.4315475,0.33599999999999997,0.5184749999999994,0.5,0.0,0.0,1.0,0.625,True
CHEMBL25202,0.41284749999999987,0.0,0.378474999999999,0.0,0.0,1.0,1.0,0.75,True
CHEMBL25336,0.40706,0.12799999999999995,0.8145999999999999,0.0,1.0,1.0,0.0,0.5,True
CHEMBL253969,0.70412,0.8779999999999999,0.6601999999999992,0.0,1.0,1.0,1.0,0.625,True
CHEMBL255863,0.6653039999999999,0.496,0.03603999999999874,1.0,0.0,1.0,1.0,0.625,True
CHEMBL256997,0.5681775,0.24600000000000008,0.8147749999999998,0.0,1.0,1.0,1.0,0.375,True
CHEMBL260046,0.5989500000000001,0.942,0.8554999999999999,0.0,1.0,1.0,0.0,0.75,True
CHEMBL270995,0.6681865,0.768,0.7708649999999999,0.5,1.0,0.0,1.0,0.875,True
CHEMBL274654,0.614264,0.46399999999999997,0.8396399999999997,0.0,1.0,1.0,1.0,0.375,True
CHEMBL276711,0.8090940000000001,0.43600000000000005,0.8439399999999999,1.0,1.0,1.0,1.0,0.375,True
CHEMBL288441,0.49444049999999995,0.24600000000000008,0.32740499999999884,1.0,0.0,0.0,1.0,0.625,True
CHEMBL290960,0.704915,0.632,0.53515,1.0,1.0,1.0,0.0,0.75,True
CHEMBL298734,0.5273524999999999,0.438,0.14752499999999857,1.0,0.0,1.0,0.0,0.75,True
CHEMBL300138,0.6022924999999999,0.37799999999999995,0.39192499999999897,0.5,0.0,1.0,1.0,0.875,True
CHEMBL3039504,0.9166500000000001,0.772,0.7474999999999994,1.0,1.0,1.0,1.0,0.875,True
CHEMBL3039525,0.50037,0.09600000000000009,0.4366999999999992,1.0,0.0,0.0,1.0,0.875,True
CHEMBL3125702,0.5655149999999999,0.0,0.030149999999998345,0.5,1.0,1.0,1.0,0.625,True
CHEMBL3137308,0.8997325,0.622,0.878325,1.0,1.0,1.0,1.0,0.875,True
CHEMBL3137310,0.81218,0.5780000000000001,0.5907999999999991,1.0,1.0,1.0,1.0,0.375,True
CHEMBL3186011,0.553965,1.0,0.2896500000000001,0.0,1.0,0.0,1.0,0.75,True
CHEMBL3186534,0.5392904999999999,0.40599999999999997,0.4559049999999991,0.5,0.0,1.0,1.0,0.125,True
CHEMBL3244648,0.6367,0.746,0.0,0.0,1.0,1.0,1.0,0.875,True
CHEMBL3287735,0.6127134999999999,0.392,0.4681349999999991,0.0,1.0,1.0,1.0,0.875,True
CHEMBL3301607,0.6771800000000001,0.514,0.8688,0.0,1.0,1.0,1.0,0.875,True
CHEMBL3301612,0.78449,0.2859999999999999,0.6478999999999995,1.0,1.0,1.0,1.0,0.625,True
CHEMBL3353410,0.7020549999999999,0.324,0.49754999999999927,1.0,1.0,1.0,0.5,0.625,True
