chembl_id,drug_name,smiles,max_phase,evidence_types,linked_genes,linked_pathways,linked_moas,n_protein_links,n_pathway_links,n_moa_links,n_known_links,n_records
CHEMBL535,SUNITINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,4.0,moa;pathway;protein,FLT3;KDR;KIT;PDGFRA;PDGFRB,R-HSA-109704;R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9607240;R-HSA-9645135;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9702509;R-HSA-9702518;R-HSA-9702569;R-HSA-9702577;R-HSA-9702581;R-HSA-9702590;R-HSA-9702596;R-HSA-9702600;R-HSA-9702605;R-HSA-9702614;R-HSA-9702620;R-HSA-9702624;R-HSA-9702632;R-HSA-9702636;R-HSA-9702998;R-HSA-9703009;R-HSA-9703648;R-HSA-9706369;R-HSA-9706374;R-HSA-9706377;R-HSA-9856530;R-HSA-9856649,Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor beta inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor FLT3 inhibitor | Tyrosine-protein kinase receptor RET inhibitor | Vascular endothelial growth factor receptor 2 inhibitor,2,146,1,0,149
CHEMBL538867,PATIDEGIB,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,,moa,,,Smoothened homolog antagonist,0,0,1,0,1
CHEMBL538943,VINORELBINE TARTRATE,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,,moa,,,Tubulin inhibitor,0,0,1,0,1
CHEMBL5416410,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,,moa,,,Bcr/Abl fusion protein inhibitor,0,0,1,0,1
CHEMBL545315,CANERTINIB DIHYDROCHLORIDE,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,,moa,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1,0,1
CHEMBL547,ISOTRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,4.0,moa;pathway;protein,RARA;RARB;RARG,R-HSA-383280;R-HSA-4090294;R-HSA-5362517;R-HSA-5617472;R-HSA-9616222;R-HSA-9839394,Retinoic acid receptor agonist,2,24,1,0,27
CHEMBL550348,DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,,moa,,,Iron chelating agent,0,0,1,0,1
CHEMBL558752,RAF-265,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,1.0,pathway;protein,KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9673768;R-HSA-9856530,,1,14,0,0,15
CHEMBL562,GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,moa,,,Tubulin inhibitor,0,0,1,0,1
CHEMBL565612,SOTRASTAURIN,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,2.0,pathway;protein,PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1;PRKD3,R-HSA-111465;R-HSA-111933;R-HSA-114508;R-HSA-114516;R-HSA-114604;R-HSA-1169091;R-HSA-1250196;R-HSA-1433557;R-HSA-1433559;R-HSA-1489509;R-HSA-1660661;R-HSA-1912408;R-HSA-202424;R-HSA-2029485;R-HSA-209543;R-HSA-2173791;R-HSA-2179392;R-HSA-2514859;R-HSA-2871837;R-HSA-3000170;R-HSA-373752;R-HSA-399997;R-HSA-4086398;R-HSA-416993;R-HSA-418597;R-HSA-420029;R-HSA-4419969;R-HSA-450520;R-HSA-5099900;R-HSA-5218921;R-HSA-5607764;R-HSA-5668599;R-HSA-6798695;R-HSA-76005;R-HSA-877300;R-HSA-8853659;R-HSA-8936459;R-HSA-8939246;R-HSA-9010642;R-HSA-9634635;R-HSA-9648002;R-HSA-9755511,,11,128,0,0,139
CHEMBL571546,TIRBANIBULIN,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,,moa,,,Tyrosine-protein kinase SRC inhibitor,0,0,1,0,1
CHEMBL572,NITROFURANTOIN,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL572284,OMBRABULIN,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,,moa,,,Tubulin inhibitor,0,0,1,0,1
CHEMBL572881,MOTESANIB,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,3.0,moa;pathway;protein,KDR;KIT;PDGFRA;PDGFRB,R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9856530;R-HSA-9856649,Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Tyrosine-protein kinase receptor RET inhibitor | Vascular endothelial growth factor receptor inhibitor,2,92,1,0,95
CHEMBL574737,UCN-01,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,2.0,pathway;protein,PRKCA;PRKCB;PRKCD;PRKCE;PRKCG;PRKCH;PRKCI;PRKCQ;PRKCZ;PRKD1;PRKD3,R-HSA-111465;R-HSA-111933;R-HSA-114508;R-HSA-114516;R-HSA-114604;R-HSA-1169091;R-HSA-1250196;R-HSA-1433557;R-HSA-1433559;R-HSA-1489509;R-HSA-1660661;R-HSA-1912408;R-HSA-202424;R-HSA-2029485;R-HSA-209543;R-HSA-2173791;R-HSA-2179392;R-HSA-2514859;R-HSA-2871837;R-HSA-3000170;R-HSA-373752;R-HSA-399997;R-HSA-4086398;R-HSA-416993;R-HSA-418597;R-HSA-420029;R-HSA-4419969;R-HSA-450520;R-HSA-5099900;R-HSA-5218921;R-HSA-5607764;R-HSA-5668599;R-HSA-6798695;R-HSA-76005;R-HSA-877300;R-HSA-8853659;R-HSA-8936459;R-HSA-8939246;R-HSA-9010642;R-HSA-9634635;R-HSA-9648002;R-HSA-9755511,,11,128,0,0,139
CHEMBL58061,CO-TRIMOXAZOLE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,moa,,,Bacterial dihydrofolate reductase inhibitor,0,0,1,0,1
CHEMBL587723,AEE-788,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,1.0,pathway;protein,KDR,R-HSA-194306;R-HSA-195399;R-HSA-216083;R-HSA-4420097;R-HSA-5218921;R-HSA-9673768;R-HSA-9856530,,1,14,0,0,15
CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,4.0,pathway;protein,NPM1,R-HSA-180746;R-HSA-3899300;R-HSA-606279;R-HSA-6804115;R-HSA-8869496;R-HSA-9692914;R-HSA-9700645;R-HSA-9725370;R-HSA-9725371;R-HSA-9833482,,1,10,0,0,11
CHEMBL603469,LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,3.0,moa;pathway;protein,FLT3;JAK2,R-HSA-1059683;R-HSA-109704;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1257604;R-HSA-1433557;R-HSA-2219530;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-6811558;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9607240;R-HSA-9645135;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9702509;R-HSA-9702518;R-HSA-9702569;R-HSA-9702577;R-HSA-9702581;R-HSA-9702590;R-HSA-9702596;R-HSA-9702600;R-HSA-9702605;R-HSA-9702614;R-HSA-9702620;R-HSA-9702624;R-HSA-9702632;R-HSA-9702636;R-HSA-9702998;R-HSA-9703009;R-HSA-9703648;R-HSA-9705462;R-HSA-9706369;R-HSA-9706374;R-HSA-9706377;R-HSA-9732724;R-HSA-982772;R-HSA-983231,Tyrosine-protein kinase receptor FLT3 inhibitor | Tyrosine-protein kinase receptor RET inhibitor,1,130,1,0,132
CHEMBL6067642,CODEINE PHOSPHATE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O.O=P(O)(O)O,,moa,,,Opioid receptors; mu/kappa/delta agonist,0,0,1,0,1
CHEMBL6068329,PEMETREXED DIPOTASSIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[K+].[K+],,moa,,,Dihydrofolate reductase inhibitor,0,0,1,0,1
CHEMBL6068478,LAZERTINIB MESYLATE,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1.CS(=O)(=O)O.O,,moa,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1,0,1
CHEMBL625,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,,moa,,,Tubulin inhibitor,0,0,1,0,1
CHEMBL632,BETAMETHASONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,,moa,,,Glucocorticoid receptor agonist,0,0,1,0,1
CHEMBL64894,GENTIAN VIOLET,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL671,THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL685,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,,moa,,,Tubulin inhibitor,0,0,1,0,1
CHEMBL705,ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,4.0,pathway;protein,RARA;RARB;RARG,R-HSA-383280;R-HSA-4090294;R-HSA-5362517;R-HSA-5617472;R-HSA-9616222;R-HSA-9839394,,2,24,0,0,26
CHEMBL73822,APAZIQUONE,Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL820,BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL847,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL852,MELPHALAN,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL866,MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,,moa,,,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,0,0,1,0,1
CHEMBL869,NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,,moa,,,DNA inhibitor,0,0,1,0,1
CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,4.0,pathway;protein,POLA2;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;PRIM1;PRIM2,R-HSA-110314;R-HSA-113501;R-HSA-174411;R-HSA-174414;R-HSA-174417;R-HSA-174430;R-HSA-2564830;R-HSA-5358565;R-HSA-5358606;R-HSA-5651801;R-HSA-5656169;R-HSA-5685942;R-HSA-5696397;R-HSA-5696400;R-HSA-6782135;R-HSA-6782210;R-HSA-68962;R-HSA-69091;R-HSA-69166;R-HSA-69183;R-HSA-9710421,,10,126,0,0,136
CHEMBL91829,RUBOXISTAURIN,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,3.0,pathway;protein,PRKCB,R-HSA-114516;R-HSA-1169091;R-HSA-416993;R-HSA-418597;R-HSA-4419969;R-HSA-5099900;R-HSA-5218921;R-HSA-5668599;R-HSA-76005;R-HSA-8939246,,1,10,0,0,11
CHEMBL939,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,moa,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1,0,1
CHEMBL989,FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,moa,,,Glucocorticoid receptor agonist,0,0,1,0,1
