compound_name,chembl_id,morphology score,is_CP_hit
carnitine-(D/L),CHEMBL1697733,-0.21,False
carnosine,CHEMBL242948,0.1,False
caroxazone,CHEMBL2104164,0.1,False
carprofen,CHEMBL1316,-0.02,False
carsalam,CHEMBL1720051,0.26,False
carteolol,CHEMBL839,0.11,False
carvedilol,CHEMBL723,0.13,False
carzenide,CHEMBL414,0.17,False
casin,CHEMBL4303199,0.1,False
caspofungin,CHEMBL1630575,-0.01,False
caspofungin,CHEMBL1630575,-0.08,False
castanospermine,CHEMBL311226,-0.18,False
catharanthine,CHEMBL2163793,0.12,False
cathepsin-inhibitor-1,CHEMBL564131,0.19,False
cebranopadol,CHEMBL2364605,0.06,False
cedrol,CHEMBL1974890,0.06,False
cefaclor,CHEMBL680,0.05,False
cefadroxil,CHEMBL1644,-0.02,False
cefamandole-nafate,CHEMBL1201218,0.06,False
cefathiamidine,CHEMBL4303356,0.16,False
cefcapene-pivoxil,CHEMBL2431072,-0.18,False
cefdinir,CHEMBL927,-0.12,False
cefditoren-pivoxil,CHEMBL454446,0.15,False
cefepime,CHEMBL186,0.06,False
cefetamet-pivoxil,CHEMBL4303443,0.22,False
cefmetazole,CHEMBL1201195,0.15,False
cefminox,CHEMBL1276342,0.05,False
cefodizime,CHEMBL2303613,0.13,False
cefoperazone,CHEMBL507674,0.21,False
ceforanide,CHEMBL1201046,0.13,False
cefotetan,CHEMBL474579,0.1,False
cefotiam,CHEMBL1296,0.21,False
cefotiam-cilexetil,CHEMBL2104038,-0.03,False
cefoxitin,CHEMBL996,0.23,False
cefozopran,CHEMBL1276663,0.02,False
cefpiramide,CHEMBL1201204,0.0,False
cefpodoxime,CHEMBL1672,0.11,False
cefprozil,CHEMBL3301800,0.27,False
ceftaroline-fosamil,CHEMBL501122,0.24,False
ceftibuten,CHEMBL1605,0.16,False
ceftizoxim,CHEMBL528,-0.05,False
ceftriaxone,CHEMBL161,-0.11,False
celecoxib,CHEMBL118,0.19,False
celiprolol,CHEMBL27810,0.12,False
centazolone,CHEMBL1411934,-0.19,False
centpropazine,CHEMBL4303166,0.1,False
cephalexin,CHEMBL1727,0.01,False
cephalosporin-c-zn,CHEMBL4303474,0.0,False
cephalothin,CHEMBL617,-0.01,False
cephapirin,CHEMBL1599,-0.14,False
cepharanthine,CHEMBL449782,0.46,False
cephradine,CHEMBL1604,-0.19,False
cephradine,CHEMBL1604,0.07,False
ceramide,CHEMBL155886,-0.05,False
ceritinib,CHEMBL2403108,0.18,False
cetaben,CHEMBL31907,0.21,False
cetilistat,CHEMBL2103825,-0.01,False
cetirizine,CHEMBL1000,0.15,False
cetirizine,CHEMBL1000,0.02,False
cetrimonium,CHEMBL1183605,-0.2,False
cetrorelix,CHEMBL1200490,0.39,False
cetylpyridinium,CHEMBL305906,0.09,False
cevimeline,CHEMBL168815,0.08,False
cevipabulin,CHEMBL1182714,-0.07,False
chicago-sky-blue-6b,CHEMBL311909,-0.05,False
chidamide,CHEMBL4087968,-0.07,False
chiniofon,CHEMBL2104146,0.05,False
chloralose,CHEMBL2104181,0.16,False
chlorambucil,CHEMBL515,0.14,False
chloramine-T,CHEMBL1697734,0.04,False
chloramphenicol,CHEMBL130,-0.28,False
chloramphenicol-palmitate,CHEMBL1506,0.04,False
chloramphenicol-sodium-succinate,CHEMBL1201281,0.05,False
chlorazanil,CHEMBL1984344,0.13,False
chlorcyclizine,CHEMBL22150,0.13,False
chlorhexidine,CHEMBL790,0.28,False
chlorindanol,CHEMBL1449249,0.11,False
chlorindione,CHEMBL278519,0.01,False
chlorisondamine-diiodide,CHEMBL1398654,0.22,False
chlormadinone-acetate,CHEMBL110691,0.11,False
chlormezanone,CHEMBL1200714,-0.1,False
chlormidazole,CHEMBL152649,-0.1,False
chlorobutanol,CHEMBL1439973,0.12,False
chlorocresol,CHEMBL1230222,0.05,False
chlorogenic-acid,CHEMBL284616,0.04,False
chlorophyllin,CHEMBL2108919,0.15,False
chlorophyllin-copper,CHEMBL2108919,-0.07,False
chloroquine,CHEMBL76,0.55,True
chlorothiazide,CHEMBL3392493,-0.18,False
chlorothymol,CHEMBL1441646,-0.1,False
chlorotrianisene,CHEMBL1200761,0.08,False
chloroxine,CHEMBL1200596,-0.06,False
chloroxoquinoline,CHEMBL1409793,0.16,False
chloroxylenol,CHEMBL398440,0.03,False
chlorphenamine,CHEMBL505,0.1,False
chlorphenamine,CHEMBL505,-0.1,False
chlorphenesin,CHEMBL388751,-0.19,False
chlorphensin-carbamate,CHEMBL607710,-0.01,False
chlorpromazine,CHEMBL71,0.07,False
chlorpropamide,CHEMBL498,0.27,False
chlorprothixene,CHEMBL908,0.43,False
chlorpyrifos,CHEMBL463210,-0.24,False
chlorquinaldol,CHEMBL224325,0.05,False
chlorthalidone,CHEMBL1055,0.13,False
chlorzoxazone,CHEMBL1371,0.17,False
cholecalciferol,CHEMBL1042,-0.01,False
cholesterol,CHEMBL112570,0.18,False
cholic-acid,CHEMBL205596,0.01,False
choline-alfoscerate,CHEMBL6067974,0.05,False
chromanol-(+/-),CHEMBL4303705,0.24,False
"chromanol-293B-(-)-[3R,4S]",CHEMBL434045,0.13,False
chromium-picolinate,CHEMBL3185022,-0.01,False
chromocarb,CHEMBL83628,-0.13,False
chrysin,CHEMBL117,0.18,False
chrysophanic-acid,CHEMBL41092,-0.1,False
chuanxiongzine,CHEMBL303697,-0.15,False
cianidanol,CHEMBL311498,-0.04,False
ciclopirox,CHEMBL1413,0.1,False
cicloprofen,CHEMBL2104122,-0.06,False
cidofovir,CHEMBL152,0.03,False
ciglitazone,CHEMBL7002,0.04,False
cilengitide,CHEMBL429876,-0.38,False
cilnidipine,CHEMBL452076,0.17,False
cilomilast,CHEMBL27220,0.25,False
cilostamide,CHEMBL34431,-0.13,False
cilostazol,CHEMBL799,-0.11,False
cimaterol,CHEMBL1374751,-0.06,False
cimetidine,CHEMBL30,0.15,False
cinacalcet,CHEMBL1201284,0.85,True
cinaciguat,CHEMBL1236936,-0.07,False
cinalukast,CHEMBL283754,0.07,False
cinanserin,CHEMBL18786,0.16,False
cinchocaine,CHEMBL1086,0.43,False
cinchonidine,CHEMBL533841,-0.14,False
cinchonidine,CHEMBL533841,-0.11,False
cinchophen,CHEMBL348000,0.09,False
cinepazide,CHEMBL1874750,-0.01,False
cinflumide,CHEMBL132663,-0.0,False
cinnamaldehyde,CHEMBL293492,-0.03,False
cinnarazine,CHEMBL1370236,0.02,False
cinoxacin,CHEMBL1208,-0.04,False
cinromide,CHEMBL93233,0.14,False
cintriamide,CHEMBL2107098,-0.09,False
ciprofibrate,CHEMBL557555,-0.09,False
ciprofloxacin,CHEMBL8,0.05,False
ciproxifan,CHEMBL14638,0.18,False
cirazoline,CHEMBL13852,0.02,False
cis-ACPD,CHEMBL34453,0.19,False
cis-Urocanic acid,CHEMBL1316726,0.14,False
cis-Urocanic acid,CHEMBL1316726,-0.19,False
cis-aconitic-acid,CHEMBL347285,-0.12,False
"cis-exo-camphanediol-2,3",CHEMBL4303575,0.06,False
"cis-exo-camphanediol-2,3",CHEMBL4303575,0.01,False
cisapride,CHEMBL560739,-0.03,False
cisplatin,CHEMBL197201,0.06,False
citalopram,CHEMBL549,-0.25,False
citalopram,CHEMBL549,-0.17,False
citiolone,CHEMBL2104457,-0.02,False
clarithromycin,CHEMBL1741,-0.08,False
clebopride,CHEMBL325109,-0.01,False
clemastine,CHEMBL1626,0.68,True
clemizole,CHEMBL1407943,0.15,False
clenbuterol,CHEMBL49080,-0.1,False
cleviprex,CHEMBL1237132,0.07,False
clevudine,CHEMBL458875,-0.03,False
clidinium,CHEMBL620,-0.06,False
climbazole,CHEMBL1437764,0.22,False
clinafloxacin,CHEMBL278255,0.19,False
clindamycin-palmitate,CHEMBL1201289,0.08,False
clinofibrate,CHEMBL1897738,0.02,False
clioquinol,CHEMBL497,0.13,False
clobenpropit,CHEMBL14690,0.14,False
clobetasol-propionate,CHEMBL1159650,0.0,False
clobetasone-butyrate,CHEMBL577673,0.34,False
clobutinol,CHEMBL1474889,0.0,False
clocortolone-pivalate,CHEMBL1200975,0.07,False
clodronic-acid,CHEMBL12318,-0.01,False
clofarabine,CHEMBL1750,0.11,False
clofazimine,CHEMBL1083384,0.42,False
clofedanol,CHEMBL1201313,-0.07,False
clofibric-acid,CHEMBL683,-0.01,False
clofilium,CHEMBL9484,0.03,False
clofoctol,CHEMBL1476605,0.12,False
clomifene,CHEMBL167779,0.17,False
clonidine,CHEMBL134,0.06,False
clopamide,CHEMBL1605650,-0.08,False
cloperastine,CHEMBL415087,0.41,False
clopidogrel,CHEMBL1771,0.23,False
clopidol,CHEMBL446918,-0.03,False
cloprostenol-(+/-),CHEMBL2218867,-0.03,False
cloranolol,CHEMBL156791,-0.07,False
clorprenaline,CHEMBL1902627,0.12,False
clorsulon,CHEMBL1474129,0.21,False
closantel,CHEMBL12131,0.26,False
clotrimazole,CHEMBL104,0.25,False
cloxacillin,CHEMBL891,0.0,False
cloxyquin,CHEMBL225164,-0.13,False
cobimetinib,CHEMBL2146883,-0.27,False
coenzyme-A,CHEMBL1213327,0.02,False
coenzyme-I,CHEMBL1234616,0.01,False
colchicine,CHEMBL107,-0.05,False
colforsin,CHEMBL52606,0.45,False
colforsin,CHEMBL52606,0.45,False
colforsin-daproate,CHEMBL4303178,0.5,True
colfosceril-palmitate,CHEMBL1200737,0.15,False
colistimethate,CHEMBL6067483,0.03,False
colistin,CHEMBL6067481,0.13,False
colistin,CHEMBL6067481,0.13,False
combretastatin-A-4,CHEMBL67,0.0,False
compound-401,CHEMBL179242,0.17,False
compound-w,CHEMBL1553155,-0.08,False
conivaptan,CHEMBL1755,0.19,False
copanlisib,CHEMBL3218576,-0.04,False
copper-histidine,CHEMBL104875,0.24,False
cordycepin,CHEMBL305686,-0.1,False
corosolic-acid,CHEMBL391533,-0.3,False
corticosterone,CHEMBL110739,0.1,False
cortisone-acetate,CHEMBL1650,-0.07,False
cortodoxone,CHEMBL253144,0.03,False
costunolide,CHEMBL86416,0.22,False
cot-inhibitor-1,CHEMBL496594,0.16,False
cot-inhibitor-2,CHEMBL527026,0.68,True
cotinine,CHEMBL578211,0.06,False
coumarin,CHEMBL6466,0.11,False
coumophos,CHEMBL251680,-0.07,False
creatine,CHEMBL283800,0.01,False
creatinine,CHEMBL65567,0.06,False
creatinol-phosphate,CHEMBL2104114,0.08,False
crenolanib,CHEMBL2105728,-0.06,False
cridanimod,CHEMBL1569545,0.04,False
crisaborole,CHEMBL484785,0.07,False
crizotinib-(S),CHEMBL1825141,0.6,False
crizotinib-(S),CHEMBL1825141,0.4,True
croconazole,CHEMBL27289,0.06,False
cromoglicic-acid,CHEMBL428880,0.2,False
cryptotanshinone,CHEMBL187460,0.03,False
crystal-violet,CHEMBL459265,-0.08,False
curcumin,CHEMBL140,0.55,True
curcumol,CHEMBL4303567,0.16,False
cutamesine,CHEMBL408867,-0.05,False
cyacetacide,CHEMBL2106008,0.17,False
cyanopindolol,CHEMBL378501,-0.07,False
cyclamic-acid,CHEMBL1206440,0.15,False
cyclandelate,CHEMBL1480987,0.11,False
cyclic-AMP,CHEMBL316966,0.26,False
cyclizine,CHEMBL648,-0.13,False
cyclobenzaprine,CHEMBL669,0.23,False
cycloheximide,CHEMBL123292,0.39,False
cyclopenthiazide,CHEMBL1373254,0.13,False
cyclopentolate,CHEMBL1201338,0.18,False
cyclophosphamide,CHEMBL88,0.07,False
cyclopiazonic-acid,CHEMBL260580,0.36,False
cycloserine-(D),CHEMBL771,0.06,False
cyclosporin-A,CHEMBL160,0.51,True
cyclothiazide,CHEMBL61593,0.01,False
cyclovalone,CHEMBL17205,0.07,False
cyclovirobuxin-D,CHEMBL3348842,0.33,False
cyproheptadine,CHEMBL516,0.02,False
cyromazine,CHEMBL1231107,0.13,False
cysteamine,CHEMBL602,-0.03,False
cyt387,CHEMBL1078178,0.41,False
cytarabine,CHEMBL803,0.07,False
cytisine,CHEMBL497939,0.04,False
cytochlor,CHEMBL4297275,0.16,False
dabigatran,CHEMBL48361,0.27,False
dabigatran-etexilate,CHEMBL539697,0.03,False
dabrafenib,CHEMBL2028663,0.25,False
dacarbazine,CHEMBL476,0.14,False
dacinostat,CHEMBL356066,0.0,False
daclatasvir,CHEMBL2023898,0.07,False
dacomitinib,CHEMBL2110732,-0.05,False
dactinomycin,CHEMBL1554,-0.16,False
daidzein,CHEMBL8145,0.13,False
dalbavancin,CHEMBL3301669,-0.22,False
dalcetrapib,CHEMBL313006,0.15,False
dalfampridine,CHEMBL284348,0.08,False
daltroban,CHEMBL71685,0.14,False
daminozide,CHEMBL2164243,0.08,False
danazol,CHEMBL1479,0.38,False
danegaptide,CHEMBL560592,0.04,False
danirixin,CHEMBL3039531,0.19,False
danofloxacin,CHEMBL157548,0.32,False
danoprevir,CHEMBL258734,-0.02,False
dantrolene,CHEMBL1201288,0.07,False
dantron,CHEMBL53418,-0.05,False
danusertib,CHEMBL402548,0.11,False
daphnetin,CHEMBL244948,0.03,False
dapiprazole,CHEMBL1201216,0.11,False
dapivirine,CHEMBL70663,0.07,False
dapoxetine,CHEMBL2110900,0.47,False
daprodustat,CHEMBL3544988,0.21,False
dapsone,CHEMBL1043,-0.18,False
darapladib,CHEMBL204021,-0.05,False
darglitazone,CHEMBL55624,0.28,False
darifenacin,CHEMBL1346,-0.02,False
darunavir,CHEMBL1323,0.16,False
darusentan,CHEMBL23261,-0.03,False
dasabuvir,CHEMBL3137312,0.12,False
dasatinib,CHEMBL1421,-0.04,False
daucosterol,CHEMBL506678,0.08,False
daunorubicin,CHEMBL178,-0.02,False
dazoxiben,CHEMBL267473,0.2,False
decamethonium,CHEMBL1190,0.09,False
decernotinib,CHEMBL3039513,0.18,False
decitabine,CHEMBL1201129,0.02,False
decoquinate,CHEMBL416230,0.15,False
defactinib,CHEMBL3137331,0.05,False
deferasirox,CHEMBL550348,0.03,False
deferiprone,CHEMBL70927,-0.12,False
degarelix,CHEMBL415606,-0.28,False
dehydroacetic-acid,CHEMBL1724669,0.12,False
dehydrocholate-acid,CHEMBL514446,0.23,False
dehydrocholate-acid,CHEMBL514446,-0.03,False
dehydrocorydaline,CHEMBL1917176,0.03,False
delamanid,CHEMBL218650,-0.1,False
delapril,CHEMBL589583,-0.03,False
delavirdine,CHEMBL593,0.02,False
delphinidin,CHEMBL276780,0.12,False
delta-tocotrienol,CHEMBL121305,0.04,False
deltarasin,CHEMBL3286929,0.15,False
demeclocycline,CHEMBL1591,0.03,False
denatonium-benzoate,CHEMBL1738972,0.14,False
deoxyarbutin,CHEMBL4303145,0.2,False
deoxycholic-acid,CHEMBL406393,0.09,False
deoxycorticosterone-acetate,CHEMBL1200542,-0.04,False
deoxyepinephrine,CHEMBL31088,0.04,False
deptropine,CHEMBL1622878,0.24,False
dequalinium,CHEMBL333826,0.17,False
deracoxib,CHEMBL28636,0.11,False
desipramine,CHEMBL72,0.21,False
deslanoside,CHEMBL1614,-0.12,False
desloratadine,CHEMBL1172,0.35,False
desmethylclozapine,CHEMBL845,0.47,False
desmopressin-acetate,CHEMBL1200556,0.04,False
desonide,CHEMBL1201109,0.01,False
desoximetasone,CHEMBL1766,0.07,False
desoxycorticosterone-pivalate,CHEMBL1200592,0.12,False
desoxycortone,CHEMBL1498,0.01,False
desoxypeganine,CHEMBL355821,0.17,False
desvenlafaxine,CHEMBL1118,0.02,False
detomidine,CHEMBL2110829,-0.19,False
dexfenfluramine,CHEMBL248702,-0.22,False
dexloxiglumide,CHEMBL550781,0.09,False
dexniguldipine,CHEMBL2051956,0.13,False
dexniguldipine,CHEMBL2051956,0.02,False
dexrazoxane,CHEMBL1738,0.07,False
dextromethorphan,CHEMBL52440,-0.04,False
dextrose,CHEMBL1222250,-0.0,False
diacetamate,CHEMBL2106185,0.12,False
diadenosine-tetraphosphate,CHEMBL339385,0.07,False
dianhydrogalactitol,CHEMBL3137322,-0.07,False
diarylpropionitrile,CHEMBL334773,0.14,False
diaveridine,CHEMBL19633,0.19,False
diazepam,CHEMBL12,0.09,False
dibekacin,CHEMBL560976,0.02,False
dibenzothiophene,CHEMBL219828,0.04,False
dichlorisone-acetate,CHEMBL1385514,-0.0,False
dichloroacetate,CHEMBL13960,0.24,False
dichlorophen,CHEMBL33845,0.14,False
diclazuril,CHEMBL284733,0.16,False
diclofenac,CHEMBL139,-0.01,False
diclofenamide,CHEMBL17,0.3,False
diclofensine,CHEMBL287257,0.02,False
dicloralurea,CHEMBL2106294,0.11,False
dicloxacillin,CHEMBL893,0.03,False
dicoumarol,CHEMBL1466,0.04,False
dicyclohexylamine,CHEMBL1451838,-0.19,False
dicycloverine,CHEMBL1123,0.31,False
didanosine,CHEMBL1460,0.19,False
dideoxyadenosine,CHEMBL23094,0.1,False
didox,CHEMBL367788,0.1,False
dienestrol,CHEMBL1018,-0.04,False
diethylcarbamazine,CHEMBL684,0.03,False
diethylstilbestrol,CHEMBL411,-0.1,False
difenpiramide,CHEMBL1489662,0.43,False
diflorasone-diacetate,CHEMBL1200545,0.07,False
difloxacin,CHEMBL6259,-0.08,False
diflunisal,CHEMBL898,-0.15,False
difluprednate,CHEMBL1201749,0.21,False
digitoxigenin,CHEMBL1453,-0.07,False
digoxigenin,CHEMBL1153,-0.0,False
digoxin,CHEMBL1751,-0.26,False
dihydrexidine,CHEMBL4280145,-0.02,False
dihydroergocristine,CHEMBL601773,-0.12,False
dihydroergotamine,CHEMBL1732,-0.01,False
dihydromyricetin,CHEMBL3348861,-0.1,False
dihydrostreptomycin,CHEMBL1950576,-0.01,False
dihydrotachysterol,CHEMBL2356023,0.12,False
dihydroxyphenylglycine,CHEMBL39221,0.07,False
dihydroxyphenylglycine,CHEMBL39221,0.03,False
diiodothyropropionic-acid,CHEMBL2348292,0.21,False
dilazep,CHEMBL126075,-0.0,False
diloxanide,CHEMBL2103768,-0.04,False
dimaprit,CHEMBL12344,0.25,False
dimemorfan,CHEMBL2106325,0.37,False
dimenhydrinate,CHEMBL1200406,-0.07,False
dimercaptosuccinic-acid,CHEMBL1201073,0.1,False
dimesna,CHEMBL2104318,0.14,False
dimethadione,CHEMBL1099,-0.06,False
dimethisoquin,CHEMBL127643,0.41,False
dimetindene,CHEMBL22108,0.12,False
dimetindene,CHEMBL22108,-0.02,False
diminazene-aceturate,CHEMBL35241,0.32,False
dimpylate,CHEMBL388560,-0.04,False
dinaciclib,CHEMBL2103840,-0.15,False
dinitolmide,CHEMBL472565,-0.02,False
dinoprostone,CHEMBL548,0.14,False
dioscin,CHEMBL507001,0.02,False
diosgenin,CHEMBL412437,0.11,False
diosmetin,CHEMBL90568,0.2,False
diosmin,CHEMBL231884,-0.12,False
dioxybenzone,CHEMBL1326877,0.16,False
dipeptamin,CHEMBL3707366,0.0,False
diperodon,CHEMBL338667,-0.09,False
diphemanil,CHEMBL1201340,-0.01,False
diphencyprone,CHEMBL1373467,-0.05,False
diphenhydramine,CHEMBL657,0.2,False
diphenidol,CHEMBL936,-0.11,False
diphenyleneiodonium,CHEMBL365739,0.14,False
diphenylguanidine,CHEMBL77675,0.22,False
diphenylpyraline,CHEMBL1492,0.29,False
dipivefrine,CHEMBL1201262,0.13,False
dipraglurant,CHEMBL2346738,0.04,False
dipyridamole,CHEMBL932,0.26,False
dipyrocetyl,CHEMBL1451173,0.21,False
diroximel-fumarate,CHEMBL3989944,0.07,False
disopyramide,CHEMBL517,0.16,False
disulfiram,CHEMBL964,0.55,True
ditiocarb-sodium-trihydrate,CHEMBL961,0.76,True
ditolylguanidine,CHEMBL282433,-0.29,False
dixanthogen,CHEMBL331743,-0.04,False
dizocilpine-(-),CHEMBL132153,0.25,False
dizocilpine-(-),CHEMBL132153,-0.12,False
dobutamine,CHEMBL926,-0.18,False
doconexent-ethyl-ester,CHEMBL2447914,0.19,False
docosanol,CHEMBL1200453,0.05,False
dodecyl-sulfate,CHEMBL1204779,0.08,False
dodecyl-sulfate,CHEMBL1204779,0.05,False
dofequidar,CHEMBL65067,0.14,False
dofetilide,CHEMBL473,0.06,False
dolastatin-10,CHEMBL39541,0.02,False
dolutegravir,CHEMBL1229211,0.08,False
domiphen,CHEMBL1187011,0.03,False
domperidone,CHEMBL219916,0.0,False
donepezil,CHEMBL502,0.15,False
donitriptan,CHEMBL1742428,-0.0,False
dopamine,CHEMBL59,-0.11,False
doramapimod,CHEMBL103667,0.48,True
doramectin,CHEMBL2361641,0.07,False
doripenem,CHEMBL491571,0.13,False
dorsomorphin,CHEMBL478629,0.32,False
dorzolamide,CHEMBL218490,0.09,False
dosulepin,CHEMBL1492500,0.19,False
dovitinib,CHEMBL4578973,-0.0,False
doxepin,CHEMBL1628227,0.05,False
doxercalciferol,CHEMBL1200810,-0.08,False
doxifluridine,CHEMBL1130,0.32,False
doxofylline,CHEMBL1527608,-0.12,False
doxycycline,CHEMBL1433,0.08,False
doxycycline,CHEMBL1433,0.05,False
doxylamine,CHEMBL1004,0.11,False
drofenine,CHEMBL442444,0.28,False
droloxifene,CHEMBL487,0.73,True
dronedarone,CHEMBL184412,-0.07,False
droperidol,CHEMBL1108,0.06,False
dropropizine,CHEMBL151445,0.11,False
dropropizine,CHEMBL151445,0.03,False
drospirenone,CHEMBL1509,0.18,False
drotaverine,CHEMBL551978,0.16,False
droxidopa,CHEMBL2103827,-0.1,False
droxinostat,CHEMBL1526649,0.2,False
duloxetine,CHEMBL1175,0.75,True
dutasteride,CHEMBL1200969,0.11,False
duvelisib,CHEMBL3039502,0.07,False
dyclonine,CHEMBL1201217,0.35,False
dynasore,CHEMBL1209885,-0.11,False
dynole-34-2,CHEMBL483059,0.66,True
dyphylline,CHEMBL1752,0.03,False
eact,CHEMBL4303488,0.29,False
ebastine,CHEMBL305660,0.61,True
ebrotidine,CHEMBL1742471,0.02,False
ebselen,CHEMBL51085,0.34,False
ecabet,CHEMBL2104585,0.05,False
echinomycin,CHEMBL503868,-0.05,False
econazole,CHEMBL808,-0.22,False
edaglitazone,CHEMBL3990804,0.29,False
edaravone,CHEMBL290916,0.13,False
edoxaban,CHEMBL1269025,0.07,False
edoxudine,CHEMBL318153,0.04,False
efaproxiral,CHEMBL18901,-0.1,False
efaroxan,CHEMBL57895,0.16,False
efatutazone,CHEMBL3545280,0.36,False
efavirenz,CHEMBL223228,0.07,False
efinaconazole,CHEMBL2103877,0.16,False
efloxate,CHEMBL1349073,0.19,False
efonidipine-monoethanolate,CHEMBL2074922,0.11,False
eglumetad,CHEMBL8759,-0.05,False
elacridar,CHEMBL396298,0.04,False
elafibranor,CHEMBL3707395,0.0,False
elbasvir,CHEMBL3039514,-0.17,False
elesclomol,CHEMBL1972860,0.88,True
eletriptan,CHEMBL1510,0.21,False
eliglustat,CHEMBL2110588,0.2,False
elinogrel,CHEMBL2103828,0.24,False
eliprodil,CHEMBL28564,0.22,False
ellagic-acid,CHEMBL6246,0.11,False
eltoprazine,CHEMBL282614,0.04,False
eltrombopag,CHEMBL3186485,0.14,False
eluxadoline,CHEMBL2159122,0.15,False
elvitegravir,CHEMBL204656,0.06,False
embelin,CHEMBL221137,-0.04,False
emedastine,CHEMBL594,0.14,False
emetine,CHEMBL50588,-0.19,False
emodin,CHEMBL289277,0.15,False
emorfazone,CHEMBL2103954,0.18,False
emoxipin,CHEMBL3338326,0.14,False
empagliflozin,CHEMBL2107830,-0.16,False
emtricitabine,CHEMBL885,0.15,False
enalapril,CHEMBL578,0.2,False
enalaprilat,CHEMBL577,-0.04,False
enasidenib,CHEMBL3989908,0.24,False
enciprazine,CHEMBL101284,0.07,False
endo-IWR-1,CHEMBL562310,-0.08,False
enflurane,CHEMBL1257,0.19,False
enisamium-iodide,CHEMBL1740071,0.17,False
enocitabine,CHEMBL2106589,0.13,False
enoxacin,CHEMBL826,0.12,False
enoximone,CHEMBL249856,0.1,False
enoxolone,CHEMBL230006,0.01,False
enprofylline,CHEMBL279898,0.19,False
enrofloxacin,CHEMBL15511,0.06,False
entacapone,CHEMBL953,0.15,False
entrectinib,CHEMBL1983268,0.13,False
enzastaurin,CHEMBL300138,-0.01,False
epalrestat,CHEMBL56337,0.19,False
eperezolid,CHEMBL47955,0.04,False
eperisone,CHEMBL1902981,0.37,False
ephedrine,CHEMBL211456,-0.04,False
epicatechin-gallate-(-),CHEMBL36327,0.11,False
epigallocatechin-gallate-(-),CHEMBL297453,0.16,False
epinastine,CHEMBL1106,0.04,False
epinephrine,CHEMBL679,0.04,False
epirizole,CHEMBL1411693,0.05,False
eplerenone,CHEMBL1095097,0.09,False
epomediol,CHEMBL3707255,0.17,False
epothilone-B,CHEMBL94657,0.0,False
epothilone-D,CHEMBL96172,-0.1,False
eprazinone,CHEMBL1885437,0.35,False
eprobemide,CHEMBL2104298,-0.04,False
eprosartan,CHEMBL813,0.09,False
eptifibatide,CHEMBL1174,-0.13,False
equol,CHEMBL198877,-0.12,False
erastin,CHEMBL401989,-0.05,False
erbstatin-analog,CHEMBL17329,-0.21,False
ercalcitriol,CHEMBL4303615,0.03,False
erdafitinib,CHEMBL3545376,0.15,False
erdosteine,CHEMBL1697744,-0.04,False
ergocalciferol,CHEMBL1536,0.06,False
ergosterol,CHEMBL1232562,0.07,False
erlotinib,CHEMBL553,-0.16,False
ertapenem,CHEMBL1359,0.13,False
erteberel,CHEMBL278703,0.1,False
ertugliflozin,CHEMBL1770248,-0.06,False
erythritol,CHEMBL349605,0.14,False
erythromycin,CHEMBL532,-0.17,False
erythromycin-estolate,CHEMBL2220427,0.07,False
erythromycin-ethylsuccinate,CHEMBL1200688,-0.21,False
erythrosine,CHEMBL1332616,0.09,False
esaprazole,CHEMBL1983100,0.03,False
escin,CHEMBL4594473,-0.08,False
esculin,CHEMBL482581,0.15,False
eseroline-(-),CHEMBL310934,0.14,False
eslicarbazepine-acetate,CHEMBL87992,0.14,False
esmolol,CHEMBL768,-0.01,False
esomeprazole,CHEMBL1201320,-0.18,False
estradiol,CHEMBL135,-0.09,False
estradiol-benzoate,CHEMBL282575,-0.19,False
estradiol-cypionate,CHEMBL1200973,-0.0,False
estramustine-phosphate,CHEMBL1756,0.07,False
estriol,CHEMBL193482,-0.01,False
estrone,CHEMBL1405,-0.15,False
estropipate,CHEMBL1200980,0.23,False
etacrynic-acid,CHEMBL456,-0.02,False
etafenone,CHEMBL1736151,0.15,False
etamsylate,CHEMBL1514715,0.09,False
etanidazole,CHEMBL47405,0.07,False
etazolate,CHEMBL356388,0.25,False
etebenecid,CHEMBL1705586,0.12,False
eterobarb,CHEMBL327407,-0.1,False
ethacizin,CHEMBL1997663,0.01,False
ethacridine-lactate-monohydrate,CHEMBL2355915,0.09,False
ethambutol,CHEMBL44884,-0.12,False
ethaverine,CHEMBL1555736,0.2,False
ethenzamide,CHEMBL1483877,-0.01,False
ethimizol,CHEMBL4303294,0.11,False
ethionamide,CHEMBL1441,0.16,False
ethisterone,CHEMBL241694,-0.07,False
ethosuximide,CHEMBL696,0.05,False
ethotoin,CHEMBL1095,0.22,False
ethoxzolamide,CHEMBL18,0.2,False
ethyl-2-(carbamoyloxy)benzoate,CHEMBL4303377,-0.1,False
ethyl-paraben,CHEMBL15841,-0.04,False
ethyl-vanillin,CHEMBL508676,0.19,False
ethylenediaminetetraacetic-acid,CHEMBL858,0.06,False
ethylnorepinephrine,CHEMBL31159,-0.11,False
ethynodiol-diacetate,CHEMBL1200624,-0.04,False
eticlopride,CHEMBL8946,0.43,False
etidronic-acid,CHEMBL871,0.12,False
etifenin,CHEMBL1323453,0.11,False
etifoxine,CHEMBL2106227,0.16,False
etilefrine,CHEMBL86882,0.13,False
etilevodopa,CHEMBL1823681,-0.15,False
etizolam,CHEMBL1289779,-0.03,False
etodolac,CHEMBL622,-0.01,False
etofenamate,CHEMBL1451633,-0.06,False
