chembl_id,drug_name_canonical,smiles_canonical,protein_genes,protein_pairs,pathways,pathway_pairs,pathway_genes,moa_terms,moa_pairs,evidence_sources_count,aml_known_drug_flag,preferred_name_chembl,trade_names_chembl,url,known_targets_chembl,known_mechanisms_chembl,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity,CYP3A4_p0,CYP3A4_p1,CYP3A4,CYP2C19_p0,CYP2C19_p1,CYP2C19,CYP2D6_p0,CYP2D6_p1,CYP2D6,CYP1A2_p0,CYP1A2_p1,CYP1A2,CYP2C9_p0,CYP2C9_p1,CYP2C9,PGP_p0,PGP_p1,PGP,hERG_p0,hERG_p1,hERG,AMES_p0,AMES_p1,AMES,PAMPA_p0,PAMPA_p1,PAMPA,BBB_p0,BBB_p1,BBB,mech_subscore,exp_subscore,clin_subscore,admet_subscore,tract_subscore,overall_score
CHEMBL4582651,PRALSETINIB,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,1,1,5,10,1,1,1,3,False,,,,,,-3.59,-4.02,-3.16,-4.02,-3.16,4.200140000000003,0.522,0.107,0.0,0.694,0.0445,0.0,0.375,0.199,0.0,0.45,0.0711,0.0,0.361,0.182,0.0,0.177,0.174,0.5,0.862,0.0234,0,0.52,0.0517,0,0.0888,0.756,1.0,0.195,0.244,1.0,0.42195436205016984,0.6,0.0,0.6812727449608061,0.7161254199328109,0.43491072651780605
CHEMBL4559134,SELPERCATINIB,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,1,1,5,10,1,1,1,3,False,,,,,,-3.53,-3.97,-3.08,-3.97,-3.08,3.2843800000000023,0.135,0.366,1.0,0.541,0.0777,0.0,0.43,0.177,0.0,0.0135,0.796,1.0,0.23,0.289,0.5,0.619,0.0523,0,0.917,0.0175,0,0.304,0.123,0,0.0927,0.72,1.0,0.238,0.151,0.0,0.42195436205016984,0.6,0.0,0.6771835568309069,0.7181410974244122,0.4346025915793962
CHEMBL2103851,AMUVATINIB,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,3,3,53,120,3,0,0,2,False,,,,,,-5.99,-6.65,-5.34,-6.65,-5.34,3.301400000000002,0.00568,0.879,1.0,0.0106,0.905,1.0,0.0792,0.5,1.0,0.00238,0.921,1.0,0.0524,0.639,1.0,0.167,0.194,1,0.0171,0.661,1,0.437,0.0678,0,0.195,0.556,1.0,0.21,0.172,0.0,0.5477569110953078,0.39999999999999997,0.0,0.48728652015677476,0.635498320268757,0.43438202357676925
CHEMBL1944698,ZOTIRACICLIB,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,2,2,64,130,2,0,0,2,False,,,,,,-3.14,-3.97,-2.31,-3.97,-2.31,4.657700000000004,0.425,0.163,0.0,0.0354,0.771,1.0,0.18,0.344,1.0,0.253,0.174,0.5,0.171,0.371,1.0,0.267,0.15,0,0.433,0.14,0,0.14,0.285,1,0.143,0.649,1.0,0.293,0.109,0.0,0.5159793905677862,0.39999999999999997,0.0,0.5364938339865619,0.7312430011198208,0.4282012287385404
CHEMBL1980391,RG-1530,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,4,4,38,86,4,0,0,2,False,,,,,,-4.69,-5.36,-4.01,-5.36,-4.01,4.745320000000002,0.111,0.453,1.0,0.0937,0.527,1.0,0.116,0.415,1.0,0.109,0.334,1.0,0.0309,0.792,1.0,0.191,0.167,0,0.268,0.204,0,0.441,0.076,0,0.37,0.235,0.0,0.0981,0.61,1.0,0.5576060532594281,0.39999999999999997,0.0,0.3350174440089584,0.6791713325867861,0.4262633376599492
CHEMBL3984441,NINGETINIB,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C,3,3,34,70,3,0,0,2,False,,,,,,-5.91,-6.44,-5.38,-6.44,-5.38,5.366020000000005,0.739,0.0432,0.0,0.311,0.172,0.0,0.796,0.0505,0.0,0.685,0.0251,0.0,0.316,0.187,0.0,0.23,0.165,0,0.288,0.194,0,0.323,0.103,0,0.209,0.509,1.0,0.0442,0.892,1.0,0.5124203538791838,0.39999999999999997,0.0,0.5785655193169089,0.6381858902575588,0.42597602338416074
CHEMBL2103868,CABOZANTINIB S-MALATE,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,1,1,7,14,1,1,1,3,False,,,,,,-3.77,-4.17,-3.37,-4.17,-3.37,4.447400000000002,0.899,0.0152,0.0,0.828,0.0177,0.0,0.87,0.0284,0.0,0.787,0.0134,0.0,0.766,0.0393,0.0,0.157,0.212,1,0.801,0.0352,0,0.0797,0.422,1,0.47,0.12,0.0,0.0311,0.909,1.0,0.4453972827558639,0.6,0.0,0.46541655935050386,0.7100783874580068,0.42474421668588264
CHEMBL538867,PATIDEGIB,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,1,1,6,10,1,1,1,3,False,,,,,,-5.83,-6.49,-5.18,-6.49,-5.18,5.028800000000005,0.303,0.201,0.0,0.502,0.0832,0.0,0.23,0.31,0.5,0.544,0.0561,0.0,0.931,0.00544,0.0,0.275,0.156,0,0.825,0.0311,0,0.694,0.0407,0,0.282,0.363,0.5,0.197,0.246,1.0,0.4345159448179836,0.6,0.0,0.5105845184770433,0.6408734602463606,0.4203600972690142
CHEMBL1908397,KW-2449,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,2,2,40,80,2,0,0,2,False,,,,,,-3.04,-3.64,-2.44,-3.64,-2.44,2.7787000000000006,0.638,0.0608,0.0,0.395,0.129,0.0,0.598,0.0862,0.0,0.235,0.173,0.5,0.147,0.427,1.0,0.59,0.102,0,0.659,0.0649,0,0.587,0.0666,0,0.577,0.078,0.0,0.148,0.352,1.0,0.47842802639578585,0.39999999999999997,0.0,0.5996410204367302,0.7346024636058232,0.41590823842185715
CHEMBL240163,PAZUFLOXACIN,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1,1,2,4,1,1,1,3,False,,,,,,-2.61,-3.74,-1.48,-3.74,-1.48,1.7400000000000002,0.82,0.0243,0.0,0.872,0.0117,0.0,0.66,0.0789,0.0,0.916,0.00422,0.0,0.399,0.143,0.0,0.741,0.0467,0,0.953,0.0104,0,0.574,0.0556,0,0.877,0.0105,0.0,0.303,0.0885,0.0,0.36547050035953305,0.6,0.0,0.6873614221724524,0.7490481522956327,0.4089238000117934
CHEMBL1980297,ILORASERTIB,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,4,4,22,58,4,0,0,2,False,,,,,,-4.64,-5.23,-4.05,-5.23,-4.05,5.184400000000003,0.637,0.0554,0.0,0.128,0.39,1.0,0.271,0.286,0.5,0.215,0.198,0.5,0.0135,0.896,1.0,0.381,0.136,0,0.936,0.0115,0,0.782,0.0261,0,0.628,0.0693,0.0,0.0936,0.663,1.0,0.5145743732247788,0.39999999999999997,0.0,0.3710547872340424,0.6808510638297873,0.40843521852728304
CHEMBL1743062,RAMUCIRUMAB,,1,1,7,14,1,1,1,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4453972827558639,0.6,0.0,0.5,0.3,0.40769864137793194
CHEMBL3137308,PEFICITINIB,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,1,1,38,76,1,0,0,2,False,,,,,,-2.89,-3.43,-2.34,-3.43,-2.34,2.0133,0.792,0.0274,0.0,0.785,0.0283,0.0,0.416,0.184,0.0,0.279,0.151,0.0,0.612,0.0731,0.0,0.586,0.0512,0,0.604,0.0861,0,0.339,0.0994,0,0.172,0.573,1.0,0.17,0.268,1.0,0.40827084590625856,0.39999999999999997,0.0,0.8472930501119821,0.7396416573348263,0.40584681083106877
CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,1,1,38,76,1,0,0,2,False,,,,,,-1.2,-1.92,-0.49,-1.92,-0.49,1.5447799999999996,0.607,0.0583,0.0,0.436,0.111,0.0,0.396,0.19,0.0,0.0423,0.508,1.0,0.867,0.0135,0.0,0.256,0.149,0,0.214,0.216,{∅},0.543,0.0586,0,0.22,0.453,1.0,0.177,0.229,1.0,0.40827084590625856,0.39999999999999997,0.0,0.8170774654055352,0.7964165733482644,0.405663998161096
CHEMBL443684,NAVITOCLAX,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,1,1,8,16,1,1,1,3,False,,,,,,-9.67,-10.3,-9.05,-10.3,-9.05,8.833200000000007,0.499,0.0979,0.0,0.862,0.0142,0.0,0.857,0.0155,0.0,0.8,0.012,0.0,0.836,0.0235,0.0,0.874,0.0118,0,0.846,0.0242,0,0.887,0.00996,0,0.964,0.000912,0.0,0.104,0.479,1.0,0.4549953030351127,0.6,0.0,0.3152575587905935,0.5118701007838746,0.40461691243580944
CHEMBL1200645,ETOPOSIDE PHOSPHATE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,1,1,2,4,1,1,1,3,False,,,,,,-3.26,-4.38,-2.13,-4.38,-2.13,1.1044999999999991,0.498,0.11,0.0,0.33,0.169,0.0,0.0876,0.51,1.0,0.845,0.00853,0.0,0.411,0.139,0.0,0.925,0.028,0,0.109,0.335,1,0.868,0.0159,0,0.284,0.357,0.5,0.512,0.0321,0.0,0.36547050035953305,0.6,0.0,0.6474047102463605,0.7272116461366182,0.4038363035112335
CHEMBL452231,TENIPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1,1,2,4,1,1,1,3,False,,,,,,-4.79,-5.35,-4.23,-5.35,-4.23,2.752900000000001,0.268,0.235,0.5,0.236,0.244,0.5,0.0949,0.481,1.0,0.767,0.0186,0.0,0.647,0.0684,0.0,0.875,0.0319,0,0.453,0.13,0,0.0756,0.458,1,0.112,0.755,1.0,0.0946,0.623,1.0,0.36547050035953305,0.6,0.0,0.6700840075587906,0.6758118701007839,0.4035342444406848
CHEMBL1096885,VALRUBICIN,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,1,1,2,4,1,1,1,3,False,,,,,,-5.51,-6.38,-4.64,-6.38,-4.64,2.4622,0.401,0.157,0.0,0.158,0.332,1.0,0.574,0.106,0.0,0.467,0.0618,0.0,0.0851,0.558,1.0,0.763,0.054,0,0.926,0.0121,0,0.0783,0.453,1,0.239,0.478,1.0,0.465,0.0272,0.0,0.36547050035953305,0.6,0.0,0.6741430151175812,0.6516237402015678,0.4027307387016031
CHEMBL1614710,OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,3,3,29,60,3,0,0,2,False,,,,,,-4.78,-5.48,-4.08,-5.48,-4.08,6.059300000000004,0.333,0.175,0.0,0.0955,0.497,1.0,0.262,0.263,0.5,0.0413,0.569,1.0,0.0976,0.51,1.0,0.105,0.252,1,0.858,0.0244,0,0.053,0.716,1,0.243,0.362,1.0,0.0469,0.881,1.0,0.49985877111137,0.39999999999999997,0.0,0.3892112262038073,0.6761478163493841,0.40265789899353494
CHEMBL3545401,X-82,,4,4,22,58,4,0,0,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5145743732247788,0.39999999999999997,0.0,0.5,0.3,0.40228718661238944
CHEMBL481958,AMRUBICIN HYDROCHLORIDE,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O.Cl,1,1,2,4,1,1,1,3,False,,,,,,-2.62,-3.43,-1.81,-3.43,-1.81,1.0535999999999994,0.476,0.112,0.0,0.544,0.085,0.0,0.816,0.0431,0.0,0.594,0.0379,0.0,0.935,0.00526,0.0,0.722,0.0511,0,0.663,0.0638,0,0.0852,0.416,1,0.764,0.0372,0.0,0.676,0.0179,0.0,0.36547050035953305,0.6,0.0,0.6130154535274356,0.7487122060470325,0.40147240583486177
CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1,1,38,76,1,0,0,2,False,,,,,,-1.71,-2.23,-1.19,-2.23,-1.19,1.09568,0.52,0.107,0.0,0.709,0.0416,0.0,0.717,0.0714,0.0,0.0377,0.632,1.0,0.822,0.0244,0.0,0.574,0.0927,0,0.763,0.0417,0,0.416,0.0714,0,0.237,0.51,1.0,0.251,0.157,0.0,0.40827084590625856,0.39999999999999997,0.0,0.7834786002239641,0.7792833146696528,0.40144744870900834
CHEMBL1795071,RUXOLITINIB PHOSPHATE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,1,1,38,76,1,0,0,2,False,,,,,,-2.99,-3.78,-2.2,-3.78,-2.2,2.537780000000001,0.578,0.0687,0.0,0.733,0.0346,0.0,0.301,0.256,0.5,0.0447,0.566,1.0,0.855,0.0158,0.0,0.562,0.106,0,0.847,0.0269,0,0.681,0.0355,0,0.235,0.483,1.0,0.17,0.263,1.0,0.40827084590625856,0.39999999999999997,0.0,0.7656783636618141,0.7362821948488243,0.3975173690617519
CHEMBL3707320,ALECTINIB HYDROCHLORIDE,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl,1,1,5,10,1,1,1,3,False,,,,,,-7.7,-8.59,-6.81,-8.59,-6.81,5.195080000000006,0.829,0.0226,0.0,0.428,0.116,0.0,0.602,0.1,0.0,0.442,0.07,0.0,0.621,0.0655,0.0,0.75,0.0332,0,0.0196,0.648,1,0.421,0.09,0,0.418,0.201,0.0,0.00669,0.978,1.0,0.42195436205016984,0.6,0.0,0.37292088185890215,0.5780515117581188,0.397171844798881
CHEMBL4650521,BATOPROTAFIB,C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,1,1,49,49,1,0,0,2,False,,,,,,-4.42,-4.87,-3.98,-4.87,-3.98,2.1732000000000005,0.445,0.128,0.0,0.458,0.104,0.0,0.165,0.379,1.0,0.0757,0.41,1.0,0.752,0.0369,0.0,0.784,0.037,0,0.0961,0.343,1,0.165,0.228,1,0.228,0.478,1.0,0.24,0.125,0.0,0.42851771042173836,0.39999999999999997,0.0,0.6823160974244121,0.6882418812989922,0.39690255901826
CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,1,1,68,68,1,0,0,2,False,,,,,,-3.38,-3.92,-2.84,-3.92,-2.84,4.481420000000004,0.417,0.154,0.0,0.563,0.0653,0.0,0.462,0.178,0.0,0.758,0.016,0.0,0.355,0.148,0.0,0.602,0.0467,0,0.921,0.0163,0,0.697,0.0461,0,0.55,0.103,0.0,0.0626,0.81,1.0,0.4547639685471889,0.39999999999999997,0.0,0.5334330865061587,0.7231802911534155,0.39688430748188114
CHEMBL1186894,AMRUBICIN,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,1,1,2,4,1,1,1,3,False,,,,,,-3.27,-4.02,-2.51,-4.02,-2.51,0.6317999999999996,0.425,0.135,0.0,0.548,0.0773,0.0,0.782,0.0471,0.0,0.575,0.0418,0.0,0.916,0.0063,0.0,0.718,0.048,0,0.686,0.0605,0,0.0846,0.416,1,0.716,0.0432,0.0,0.95,0.00439,0.0,0.36547050035953305,0.6,0.0,0.5739149916013437,0.7268756998880179,0.3964705343343018
CHEMBL5316167,ARQ-736 FREE ACID,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1,2,2,21,66,2,0,0,2,False,,,,,,-3.2,-3.68,-2.72,-3.68,-2.72,2.4956000000000005,0.226,0.276,0.5,0.153,0.336,1.0,0.198,0.319,1.0,0.302,0.125,0.0,0.801,0.0246,0.0,0.71,0.0559,0,0.631,0.079,0,0.264,0.132,0,0.279,0.348,0.5,0.307,0.0965,0.0,0.42769871873250576,0.39999999999999997,0.0,0.6579492721164613,0.7292273236282195,0.39610565275931003
CHEMBL2107818,ALDOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1,1,2,4,1,1,1,3,False,,,,,,-5.03,-5.57,-4.49,-5.57,-4.49,0.3898000000000018,0.723,0.0386,0.0,0.72,0.0467,0.0,0.597,0.101,0.0,0.754,0.0253,0.0,0.571,0.0857,0.0,0.953,0.00579,0,0.994,0.00164,0,0.0223,0.799,1,0.252,0.42,0.5,0.931,0.00247,0.0,0.36547050035953305,0.6,0.0,0.5992995100783876,0.6677491601343786,0.39605265919432425
CHEMBL1171837,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,2,2,22,35,2,0,0,2,False,,,,,,-3.02,-3.43,-2.62,-3.43,-2.62,4.456020000000003,0.949,0.00578,0.0,0.821,0.0212,0.0,0.123,0.44,1.0,0.943,0.004,0.0,0.509,0.092,0.0,0.0832,0.252,1,0.816,0.0358,0,0.793,0.0267,0,0.0963,0.824,1.0,0.15,0.418,1.0,0.43132104784149483,0.39999999999999997,0.0,0.6295754577267635,0.7352743561030235,0.395381787498575
CHEMBL5314406,4SC-203,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1,3,3,35,74,3,0,0,2,False,,,,,,-5.99,-6.75,-5.23,-6.75,-5.23,5.969020000000005,0.129,0.382,1.0,0.0354,0.763,1.0,0.0364,0.639,1.0,0.281,0.141,0.0,0.241,0.26,0.5,0.0311,0.319,1,0.702,0.0513,0,0.434,0.081,0,0.405,0.22,0.0,0.011,0.947,1.0,0.5147159701103649,0.39999999999999997,0.0,0.2486852701567746,0.635498320268757,0.3940014280842977
CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,1,1,38,76,1,0,0,2,False,,,,,,-3.25,-3.81,-2.69,-3.81,-2.69,1.2987799999999996,0.327,0.19,0.0,0.682,0.0446,0.0,0.556,0.12,0.0,0.0191,0.7,1.0,0.856,0.0163,0.0,0.202,0.157,0,0.201,0.247,1,0.367,0.0854,0,0.221,0.427,1.0,0.248,0.136,0.0,0.40827084590625856,0.39999999999999997,0.0,0.7347431788913774,0.7275475923852184,0.39398712046152795
CHEMBL4594350,ADAGRASIB,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,1,1,68,68,1,0,0,2,False,,,,,,-5.73,-6.2,-5.27,-6.2,-5.27,4.732980000000004,0.366,0.175,0.0,0.181,0.283,1.0,0.412,0.19,0.0,0.00752,0.832,1.0,0.0544,0.68,1.0,0.533,0.0768,0,0.372,0.148,0,0.269,0.115,0,0.243,0.329,1.0,0.128,0.381,1.0,0.4547639685471889,0.39999999999999997,0.0,0.5279079549272114,0.6442329227323629,0.39238442590293376
CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1,1,38,76,1,0,0,2,False,,,,,,-3.09,-3.72,-2.46,-3.72,-2.46,3.466380000000001,0.374,0.163,0.0,0.597,0.0621,0.0,0.275,0.297,0.5,0.0258,0.673,1.0,0.801,0.0306,0.0,0.418,0.14,0,0.839,0.0308,0,0.422,0.073,0,0.157,0.707,1.0,0.203,0.225,0.5,0.40827084590625856,0.39999999999999997,0.0,0.7056811772116461,0.732922732362822,0.39134967729243497
CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,1,1,38,76,1,0,0,2,False,,,,,,-3.48,-4.01,-2.94,-4.01,-2.94,3.725900000000001,0.276,0.228,0.5,0.59,0.0732,0.0,0.623,0.11,0.0,0.312,0.121,0.0,0.801,0.0267,0.0,0.165,0.163,{∅},0.547,0.0937,0,0.269,0.133,0,0.247,0.394,1.0,0.171,0.24,1.0,0.40827084590625856,0.39999999999999997,0.0,0.7108362571988481,0.7198208286674133,0.39121009010638474
CHEMBL53463,DOXORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1,1,2,4,1,0,0,2,True,DOXORUBICIN,Adriblastina,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL53463,,,-2.97,-3.98,-1.95,-3.98,-1.95,0.0012999999999993,0.432,0.126,0.0,0.596,0.0648,0.0,0.416,0.174,0.0,0.53,0.0518,0.0,0.703,0.0577,0.0,0.919,0.00422,0,0.598,0.0756,0,0.0277,0.732,1,0.602,0.073,0.0,0.954,0.00181,0.0,0.1992557206722379,0.39999999999999997,0.8,0.5403878009518477,0.7369540873460246,0.3905143447986049
CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,1,1,38,76,1,0,0,2,False,,,,,,-4.73,-5.67,-3.79,-5.67,-3.79,2.977180000000001,0.889,0.0132,0.0,0.91,0.0116,0.0,0.919,0.0194,0.0,0.0784,0.432,1.0,0.538,0.0985,0.0,0.794,0.0362,0,0.718,0.0522,0,0.273,0.143,0,0.157,0.672,1.0,0.19,0.222,1.0,0.40827084590625856,0.39999999999999997,0.0,0.7197423194288913,0.6778275475923852,0.3900010322756377
CHEMBL3186011,EPRENETAPOPT,COCC1(CO)C(=O)C2CCN1CC2,1,1,46,90,1,0,0,2,False,,,,,,-0.238,-1.01,0.531,-1.01,0.531,-0.3413999999999997,0.797,0.0247,0.0,0.476,0.0945,0.0,0.212,0.332,0.5,0.646,0.0281,0.0,0.405,0.122,0.0,0.261,0.154,0,0.195,0.246,1,0.466,0.0737,0,0.496,0.155,0.0,0.295,0.098,0.0,0.4234755464431712,0.39999999999999997,0.0,0.5568826847704368,0.8287346024636059,0.38886277182180956
CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,1,1,38,76,1,0,0,2,False,,,,,,-3.45,-4.03,-2.86,-4.03,-2.86,2.9079000000000006,0.173,0.334,1.0,0.405,0.122,0.0,0.171,0.36,1.0,0.426,0.079,0.0,0.589,0.0692,0.0,0.477,0.112,0,0.193,0.247,1,0.869,0.0142,0,0.222,0.471,1.0,0.188,0.241,1.0,0.40827084590625856,0.39999999999999997,0.0,0.6866563059910414,0.7208286674132139,0.3888424869228941
CHEMBL3301607,FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1,1,38,76,1,0,0,2,False,,,,,,-3.43,-4.25,-2.6,-4.25,-2.6,1.9752,0.805,0.0257,0.0,0.837,0.0183,0.0,0.882,0.0274,0.0,0.554,0.0407,0.0,0.608,0.0571,0.0,0.754,0.0388,0,0.684,0.0659,0,0.891,0.00814,0,0.39,0.207,0.0,0.151,0.272,1.0,0.40827084590625856,0.39999999999999997,0.0,0.685991993281075,0.7215005599104143,0.38880965027675746
CHEMBL1200475,DAUNORUBICIN CITRATE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,1,2,4,1,1,1,3,False,,,,,,-3.08,-4.11,-2.04,-4.11,-2.04,-0.2195999999999983,0.955,0.00489,0.0,0.922,0.00965,0.0,0.442,0.163,0.0,0.631,0.0332,0.0,0.813,0.02,0.0,0.989,0.0095,0,0.0203,0.63,1,0.0749,0.397,1,0.94,0.0036,0.0,0.936,0.00408,0.0,0.36547050035953305,0.6,0.0,0.493175895856663,0.7332586786114221,0.38871577369600396
CHEMBL4594275,GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,1,1,38,76,1,0,0,2,False,,,,,,-3.69,-4.39,-2.98,-4.39,-2.98,2.54788,0.712,0.0428,0.0,0.214,0.258,0.5,0.717,0.0621,0.0,0.0611,0.439,1.0,0.0117,0.917,1.0,0.873,0.0101,0,0.108,0.334,1,0.506,0.0638,0,0.161,0.647,1.0,0.14,0.389,1.0,0.40827084590625856,0.39999999999999997,0.0,0.6888293085106383,0.7127659574468086,0.3886566516765335
CHEMBL1201568,PEGFILGRASTIM,,1,1,4,8,1,1,1,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407097163051175,0.6,0.0,0.5,0.3,0.3885485815255875
CHEMBL4594230,LIPEGFILGRASTIM,,1,1,4,8,1,1,1,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407097163051175,0.6,0.0,0.5,0.3,0.3885485815255875
CHEMBL4297950,EFBEMALENOGRASTIM ALFA,,1,1,4,8,1,1,1,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407097163051175,0.6,0.0,0.5,0.3,0.3885485815255875
CHEMBL2107881,REGRAMOSTIM,,1,1,4,8,1,1,1,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407097163051175,0.6,0.0,0.5,0.3,0.3885485815255875
CHEMBL3833384,EFLAPEGRASTIM,,1,1,4,8,1,1,1,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407097163051175,0.6,0.0,0.5,0.3,0.3885485815255875
