chembl_id,drug_name_canonical,smiles_canonical,protein_genes,protein_pairs,pathways,pathway_pairs,pathway_genes,moa_terms,moa_pairs,evidence_sources_count,aml_known_drug_flag,preferred_name_chembl,trade_names_chembl,url,known_targets_chembl,known_mechanisms_chembl,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity,CYP3A4_p0,CYP3A4_p1,CYP3A4,CYP2C19_p0,CYP2C19_p1,CYP2C19,CYP2D6_p0,CYP2D6_p1,CYP2D6,CYP1A2_p0,CYP1A2_p1,CYP1A2,CYP2C9_p0,CYP2C9_p1,CYP2C9,PGP_p0,PGP_p1,PGP,hERG_p0,hERG_p1,hERG,AMES_p0,AMES_p1,AMES,PAMPA_p0,PAMPA_p1,PAMPA,BBB_p0,BBB_p1,BBB,mech_subscore,exp_subscore,clin_subscore,admet_subscore,tract_subscore,overall_score
CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0,0,0,0,0,1,1,1,False,,,,,,-2.88,-3.81,-1.95,-3.81,-1.95,0.0877999999999999,0.358,0.18,0.0,0.621,0.0561,0.0,0.488,0.142,0.0,0.572,0.0409,0.0,0.349,0.162,0.0,0.481,0.106,0,0.356,0.164,0,0.6,0.037,0,0.801,0.0152,0.0,0.104,0.434,1.0,0.0,0.19999999999999998,0.0,0.5788077687569988,0.7399776035834267,0.1348796570548712
CHEMBL1200909,PREDNISOLONE TEBUTATE,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,1,False,,,,,,-5.2,-5.82,-4.57,-5.82,-4.57,3.5447000000000024,0.422,0.132,0.0,0.331,0.164,0.0,0.599,0.099,0.0,0.457,0.0675,0.0,0.561,0.0817,0.0,0.674,0.0473,0,0.227,0.222,0.5,0.791,0.0287,0,0.354,0.257,0.5,0.013,0.956,1.0,0.0,0.19999999999999998,0.0,0.6156867931131017,0.6620380739081747,0.1346705830067189
CHEMBL1488,URACIL MUSTARD,Oc1ncc(N(CCCl)CCCl)c(O)n1,0,0,0,0,0,1,1,1,False,,,,,,-2.66,-3.33,-1.99,-3.33,-1.99,1.1718,0.234,0.27,0.5,0.451,0.112,0.0,0.375,0.189,0.0,0.174,0.237,0.5,0.3,0.233,0.5,0.688,0.0501,0,0.457,0.126,0,0.0716,0.456,1,0.652,0.0618,0.0,0.32,0.0944,0.0,0.0,0.19999999999999998,0.0,0.5727440789473685,0.7473684210526317,0.13464282894736843
CHEMBL1200376,BETAMETHASONE BENZOATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,0,0,0,0,0,1,1,1,False,,,,,,-5.19,-5.84,-4.53,-5.84,-4.53,3.760400000000003,0.206,0.294,1.0,0.234,0.233,0.5,0.0938,0.496,1.0,0.33,0.12,0.0,0.33,0.186,0.0,0.714,0.0421,0,0.629,0.0684,0,0.792,0.0262,0,0.239,0.452,1.0,0.12,0.455,1.0,0.0,0.19999999999999998,0.0,0.6149015117581186,0.6623740201567749,0.13460885218365062
CHEMBL1201064,FLUOROMETHOLONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,1,False,,,,,,-5.35,-5.9,-4.79,-5.9,-4.79,3.494100000000002,0.541,0.0898,0.0,0.706,0.0403,0.0,0.412,0.172,0.0,0.581,0.0381,0.0,0.333,0.203,0.5,0.565,0.0901,0,0.275,0.196,0,0.779,0.0264,0,0.303,0.32,0.5,0.0322,0.966,1.0,0.0,0.19999999999999998,0.0,0.6159097634378498,0.6569988801791713,0.13444092035274355
CHEMBL428647,PACLITAXEL,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0,0,0,0,0,1,1,1,False,,,,,,-6.18,-6.86,-5.49,-6.86,-5.49,3.735700000000004,0.427,0.126,0.0,0.458,0.104,0.0,0.363,0.206,0.5,0.437,0.0741,0.0,0.42,0.138,0.0,0.0992,0.229,1,0.826,0.0333,0,0.628,0.0561,0,0.185,0.576,1.0,0.708,0.0132,0.0,0.0,0.19999999999999998,0.0,0.6282943659014555,0.6291153415453528,0.13428520366741317
CHEMBL1766,DESOXIMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0,0,0,0,0,1,1,1,False,,,,,,-3.73,-4.56,-2.9,-4.56,-2.9,2.780800000000001,0.345,0.168,0.0,0.429,0.116,0.0,0.41,0.169,0.0,0.636,0.0284,0.0,0.225,0.306,0.5,0.49,0.0997,0,0.136,0.299,1,0.528,0.0582,0,0.42,0.181,0.0,0.108,0.426,1.0,0.0,0.19999999999999998,0.0,0.585987933930571,0.7114221724524077,0.1341699020156775
CHEMBL1200538,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,1,False,,,,,,-4.71,-5.6,-3.82,-5.6,-3.82,2.466500000000001,0.5,0.107,0.0,0.728,0.0343,0.0,0.583,0.119,0.0,0.67,0.0268,0.0,0.607,0.0678,0.0,0.0327,0.481,1,0.397,0.14,0,0.592,0.051,0,0.438,0.204,0.0,0.0902,0.441,1.0,0.0,0.19999999999999998,0.0,0.6020517567189249,0.6784994400895856,0.13413014767637177
CHEMBL1530428,DEXAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,1,False,,,,,,-4.71,-5.6,-3.82,-5.6,-3.82,2.466500000000001,0.499,0.106,0.0,0.727,0.0333,0.0,0.582,0.116,0.0,0.669,0.0257,0.0,0.606,0.0662,0.0,0.0219,0.472,1,0.397,0.14,0,0.59,0.0494,0,0.417,0.2,0.0,0.0774,0.437,1.0,0.0,0.19999999999999998,0.0,0.6020517567189249,0.6784994400895856,0.13413014767637177
CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,0,0,0,0,0,1,1,1,False,,,,,,-2.15,-3.74,-0.558,-3.74,-0.558,-0.1708000000000003,0.0884,0.52,1.0,0.738,0.0398,0.0,0.118,0.436,1.0,0.569,0.0472,0.0,0.091,0.521,1.0,0.817,0.03,0,0.804,0.0396,0,0.223,0.172,0,0.316,0.271,0.5,0.0152,0.973,1.0,0.0,0.19999999999999998,0.0,0.558200979843225,0.764501679731243,0.13404518197088466
CHEMBL550348,DEFERASIROX,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,0,0,0,0,0,1,1,1,False,,,,,,-3.46,-4.33,-2.59,-4.33,-2.59,3.710700000000001,0.94,0.00851,0.0,0.356,0.144,0.0,0.652,0.099,0.0,0.423,0.0759,0.0,0.38,0.155,0.0,0.656,0.0658,0,0.881,0.0204,0,0.496,0.0732,0,0.939,0.0142,0.0,0.287,0.133,0.0,0.0,0.19999999999999998,0.0,0.5800353373460245,0.7204927211646137,0.13402816979283316
CHEMBL476,DACARBAZINE,CN(C)/N=N/c1[nH]cnc1C(N)=O,0,0,0,0,0,1,1,1,False,,,,,,-0.957,-1.87,-0.0397,-1.87,-0.0397,0.0688999999999999,0.807,0.0278,0.0,0.468,0.0973,0.0,0.256,0.282,0.5,0.438,0.0704,0.0,0.501,0.0999,0.0,0.605,0.0644,0,0.214,0.234,1,0.0958,0.369,1,0.517,0.11,0.0,0.238,0.132,0.0,0.0,0.19999999999999998,0.0,0.537186289193729,0.8045800671892498,0.1339476322788354
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,0,0,0,0,0,1,1,1,False,,,,,,-2.58,-3.4,-1.75,-3.4,-1.75,2.5572000000000004,0.723,0.0423,0.0,0.174,0.315,1.0,0.0174,0.756,1.0,0.45,0.0681,0.0,0.261,0.233,0.5,0.835,0.0342,0,0.136,0.287,1,0.939,0.0121,0,0.825,0.0129,0.0,0.187,0.232,1.0,0.0,0.19999999999999998,0.0,0.5599993281075027,0.7500559910414334,0.13350273236282195
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0,0,0,0,0,1,1,1,False,,,,,,-1.33,-2.01,-0.648,-2.01,-0.648,-0.5941000000000001,0.574,0.0824,0.0,0.555,0.0724,0.0,0.437,0.172,0.0,0.477,0.0584,0.0,0.515,0.0903,0.0,0.539,0.0904,0,0.216,0.232,1,0.203,0.189,0,0.792,0.0199,0.0,0.172,0.317,1.0,0.0,0.19999999999999998,0.0,0.5353141587346024,0.7920492721164614,0.13313387947928332
CHEMBL185,FLUOROURACIL,O=c1[nH]cc(F)c(=O)[nH]1,0,0,0,0,0,1,1,1,False,,,,,,-1.41,-2.14,-0.668,-2.14,-0.668,-0.7977000000000001,0.307,0.19,0.0,0.742,0.0349,0.0,0.481,0.145,0.0,0.482,0.0563,0.0,0.202,0.305,0.5,0.297,0.147,0,0.783,0.0366,0,0.425,0.0837,0,0.685,0.0484,0.0,0.691,0.0144,0.0,0.0,0.19999999999999998,0.0,0.5366464095744681,0.7893617021276595,0.13313272606382978
CHEMBL1549,HYDROCORTISONE CYPIONATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,0,0,0,0,0,1,1,1,False,,,,,,-6.47,-7.42,-5.52,-7.42,-5.52,4.302900000000004,0.419,0.14,0.0,0.234,0.231,0.5,0.729,0.061,0.0,0.728,0.0178,0.0,0.473,0.115,0.0,0.76,0.0436,0,0.26,0.208,0,0.492,0.0583,0,0.196,0.499,1.0,0.122,0.375,1.0,0.0,0.19999999999999998,0.0,0.6184112751959684,0.6193729003359463,0.13280977253639414
CHEMBL2105712,AFATINIB DIMALEATE,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,0,0,0,0,0,1,1,1,False,,,,,,-2.76,-3.27,-2.26,-3.27,-2.26,3.8135,0.999,0.00154,0.0,0.497,0.086,0.0,0.979,0.00312,0.0,0.734,0.0206,0.0,0.996,0.00194,0.0,0.917,0.0213,0,0.212,0.229,1,0.909,0.0116,0,0.645,0.0616,0.0,0.117,0.562,1.0,0.0,0.19999999999999998,0.0,0.5560781424972004,0.7440089585666294,0.13280826217805153
CHEMBL685,MEBENDAZOLE,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0,0,0,0,0,1,1,1,False,,,,,,-4.21,-5.63,-2.79,-5.63,-2.79,2.972200000000001,0.86,0.0191,0.0,0.105,0.457,1.0,0.36,0.207,0.5,0.0357,0.584,1.0,0.365,0.189,0.0,0.641,0.0719,0,0.845,0.0234,0,0.0702,0.451,1,0.253,0.384,0.5,0.0849,0.531,1.0,0.0,0.19999999999999998,0.0,0.5771189389697647,0.6952967525195969,0.13247673152295633
CHEMBL1200953,HYDROCORTISONE PROBUTATE,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,1,False,,,,,,-5.29,-6.26,-4.33,-6.26,-4.33,4.093500000000003,0.37,0.158,0.0,0.363,0.147,0.0,0.631,0.0889,0.0,0.704,0.0224,0.0,0.698,0.0445,0.0,0.744,0.0559,0,0.681,0.0645,0,0.808,0.0238,0,0.366,0.285,0.5,0.0247,0.931,1.0,0.0,0.19999999999999998,0.0,0.5952480753079504,0.6590145576707727,0.13247553541433368
CHEMBL3545252,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,0,0,0,0,0,1,1,1,False,,,,,,-6.3,-7.68,-4.93,-7.68,-4.93,0.7855000000000025,0.614,0.0702,0.0,0.764,0.0317,0.0,0.0197,0.759,1.0,0.52,0.0574,0.0,0.0121,0.935,1.0,0.167,0.203,1,0.739,0.048,0,0.271,0.136,0,0.151,0.695,1.0,0.627,0.0185,0.0,0.0,0.19999999999999998,0.0,0.6116427421612544,0.62508398656215,0.13241847354423295
CHEMBL12713,SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0,0,0,0,0,1,1,1,False,,,,,,-4.76,-5.67,-3.86,-5.67,-3.86,4.627600000000004,0.446,0.138,0.0,0.661,0.0526,0.0,0.482,0.156,0.0,0.0649,0.466,1.0,0.42,0.119,0.0,0.077,0.266,1,0.684,0.0519,0,0.747,0.0305,0,0.228,0.453,1.0,0.103,0.545,1.0,0.0,0.19999999999999998,0.0,0.5847531634938408,0.6768197088465846,0.13231630179171333
CHEMBL73822,APAZIQUONE,Cn1c(/C=C/CO)c(CO)c2c1C(=O)C=C(N1CC1)C2=O,0,0,0,0,0,1,1,1,False,,,,,,-1.04,-1.63,-0.458,-1.63,-0.458,0.1014,0.865,0.0178,0.0,0.766,0.0285,0.0,0.363,0.2,0.5,0.174,0.226,0.5,0.696,0.0472,0.0,0.415,0.119,0,0.207,0.237,1,0.0723,0.402,1,0.638,0.0522,0.0,0.258,0.119,0.0,0.0,0.19999999999999998,0.0,0.5219659994400896,0.8017917133258678,0.13228618561030236
CHEMBL43452,POMALIDOMIDE,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,0,0,0,0,1,1,1,False,,,,,,-2.46,-3.38,-1.54,-3.38,-1.54,-0.3299999999999998,0.457,0.121,0.0,0.518,0.082,0.0,0.563,0.105,0.0,0.588,0.038,0.0,0.205,0.302,0.5,0.281,0.146,0,0.51,0.108,0,0.315,0.117,0,0.889,0.00877,0.0,0.156,0.261,1.0,0.0,0.19999999999999998,0.0,0.5453009518477043,0.754087346024636,0.13223446248600224
CHEMBL2107359,PAFURAMIDINE MALEATE,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1.O=C(O)/C=C\C(=O)O,0,0,0,0,0,1,1,1,False,,,,,,-3.84,-4.88,-2.8,-4.88,-2.8,3.2781400000000014,0.929,0.00519,0.0,0.81,0.0174,0.0,0.921,0.013,0.0,0.68,0.0238,0.0,0.791,0.0296,0.0,0.745,0.0402,0,0.00932,0.772,1,0.736,0.0338,0,0.405,0.172,0.0,0.205,0.162,0.0,0.0,0.19999999999999998,0.0,0.5683735288353863,0.7077267637178052,0.13222369106942888
CHEMBL1129,TRIFLURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,0,0,0,0,0,1,1,1,False,,,,,,-1.22,-1.76,-0.682,-1.76,-0.682,-0.8039000000000001,0.622,0.0691,0.0,0.611,0.0628,0.0,0.444,0.16,0.0,0.868,0.0071,0.0,0.424,0.137,0.0,0.55,0.0909,0,0.805,0.0371,0,0.0722,0.45,1,0.853,0.013,0.0,0.211,0.233,0.5,0.0,0.19999999999999998,0.0,0.5243573138297872,0.7957446808510638,0.1322229654255319
CHEMBL869,NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0,0,0,0,0,1,1,1,False,,,,,,-2.85,-3.4,-2.3,-3.4,-2.3,0.19,0.0319,0.694,1.0,0.444,0.105,0.0,0.237,0.299,0.5,0.0636,0.454,1.0,0.558,0.0892,0.0,0.89,0.0365,0,0.687,0.0549,0,0.0305,0.743,1,0.317,0.36,0.5,0.298,0.108,0.0,0.0,0.19999999999999998,0.0,0.5514081746920493,0.7409854423292274,0.1321900895856663
CHEMBL1585,PIPOBROMAN,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,0,0,0,0,0,1,1,1,False,,,,,,-0.923,-1.4,-0.444,-1.4,-0.444,1.2272,0.114,0.395,1.0,0.204,0.262,0.5,0.599,0.105,0.0,0.576,0.0391,0.0,0.129,0.429,1.0,0.114,0.184,1,0.00236,0.938,1,0.072,0.466,1,0.37,0.22,0.0,0.181,0.221,1.0,0.0,0.19999999999999998,0.0,0.5164963325867862,0.8057222844344905,0.13193574748040315
CHEMBL4297866,ABIVERTINIB MALEATE,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1.O.O.O=C(O)/C=C\C(=O)O,0,0,0,0,0,1,1,1,False,,,,,,-5.16,-5.85,-4.46,-5.85,-4.46,2.5716,0.982,0.00418,0.0,0.988,0.00153,0.0,0.957,0.00601,0.0,0.995,0.00153,0.0,0.972,0.00374,0.0,0.776,0.0512,0,0.102,0.334,1,0.922,0.0118,0,0.429,0.194,0.0,0.094,0.681,1.0,0.0,0.19999999999999998,0.0,0.5866644176931691,0.6633818589025756,0.1318355347144457
CHEMBL3353410,OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0,0,0,0,0,1,1,1,False,,,,,,-4.38,-4.96,-3.81,-4.96,-3.81,4.509800000000003,0.259,0.25,0.5,0.19,0.301,1.0,0.781,0.0469,0.0,0.103,0.364,1.0,0.862,0.0107,0.0,0.35,0.132,0,0.772,0.0295,0,0.18,0.188,{∅},0.145,0.636,1.0,0.1,0.504,1.0,0.0,0.19999999999999998,0.0,0.5727767577187648,0.6895856662933931,0.13175695908654614
CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0,0,0,0,0,1,1,1,False,,,,,,-0.156,-0.851,0.539,-0.851,0.539,-3.0114999999999994,0.781,0.0278,0.0,0.473,0.102,0.0,0.755,0.0589,0.0,0.733,0.0212,0.0,0.425,0.137,0.0,0.553,0.0928,0,0.917,0.0127,0,0.612,0.0507,0,0.957,0.00656,0.0,0.703,0.0196,0.0,0.0,0.19999999999999998,0.0,0.5017021276595744,0.8314893617021277,0.13174468085106383
CHEMBL1370,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0,0,0,0,0,1,1,1,False,,,,,,-4.12,-4.65,-3.59,-4.65,-3.59,2.716800000000001,0.0996,0.462,1.0,0.554,0.0837,0.0,0.635,0.0918,0.0,0.521,0.0483,0.0,0.795,0.0263,0.0,0.818,0.0291,0,0.2,0.244,1,0.617,0.0559,0,0.573,0.0932,0.0,0.0897,0.596,1.0,0.0,0.19999999999999998,0.0,0.5667201567749159,0.6983202687569989,0.13158802911534154
CHEMBL515,CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0,0,0,0,0,1,1,1,False,,,,,,-3.43,-4.13,-2.72,-4.13,-2.72,3.377900000000002,0.421,0.13,0.0,0.603,0.0583,0.0,0.932,0.0134,0.0,0.191,0.219,0.5,0.552,0.0806,0.0,0.628,0.0792,0,0.902,0.0179,0,0.0737,0.446,1,0.825,0.00855,0.0,0.313,0.0903,0.0,0.0,0.19999999999999998,0.0,0.5545482432810749,0.7215005599104143,0.1315298523236282
CHEMBL1683,HYDROCORTISONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0,0,0,0,0,1,1,1,False,,,,,,-5.14,-5.88,-4.4,-5.88,-4.4,3.132600000000002,0.532,0.0956,0.0,0.531,0.083,0.0,0.556,0.105,0.0,0.735,0.0207,0.0,0.642,0.0621,0.0,0.81,0.0317,0,0.545,0.102,0,0.718,0.034,0,0.467,0.144,0.0,0.118,0.439,1.0,0.0,0.19999999999999998,0.0,0.5832438549832026,0.6640537513997761,0.13152707306830907
CHEMBL1200948,TRIMIPRAMINE MALEATE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,0,0,0,0,0,1,1,1,False,,,,,,-3.96,-5.46,-2.47,-5.46,-2.47,3.8328000000000015,0.856,0.0197,0.0,0.892,0.0109,0.0,0.481,0.166,0.0,0.905,0.00447,0.0,0.784,0.0218,0.0,0.817,0.0205,0,0.455,0.124,0,0.768,0.021,0,0.412,0.136,0.0,0.0782,0.682,1.0,0.0,0.19999999999999998,0.0,0.5626056550951847,0.7036954087346025,0.1314453359462486
CHEMBL1201059,PROGUANIL HYDROCHLORIDE,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,0,0,0,0,0,1,1,1,False,,,,,,-2.63,-4.01,-1.24,-4.01,-1.24,2.63084,0.973,0.00448,0.0,0.31,0.171,0.0,0.119,0.442,1.0,0.0783,0.403,1.0,0.832,0.0195,0.0,0.582,0.0912,0,0.0417,0.484,1,0.0128,0.909,1,0.433,0.195,0.0,0.0464,0.926,1.0,0.0,0.19999999999999998,0.0,0.5387919848824188,0.7483762597984323,0.1312980114781635
CHEMBL1455,ALTRETAMINE,CN(C)c1nc(N(C)C)nc(N(C)C)n1,0,0,0,0,0,1,1,1,False,,,,,,-3.0,-4.43,-1.58,-4.43,-1.58,0.0696000000000001,0.664,0.0565,0.0,0.455,0.102,0.0,0.433,0.154,0.0,0.0345,0.633,1.0,0.647,0.0498,0.0,0.239,0.154,0,0.969,0.00604,0,0.818,0.0196,0,0.577,0.0832,0.0,0.244,0.127,0.0,0.0,0.19999999999999998,0.0,0.5440686450167973,0.735946248600224,0.13120417693169092
CHEMBL36,PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0,0,0,0,0,1,1,1,False,,,,,,-4.57,-5.37,-3.77,-5.37,-3.77,2.5238000000000005,0.16,0.334,1.0,0.492,0.0915,0.0,0.399,0.179,0.0,0.0476,0.51,1.0,0.435,0.124,0.0,0.682,0.0423,0,0.452,0.122,0,0.599,0.0517,0,0.357,0.245,0.0,0.0946,0.455,1.0,0.0,0.19999999999999998,0.0,0.5699640677491601,0.6832026875699888,0.13115654115341546
CHEMBL989,FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0,0,0,0,0,1,1,1,False,,,,,,-5.34,-6.26,-4.43,-6.26,-4.43,2.366800000000001,0.311,0.211,0.5,0.727,0.0354,0.0,0.665,0.0793,0.0,0.627,0.0321,0.0,0.519,0.0864,0.0,0.958,0.000469,0,0.161,0.273,1,0.534,0.0574,0,0.543,0.1,0.0,0.0263,0.879,1.0,0.0,0.19999999999999998,0.0,0.5803119820828667,0.6573348264277716,0.13089793952967527
CHEMBL416,METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12,0,0,0,0,0,1,1,1,False,,,,,,-2.89,-3.51,-2.28,-3.51,-2.28,2.5478000000000005,0.1,0.467,1.0,0.373,0.136,0.0,0.0323,0.676,1.0,0.0859,0.391,1.0,0.664,0.0569,0.0,0.413,0.141,0,0.285,0.193,0,0.071,0.54,1,0.571,0.107,0.0,0.38,0.0606,0.0,0.0,0.19999999999999998,0.0,0.538886800111982,0.7396416573348263,0.13087076287793953
CHEMBL1501,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0,0,0,0,0,1,1,1,False,,,,,,-5.66,-6.6,-4.72,-6.6,-4.72,2.937600000000001,0.423,0.139,0.0,0.849,0.0168,0.0,0.715,0.0732,0.0,0.633,0.0317,0.0,0.64,0.0642,0.0,0.822,0.0346,0,0.429,0.131,0,0.513,0.0616,0,0.472,0.174,0.0,0.0214,0.983,1.0,0.0,0.19999999999999998,0.0,0.5852409854423292,0.6465845464725644,0.13085332586786114
CHEMBL820,BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,0,0,0,0,0,1,1,1,False,,,,,,-1.66,-3.38,0.0699,-3.38,0.0699,-0.2809999999999997,0.62,0.066,0.0,0.693,0.0419,0.0,0.822,0.0423,0.0,0.252,0.149,0.0,0.445,0.119,0.0,0.82,0.0294,0,0.146,0.283,1,0.00981,0.876,1,0.635,0.0754,0.0,0.115,0.438,1.0,0.0,0.19999999999999998,0.0,0.5171659434490481,0.780963045912654,0.1307647466405375
CHEMBL3786343,OLMUTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0,0,0,0,0,1,1,1,False,,,,,,-5.68,-6.16,-5.2,-6.16,-5.2,5.103500000000004,0.637,0.0593,0.0,0.246,0.23,0.5,0.949,0.0112,0.0,0.865,0.00914,0.0,0.762,0.0408,0.0,0.267,0.147,0,0.862,0.0234,0,0.635,0.0391,0,0.151,0.66,1.0,0.0956,0.599,1.0,0.0,0.19999999999999998,0.0,0.5838552981522954,0.645912653975364,0.13068116251399775
CHEMBL571546,TIRBANIBULIN,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,0,0,0,0,0,1,1,1,False,,,,,,-3.79,-4.48,-3.1,-4.48,-3.1,3.318500000000001,0.521,0.108,0.0,0.691,0.0445,0.0,0.252,0.293,0.5,0.542,0.0455,0.0,0.48,0.121,0.0,0.941,0.00471,0,0.39,0.141,0,0.154,0.203,1,0.745,0.0338,0.0,0.199,0.208,1.0,0.0,0.19999999999999998,0.0,0.5512058720604702,0.7094064949608063,0.13059091195408734
CHEMBL3989516,FOSTAMATINIB DISODIUM,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.O.O.O.O.O.O.[Na+].[Na+],0,0,0,0,0,1,1,1,False,,,,,,-2.91,-4.54,-1.28,-4.54,-1.28,-9.109699999999997,0.0173,0.729,1.0,0.914,0.00863,0.0,0.901,0.0125,0.0,0.976,5.34e-05,0.0,3.87e-05,0.991,1.0,0.586,0.0476,0,0.988,0.00184,0,0.742,0.0319,0,0.124,0.736,1.0,0.000639,0.915,1.0,0.0,0.19999999999999998,0.0,0.5352323628219485,0.738969764837626,0.13047172452407615
