type,batch_id_1,batch_id_2,conc_1,conc_2,name_1,name_2,score,target_1,moa_1,target_2,moa_2,targets_1_set,targets_2_set,moa_1_set,moa_2_set,target_overlap,target_union,complementarity,drugA,drugB,pair_key,score_z,pubmed_pair_count,ctgov_pair_count_approx,novelty_score,composite_score
combo,BJ1895296,BJ1895675,0.17,10.0,SIMVASTATIN,SR-33805 oxalate,7.088722,CYP2C8;CYP3A4;CYP3A5;HMGCR;ITGB2;NR1H4;NR1I3,HMGCR inhibitor,,calcium channel blocker,"{'NR1H4', 'CYP3A4', 'NR1I3', 'HMGCR', 'CYP2C8', 'CYP3A5', 'ITGB2'}",set(),{'hmgcr inhibitor'},{'calcium channel blocker'},0,7,1.0,SIMVASTATIN,SR-33805 oxalate,simvastatin||sr-33805 oxalate,-0.19266804355538528,-1.0,-1.0,1.0,0.28439917386676883
combo,BJ1896220,BJ1897268,0.83,10.0,AMG-548,Siramesine (hydrochloride),7.079326,MAPK11;MAPK12;MAPK13;MAPK14;MAPK9;TNF,MAP kinase inhibitor,ADRA1A;ADRA1B;ADRA1D;PGRMC1;SIGMAR1;TMEM97,sigma receptor antagonist,"{'MAPK13', 'MAPK14', 'MAPK12', 'TNF', 'MAPK9', 'MAPK11'}","{'SIGMAR1', 'ADRA1B', 'TMEM97', 'ADRA1D', 'ADRA1A', 'PGRMC1'}",{'map kinase inhibitor'},{'sigma receptor antagonist'},0,12,1.0,AMG-548,Siramesine (hydrochloride),amg-548||siramesine (hydrochloride),-0.1942713797683602,-1.0,-1.0,1.0,0.2834371721389839
combo,BJ1895796,BJ1896888,0.33,3.33,CGP-71683,droloxifene,7.070309,ADRA2A;NPY5R,neuropeptide receptor antagonist,,,"{'NPY5R', 'ADRA2A'}",set(),{'neuropeptide receptor antagonist'},set(),0,2,1.0,CGP-71683,droloxifene,cgp-71683||droloxifene,-0.1958100433094836,-1.0,-1.0,1.0,0.2825139740143099
combo,BJ1897297,BJ1898963,3.33,3.33,Lomitapide,EHop-016,7.070121,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,RAC1;RAC3,Ras GTPase inhibitor,"{'KCNH2', 'MTR', 'MTTP', 'CYP2C19', 'CYP2C8', 'SLC6A3', 'CYP2B6'}","{'RAC3', 'RAC1'}",{'microsomal trigylceride transfer protein inhibitor'},{'ras gtpase inhibitor'},0,9,1.0,Lomitapide,EHop-016,ehop-016||lomitapide,-0.19584212368496665,-1.0,-1.0,1.0,0.28249472578902
combo,BJ1897713,BJ1898404,0.17,10.0,Lasofoxifene (Tartrate),Bazedoxifene HCl,7.65119,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),"{'KCNH2', 'ESR1', 'ESR2', 'OPRK1', 'SLC6A3', 'HRH3', 'HTR2B'}","{'ESR1', 'PTGS2', 'ADRA2C', 'ESR2', 'SLC6A2', 'HTR2B'}",{'selective estrogen receptor modulator (serm)'},{'selective estrogen receptor modulator (serm)'},3,10,0.7,Lasofoxifene (Tartrate),Bazedoxifene HCl,bazedoxifene hcl||lasofoxifene (tartrate),-0.09668833803818562,-1.0,-1.0,1.0,0.28198699717708864
combo,BJ1896164,BJ1896405,0.17,0.17,BAN-ORL-24,CCT-031374,7.063309,OPRL1,nociceptin/orphanin FQ receptor antagonist,CTNNB1,WNT signaling inhibitor,{'OPRL1'},{'CTNNB1'},{'nociceptin/orphanin fq receptor antagonist'},{'wnt signaling inhibitor'},0,2,1.0,BAN-ORL-24,CCT-031374,ban-orl-24||cct-031374,-0.197004525375344,-1.0,-1.0,1.0,0.2817972847747936
combo,BJ1896282,BJ1898588,10.0,3.33,GW-803430,NPS-2143 (SB262470),7.192197,DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,"{'SIGMAR1', 'KCNH2', 'DRD3', 'HTR2C', 'TMEM97', 'HTR5A', 'HRH3', 'HTR2B', 'MCHR1'}","{'KCNH2', 'PTH', 'ADRB2', 'CASR', 'SLC6A2', 'SLC6A3', 'SLC6A4'}",{'melanin inhibitor'},{'calcium receptor antagonist'},1,15,0.9333333333333333,GW-803430,NPS-2143 (SB262470),gw-803430||nps-2143 (sb262470),-0.17501103901754086,-1.0,-1.0,1.0,0.2816600432561422
combo,BJ1894810,BJ1896497,0.17,0.17,THIORIDAZINE HYDROCHLORIDE,pyrintegrin,7.06167,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,,integrin signaling activator,"{'CHRM3', 'HTR2C', 'OPRK1', 'HTR2B', 'SIGMAR1', 'ADRA2C', 'ADRA1D', 'ADRA2A', 'DRD1', 'HRH2', 'CHRM4', 'DRD4', 'KCNH2', 'DRD3', 'HTR6', 'CHRNA7', 'CHRM1', 'HTR1A', 'SLC6A4', 'CHRM5', 'MALT1', 'CHRM2', 'DRD2', 'HRH1', 'DRD5', 'ADRA2B', 'HTR2A', 'ADRA1A', 'HTR7'}",set(),{'dopamine receptor antagonist'},{'integrin signaling activator'},0,29,1.0,THIORIDAZINE HYDROCHLORIDE,pyrintegrin,pyrintegrin||thioridazine hydrochloride,-0.19728420481905046,-1.0,-1.0,1.0,0.2816294771085698
combo,BJ1895156,BJ1897713,0.33,10.0,PERHEXILINE MALEATE,Lasofoxifene (Tartrate),7.060838,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),"{'CHRM4', 'CHRM5', 'CHRM3', 'CPT1A', 'CYP2D6', 'CHRM1', 'CPT2'}","{'KCNH2', 'ESR1', 'ESR2', 'OPRK1', 'SLC6A3', 'HRH3', 'HTR2B'}",{'carnitine palmitoyltransferase inhibitor'},{'selective estrogen receptor modulator (serm)'},0,14,1.0,PERHEXILINE MALEATE,Lasofoxifene (Tartrate),lasofoxifene (tartrate)||perhexiline maleate,-0.1974261775445927,-1.0,-1.0,1.0,0.2815442934732444
combo,BJ1897104,BJ1898590,0.83,10.0,Arg-Gly-Asp-Ser,CCT128930,7.060196,ITGA2B;ITGB3,structural glycoprotein antagonist,AKT1;AKT2;GSK3B;ROCK1;ROCK2;RPS6KB1,AKT inhibitor,"{'ITGA2B', 'ITGB3'}","{'AKT1', 'AKT2', 'RPS6KB1', 'GSK3B', 'ROCK2', 'ROCK1'}",{'structural glycoprotein antagonist'},{'akt inhibitor'},0,8,1.0,Arg-Gly-Asp-Ser,CCT128930,arg-gly-asp-ser||cct128930,-0.19753572861406166,-1.0,-1.0,1.0,0.28147856283156303
combo,BJ1895046,BJ1896374,10.0,0.83,QUINESTROL,GNF-5837,7.059133,ESR1;ESR2,estrogen receptor agonist,KIT;NTRK1;NTRK2;NTRK3;PDGFRB,growth factor receptor inhibitor,"{'ESR1', 'ESR2'}","{'NTRK1', 'NTRK2', 'PDGFRB', 'KIT', 'NTRK3'}",{'estrogen receptor agonist'},{'growth factor receptor inhibitor'},0,7,1.0,QUINESTROL,GNF-5837,gnf-5837||quinestrol,-0.19771711924777735,-1.0,-1.0,1.0,0.2813697284513336
combo,BJ1895494,BJ1896776,3.33,10.0,PENFLURIDOL,Flupentixol,7.483496,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,ADRA1A;CHRM1;DRD1;DRD2;DRD3;DRD5;HTR2A;SIGMAR1,dopamine receptor antagonist,"{'HTR2C', 'HTR5A', 'OPRK1', 'HTR2B', 'OPRM1', 'ADRA2C', 'ADRA1D', 'DRD1', 'HRH2', 'DRD4', 'DRD3', 'HTR6', 'ADRB3', 'HTR1A', 'CACNA1G', 'DRD2', 'HRH1', 'DRD5', 'ADRA2B', 'HTR2A'}","{'SIGMAR1', 'DRD3', 'DRD2', 'DRD5', 'CHRM1', 'HTR2A', 'DRD1', 'ADRA1A'}",{'t-type calcium channel blocker'},{'dopamine receptor antagonist'},5,23,0.782608695652174,PENFLURIDOL,Flupentixol,flupentixol||penfluridol,-0.1253036916885289,-1.0,-1.0,1.0,0.28133952411731744
combo,BJ1895625,BJ1898207,10.0,10.0,PD-102807,JNJ 26854165 (Serdemetan),7.051367,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,MDM2,MDM inhibitor,"{'CHRM4', 'CHRM3', 'CHRM2', 'ADRA2C', 'ADRA2A', 'SLC6A3', 'HTR2B'}",{'MDM2'},{'acetylcholine receptor antagonist'},{'mdm inhibitor'},0,8,1.0,PD-102807,JNJ 26854165 (Serdemetan),jnj 26854165 (serdemetan)||pd-102807,-0.199042311779702,-1.0,-1.0,1.0,0.28057461293217884
combo,BJ1895675,BJ1897134,0.33,10.0,SR-33805 oxalate,URMC-099,7.046621,,calcium channel blocker,ABL1;AURKA;AURKB;AURKC;CDKL2;CHUK;DAPK3;DLK1;FLT1;FLT3;IGF1R;IKBKB;INSR;LCK;LRRK2;MAP3K10;MAP3K11;MAP3K2;MAP3K9;MET;NTRK1;NTRK2;ROCK2;SGK1;SRPK2;SYK;TNIK,mixed lineage kinase inhibitor,set(),"{'MET', 'SRPK2', 'MAP3K9', 'AURKC', 'FLT3', 'SYK', 'IGF1R', 'NTRK2', 'AURKB', 'FLT1', 'CDKL2', 'NTRK1', 'DAPK3', 'INSR', 'MAP3K2', 'AURKA', 'TNIK', 'SGK1', 'LCK', 'CHUK', 'LRRK2', 'MAP3K10', 'ROCK2', 'ABL1', 'DLK1', 'IKBKB', 'MAP3K11'}",{'calcium channel blocker'},{'mixed lineage kinase inhibitor'},0,27,1.0,SR-33805 oxalate,URMC-099,sr-33805 oxalate||urmc-099,-0.19985217062035537,-1.0,-1.0,1.0,0.2800886976277868
combo,BJ1896888,BJ1898414,0.33,10.0,droloxifene,LY2608204,7.046386,,,GCK,glucokinase activator,set(),{'GCK'},set(),{'glucokinase activator'},0,1,1.0,droloxifene,LY2608204,droloxifene||ly2608204,-0.19989227108970925,-1.0,-1.0,1.0,0.2800646373461745
combo,BJ1894253,BJ1897029,0.33,3.33,RS-39604,Sunitinib,7.037469,CYP2D6;HTR4,serotonin receptor antagonist,AAK1;ABL1;ABL2;ADRA1A;ALK;ANKK1;AURKB;AURKC;AXL;BLK;BMP2K;BMPR2;CAMK1;CAMK1D;CAMK1G;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK1;CDK14;CDK16;CDK7;CHEK1;CHEK2;CHUK;CILK1;CLK1;CLK2;CLK4;CSF1R;CSNK1A1;CSNK1A1L;CSNK1D;CSNK1E;CSNK1G1;CSNK1G2;CSNK1G3;CSNK2A1;CSNK2A2;DAPK1;DAPK2;DAPK3;DCLK1;DCLK3;DLK1;DRD4;DYRK1A;DYRK2;EGFR;EIF2AK2;EIF2AK4;EPHA6;EPHA7;EPHB1;ERN1;FES;FGFR1;FGFR2;FGFR3;FGR;FLT1;FLT3;FLT4;FRK;FYN;GAK;GRK1;GRK4;GRK5;GRK7;HCK;HIPK1;HIPK2;HIPK3;HIPK4;HRH3;HTR2A;HTR2B;HUNK;IKBKE;INSR;INSRR;IRAK1;IRAK3;IRAK4;ITK;JAK1;JAK2;KCNH2;KDR;KIT;LATS1;LATS2;LCK;LRRK2;LYN;MAP2K1;MAP2K2;MAP2K4;MAP2K5;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP3K7;MAP4K1;MAP4K2;MAP4K3;MAP4K4;MAP4K5;MARK2;MARK3;MAST1;MELK;MERTK;MINK1;MUSK;MYLK;MYLK2;MYLK3;MYLK4;NEK2;NIM1K;NTRK1;NTRK2;NUAK1;NUAK2;OXSR1;PAK3;PAK4;PAK5;PAK6;PDGFRA;PDGFRB;PHKG1;PHKG2;PIP4K2B;PKN1;PLK4;PRKAA1;PRKAA2;PRKD1;PRKD2;PRKD3;PRP4K;PTK2;PTK2B;RET;RIOK1;RIOK2;RIPK1;ROCK1;ROCK2;RPS6KA1;RPS6KA2;RPS6KA3;RPS6KA4;RPS6KA5;RPS6KB1;SBK1;SGK3;SIK2;SLC6A4;SLK;SNRK;SRC;SRPK1;SRPK2;SRPK3;STK10;STK11;STK16;STK17A;STK17B;STK24;STK25;STK26;STK3;STK33;STK38;STK38L;STK39;STK4;TAOK1;TAOK3;TBK1;TLK1;TLK2;TNIK;TNK1;TTK;TYK2;TYRO3;ULK1;ULK2;ULK3;YES1,FLT3 inhibitor | KIT inhibitor | PDGFR tyrosine kinase receptor inhibitor | RET tyrosine kinase inhibitor | VEGFR inhibitor,"{'CYP2D6', 'HTR4'}","{'CSNK2A1', 'SRPK2', 'CAMK2D', 'MAP2K4', 'MAP3K13', 'MAP4K3', 'IRAK1', 'CAMK2A', 'CSNK1D', 'EPHB1', 'CSNK1G3', 'GAK', 'DAPK2', 'ITK', 'MAP2K2', 'MYLK4', 'PLK4', 'GRK7', 'IRAK3', 'STK24', 'RIOK1', 'ULK3', 'MAP4K1', 'STK39', 'BMPR2', 'ULK2', 'ALK', 'RPS6KA3', 'MARK3', 'KDR', 'SRPK3', 'MYLK3', 'STK25', 'CHEK2', 'PIP4K2B', 'MAP3K3', 'NUAK1', 'DCLK3', 'CDK7', 'CAMK4', 'GRK4', 'HCK', 'PTK2B', 'STK33', 'PHKG2', 'ABL2', 'RPS6KA1', 'SGK3', 'KIT', 'DLK1', 'STK38', 'MERTK', 'TAOK1', 'CAMKK1', 'BLK', 'BMP2K', 'PRKD1', 'AURKC', 'MELK', 'STK38L', 'HTR2B', 'IKBKE', 'STK11', 'EPHA6', 'PAK4', 'DCLK1', 'ANKK1', 'MAP4K5', 'TLK1', 'TYRO3', 'PKN1', 'DRD4', 'KCNH2', 'CSNK1A1L', 'CSNK2A2', 'GRK1', 'MAP3K2', 'PRKAA2', 'STK16', 'RIPK1', 'PRP4K', 'TNIK', 'TBK1', 'ULK1', 'CILK1', 'EIF2AK4', 'STK3', 'CAMK1', 'HTR2A', 'CSNK1A1', 'PDGFRB', 'ABL1', 'AXL', 'JAK1', 'CSF1R', 'DAPK1', 'MYLK2', 'STK26', 'FES', 'MAP2K1', 'CDK14', 'MAP4K2', 'CAMK2G', 'NTRK2', 'IRAK4', 'GRK5', 'HIPK1', 'MUSK', 'PRKD3', 'YES1', 'FYN', 'FGFR1', 'HIPK4', 'AAK1', 'NIM1K', 'EPHA7', 'CDK16', 'FGR', 'NTRK1', 'RET', 'RPS6KA2', 'SNRK', 'INSR', 'LYN', 'PRKD2', 'RPS6KA5', 'NEK2', 'CLK2', 'CHEK1', 'PAK3', 'MAP3K7', 'SBK1', 'MAP3K12', 'MINK1', 'PTK2', 'RIOK2', 'PHKG1', 'TLK2', 'HRH3', 'TTK', 'SLC6A4', 'TAOK3', 'HIPK3', 'TYK2', 'LATS1', 'CHUK', 'CSNK1E', 'MARK2', 'NUAK2', 'STK4', 'MAP2K5', 'CSNK1G2', 'EIF2AK2', 'EGFR', 'DYRK2', 'RPS6KA4', 'SIK2', 'SRC', 'FLT4', 'STK17A', 'TNK1', 'FLT3', 'MAST1', 'HIPK2', 'INSRR', 'OXSR1', 'CSNK1G1', 'PRKAA1', 'FGFR2', 'STK10', 'ROCK1', 'AURKB', 'CAMK1D', 'CAMK1G', 'FLT1', 'MYLK', 'CLK4', 'DAPK3', 'FGFR3', 'FRK', 'CLK1', 'MAP3K19', 'JAK2', 'PDGFRA', 'SRPK1', 'PAK6', 'SLK', 'MAP4K4', 'STK17B', 'LATS2', 'LCK', 'LRRK2', 'PAK5', 'RPS6KB1', 'HUNK', 'ROCK2', 'ADRA1A', 'DYRK1A', 'ERN1'}",{'serotonin receptor antagonist'},"{'flt3 inhibitor', 'ret tyrosine kinase inhibitor', 'kit inhibitor', 'pdgfr tyrosine kinase receptor inhibitor', 'vegfr inhibitor'}",0,201,1.0,RS-39604,Sunitinib,rs-39604||sunitinib,-0.2014138706013204,-1.0,-1.0,1.0,0.2791516776392078
combo,BJ1895112,BJ1895611,0.17,0.17,MEFLOQUINE HYDROCHLORIDE,U-18666A,7.035916,ADORA2A;PANX1;SLC6A4,adenosine receptor antagonist | hemoglobin antagonist | protein synthesis inhibitor,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,"{'SLC6A4', 'PANX1', 'ADORA2A'}","{'SIGMAR1', 'EBP'}","{'hemoglobin antagonist', 'protein synthesis inhibitor', 'adenosine receptor antagonist'}",{'oxidosqualene cyclase inhibitor'},0,5,1.0,MEFLOQUINE HYDROCHLORIDE,U-18666A,mefloquine hydrochloride||u-18666a,-0.2016788749796462,-1.0,-1.0,1.0,0.2789926750122123
combo,BJ1895492,BJ1896641,0.83,10.0,TOREMIFENE CITRATE,BMS-566419,7.034952,CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),IMPDH1;IMPDH2,inosine monophosphate dehydrogenase inhibitor,"{'ESR1', 'CYP3A5'}","{'IMPDH1', 'IMPDH2'}","{'estrogen receptor antagonist', 'selective estrogen receptor modulator (serm)'}",{'inosine monophosphate dehydrogenase inhibitor'},0,4,1.0,TOREMIFENE CITRATE,BMS-566419,bms-566419||toremifene citrate,-0.2018433722241448,-1.0,-1.0,1.0,0.27889397666551313
combo,BJ1896192,BJ1897431,0.33,3.33,MCOPPB,Ceritinib,7.034083,OPRK1;OPRL1;OPRM1,nociceptin/orphanin FQ receptor agonist,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,"{'OPRL1', 'OPRK1', 'OPRM1'}","{'MET', 'FGFR4', 'ROS1', 'TNK1', 'FER', 'FLT3', 'TSSK1B', 'IGF1R', 'TNK2', 'FGFR2', 'ALK', 'RET', 'FGFR3', 'ABCB1', 'INSR', 'LYN', 'JAK2', 'PTK2', 'CAMK4', 'LCK', 'EGFR'}",{'nociceptin/orphanin fq receptor agonist'},{'alk tyrosine kinase receptor inhibitor'},0,24,1.0,MCOPPB,Ceritinib,ceritinib||mcoppb,-0.2019916586406066,-1.0,-1.0,1.0,0.2788050048156361
combo,BJ1894069,BJ1896319,10.0,3.33,calpeptin,JHW-007,7.032666,CAPN1;CTSK;CTSL,calpain inhibitor,SLC6A3,dopamine reuptake inhibitor,"{'CTSK', 'CAPN1', 'CTSL'}",{'SLC6A3'},{'calpain inhibitor'},{'dopamine reuptake inhibitor'},0,4,1.0,calpeptin,JHW-007,calpeptin||jhw-007,-0.20223345593879577,-1.0,-1.0,1.0,0.27865992643672255
combo,BJ1895625,BJ1896473,10.0,10.0,PD-102807,ML-298,7.03107,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,PLD2,phospholipase inhibitor,"{'CHRM4', 'CHRM3', 'CHRM2', 'ADRA2C', 'ADRA2A', 'SLC6A3', 'HTR2B'}",{'PLD2'},{'acetylcholine receptor antagonist'},{'phospholipase inhibitor'},0,8,1.0,PD-102807,ML-298,ml-298||pd-102807,-0.20250579784981199,-1.0,-1.0,1.0,0.2784965212901128
combo,BJ1894949,BJ1898276,0.17,0.17,SULOCTIDIL,Thiazovivin,7.030042,ADRA2A;ADRA2C;CHRM3;CHRM4;DRD3;EGFR;FYN;HRH2;HTR1A;HTR2B;KCNH2;SIGMAR1;SLC6A4,adrenergic receptor antagonist,,rho associated kinase inhibitor,"{'HRH2', 'CHRM4', 'SIGMAR1', 'FYN', 'KCNH2', 'DRD3', 'CHRM3', 'ADRA2C', 'ADRA2A', 'HTR1A', 'EGFR', 'HTR2B', 'SLC6A4'}",set(),{'adrenergic receptor antagonist'},{'rho associated kinase inhibitor'},0,13,1.0,SULOCTIDIL,Thiazovivin,suloctidil||thiazovivin,-0.2026812160731983,-1.0,-1.0,1.0,0.278391270356081
combo,BJ1896498,BJ1896786,10.0,0.83,K02288,HomochlorcyclizineÂ·2HCl,7.029416,ABL1;ABL2;ACVR1;ACVRL1;BMP1;BMPR1A;HCK;LCK;MAP4K4;PTK6;TGFBR1,bone morphogenic protein inhibitor,CHRM1;CHRM2;DRD3;HRH1;KCNH2;SLC6A3,antihistamine,"{'TGFBR1', 'ACVRL1', 'LCK', 'HCK', 'PTK6', 'BMPR1A', 'BMP1', 'ACVR1', 'ABL2', 'ABL1', 'MAP4K4'}","{'KCNH2', 'DRD3', 'CHRM2', 'HRH1', 'CHRM1', 'SLC6A3'}",{'bone morphogenic protein inhibitor'},{'antihistamine'},0,17,1.0,K02288,HomochlorcyclizineÂ·2HCl,homochlorcyclizineâ·2hcl||k02288,-0.2027880368979452,-1.0,-1.0,1.0,0.2783271778612329
combo,BJ1894563,BJ1898903,3.33,3.33,CLOMIPHENE CITRATE,BMS-833923 (XL139),7.026845,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,DHH;IHH;SMO,smoothened receptor antagonist,"{'SIGMAR1', 'KCNH2', 'AR', 'ESR1', 'EBP'}","{'DHH', 'SMO', 'IHH'}",{'estrogen receptor antagonist'},{'smoothened receptor antagonist'},0,8,1.0,CLOMIPHENE CITRATE,BMS-833923 (XL139),bms-833923 (xl139)||clomiphene citrate,-0.20322675309670632,-1.0,-1.0,1.0,0.2780639481419762
combo,BJ1895675,BJ1896497,0.17,10.0,SR-33805 oxalate,pyrintegrin,8.979479,,calcium channel blocker,,integrin signaling activator,set(),set(),{'calcium channel blocker'},{'integrin signaling activator'},0,0,0.0,SR-33805 oxalate,pyrintegrin,pyrintegrin||sr-33805 oxalate,0.1299712889303452,-1.0,-1.0,1.0,0.27798277335820715
combo,BJ1895675,BJ1898404,0.17,10.0,SR-33805 oxalate,Bazedoxifene HCl,7.024861,,calcium channel blocker,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),set(),"{'ESR1', 'PTGS2', 'ADRA2C', 'ESR2', 'SLC6A2', 'HTR2B'}",{'calcium channel blocker'},{'selective estrogen receptor modulator (serm)'},0,6,1.0,SR-33805 oxalate,Bazedoxifene HCl,bazedoxifene hcl||sr-33805 oxalate,-0.20356530344223023,-1.0,-1.0,1.0,0.2778608179346619
combo,BJ1896003,BJ1896146,10.0,10.0,Revaprazan Hydrochloride,CYM-5442,7.024429,ATP4A,potassium-competitive acid antagonist,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,{'ATP4A'},"{'S1PR1', 'S1PR5'}",{'potassium-competitive acid antagonist'},{'sphingosine 1-phosphate receptor agonist'},0,3,1.0,Revaprazan Hydrochloride,CYM-5442,cym-5442||revaprazan hydrochloride,-0.2036390200497233,-1.0,-1.0,1.0,0.27781658797016606
combo,BJ1898077,BJ1898588,10.0,0.17,prenylamine,NPS-2143 (SB262470),7.21951,ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,ADRB2;CASR;KCNH2;PTH;SLC6A2;SLC6A3;SLC6A4,calcium receptor antagonist,"{'ADRA1A', 'HTR1A', 'OPRK1', 'KCNH2'}","{'KCNH2', 'PTH', 'ADRB2', 'CASR', 'SLC6A2', 'SLC6A3', 'SLC6A4'}",{'calcium channel blocker'},{'calcium receptor antagonist'},1,10,0.9,prenylamine,NPS-2143 (SB262470),nps-2143 (sb262470)||prenylamine,-0.1703503406368486,-1.0,-1.0,1.0,0.27778979561789086
combo,BJ1895611,BJ1898207,0.17,0.17,U-18666A,JNJ 26854165 (Serdemetan),7.0233,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,MDM2,MDM inhibitor,"{'SIGMAR1', 'EBP'}",{'MDM2'},{'oxidosqualene cyclase inhibitor'},{'mdm inhibitor'},0,3,1.0,U-18666A,JNJ 26854165 (Serdemetan),jnj 26854165 (serdemetan)||u-18666a,-0.20383167294291704,-1.0,-1.0,1.0,0.2777009962342498
combo,BJ1895625,BJ1896623,0.33,3.33,PD-102807,SPP-86,7.021479,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,ABL1;RET,receptor tyrosine protein kinase inhibitor,"{'CHRM4', 'CHRM3', 'CHRM2', 'ADRA2C', 'ADRA2A', 'SLC6A3', 'HTR2B'}","{'ABL1', 'RET'}",{'acetylcholine receptor antagonist'},{'receptor tyrosine protein kinase inhibitor'},0,9,1.0,PD-102807,SPP-86,pd-102807||spp-86,-0.20414240892033583,-1.0,-1.0,1.0,0.2775145546477985
combo,BJ1896530,BJ1898834,0.33,3.33,A12B4C3,Ebastine,7.017925,PNKP,polynucleotide kinase/phosphatase inhibitor,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2J2;CYP3A4;DRD1;DRD2;DRD3;DRD4;EGFR;FYN;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;MLNR;SLC6A2;SLC6A3;SLC6A4;TACR2,histamine receptor antagonist,{'PNKP'},"{'CHRM3', 'CYP2J2', 'HTR2C', 'HTR2B', 'FYN', 'ADRA2C', 'ADRA1D', 'ADRA2A', 'TACR2', 'SLC6A3', 'DRD1', 'MLNR', 'CHRM4', 'DRD4', 'KCNH2', 'DRD3', 'CHRM1', 'HTR1A', 'SLC6A4', 'CHRM5', 'CYP3A4', 'CHRM2', 'DRD2', 'HRH1', 'SLC6A2', 'ADRA2B', 'EGFR', 'HTR2A'}",{'polynucleotide kinase/phosphatase inhibitor'},{'histamine receptor antagonist'},0,29,1.0,A12B4C3,Ebastine,a12b4c3||ebastine,-0.20474886452920274,-1.0,-1.0,1.0,0.2771506812824784
combo,BJ1894484,BJ1895675,0.17,10.0,GR-127935,SR-33805 oxalate,7.017238,HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR6;SLC6A4,serotonin receptor antagonist,,calcium channel blocker,"{'HTR2C', 'HTR1E', 'HTR1D', 'HTR1F', 'HTR6', 'HTR1A', 'HTR2A', 'HTR2B', 'SLC6A4', 'HTR1B'}",set(),{'serotonin receptor antagonist'},{'calcium channel blocker'},0,10,1.0,GR-127935,SR-33805 oxalate,gr-127935||sr-33805 oxalate,-0.20486609441195222,-1.0,-1.0,1.0,0.2770803433528287
combo,BJ1895046,BJ1898918,3.33,10.0,QUINESTROL,UNC1999,7.013889,ESR1;ESR2,estrogen receptor agonist,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,"{'ESR1', 'ESR2'}","{'TMEM97', 'EZH1', 'HRH3', 'EZH2'}",{'estrogen receptor agonist'},{'histone lysine methyltransferase inhibitor'},0,6,1.0,QUINESTROL,UNC1999,quinestrol||unc1999,-0.20543756876031888,-1.0,-1.0,1.0,0.27673745874380873
