rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroe6_relevant,mechanistic_rationale,compound_name,morphology_score,is_cp_hit,compound_identifier_used,antiviral_score_norm,cp_morphology_norm,integrated_score,integrated_rank
4549.0,CHEMBL4303239,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NS-5806,0.19,False,CHEMBL4303239,0.0,0.4726027397260274,0.18904109589041096,1127
4591.0,CHEMBL4303361,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,NT157,0.19,False,CHEMBL4303361,0.0,0.4726027397260274,0.18904109589041096,1128
819.0,CHEMBL431298,0.0502396361251422,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-271046,0.19,False,CHEMBL431298,0.0,0.4726027397260274,0.18904109589041096,1129
4787.0,CHEMBL45951,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SM-21,0.19,False,CHEMBL45951,0.0,0.4726027397260274,0.18904109589041096,1130
4792.0,CHEMBL462313,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,zilpaterol,0.19,False,CHEMBL462313,0.0,0.4726027397260274,0.18904109589041096,1131
4825.0,CHEMBL47298,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tilorone,0.19,False,CHEMBL47298,0.0,0.4726027397260274,0.18904109589041096,1132
4867.0,CHEMBL494325,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SMER-28,0.19,False,CHEMBL494325,0.0,0.4726027397260274,0.18904109589041096,1133
4893.0,CHEMBL508676,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ethyl-vanillin,0.19,False,CHEMBL508676,0.0,0.4726027397260274,0.18904109589041096,1134
4900.0,CHEMBL513599,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BAY-K-8644-(+/-),0.19,False,CHEMBL513599,0.0,0.4726027397260274,0.18904109589041096,1135
4902.0,CHEMBL514315,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,inimur,0.19,False,CHEMBL514315,0.0,0.4726027397260274,0.18904109589041096,1136
2689.0,CHEMBL522618,0.0002565715746184,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TC-S-7005,0.19,False,CHEMBL522618,0.0,0.4726027397260274,0.18904109589041096,1137
1317.0,CHEMBL533,0.0261760704864879,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ibutilide,0.19,False,CHEMBL533,0.0,0.4726027397260274,0.18904109589041096,1138
4992.0,CHEMBL573,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,niacin,0.19,False,CHEMBL573,0.0,0.4726027397260274,0.18904109589041096,1139
5014.0,CHEMBL596234,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,A-317491,0.19,False,CHEMBL596234,0.0,0.4726027397260274,0.18904109589041096,1140
5016.0,CHEMBL597997,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MK-2894,0.19,False,CHEMBL597997,0.0,0.4726027397260274,0.18904109589041096,1141
1903.0,CHEMBL652,0.0038616880147057,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,flecainide,0.19,False,CHEMBL652,0.0,0.4726027397260274,0.18904109589041096,1142
2000.0,CHEMBL66,0.0030198349494645,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,taxifolin,0.19,False,CHEMBL66,0.0,0.4726027397260274,0.18904109589041096,1143
1821.0,CHEMBL744,0.0054433126328922,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,riluzole,0.19,False,CHEMBL744,0.0,0.4726027397260274,0.18904109589041096,1144
1537.0,CHEMBL82301,0.0146872783830087,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,vicriviroc,0.19,False,CHEMBL82301,0.0,0.4726027397260274,0.18904109589041096,1145
2312.0,CHEMBL85799,0.0012351132838983,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,3-alpha-hydroxy-5-beta-androstan-17-one,0.19,False,CHEMBL85799,0.0,0.4726027397260274,0.18904109589041096,1146
5115.0,CHEMBL869,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nitrofurazone,0.19,False,CHEMBL869,0.0,0.4726027397260274,0.18904109589041096,1147
1138.0,CHEMBL88272,0.0345104857344368,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,RS-17053,0.19,False,CHEMBL88272,0.0,0.4726027397260274,0.18904109589041096,1148
5125.0,CHEMBL892,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,omeprazole-sulfide,0.19,False,CHEMBL892,0.0,0.4726027397260274,0.18904109589041096,1149
5127.0,CHEMBL89598,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,vigabatrin,0.19,False,CHEMBL89598,0.0,0.4726027397260274,0.18904109589041096,1150
5146.0,CHEMBL96606,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY231617,0.19,False,CHEMBL96606,0.0,0.4726027397260274,0.18904109589041096,1151
146.0,CHEMBL365617,0.3528048677056562,0.1867731344987043,0.0,1.245154229991362,0.0,,Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,VER-49009,0.04,False,CHEMBL365617,0.06844204112296044,0.36986301369863017,0.18901043015322835,1152
100.0,CHEMBL1092926,0.4154870948808339,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,NVP-BSK805,0.05,False,CHEMBL1092926,0.062178218306311844,0.37671232876712335,0.18799186249063646,1153
75.0,CHEMBL3137331,0.53654837507951,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,defactinib,0.05,False,CHEMBL3137331,0.062178218306311844,0.37671232876712335,0.18799186249063646,1154
109.0,CHEMBL2105760,0.3883796017657954,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,brexpiprazole,0.01,False,CHEMBL2105760,0.07947032317059056,0.3493150684931507,0.18740822129961462,1155
185.0,CHEMBL247070,0.3274280725115107,0.2292958458477202,0.0,1.5286389723181348,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,AIM-100,0.0,False,CHEMBL247070,0.08402426694264498,0.3424657534246575,0.18740086153545,1156
50.0,CHEMBL259084,0.6258015717417416,0.2292958458477202,0.0,1.5286389723181348,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,MLN8054,0.0,False,CHEMBL259084,0.08402426694264498,0.3424657534246575,0.18740086153545,1157
849.0,CHEMBL1023,0.0489309581766529,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bexarotene,0.18,False,CHEMBL1023,0.0,0.4657534246575342,0.1863013698630137,1158
1094.0,CHEMBL1109,0.035393941756362,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sulfaphenazole,0.18,False,CHEMBL1109,0.0,0.4657534246575342,0.1863013698630137,1159
2130.0,CHEMBL112570,0.0020489933287575,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cholesterol,0.18,False,CHEMBL112570,0.0,0.4657534246575342,0.1863013698630137,1160
3034.0,CHEMBL1129,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trifluridine,0.18,False,CHEMBL1129,0.0,0.4657534246575342,0.1863013698630137,1161
1634.0,CHEMBL1165,0.0126953175608661,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,moexipril,0.18,False,CHEMBL1165,0.0,0.4657534246575342,0.1863013698630137,1162
477.0,CHEMBL117,0.0954903031004482,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,chrysin,0.18,False,CHEMBL117,0.0,0.4657534246575342,0.1863013698630137,1163
3059.0,CHEMBL1173120,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,EB-47,0.18,False,CHEMBL1173120,0.0,0.4657534246575342,0.1863013698630137,1164
3120.0,CHEMBL1200910,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sulfisoxazole-acetyl,0.18,False,CHEMBL1200910,0.0,0.4657534246575342,0.1863013698630137,1165
1941.0,CHEMBL1201338,0.0033729936425208,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cyclopentolate,0.18,False,CHEMBL1201338,0.0,0.4657534246575342,0.1863013698630137,1166
3160.0,CHEMBL1201492,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Sevelamer HCl,0.18,False,CHEMBL1201492,0.0,0.4657534246575342,0.1863013698630137,1167
3200.0,CHEMBL1231391,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,N-acetylmannosamine,0.18,False,CHEMBL1231391,0.0,0.4657534246575342,0.1863013698630137,1168
3247.0,CHEMBL125,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,miltefosine,0.18,False,CHEMBL125,0.0,0.4657534246575342,0.1863013698630137,1169
3349.0,CHEMBL1363184,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY303511,0.18,False,CHEMBL1363184,0.0,0.4657534246575342,0.1863013698630137,1170
3359.0,CHEMBL1368511,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BU-239,0.18,False,CHEMBL1368511,0.0,0.4657534246575342,0.1863013698630137,1171
2165.0,CHEMBL1382627,0.0018414221659203,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,silver-sulfadiazine,0.18,False,CHEMBL1382627,0.0,0.4657534246575342,0.1863013698630137,1172
2813.0,CHEMBL1414320,0.0001133100774251,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,suxibuzone,0.18,False,CHEMBL1414320,0.0,0.4657534246575342,0.1863013698630137,1173
3404.0,CHEMBL1416993,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,FK-888,0.18,False,CHEMBL1416993,0.0,0.4657534246575342,0.1863013698630137,1174
3446.0,CHEMBL1459534,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,JW-67,0.18,False,CHEMBL1459534,0.0,0.4657534246575342,0.1863013698630137,1175
2705.0,CHEMBL14638,0.0002213182762297,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ciproxifan,0.18,False,CHEMBL14638,0.0,0.4657534246575342,0.1863013698630137,1176
560.0,CHEMBL1501,0.0790543832405226,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fluocinonide,0.18,False,CHEMBL1501,0.0,0.4657534246575342,0.1863013698630137,1177
691.0,CHEMBL1509,0.0610258284288477,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,drospirenone,0.18,False,CHEMBL1509,0.0,0.4657534246575342,0.1863013698630137,1178
3500.0,CHEMBL1518938,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,piroxicam,0.18,False,CHEMBL1518938,0.0,0.4657534246575342,0.1863013698630137,1179
1085.0,CHEMBL1552551,0.0355072518337872,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SC-9,0.18,False,CHEMBL1552551,0.0,0.4657534246575342,0.1863013698630137,1180
1432.0,CHEMBL1571,0.0195608083193875,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Testolactone,0.18,False,CHEMBL1571,0.0,0.4657534246575342,0.1863013698630137,1181
3556.0,CHEMBL1598450,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,arofylline,0.18,False,CHEMBL1598450,0.0,0.4657534246575342,0.1863013698630137,1182
3614.0,CHEMBL1652621,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AFN-1252,0.18,False,CHEMBL1652621,0.0,0.4657534246575342,0.1863013698630137,1183
2223.0,CHEMBL1689772,0.0016631093460811,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,omadacycline,0.18,False,CHEMBL1689772,0.0,0.4657534246575342,0.1863013698630137,1184
3701.0,CHEMBL1813048,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TC-N-1752,0.18,False,CHEMBL1813048,0.0,0.4657534246575342,0.1863013698630137,1185
3705.0,CHEMBL183041,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tipranavir,0.18,False,CHEMBL183041,0.0,0.4657534246575342,0.1863013698630137,1186
3725.0,CHEMBL1885632,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,actarit,0.18,False,CHEMBL1885632,0.0,0.4657534246575342,0.1863013698630137,1187
