rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroe6_relevant,mechanistic_rationale,compound_name,morphology_score,is_cp_hit,compound_identifier_used,antiviral_score_norm,cp_morphology_norm,integrated_score,integrated_rank
3880.0,CHEMBL2105999,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,alibendol,0.1,False,CHEMBL2105999,0.0,0.410958904109589,0.1643835616438356,2156
3902.0,CHEMBL2107003,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,RU-28318,0.1,False,CHEMBL2107003,0.0,0.410958904109589,0.1643835616438356,2157
3931.0,CHEMBL2111176,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,valethamate,0.1,False,CHEMBL2111176,0.0,0.410958904109589,0.1643835616438356,2158
2343.0,CHEMBL216735,0.0011067029857796,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GP2a,0.1,False,CHEMBL216735,0.0,0.410958904109589,0.1643835616438356,2159
2117.0,CHEMBL2177390,0.0021499313960082,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GDC-0068,0.1,False,CHEMBL2177390,0.0,0.410958904109589,0.1643835616438356,2160
1834.0,CHEMBL220360,0.0050997566629709,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,taranabant,0.1,False,CHEMBL220360,0.0,0.410958904109589,0.1643835616438356,2161
3997.0,CHEMBL23094,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dideoxyadenosine,0.1,False,CHEMBL23094,0.0,0.410958904109589,0.1643835616438356,2162
2635.0,CHEMBL232202,0.0003745650762801,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,arbutin,0.1,False,CHEMBL232202,0.0,0.410958904109589,0.1643835616438356,2163
1907.0,CHEMBL2336071,0.00380768955562,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,siponimod,0.1,False,CHEMBL2336071,0.0,0.410958904109589,0.1643835616438356,2164
4030.0,CHEMBL2409106,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ML297,0.1,False,CHEMBL2409106,0.0,0.410958904109589,0.1643835616438356,2165
4032.0,CHEMBL2424812,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TC-E-5002,0.1,False,CHEMBL2424812,0.0,0.410958904109589,0.1643835616438356,2166
4036.0,CHEMBL242948,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,carnosine,0.1,False,CHEMBL242948,0.0,0.410958904109589,0.1643835616438356,2167
844.0,CHEMBL249856,0.0491702691234124,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,enoximone,0.1,False,CHEMBL249856,0.0,0.410958904109589,0.1643835616438356,2168
1291.0,CHEMBL25230,0.028405834152664,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BW-373U86,0.1,False,CHEMBL25230,0.0,0.410958904109589,0.1643835616438356,2169
2328.0,CHEMBL258921,0.0011698255567173,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,phenolsulfonphthalein,0.1,False,CHEMBL258921,0.0,0.410958904109589,0.1643835616438356,2170
622.0,CHEMBL278703,0.0710160895506385,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,erteberel,0.1,False,CHEMBL278703,0.0,0.410958904109589,0.1643835616438356,2171
4131.0,CHEMBL285742,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PAOPA,0.1,False,CHEMBL285742,0.0,0.410958904109589,0.1643835616438356,2172
2028.0,CHEMBL3092807,0.0026351560108325,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,UNC2250,0.1,False,CHEMBL3092807,0.0,0.410958904109589,0.1643835616438356,2173
1753.0,CHEMBL317488,0.0087712848887138,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,prolylleucylglycinamide,0.1,False,CHEMBL317488,0.0,0.410958904109589,0.1643835616438356,2174
2638.0,CHEMBL33240,0.0003698125761448,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LTA,0.1,False,CHEMBL33240,0.0,0.410958904109589,0.1643835616438356,2175
2315.0,CHEMBL337702,0.0012156359757954,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxidopamine,0.1,False,CHEMBL337702,0.0,0.410958904109589,0.1643835616438356,2176
4326.0,CHEMBL347795,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,xibenolol,0.1,False,CHEMBL347795,0.0,0.410958904109589,0.1643835616438356,2177
2210.0,CHEMBL3545432,0.0016912431442181,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ixazomib-citrate,0.1,False,CHEMBL3545432,0.0,0.410958904109589,0.1643835616438356,2178
4349.0,CHEMBL356911,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,"4-acetyl-1,1-dimethylpiperazinium",0.1,False,CHEMBL356911,0.0,0.410958904109589,0.1643835616438356,2179
4350.0,CHEMBL358150,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,etofibrate,0.1,False,CHEMBL358150,0.0,0.410958904109589,0.1643835616438356,2180
2485.0,CHEMBL3609326,0.0006019141569171,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,FRAX486,0.1,False,CHEMBL3609326,0.0,0.410958904109589,0.1643835616438356,2181
1888.0,CHEMBL3617964,0.0041340372351153,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD9668,0.1,False,CHEMBL3617964,0.0,0.410958904109589,0.1643835616438356,2182
2859.0,CHEMBL367788,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,didox,0.1,False,CHEMBL367788,0.0,0.410958904109589,0.1643835616438356,2183
2168.0,CHEMBL375270,0.0018414221659203,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GW-9662,0.1,False,CHEMBL375270,0.0,0.410958904109589,0.1643835616438356,2184
4390.0,CHEMBL375655,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,guanosine,0.1,False,CHEMBL375655,0.0,0.410958904109589,0.1643835616438356,2185
2274.0,CHEMBL376408,0.0013938882754532,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ABT-737,0.1,False,CHEMBL376408,0.0,0.410958904109589,0.1643835616438356,2186
1852.0,CHEMBL38943,0.0048134190816539,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,GW-501516,0.1,False,CHEMBL38943,0.0,0.410958904109589,0.1643835616438356,2187
4417.0,CHEMBL389946,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TCS-2314,0.1,False,CHEMBL389946,0.0,0.410958904109589,0.1643835616438356,2188
1507.0,CHEMBL4104747,0.015742484897704,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CaCCinh-A01,0.1,False,CHEMBL4104747,0.0,0.410958904109589,0.1643835616438356,2189
4470.0,CHEMBL4159565,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CE3F4,0.1,False,CHEMBL4159565,0.0,0.410958904109589,0.1643835616438356,2190
1682.0,CHEMBL4162576,0.0117678160184618,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,VU0422288,0.1,False,CHEMBL4162576,0.0,0.410958904109589,0.1643835616438356,2191
4501.0,CHEMBL4297273,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CPP,0.1,False,CHEMBL4297273,0.0,0.410958904109589,0.1643835616438356,2192
617.0,CHEMBL4297456,0.0711683986780949,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ATN-161,0.1,False,CHEMBL4297456,0.0,0.410958904109589,0.1643835616438356,2193
4522.0,CHEMBL4303158,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,G-15,0.1,False,CHEMBL4303158,0.0,0.410958904109589,0.1643835616438356,2194
4526.0,CHEMBL4303166,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,centpropazine,0.1,False,CHEMBL4303166,0.0,0.410958904109589,0.1643835616438356,2195
2578.0,CHEMBL4303199,0.0004571451080889,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,casin,0.1,False,CHEMBL4303199,0.0,0.410958904109589,0.1643835616438356,2196
4552.0,CHEMBL4303252,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acetyl-11-keto-beta-boswellic-acid,0.1,False,CHEMBL4303252,0.0,0.410958904109589,0.1643835616438356,2197
4569.0,CHEMBL4303295,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BRD9876,0.1,False,CHEMBL4303295,0.0,0.410958904109589,0.1643835616438356,2198
4584.0,CHEMBL4303338,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LX1031,0.1,False,CHEMBL4303338,0.0,0.410958904109589,0.1643835616438356,2199
4611.0,CHEMBL4303411,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,naphthoquine-phosphate,0.1,False,CHEMBL4303411,0.0,0.410958904109589,0.1643835616438356,2200
4625.0,CHEMBL4303436,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sulfanilate-zinc,0.1,False,CHEMBL4303436,0.0,0.410958904109589,0.1643835616438356,2201
4631.0,CHEMBL4303453,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,WIKI4,0.1,False,CHEMBL4303453,0.0,0.410958904109589,0.1643835616438356,2202
4704.0,CHEMBL4303655,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,APcK-110,0.1,False,CHEMBL4303655,0.0,0.410958904109589,0.1643835616438356,2203
1880.0,CHEMBL43184,0.0042418168599323,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,9-aminoacridine,0.1,False,CHEMBL43184,0.0,0.410958904109589,0.1643835616438356,2204
4739.0,CHEMBL435966,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nimorazole,0.1,False,CHEMBL435966,0.0,0.410958904109589,0.1643835616438356,2205
2394.0,CHEMBL444478,0.0009055034142083,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,verbascoside,0.1,False,CHEMBL444478,0.0,0.410958904109589,0.1643835616438356,2206
4754.0,CHEMBL446143,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ornithine,0.1,False,CHEMBL446143,0.0,0.410958904109589,0.1643835616438356,2207
1536.0,CHEMBL453,0.0147105437386507,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sulfafurazole,0.1,False,CHEMBL453,0.0,0.410958904109589,0.1643835616438356,2208
4797.0,CHEMBL462990,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sulfamonomethoxine,0.1,False,CHEMBL462990,0.0,0.410958904109589,0.1643835616438356,2209
2060.0,CHEMBL470334,0.0023892754522393,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,VER-155008,0.1,False,CHEMBL470334,0.0,0.410958904109589,0.1643835616438356,2210
4828.0,CHEMBL474579,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cefotetan,0.1,False,CHEMBL474579,0.0,0.410958904109589,0.1643835616438356,2211
2170.0,CHEMBL479014,0.0018354149994104,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,3-bromo-7-nitroindazole,0.1,False,CHEMBL479014,0.0,0.410958904109589,0.1643835616438356,2212
4851.0,CHEMBL485549,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,nifursol,0.1,False,CHEMBL485549,0.0,0.410958904109589,0.1643835616438356,2213
1621.0,CHEMBL488025,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,exisulind,0.1,False,CHEMBL488025,0.0,0.410958904109589,0.1643835616438356,2214
2527.0,CHEMBL490153,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,A-867744,0.1,False,CHEMBL490153,0.0,0.410958904109589,0.1643835616438356,2215
2226.0,CHEMBL498270,0.0016631093460811,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TRAM-34,0.1,False,CHEMBL498270,0.0,0.410958904109589,0.1643835616438356,2216
683.0,CHEMBL505,0.0618200710482056,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,chlorphenamine,0.1,False,CHEMBL505,0.0,0.410958904109589,0.1643835616438356,2217
4888.0,CHEMBL507046,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trans-4-hydroxycrotonic-acid,0.1,False,CHEMBL507046,0.0,0.410958904109589,0.1643835616438356,2218
705.0,CHEMBL514201,0.0586333672563685,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,talmapimod,0.1,False,CHEMBL514201,0.0,0.410958904109589,0.1643835616438356,2219
492.0,CHEMBL55,0.092355981447894,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pentamidine,0.1,False,CHEMBL55,0.0,0.410958904109589,0.1643835616438356,2220
2560.0,CHEMBL63064,0.0005183816608354,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,DAA-1106,0.1,False,CHEMBL63064,0.0,0.410958904109589,0.1643835616438356,2221
5042.0,CHEMBL63266,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],0.1,False,CHEMBL63266,0.0,0.410958904109589,0.1643835616438356,2222
2775.0,CHEMBL695,0.0001478319418738,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trimethadione,0.1,False,CHEMBL695,0.0,0.410958904109589,0.1643835616438356,2223
5064.0,CHEMBL699,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,etofylline,0.1,False,CHEMBL699,0.0,0.410958904109589,0.1643835616438356,2224
1050.0,CHEMBL701,0.036492412557772,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,baclofen,0.1,False,CHEMBL701,0.0,0.410958904109589,0.1643835616438356,2225
1832.0,CHEMBL76897,0.0051253796222492,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,4-DAMP,0.1,False,CHEMBL76897,0.0,0.410958904109589,0.1643835616438356,2226
5099.0,CHEMBL817,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tolazamide,0.1,False,CHEMBL817,0.0,0.410958904109589,0.1643835616438356,2227
1011.0,CHEMBL846,0.0376395028607558,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,calcitriol,0.1,False,CHEMBL846,0.0,0.410958904109589,0.1643835616438356,2228
1327.0,CHEMBL856,0.0252909133678806,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,primidone,0.1,False,CHEMBL856,0.0,0.410958904109589,0.1643835616438356,2229
5116.0,CHEMBL870,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,alendronate,0.1,False,CHEMBL870,0.0,0.410958904109589,0.1643835616438356,2230
1318.0,CHEMBL887,0.0261481785620755,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rasagiline,0.1,False,CHEMBL887,0.0,0.410958904109589,0.1643835616438356,2231
1956.0,CHEMBL90593,0.0032767086746637,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PRASTERONE,0.1,False,CHEMBL90593,0.0,0.410958904109589,0.1643835616438356,2232
5131.0,CHEMBL9116,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,caracemide,0.1,False,CHEMBL9116,0.0,0.410958904109589,0.1643835616438356,2233
1413.0,CHEMBL945,0.020887184964234,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amiloride,0.1,False,CHEMBL945,0.0,0.410958904109589,0.1643835616438356,2234
127.0,CHEMBL109480,0.3593615831044541,0.1867731344987043,0.0,1.245154229991362,0.0,,Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,tanespimycin,-0.05,False,CHEMBL109480,0.06844204112296044,0.3082191780821918,0.16435289590665297,2235
107.0,CHEMBL107,0.391797604342162,0.1839526778318788,0.0,1.2263511855458586,0.0,,Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,,False,Relevant pathways: Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,colchicine,-0.05,False,CHEMBL107,0.06740849948596586,0.3082191780821918,0.16373277092445623,2236
209.0,CHEMBL400402,0.2925418702089014,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,TG-100572,-0.04,False,CHEMBL400402,0.062178218306311844,0.31506849315068497,0.16333432824406108,2237
49.0,CHEMBL558752,0.631055696283728,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,RAF265,-0.04,False,CHEMBL558752,0.062178218306311844,0.31506849315068497,0.16333432824406108,2238
205.0,CHEMBL490,0.305640918105882,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,paroxetine,-0.08,False,CHEMBL490,0.07947032317059056,0.2876712328767123,0.16275068705303927,2239
1896.0,CHEMBL1068,0.0038743767553266,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxcarbazepine,0.09,False,CHEMBL1068,0.0,0.4041095890410959,0.16164383561643836,2240
2994.0,CHEMBL1079787,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,todralazine,0.09,False,CHEMBL1079787,0.0,0.4041095890410959,0.16164383561643836,2241
2930.0,CHEMBL1093,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,articaine,0.09,False,CHEMBL1093,0.0,0.4041095890410959,0.16164383561643836,2242
714.0,CHEMBL1095097,0.0575656685780164,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,eplerenone,0.09,False,CHEMBL1095097,0.0,0.4041095890410959,0.16164383561643836,2243
922.0,CHEMBL116,0.0434267752135081,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,amprenavir,0.09,False,CHEMBL116,0.0,0.4041095890410959,0.16164383561643836,2244
3063.0,CHEMBL1179743,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,L-161982,0.09,False,CHEMBL1179743,0.0,0.4041095890410959,0.16164383561643836,2245
3071.0,CHEMBL1184529,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acriflavinium,0.09,False,CHEMBL1184529,0.0,0.4041095890410959,0.16164383561643836,2246
2106.0,CHEMBL1190,0.0021950204187002,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,decamethonium,0.09,False,CHEMBL1190,0.0,0.4041095890410959,0.16164383561643836,2247
903.0,CHEMBL12,0.0455317659422899,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,diazepam,0.09,False,CHEMBL12,0.0,0.4041095890410959,0.16164383561643836,2248
2260.0,CHEMBL1200,0.0014775496735845,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxybuprocaine,0.09,False,CHEMBL1200,0.0,0.4041095890410959,0.16164383561643836,2249
3107.0,CHEMBL1200628,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,VANCOMYCIN HYDROCHLORIDE,0.09,False,CHEMBL1200628,0.0,0.4041095890410959,0.16164383561643836,2250
2888.0,CHEMBL1200682,8.8699165124328e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SODIUM OXYBATE,0.09,False,CHEMBL1200682,0.0,0.4041095890410959,0.16164383561643836,2251
3119.0,CHEMBL1200866,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,perflubron,0.09,False,CHEMBL1200866,0.0,0.4041095890410959,0.16164383561643836,2252
552.0,CHEMBL1201087,0.0793180848931612,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cabergoline,0.09,False,CHEMBL1201087,0.0,0.4041095890410959,0.16164383561643836,2253
2561.0,CHEMBL1201117,0.00050946172324,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methocarbamol,0.09,False,CHEMBL1201117,0.0,0.4041095890410959,0.16164383561643836,2254
2096.0,CHEMBL1201264,0.002221395877859,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methantheline,0.09,False,CHEMBL1201264,0.0,0.4041095890410959,0.16164383561643836,2255
3161.0,CHEMBL1201528,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,vasopressin,0.09,False,CHEMBL1201528,0.0,0.4041095890410959,0.16164383561643836,2256
3162.0,CHEMBL1201758,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bepotastine,0.09,False,CHEMBL1201758,0.0,0.4041095890410959,0.16164383561643836,2257
3164.0,CHEMBL1201784,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,hexaminolevulinate,0.09,False,CHEMBL1201784,0.0,0.4041095890410959,0.16164383561643836,2258
951.0,CHEMBL1206690,0.0416368082279159,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,parecoxib,0.09,False,CHEMBL1206690,0.0,0.4041095890410959,0.16164383561643836,2259
