chembl_id,drug_name,smiles,inchikey,molecular_weight,clinical_phase,status_any,targets,target_evidence_count,pathway_ids,pathway_names,pathway_link_count,moa_links,moa_link_count,provenance_sources
CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,DADAEARVGOQWHV-OSYLJGHBSA-N,402.5060000000002,2.0,Terminated,JAK2,1.0,R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"RAF/MAP kinase cascade|Cyclin D associated events in G1|Factors involved in megakaryocyte development and platelet production|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RAF/MAP kinase cascad|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Cyclin D associated events in G|Factors involved in megakaryocyte development and platelet productio|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",38.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3244648,METHOTREXATE SODIUM,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Na+].[Na+],DASQOOZCTWOQPA-GXKRWWSZSA-L,498.4110000000003,,,,,,,,Dihydrofolate reductase inhibitor,1.0,mechanism_drug_candidate
CHEMBL4167360,IDH305,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,DCGDPJCUIKLTDU-QWQRMKEZSA-N,490.4610000000001,2.0,Withdrawn,IDH1,1.0,R-HSA-6798695|R-HSA-2978092|R-HSA-389542|R-HSA-9033241|R-HSA-9818025,Neutrophil degranulation|Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate|NADPH regeneration|Peroxisomal protein import|NFE2L2 regulating TCA cycle genes|Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarat|NADPH regeneratio|Neutrophil degranulatio|Peroxisomal protein impor|NFE2L2 regulating TCA cycle gene,5.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,DCRWIATZWHLIPN-UHFFFAOYSA-N,349.3690000000001,1.0,Completed,JAK2,1.0,R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"RAF/MAP kinase cascade|Cyclin D associated events in G1|Factors involved in megakaryocyte development and platelet production|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RAF/MAP kinase cascad|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Cyclin D associated events in G|Factors involved in megakaryocyte development and platelet productio|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",38.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL562,GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,352.7700000000001,,,,,,,,Tubulin inhibitor,1.0,mechanism_drug_candidate
CHEMBL1200410,PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,DERJYEZSLHIUKF-UHFFFAOYSA-N,257.765,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL298734,LONAFARNIB,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,638.8319999999999,,,,,,,,Protein farnesyltransferase inhibitor,1.0,mechanism_drug_candidate
CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,DHYPGRVMIOATAE-UHFFFAOYSA-N,633.6020000000004,,,,,,,,Tyrosine-protein kinase receptor FLT3 inhibitor,1.0,mechanism_drug_candidate
CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,DJHCCTTVDRAMEH-DUUJBDRPSA-N,521.0500000000003,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL2029988,CEP-32496,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,DKNUPRMJNUQNHR-UHFFFAOYSA-N,517.4640000000002,1.0,Completed,RET|BRAF,2.0,R-HSA-5673001|R-HSA-8853659|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674|R-HSA-5673000|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-9649948|R-HSA-9656223|R-HSA-5674135|R-HSA-5674499|R-HSA-5675221|R-HSA-6802948|R-HSA-9726840|R-HSA-9726842|R-HSA-1295596|R-HSA-170968|R-HSA-170984|R-HSA-187706,RAF/MAP kinase cascade|RET signaling|NPAS4 regulates expression of target genes|Formation of the nephric duct|Formation of the ureteric bud|RAF activation|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|MAP2K and MAPK activation|Negative feedback regulation of MAPK pathway|Negative regulation of MAPK pathway|Signaling by high-kinase activity BRAF mutants|SHOC2 M1731 mutant abolishes MRAS complex function|Gain-of-function MRAS complexes activate RAF signaling|Spry regulation of FGF signaling|Frs2-mediated activation|ARMS-mediated activation|Signalling to p38 via RIT and RIN|RAF/MAP kinase cascad|RAF activatio|MAP2K and MAPK activatio|Negative feedback regulation of MAPK pathwa|Negative regulation of MAPK pathwa|Signaling by moderate kinase activity BRAF mutant|Signaling by high-kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|SHOC2 M1731 mutant abolishes MRAS complex functio|Gain-of-function MRAS complexes activate RAF signalin|RET signalin|NPAS4 regulates expression of target gene|Formation of the nephric duc|Formation of the ureteric bu|Spry regulation of FGF signalin|Frs2-mediated activatio|ARMS-mediated activatio|Signalling to p38 via RIT and RI,21.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL6067642,CODEINE PHOSPHATE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O.O=P(O)(O)O,DKSZLDSPXIWGFO-BLOJGBSASA-N,812.7430000000005,,,,,,,,Opioid receptors; mu/kappa/delta agonist,1.0,mechanism_drug_candidate
CHEMBL513,CARMUSTINE,O=NN(CCCl)C(=O)NCCCl,DLGOEMSEDOSKAD-UHFFFAOYSA-N,214.052,,,,,,,,DNA inhibitor | RNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL1549,HYDROCORTISONE CYPIONATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,DLVOSEUFIRPIRM-KAQKJVHQSA-N,486.6490000000005,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL1200865,LOTEPREDNOL ETABONATE,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,DMKSVUSAATWOCU-HROMYWEYSA-N,466.95800000000025,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL5314391,XL-999,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,DMQYDVBIPXAAJA-VHXPQNKSSA-N,445.5420000000002,2.0,Terminated,FLT3|KIT|PDGFRB|KDR|FLT4|PDGFRA,6.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|PI3K Cascade|FLT3 Signaling|STAT5 Activation|FLT3 mutants bind TKIs|STAT5 activation downstream of FLT3 ITD mutants|KW2449-resistant FLT3 mutants|semaxanib-resistant FLT3 mutants|crenolanib-resistant FLT3 mutants|gilteritinib-resistant FLT3 mutants|lestaurtinib-resistant FLT3 mutants|midostaurin-resistant FLT3 mutants|pexidartinib-resistant FLT3 mutants|ponatinib-resistant FLT3 mutants|quizartinib-resistant FLT3 mutants|sorafenib-resistant FLT3 mutants|sunitinib-resistant FLT3 mutants|tandutinib-resistant FLT3 mutants|linifanib-resistant FLT3 mutants|tamatinib-resistant FLT3 mutants|Signaling by FLT3 ITD and TKD mutants|Negative regulation of FLT3|FLT3 signaling through SRC family kinases|FLT3 signaling by CBL mutants|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PI3K Cascad|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|FLT3 Signalin|STAT5 Activatio|FLT3 mutants bind TKI|STAT5 activation downstream of FLT3 ITD mutant|KW2449-resistant FLT3 mutant|semaxanib-resistant FLT3 mutant|crenolanib-resistant FLT3 mutant|gilteritinib-resistant FLT3 mutant|lestaurtinib-resistant FLT3 mutant|midostaurin-resistant FLT3 mutant|pexidartinib-resistant FLT3 mutant|ponatinib-resistant FLT3 mutant|quizartinib-resistant FLT3 mutant|sorafenib-resistant FLT3 mutant|sunitinib-resistant FLT3 mutant|tandutinib-resistant FLT3 mutant|linifanib-resistant FLT3 mutant|tamatinib-resistant FLT3 mutant|Signaling by FLT3 ITD and TKD mutant|Negative regulation of FLT|FLT3 signaling through SRC family kinase|FLT3 signaling by CBL mutant|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Downstream signal transductio|Signaling by PDG|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",61.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL4761468,AUMOLERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DOEOECWDNSEFDN-UHFFFAOYSA-N,525.6570000000004,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL2106643,MYCOPHENOLATE SODIUM,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2.[Na+],DOZYTHNHLLSNIK-JOKMOOFLSA-M,342.32300000000004,,,,,,,,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,1.0,mechanism_drug_candidate
CHEMBL2218878,TRIMETREXATE GLUCURONATE,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,DQOGWKZQQBYYMW-LQGIGNHCSA-N,563.5640000000004,,,,,,,,Dihydrofolate reductase inhibitor,1.0,mechanism_drug_candidate
CHEMBL3137308,PEFICITINIB,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,DREIJXJRTLTGJC-ZLBJMMTISA-N,326.40000000000015,3.0,,JAK2,1.0,R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"RAF/MAP kinase cascade|Cyclin D associated events in G1|Factors involved in megakaryocyte development and platelet production|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RAF/MAP kinase cascad|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Cyclin D associated events in G|Factors involved in megakaryocyte development and platelet productio|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",38.0,,,protein_drug_candidates|pathway_drug_candidates
