chembl_id,drug_name,smiles,inchikey,molecular_weight,clinical_phase,status_any,targets,target_evidence_count,pathway_ids,pathway_names,pathway_link_count,moa_links,moa_link_count,provenance_sources
CHEMBL1980297,ILORASERTIB,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,WPHKIQPVPYJNAX-UHFFFAOYSA-N,488.5480000000002,2.0,Terminated,PDGFRB|KDR|FLT4|PDGFRA,4.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|VEGFA-VEGFR2 Pathway|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Downstream signal transductio|Signaling by PDG|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",22.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,WQVZLXWQESQGIF-WJKBNZMCSA-N,364.8730000000001,,,,,,,,Adrenergic receptor beta antagonist,1.0,mechanism_drug_candidate
CHEMBL1169,AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1,WUBBRNOQWQTFEX-UHFFFAOYSA-N,153.137,,,,,,,,Dihydrofolate reductase inhibitor,1.0,mechanism_drug_candidate
CHEMBL276711,SEMAXANIB,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,WUWDLXZGHZSWQZ-WQLSENKSSA-N,238.29000000000002,3.0,Completed,KIT|KDR|FLT4,3.0,R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-9673770,"PIP3 activates AKT signaling|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR",29.0,Stem cell growth factor receptor inhibitor | Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL1738757,REBASTINIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,WVXNSAVVKYZVOE-UHFFFAOYSA-N,553.5980000000003,1.0,Terminated,ABL1,1.0,R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927,"Regulation of actin dynamics for phagocytic cup formation|Role of ABL in ROBO-SLIT signaling|Myogenesis|RHO GTPases Activate WASPs and WAVEs|HDR through Single Strand Annealing (SSA)|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks|Cyclin D associated events in G1|RUNX1 regulates transcription of genes involved in differentiation of HSCs|RUNX2 regulates osteoblast differentiation|FCGR3A-mediated phagocytosis|Factors involved in megakaryocyte development and platelet production|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells|RUNX1 regulates transcription of genes involved in differentiation of HSC|MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi|Regulation of actin dynamics for phagocytic cup formatio|Role of ABL in ROBO-SLIT signalin|Myogenesi|RHO GTPases Activate WASPs and WAVE|HDR through Single Strand Annealing (SSA|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break|Cyclin D associated events in G|RUNX2 regulates osteoblast differentiatio|FCGR3A-mediated phagocytosi|Factors involved in megakaryocyte development and platelet productio|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell",13.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,WYQFJHHDOKWSHR-MNOVXSKESA-N,380.374,3.0,"Active, not recruiting",JAK2,1.0,R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"RAF/MAP kinase cascade|Cyclin D associated events in G1|Factors involved in megakaryocyte development and platelet production|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RAF/MAP kinase cascad|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Cyclin D associated events in G|Factors involved in megakaryocyte development and platelet productio|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",38.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL1201749,DIFLUPREDNATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,WYQPLTPSGFELIB-JTQPXKBDSA-N,508.5580000000002,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL58061,CO-TRIMOXAZOLE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,WZRJTRPJURQBRM-UHFFFAOYSA-N,543.6060000000002,,,,,,,,Bacterial dihydrofolate reductase inhibitor,1.0,mechanism_drug_candidate
CHEMBL240163,PAZUFLOXACIN,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,XAGMUUZPGZWTRP-ZETCQYMHSA-N,318.30400000000003,3.0,,TOP2A,1.0,R-HSA-1362277|R-HSA-4615885,Transcription of E2F targets under negative control by DREAM complex|SUMOylation of DNA replication proteins|Transcription of E2F targets under negative control by DREAM comple|SUMOylation of DNA replication protein,2.0,DNA topoisomerase II inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL3545252,DOCETAXEL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C.O.O.O,XCDIRYDKECHIPE-QHEQPUDQSA-N,861.9350000000002,,,,,,,,Tubulin inhibitor,1.0,mechanism_drug_candidate
CHEMBL847,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,XCGYUJZMCCFSRP-UHFFFAOYSA-N,279.34,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL1201167,CARVEDILOL PHOSPHATE,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,XCPXNPBILMXKNX-UHFFFAOYSA-N,504.47600000000006,,,,,,,,Adrenergic receptor alpha-1 antagonist | Adrenergic receptor beta antagonist,1.0,mechanism_drug_candidate
CHEMBL1237054,PLICAMYCIN,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,XDKMHMINQXATOR-RCFLUEAHSA-N,1085.156,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL461101,ELTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,XDXWLKQMMKQXPV-QYQHSDTDSA-N,442.47500000000014,3.0,Unknown status,MPL,1.0,R-HSA-76009,Platelet Aggregation (Plug Formation,1.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL939,GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,XGALLCVXEZPNRQ-UHFFFAOYSA-N,446.9100000000004,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL1200449,TRIAMCINOLONE DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,XGMPVBXKDAHORN-RBWIMXSLSA-N,478.5130000000003,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL5416410,DASATINIB,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,XHXFZZNHDVTMLI-UHFFFAOYSA-N,506.0320000000004,,,,,,,,Bcr/Abl fusion protein inhibitor,1.0,mechanism_drug_candidate
CHEMBL4559134,SELPERCATINIB,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,XIIOFHFUYBLOLW-UHFFFAOYSA-N,525.6130000000003,4.0,,RET,1.0,R-HSA-5673001|R-HSA-8853659|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674,RAF/MAP kinase cascade|RET signaling|NPAS4 regulates expression of target genes|Formation of the nephric duct|Formation of the ureteric bud|RAF/MAP kinase cascad|RET signalin|NPAS4 regulates expression of target gene|Formation of the nephric duc|Formation of the ureteric bu,5.0,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor | Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET inhibitor | Tyrosine-protein kinase receptor RET inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
CHEMBL1201179,LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,XNRVGTHNYCNCFF-UHFFFAOYSA-N,943.4940000000003,,,,,,,,Epidermal growth factor receptor erbB1 inhibitor,1.0,mechanism_drug_candidate
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,XQFRJNBWHJMXHO-RRKCRQDMSA-N,354.1,,,,,,,,DNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL1512,FLUNISOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,XSFJVAJPIHIPKU-XWCQMRHXSA-N,434.50400000000025,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL1676,FLUTICASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,XTULMSXFIHGYFS-VLSRWLAYSA-N,538.5840000000003,,,,,,,,Glucocorticoid receptor agonist,1.0,mechanism_drug_candidate
CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,XUZMWHLSFXCVMG-UHFFFAOYSA-N,371.4260000000001,4.0,,JAK2,1.0,R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,"RAF/MAP kinase cascade|Cyclin D associated events in G1|Factors involved in megakaryocyte development and platelet production|Interferon gamma signaling|Interleukin-4 and Interleukin-13 signaling|Signaling by CSF3 (G-CSF)|Inactivation of CSF3 (G-CSF) signaling|Interleukin-3, Interleukin-5 and GM-CSF signaling|Interleukin receptor SHC signaling|Interleukin-6 signaling|MAPK3 (ERK1) activation|MAPK1 (ERK2) activation|Prolactin receptor signaling|Signaling by SCF-KIT|Signaling by Leptin|RMTs methylate histone arginines|RAF activation|IL-6-type cytokine receptor ligand interactions|Signaling by moderate kinase activity BRAF mutants|Signaling by BRAF and RAF1 fusions|Paradoxical activation of RAF signaling by kinase inactive BRAF|Regulation of IFNG signaling|Interleukin-20 family signaling|Interleukin-35 Signalling|Signaling by Erythropoietin|Interleukin-12 signaling|Interleukin-23 signaling|Interleukin-27 signaling|Erythropoietin activates Phosphoinositide-3-kinase (PI3K)|Erythropoietin activates Phospholipase C gamma (PLCG)|Erythropoietin activates STAT5|Erythropoietin activates RAS|Signaling downstream of RAS mutants|Signaling by RAF1 mutants|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|Potential therapeutics for SARS|IFNG signaling activates MAPKs|Growth hormone receptor signaling|RMTs methylate histone arginine|Interleukin-4 and Interleukin-13 signalin|RAF/MAP kinase cascad|Interleukin-3, Interleukin-5 and GM-CSF signalin|Interleukin receptor SHC signalin|RAF activatio|Signaling by moderate kinase activity BRAF mutant|Signaling by BRAF and RAF1 fusion|Paradoxical activation of RAF signaling by kinase inactive BRA|Signaling downstream of RAS mutant|Signaling by RAF1 mutant|IFNG signaling activates MAPK|Interferon gamma signalin|Interleukin-6 signalin|Signaling by CSF3 (G-CSF|Inactivation of CSF3 (G-CSF) signalin|Cyclin D associated events in G|Factors involved in megakaryocyte development and platelet productio|Signaling by SCF-KI|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Prolactin receptor signalin|Signaling by Lepti|Interleukin-20 family signalin|Erythropoietin activates STAT|Growth hormone receptor signalin|Erythropoietin activates RA|MAPK3 (ERK1) activatio|MAPK1 (ERK2) activatio|Regulation of IFNG signalin|IL-6-type cytokine receptor ligand interaction|Interleukin-35 Signallin|Signaling by Erythropoieti|Interleukin-12 signalin|Interleukin-23 signalin|Interleukin-27 signalin|Erythropoietin activates Phosphoinositide-3-kinase (PI3K|Erythropoietin activates Phospholipase C gamma (PLCG|Potential therapeutics for SAR",38.0,,,protein_drug_candidates|pathway_drug_candidates
CHEMBL2023895,HYDROXYSTILBAMIDINE ISETHIONATE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,XVTQTNAKZYLTNZ-HFPMQDOPSA-N,532.5970000000002,,,,,,,,DNA inhibitor | RNA inhibitor,1.0,mechanism_drug_candidate
CHEMBL491473,CEDIRANIB,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,XXJWYDDUDKYVKI-UHFFFAOYSA-N,450.51400000000035,3.0,Completed,KIT|PDGFRB|KDR|FLT4|PDGFRA,5.0,R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,"PIP3 activates AKT signaling|Downstream signal transduction|Signaling by PDGF|Constitutive Signaling by Aberrant PI3K in Cancer|RAF/MAP kinase cascade|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling|VEGFR2 mediated cell proliferation|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants|Signaling by PDGFRA extracellular domain mutants|Imatinib-resistant PDGFR mutants|Sunitinib-resistant PDGFR mutants|Regorafenib-resistant PDGFR mutants|Sorafenib-resistant PDGFR mutants|PDGFR mutants bind TKIs|Signaling by SCF-KIT|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants|VEGFA-VEGFR2 Pathway|Regulation of KIT signaling|TFAP2 (AP-2) family regulates transcription of growth factors and their receptors|Dasatinib-resistant KIT mutants|Imatinib-resistant KIT mutants|KIT mutants bind TKIs|Masitinib-resistant KIT mutants|Nilotinib-resistant KIT mutants|Regorafenib-resistant KIT mutants|Signaling by kinase domain mutants of KIT|Sunitinib-resistant KIT mutants|Signaling by juxtamembrane domain KIT mutants|Sorafenib-resistant KIT mutants|Signaling by extracellular domain mutants of KIT|Transcriptional and post-translational regulation of MITF-M expression and activity|VEGF binds to VEGFR leading to receptor dimerization|NOTCH4 Intracellular Domain Regulates Transcription|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells|Neurophilin interactions with VEGF and VEGFR|Integrin cell surface interactions|Signaling by membrane-tethered fusions of PDGFRA or PDGFRB|PIP3 activates AKT signalin|Constitutive Signaling by Aberrant PI3K in Cance|RAF/MAP kinase cascad|PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin|VEGF binds to VEGFR leading to receptor dimerizatio|NOTCH4 Intracellular Domain Regulates Transcriptio|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell|VEGFR2 mediated cell proliferatio|VEGFA-VEGFR2 Pathwa|Regulation of KIT signalin|Downstream signal transductio|Signaling by PDG|Signaling by SCF-KI|TFAP2 (AP-2) family regulates transcription of growth factors and their receptor|Dasatinib-resistant KIT mutant|Imatinib-resistant KIT mutant|KIT mutants bind TKI|Masitinib-resistant KIT mutant|Nilotinib-resistant KIT mutant|Regorafenib-resistant KIT mutant|Signaling by kinase domain mutants of KI|Sunitinib-resistant KIT mutant|Signaling by juxtamembrane domain KIT mutant|Sorafenib-resistant KIT mutant|Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant|Signaling by extracellular domain mutants of KI|Transcriptional and post-translational regulation of MITF-M expression and activit|Neurophilin interactions with VEGF and VEGF|Integrin cell surface interaction|Signaling by membrane-tethered fusions of PDGFRA or PDGFR|Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant|Signaling by PDGFRA extracellular domain mutant|Imatinib-resistant PDGFR mutant|Sunitinib-resistant PDGFR mutant|Regorafenib-resistant PDGFR mutant|Sorafenib-resistant PDGFR mutant|PDGFR mutants bind TKI",38.0,Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Vascular endothelial growth factor receptor inhibitor,1.0,protein_drug_candidates|pathway_drug_candidates|mechanism_drug_candidate
