dedup_key,parent_inchikey,parent_smiles,canonical_smiles,example_drug_name,chembl_id,n_records,n_proteins,n_pathways,n_moas,any_known_aml,max_phase
NLFLXLJXEIUQDL-UHFFFAOYSA-N,NLFLXLJXEIUQDL-UHFFFAOYSA-N,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,GUSACITINIB,CHEMBL4594275,77,1,76,0,False,2.0
NMDYYWFGPIMTKO-KLCPSUAYSA-N,NMDYYWFGPIMTKO-KLCPSUAYSA-N,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,VINFLUNINE,CHEMBL2105629;CHEMBL2110725,2,0,0,2,False,
NMUSYJAQQFHJEW-KVTDHHQDSA-N,NMUSYJAQQFHJEW-KVTDHHQDSA-N,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,AZACITIDINE,CHEMBL1489,29,2,26,1,True,4.0
NOYPYLRCIDNJJB-UHFFFAOYSA-N,NOYPYLRCIDNJJB-UHFFFAOYSA-N,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,TRIMETREXATE GLUCURONATE,CHEMBL2218878,1,0,0,1,False,
NOZIJMHMKORZBA-KJCUYJGMSA-N,NOZIJMHMKORZBA-KJCUYJGMSA-N,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,LUSUTROMBOPAG,CHEMBL2107831,2,1,1,0,False,4.0
NRUKOCRGYNPUPR-QBPJDGROSA-N,NRUKOCRGYNPUPR-QBPJDGROSA-N,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,TENIPOSIDE,CHEMBL452231,6,1,4,1,False,4.0
NSQSAUGJQHDYNO-UHFFFAOYSA-N,NSQSAUGJQHDYNO-UHFFFAOYSA-N,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,TAZEMETOSTAT HYDROBROMIDE,CHEMBL3414621;CHEMBL4594260,18,2,16,0,False,4.0
NWIBSHFKIJFRCO-WUDYKRTCSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,MITOMYCIN,CHEMBL105,1,0,0,1,False,
NXFQHRVNIOXGAQ-YCRREMRBSA-M,NXFQHRVNIOXGAQ-YCRREMRBSA-M,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],NITROFURANTOIN SODIUM,CHEMBL1201000,1,0,0,1,False,
NXFQHRVNIOXGAQ-YCRREMRBSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NITROFURANTOIN,CHEMBL572,1,0,0,1,False,
NXQKSXLFSAEQCZ-SFHVURJKSA-N,NXQKSXLFSAEQCZ-SFHVURJKSA-N,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,SOTORASIB,CHEMBL4535757,69,1,68,0,False,4.0
OAVGBZOFDPFGPJ-UHFFFAOYSA-N,OAVGBZOFDPFGPJ-UHFFFAOYSA-N,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,SOTRASTAURIN,CHEMBL565612,139,11,128,0,False,2.0
OBMJQRLIQQTJLR-USGQOSEYSA-N,OBMJQRLIQQTJLR-USGQOSEYSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,ALDOXORUBICIN,CHEMBL2107818,6,1,4,1,False,3.0
OFZJKCQENFPZBH-UHFFFAOYSA-N,OFZJKCQENFPZBH-UHFFFAOYSA-N,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,AVATROMBOPAG MALEATE,CHEMBL2103883;CHEMBL2105758,4,2,2,0,False,4.0
OGHNVEJMJSYVRP-UHFFFAOYSA-N,OGHNVEJMJSYVRP-UHFFFAOYSA-N,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CARVEDILOL,CHEMBL1201167;CHEMBL723,2,0,0,2,True,
OGQICQVSFDPSEI-UHFFFAOYSA-N,OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,TAZAROTENE,CHEMBL1657,28,3,24,1,False,4.0
OGSBUKJUDHAQEA-WMCAAGNKSA-N,OGSBUKJUDHAQEA-WMCAAGNKSA-N,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,PRALATREXATE,CHEMBL1201746,1,0,0,1,False,
OGWKCGZFUXNPDA-XQKSVPLYSA-N,OGWKCGZFUXNPDA-XQKSVPLYSA-N,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,VINCRISTINE SULFATE,CHEMBL501867,1,0,0,1,True,
OIGNJSKKLXVSLS-VWUMJDOOSA-N,OIGNJSKKLXVSLS-VWUMJDOOSA-N,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,PREDNISOLONE,CHEMBL131,1,0,0,1,True,
OJLHWPALWODJPQ-QNWVGRARSA-N,OJLHWPALWODJPQ-QNWVGRARSA-N,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(=O)O)c1ccccc1)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(=O)O)c1ccccc1)C(=O)O,CANFOSFAMIDE,CHEMBL2111086,1,0,0,1,False,
OMZCMEYTWSXEPZ-UHFFFAOYSA-N,OMZCMEYTWSXEPZ-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CANERTINIB DIHYDROCHLORIDE,CHEMBL545315,1,0,0,1,False,
ONIQOQHATWINJY-UHFFFAOYSA-N,ONIQOQHATWINJY-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O,CABOZANTINIB S-MALATE,CHEMBL2103868;CHEMBL2105717,31,2,28,1,False,4.0
OONFNUWBHFSNBT-HXUWFJFHSA-N,OONFNUWBHFSNBT-HXUWFJFHSA-N,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,AEE-788,CHEMBL587723,15,1,14,0,False,1.0
OOUGLTULBSNHNF-UHFFFAOYSA-N,OOUGLTULBSNHNF-UHFFFAOYSA-N,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,ATALUREN,CHEMBL256997,493,18,475,0,False,4.0
OPXLLQIJSORQAM-UHFFFAOYSA-N,OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,MEBENDAZOLE,CHEMBL685,1,0,0,1,False,
OROGSEYTTFOCAN-DNJOTXNNSA-N,OROGSEYTTFOCAN-DNJOTXNNSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O.O.O=S(=O)(O)O,CODEINE SULFATE,CHEMBL4297091;CHEMBL6067642,2,0,0,2,False,
ORYDPOVDJJZGHQ-UHFFFAOYSA-N,ORYDPOVDJJZGHQ-UHFFFAOYSA-N,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],Nc1n[n+]([O-])c2ccccc2[n+]1[O-],TIRAPAZAMINE,CHEMBL50882,1,0,0,1,False,
OUKYUETWWIPKQR-UHFFFAOYSA-N,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,SARACATINIB,CHEMBL217092,28,1,26,1,False,2.0
OVSKGTONMLKNPZ-UHFFFAOYSA-N,OVSKGTONMLKNPZ-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,ENMD-981693,CHEMBL52885,110,4,106,0,False,2.0
OXWUWXCJDBRCCG-UHFFFAOYSA-N,OXWUWXCJDBRCCG-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CC2)C2(C1)OCCO2,SIMOTINIB,CHEMBL3545235,1,0,0,1,False,
PBCZSGKMGDDXIJ-KRUBCLEUSA-N,PBCZSGKMGDDXIJ-KRUBCLEUSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,UCN-01,CHEMBL574737,139,11,128,0,False,2.0
PDOQBOJDRPLBQU-QMMMGPOBSA-N,PDOQBOJDRPLBQU-QMMMGPOBSA-N,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,AZD-1480,CHEMBL1231124,77,1,76,0,False,1.0
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,ADAGRASIB,CHEMBL4594350,69,1,68,0,False,4.0
PHXJVRSECIGDHY-UHFFFAOYSA-N,PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12.Cl,PONATINIB HYDROCHLORIDE,CHEMBL1171837;CHEMBL2105708,75,4,70,1,False,4.0
PIDANAQULIKBQS-RNUIGHNZSA-N,PIDANAQULIKBQS-RNUIGHNZSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,MEPREDNISONE,CHEMBL1201148,1,0,0,1,False,
PIQCTGMSNWUMAF-UHFFFAOYSA-N,PIQCTGMSNWUMAF-UHFFFAOYSA-N,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,DOVITINIB,CHEMBL522892,159,6,152,1,False,3.0
PKVRCIRHQMSYJX-AIFWHQITSA-N,PKVRCIRHQMSYJX-AIFWHQITSA-N,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,TRABECTEDIN,CHEMBL450449,1,0,0,1,False,
PLBHSZGDDKCEHR-LFYFAGGJSA-N,PLBHSZGDDKCEHR-LFYFAGGJSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,METHYLPREDNISOLONE ACETATE,CHEMBL1364144,1,0,0,1,False,
PLHJCIYEEKOWNM-HHHXNRCGSA-N,PLHJCIYEEKOWNM-HHHXNRCGSA-N,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,TIPIFARNIB,CHEMBL289228,1,0,0,1,True,
PLHJDBGFXBMTGZ-WEVVVXLNSA-N,PLHJDBGFXBMTGZ-WEVVVXLNSA-N,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,FURAZOLIDONE,CHEMBL1103,1,0,0,1,False,
PNAWUIKCVQSLFG-UHFFFAOYSA-N,PNAWUIKCVQSLFG-UHFFFAOYSA-N,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,NRX195183,CHEMBL107430,13,1,12,0,False,2.0
POERAARDVFVDLO-QGZVFWFLSA-N,POERAARDVFVDLO-QGZVFWFLSA-N,Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C,Cc1c(Cc2ccccc2)nnc(N2CCN(c3cnc(C(C)(C)O)cn3)[C@H](C)C2)c1C,LEQ506,CHEMBL3133037,11,1,10,0,False,1.0
POPFMWWJOGLOIF-XWCQMRHXSA-N,POPFMWWJOGLOIF-XWCQMRHXSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,FLURANDRENOLIDE,CHEMBL1201012,1,0,0,1,False,
PSVUJBVBCOISSP-SPFKKGSWSA-N,PSVUJBVBCOISSP-SPFKKGSWSA-N,O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,GLUFOSFAMIDE,CHEMBL2107143,1,0,0,1,False,
PTOAARAWEBMLNO-KVQBGUIXSA-N,PTOAARAWEBMLNO-KVQBGUIXSA-N,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CLADRIBINE,CHEMBL1619,1,0,0,1,False,
PTRATZCAGVBFIQ-UHFFFAOYSA-N,PTRATZCAGVBFIQ-UHFFFAOYSA-N,Cc1ccc(-c2ccc(C)cn2)nc1,Cc1ccc(-c2ccc(C)cn2)nc1,ABAMETAPIR,CHEMBL2205807,1,0,0,1,False,
PVPJTBAEAQVTPN-HRAQMCAYSA-N,PVPJTBAEAQVTPN-HRAQMCAYSA-N,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O,N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O,ASPACYTARABINE,CHEMBL4297599,157,11,146,0,False,2.0
QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO-UHFFFAOYSA-N,Oc1c(I)cc(Cl)c2cccnc12,Oc1c(I)cc(Cl)c2cccnc12,CLIOQUINOL,CHEMBL497,1,0,0,1,False,
QCZAWDGAVJMPTA-RNFRBKRXSA-N,QCZAWDGAVJMPTA-RNFRBKRXSA-N,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,VORASIDENIB,CHEMBL4279047,20,2,18,0,False,3.0
QFCXANHHBCGMAS-UHFFFAOYSA-N,QFCXANHHBCGMAS-UHFFFAOYSA-N,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,TELATINIB,CHEMBL2079588,76,4,72,0,False,2.0
QIAFMBKCNZACKA-UHFFFAOYSA-N,QIAFMBKCNZACKA-UHFFFAOYSA-N,O=C(O)CNC(=O)c1ccccc1,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,METHENAMINE HIPPURATE,CHEMBL1201104,1,0,0,1,False,
QKDCLUARMDUUKN-XMMPIXPASA-N,QKDCLUARMDUUKN-XMMPIXPASA-N,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,NAQUOTINIB,CHEMBL3663929,1,0,0,1,False,
QNQZWEGMKJBHEM-UHFFFAOYSA-N,QNQZWEGMKJBHEM-UHFFFAOYSA-N,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,ALVELESTAT,CHEMBL3617964,9,1,8,0,False,2.0
QQLKULDARVNMAL-UHFFFAOYSA-N,QQLKULDARVNMAL-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,ICOTINIB,CHEMBL2087361,1,0,0,1,False,
QTTRZHGPGKRAFB-OOKHYKNYSA-N,QTTRZHGPGKRAFB-OOKHYKNYSA-N,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,RIMEXOLONE,CHEMBL1200617,1,0,0,1,False,
QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG-UHFFFAOYSA-N,COc1c2occc2cc2ccc(=O)oc12,COc1c2occc2cc2ccc(=O)oc12,METHOXSALEN,CHEMBL416,1,0,0,1,False,
RAHBGWKEPAQNFF-UHFFFAOYSA-N,RAHBGWKEPAQNFF-UHFFFAOYSA-N,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,MOTESANIB,CHEMBL572881,115,6,108,1,False,3.0
RCINICONZNJXQF-MZXODVADSA-N,RCINICONZNJXQF-MZXODVADSA-N,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,PACLITAXEL,CHEMBL428647,1,0,0,1,False,
RFTSSZJZXOSICM-GRSHGNNSSA-N,RFTSSZJZXOSICM-GRSHGNNSSA-N,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,OBATOCLAX,CHEMBL2107358;CHEMBL408194,35,2,32,1,False,3.0
RHLJLALHBZGAFM-UHFFFAOYSA-N,RHLJLALHBZGAFM-UHFFFAOYSA-N,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,BUNAZOSIN,CHEMBL188185,1,0,0,1,False,
RIJLVEAXPNLDTC-UHFFFAOYSA-N,RIJLVEAXPNLDTC-UHFFFAOYSA-N,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,FILGOTINIB MALEATE,CHEMBL3301607;CHEMBL4298167,154,2,152,0,False,4.0
RITAVMQDGBJQJZ-FMIVXFBMSA-N,RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,AXITINIB,CHEMBL1289926,23,2,20,1,False,4.0
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,NICLOSAMIDE,CHEMBL1448,1,0,0,1,False,
