dedup_key,parent_inchikey,parent_smiles,canonical_smiles,example_drug_name,chembl_id,n_records,n_proteins,n_pathways,n_moas,any_known_aml,max_phase
VQIIUJSNIKEMCK-MHZLTWQESA-N,VQIIUJSNIKEMCK-MHZLTWQESA-N,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,NEZULCITINIB,CHEMBL4802163,77,1,76,0,False,1.0
VQODGRNSFPNSQE-CXSFZGCWSA-L,VQODGRNSFPNSQE-CXSFZGCWSA-L,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],DEXAMETHASONE SODIUM PHOSPHATE,CHEMBL2021430,1,0,0,1,False,
VQODGRNSFPNSQE-DVTGEIKXSA-L,VQODGRNSFPNSQE-DVTGEIKXSA-L,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],BETAMETHASONE SODIUM PHOSPHATE,CHEMBL1200762,1,0,0,1,False,
VQYYQSZNRVQLIS-UHFFFAOYSA-N,VQYYQSZNRVQLIS-UHFFFAOYSA-N,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C,NINGETINIB,CHEMBL3984441,73,3,70,0,False,2.0
VSNHCAURESNICA-UHFFFAOYSA-N,VSNHCAURESNICA-UHFFFAOYSA-N,NC(=O)NO,NC(=O)NO,HYDROXYUREA,CHEMBL467,1,0,0,1,True,
VSQQQLOSPVPRAZ-RRKCRQDMSA-N,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,TRIFLURIDINE,CHEMBL1129,1,0,0,1,False,
VWMJHAFYPMOMGF-ZCFIWIBFSA-N,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,TOVORAFENIB,CHEMBL3348923,68,2,66,0,False,3.0
VWQWXZAWFPZJDA-CGVGKPPMSA-M,VWQWXZAWFPZJDA-CGVGKPPMSA-M,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],HYDROCORTISONE SODIUM SUCCINATE,CHEMBL1200495,1,0,0,1,False,
VWVSBHGCDBMOOT-IIEHVVJPSA-N,VWVSBHGCDBMOOT-IIEHVVJPSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,DESOXIMETASONE,CHEMBL1766,1,0,0,1,False,
VXBAJLGYBMTJCY-NSCUHMNNSA-N,VXBAJLGYBMTJCY-NSCUHMNNSA-N,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,ZOTIRACICLIB,CHEMBL1944698,132,2,130,0,False,1.0
VXBNTHRZPJLRSS-PTCSXESPSA-N,VXBNTHRZPJLRSS-PTCSXESPSA-N,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](NC(=O)c3cc(=O)[nH]c(=O)[nH]3)C[C@@H](C(=O)NCCNC(=O)COCCOCC(=O)Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)C[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2OC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](NC(=O)c3cc(=O)[nH]c(=O)[nH]3)C[C@@H](C(=O)NCCNC(=O)COCCOCC(=O)Nc3cc(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)C[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(=O)O)[C@H]2OC(=O)c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,RIVIPANSEL,CHEMBL3707446,1,0,0,1,False,
VZZJRYRQSPEMTK-CALCHBBNSA-N,VZZJRYRQSPEMTK-CALCHBBNSA-N,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,SONIDEGIB,CHEMBL2105737;CHEMBL3137317,22,2,20,0,False,4.0
WAEXFXRVDQXREF-UHFFFAOYSA-N,WAEXFXRVDQXREF-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1ccccc1)NO,O=C(CCCCCCC(=O)Nc1ccccc1)NO,VORINOSTAT,CHEMBL98,1,0,0,1,True,
WBGKWQHBNHJJPZ-LECWWXJVSA-N,WBGKWQHBNHJJPZ-LECWWXJVSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,DESONIDE,CHEMBL1201109,1,0,0,1,False,
WBXPDJSOTKVWSJ-ZDUSSCGKSA-L,WBXPDJSOTKVWSJ-ZDUSSCGKSA-L,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],PEMETREXED DISODIUM,CHEMBL2360464;CHEMBL6068329,2,0,0,2,False,
WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,PEMETREXED,CHEMBL225072;CHEMBL3989962;CHEMBL5315053,3,0,0,3,False,
WCWUXEGQKLTGDX-LLVKDONJSA-N,WCWUXEGQKLTGDX-LLVKDONJSA-N,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,BRIVANIB,CHEMBL377300,23,2,20,1,False,3.0
WDDPHFBMKLOVOX-AYQXTPAHSA-N,WDDPHFBMKLOVOX-AYQXTPAHSA-N,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CLOFARABINE,CHEMBL1750,158,11,146,1,True,4.0
WDFKMLRRRCGAKS-UHFFFAOYSA-N,WDFKMLRRRCGAKS-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c2cccnc12,Oc1c(Cl)cc(Cl)c2cccnc12,CHLOROXINE,CHEMBL1200596,1,0,0,1,False,
WDQPAMHFFCXSNU-BGABXYSRSA-N,WDQPAMHFFCXSNU-BGABXYSRSA-N,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,CLOFAZIMINE,CHEMBL1292,1,0,0,1,False,
WFWLQNSHRPWKFK-UHFFFAOYSA-N,WFWLQNSHRPWKFK-UHFFFAOYSA-N,O=c1[nH]c(=O)n(C2CCCO2)cc1F,O=c1[nH]c(=O)n(C2CCCO2)cc1F,TEGAFUR,CHEMBL20883,1,0,0,1,False,
WIJZXSAJMHAVGX-DHLKQENFSA-N,WIJZXSAJMHAVGX-DHLKQENFSA-N,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,IVOSIDENIB,CHEMBL3989958,12,1,10,1,True,4.0
WINHZLLDWRZWRT-ATVHPVEESA-N,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,SUNITINIB,CHEMBL1567;CHEMBL535,340,14,324,2,False,4.0
WJCNZQLZVWNLKY-UHFFFAOYSA-N,WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2[nH]c(-c3cscn3)nc2c1,c1ccc2[nH]c(-c3cscn3)nc2c1,THIABENDAZOLE,CHEMBL625,1,0,0,1,False,
WJEOLQLKVOPQFV-UHFFFAOYSA-N,WJEOLQLKVOPQFV-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,MASITINIB,CHEMBL1908391,82,3,78,1,False,4.0
WJOHZNCJWYWUJD-IUGZLZTKSA-N,WJOHZNCJWYWUJD-IUGZLZTKSA-N,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,FLUOCINONIDE,CHEMBL1501,1,0,0,1,False,
WKSAUQYGYAYLPV-UHFFFAOYSA-N,WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,PYRIMETHAMINE,CHEMBL36,1,0,0,1,False,
WMWTYOKRWGGJOA-CENSZEJFSA-N,WMWTYOKRWGGJOA-CENSZEJFSA-N,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FLUTICASONE PROPIONATE,CHEMBL1473,1,0,0,1,False,
WOFMFGQZHJDGCX-ZULDAHANSA-N,WOFMFGQZHJDGCX-ZULDAHANSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,MOMETASONE FUROATE,CHEMBL1161,1,0,0,1,False,
WOSKHXYHFSIKNG-UHFFFAOYSA-N,WOSKHXYHFSIKNG-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,LENVATINIB,CHEMBL1289601;CHEMBL2105704,45,4,40,1,False,4.0
WPEWQEMJFLWMLV-UHFFFAOYSA-N,WPEWQEMJFLWMLV-UHFFFAOYSA-N,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,RIVOCERANIB,CHEMBL3186534;CHEMBL3545414,31,2,28,1,False,3.0
WPHKIQPVPYJNAX-UHFFFAOYSA-N,WPHKIQPVPYJNAX-UHFFFAOYSA-N,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,ILORASERTIB,CHEMBL1980297,62,4,58,0,False,2.0
WSOHOUHPUOAXIN-UHFFFAOYSA-N,WSOHOUHPUOAXIN-UHFFFAOYSA-N,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,RUSERONTINIB,CHEMBL3678958,83,2,80,1,True,3.0
WUBBRNOQWQTFEX-UHFFFAOYSA-M,WUBBRNOQWQTFEX-UHFFFAOYSA-M,Nc1ccc(C(=O)[O-])c(O)c1,Nc1ccc(C(=O)[O-])c(O)c1.[K+],AMINOSALICYLATE POTASSIUM,CHEMBL1200584;CHEMBL2096646,2,0,0,2,False,
WUBBRNOQWQTFEX-UHFFFAOYSA-N,WUBBRNOQWQTFEX-UHFFFAOYSA-N,Nc1ccc(C(=O)O)c(O)c1,Nc1ccc(C(=O)O)c(O)c1,AMINOSALICYLIC ACID,CHEMBL1169,1,0,0,1,False,
WUWDLXZGHZSWQZ-WQLSENKSSA-N,WUWDLXZGHZSWQZ-WQLSENKSSA-N,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,SEMAXANIB,CHEMBL276711,64,3,60,1,False,3.0
WVXNSAVVKYZVOE-UHFFFAOYSA-N,WVXNSAVVKYZVOE-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,REBASTINIB,CHEMBL1738757,27,1,26,0,False,1.0
WYQFJHHDOKWSHR-MNOVXSKESA-N,WYQFJHHDOKWSHR-MNOVXSKESA-N,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O,UPADACITINIB HEMIHYDRATE,CHEMBL3622821;CHEMBL5315119,154,2,152,0,False,4.0
WYQPLTPSGFELIB-JTQPXKBDSA-N,WYQPLTPSGFELIB-JTQPXKBDSA-N,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,DIFLUPREDNATE,CHEMBL1201749,1,0,0,1,False,
WYWHKKSPHMUBEB-UHFFFAOYSA-N,WYWHKKSPHMUBEB-UHFFFAOYSA-N,Nc1nc2[nH]cnc2c(=S)[nH]1,Nc1nc2[nH]cnc2c(=S)[nH]1,THIOGUANINE,CHEMBL727,1,0,0,1,True,
XAGMUUZPGZWTRP-ZETCQYMHSA-N,XAGMUUZPGZWTRP-ZETCQYMHSA-N,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,PAZUFLOXACIN,CHEMBL240163,6,1,4,1,False,3.0
XAUDJQYHKZQPEU-KVQBGUIXSA-N,XAUDJQYHKZQPEU-KVQBGUIXSA-N,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,DECITABINE,CHEMBL1201129,29,2,26,1,True,4.0
XCGYUJZMCCFSRP-UHFFFAOYSA-N,XCGYUJZMCCFSRP-UHFFFAOYSA-N,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,OXAMNIQUINE,CHEMBL847,1,0,0,1,False,
XCPGHVQEEXUHNC-UHFFFAOYSA-N,XCPGHVQEEXUHNC-UHFFFAOYSA-N,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,AMSACRINE,CHEMBL43,6,1,4,1,True,4.0
XDKMHMINQXATOR-RCFLUEAHSA-N,XDKMHMINQXATOR-RCFLUEAHSA-N,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,PLICAMYCIN,CHEMBL1237054,1,0,0,1,False,
XDRYMKDFEDOLFX-UHFFFAOYSA-N,XDRYMKDFEDOLFX-UHFFFAOYSA-N,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,PENTAMIDINE ISETHIONATE,CHEMBL361506,1,0,0,1,False,
XDXDZDZNSLXDNA-TZNDIEGXSA-N,XDXDZDZNSLXDNA-TZNDIEGXSA-N,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,IDARUBICIN HYDROCHLORIDE,CHEMBL1117;CHEMBL1200976,11,2,8,1,True,4.0
XDXWLKQMMKQXPV-QYQHSDTDSA-N,XDXWLKQMMKQXPV-QYQHSDTDSA-N,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,ELTROMBOPAG OLAMINE,CHEMBL3989691;CHEMBL461101,4,2,2,0,False,4.0
XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,GEFITINIB,CHEMBL939,1,0,0,1,False,
XGMPVBXKDAHORN-RBWIMXSLSA-N,XGMPVBXKDAHORN-RBWIMXSLSA-N,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TRIAMCINOLONE DIACETATE,CHEMBL1200449,1,0,0,1,False,
XIIOFHFUYBLOLW-UHFFFAOYSA-N,XIIOFHFUYBLOLW-UHFFFAOYSA-N,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,SELPERCATINIB,CHEMBL4559134,12,1,10,1,False,4.0
XOFYZVNMUHMLCC-ZPOLXVRWSA-N,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,PREDNISONE,CHEMBL635,1,0,0,1,True,
XQFRJNBWHJMXHO-RRKCRQDMSA-N,XQFRJNBWHJMXHO-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,IDOXURIDINE,CHEMBL788,1,0,0,1,False,
XSFJVAJPIHIPKU-XWCQMRHXSA-N,XSFJVAJPIHIPKU-XWCQMRHXSA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,FLUNISOLIDE,CHEMBL1512,1,0,0,1,False,
XSMSNFMDVXXHGJ-UHFFFAOYSA-N,XSMSNFMDVXXHGJ-UHFFFAOYSA-N,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,ENTOSPLETINIB,CHEMBL3265032,1,0,0,1,True,
XTULMSXFIHGYFS-VLSRWLAYSA-N,XTULMSXFIHGYFS-VLSRWLAYSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,FLUTICASONE FUROATE,CHEMBL1676,1,0,0,1,False,
XUZMWHLSFXCVMG-UHFFFAOYSA-N,XUZMWHLSFXCVMG-UHFFFAOYSA-N,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,BARICITINIB,CHEMBL2105759,77,1,76,0,False,4.0
XXJWYDDUDKYVKI-UHFFFAOYSA-N,XXJWYDDUDKYVKI-UHFFFAOYSA-N,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,CEDIRANIB,CHEMBL491473,104,5,98,1,False,3.0
XZAFZXJXZHRNAQ-STQMWFEESA-N,XZAFZXJXZHRNAQ-STQMWFEESA-N,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,VOSAROXIN,CHEMBL68117,6,1,4,1,True,3.0
XZXHXSATPCNXJR-ZIADKAODSA-N,XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,NINTEDANIB ESYLATE,CHEMBL3039504;CHEMBL502835,125,8,116,1,False,4.0
YABJJWZLRMPFSI-UHFFFAOYSA-N,YABJJWZLRMPFSI-UHFFFAOYSA-N,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,RAF-265,CHEMBL558752,48,2,46,0,False,1.0
