pair_key,name_1,name_2,target_1,moa_1,target_2,moa_2,mech_comp,external_novelty,priority_score
Lomitapide||bifemelane,bifemelane,Lomitapide,MAOA;MAOB;SLC6A2,acetylcholine release enhancer,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,0.1860218457611109
CCT128930||madrasin,madrasin,CCT128930,XBP1,cell splicing inhibitor,AKT1;AKT2;GSK3B;ROCK1;ROCK2;RPS6KB1,AKT inhibitor,1.0,1,0.18599145947146103
ELN-441958||Miransertib,ELN-441958,Miransertib,BDKRB1,bradykinin receptor antagonist,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.18581857379552638
BAY-11-7082||Dronedarone HCl (Multaq),BAY-11-7082,Dronedarone HCl (Multaq),RELA,NFkB pathway inhibitor,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;DRD3;KCNA5;KCNH2;KCNK2;PGR;SCN1A;SLC22A2;SLC22A8;SLCO1B3,adrenergic receptor antagonist,1.0,1,0.18575266851086653
GW-803430||ML-298,GW-803430,ML-298,DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,PLD2,phospholipase inhibitor,1.0,1,0.18565314382961232
CYM-5442||UNC0646,CYM-5442,UNC0646,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,EHMT2,histone lysine methyltransferase inhibitor,1.0,1,0.18548643490873562
UNC1999||calpeptin,calpeptin,UNC1999,CAPN1;CTSK;CTSL,calpain inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.18533785370037653
Curcumin||PENFLURIDOL,PENFLURIDOL,Curcumin,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,APP;CA1;CA12;CA14;CA2;CA4;CA6;CA9;CCND1;CHRM3;CISD1;CYP3A4;DNMT1;DNMT3B;DYRK1A;DYRK1B;DYRK2;EP300;F3;G6PC;GLO1;MAOA;MAPT;MMP13;MMP9;NOS2;PTGES;PTGS1;PTGS2;SNCA;XDH,cyclooxygenase inhibitor | histone acetyltransferase inhibitor | lipoxygenase inhibitor | NFkB pathway inhibitor,1.0,1,0.1852247140416986
PROCHLORPERAZINE EDISYLATE||Y-29794 oxalate,PROCHLORPERAZINE EDISYLATE,Y-29794 oxalate,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM3;CHRM4;CHRM5;CYP1A2;CYP2D6;DRD1;DRD2;DRD3;DRD4;HRH1;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A2;SLC6A4,dopamine receptor antagonist,PREP,prolyl endopeptidase inhibitor,1.0,1,0.18423288297291124
Lomitapide||SAR405,SAR405,Lomitapide,PIK3C3,PI3K inhibitor,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,0.18397549321393777
UNC1999||haloprogin,haloprogin,UNC1999,ADORA3;ADRA2A;ADRA2B;ADRA2C;DRD1;DRD3;GALE;HTR2A;OPRK1;SLC6A4;TACR2,other antifungal,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.18388567919283622
AY-9944||droloxifene,AY-9944,droloxifene,,hedgehog pathway modulator,,,1.0,1,0.183842695646723
RS-39604||Y-134,RS-39604,Y-134,CYP2D6;HTR4,serotonin receptor antagonist,ESR1;ESR2,estrogen receptor antagonist,1.0,1,0.1837629298842838
SGI-1776 free base||UNC0646,UNC0646,SGI-1776 free base,EHMT2,histone lysine methyltransferase inhibitor,ACVR1;FLT3;HASPIN;IRAK3;KCNH2;PIM1;PIM2;PIM3;PRKAG2;YES1,Pim kinase inhibitor,1.0,1,0.18358198683098675
Cathepsin Inhibitor 1||Crizotinib (PF-02341066),Crizotinib (PF-02341066),Cathepsin Inhibitor 1,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,CTSB;CTSL;CTSS;CTSV,cathepsin inhibitor,1.0,1,0.18354334222423963
TA-01||Tetrandrine (Fanchinine),TA-01,Tetrandrine (Fanchinine),CSNK1D;CSNK1E;MAPK14,casein kinase inhibitor | MAP kinase inhibitor,KCNN2;KCNN3;SLC6A3,calcium channel blocker,1.0,1,0.18324872387989127
ELN-441958||UNC1999,ELN-441958,UNC1999,BDKRB1,bradykinin receptor antagonist,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.18311599760966962
JNJ 26854165 (Serdemetan)||PD-102807,PD-102807,JNJ 26854165 (Serdemetan),ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,MDM2,MDM inhibitor,1.0,1,0.18263199167905864
Ozanimod||U-18666A,U-18666A,Ozanimod,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,1.0,1,0.18260988362135586
CLEMASTINE FUMARATE||GNF-5837,CLEMASTINE FUMARATE,GNF-5837,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;OPRK1;SIGMAR1;SLC6A3;SLC6A4;TMEM97,histamine receptor antagonist,KIT;NTRK1;NTRK2;NTRK3;PDGFRB,growth factor receptor inhibitor,1.0,1,0.18206149294575205
IKK-16||prenylamine,IKK-16,prenylamine,CHUK;IKBKB;PRKCZ,IKK inhibitor,ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,1.0,1,0.18204304154332174
ML-298||PENFLURIDOL,PENFLURIDOL,ML-298,ADRA1D;ADRA2B;ADRA2C;ADRB3;CACNA1G;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;OPRK1;OPRM1,T-type calcium channel blocker,PLD2,phospholipase inhibitor,1.0,1,0.18202970487992032
BS-181||LY2608204,BS-181,LY2608204,CDK2;CDK7,CDK inhibitor,GCK,glucokinase activator,1.0,1,0.1818348524649371
AS-1892802||CYCLOSPORINE,CYCLOSPORINE,AS-1892802,ABCB11;CAMLG;CYP3A5;CYP3A7;FPR1;PPIA;PPID;PPIF;PPP3CA;PPP3R2;SLC10A1;SLCO1B1;SLCO1B3,calcineurin inhibitor,ROCK1;ROCK2,rho associated kinase inhibitor,1.0,1,0.1818239980911817
CYM-5442||DCC-2036 (Rebastinib),CYM-5442,DCC-2036 (Rebastinib),S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,ABL1;ABL2;BCR;CDK16;CDK17;CDK2;CSK;DDR1;DDR2;EIF2AK1;FES;FGR;FLT3;HCK;KDR;LCK;LIMK1;LRRK2;LYN;MAP3K20;MAP4K1;MAPK10;MAPK15;MAPK9;MET;MST1R;NTRK1;SRC;TEK;TESK2;TNK1;YES1,Bcr-Abl kinase inhibitor | TIE tyrosine kinase inhibitor | VEGFR inhibitor,1.0,1,0.1813100161838385
pifithrin-mu||prenylamine,pifithrin-mu,prenylamine,HSPA1A;TP53,HSP inhibitor,ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,1.0,1,0.18129258966048445
Cathepsin Inhibitor 1||metixene,metixene,Cathepsin Inhibitor 1,ADRA1A;CHRM1;CHRM2;CHRM5;DRD3,acetylcholine receptor antagonist,CTSB;CTSL;CTSS;CTSV,cathepsin inhibitor,1.0,1,0.18101731127546125
Ceritinib||SGI-1027,Ceritinib,SGI-1027,ABCB1;ALK;CAMK4;EGFR;FER;FGFR2;FGFR3;FGFR4;FLT3;IGF1R;INSR;JAK2;LCK;LYN;MET;PTK2;RET;ROS1;TNK1;TNK2;TSSK1B,ALK tyrosine kinase receptor inhibitor,DNMT1;DNMT3A;DNMT3B,DNA methyltransferase inhibitor,1.0,1,0.18098538655085478
ML-298||PD-102807,PD-102807,ML-298,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,PLD2,phospholipase inhibitor,1.0,1,0.18072707434049812
CYM-5442||PHA-665752,PHA-665752,CYM-5442,AAK1;ABL1;AURKC;AXL;BMP2K;CAMKK1;CAMKK2;CDK15;CDK17;CDK4;CDK7;CILK1;CLK1;CLK2;CSF1R;CSNK1E;DCLK2;DDR1;FLT3;GRK4;GRK7;HIPK1;HIPK2;HIPK3;HIPK4;IKBKE;IRAK3;JAK2;JAK3;KDR;KIT;LCK;MAK;MAP2K2;MAP3K12;MAP3K19;MAP4K1;MAP4K3;MAP4K4;MAP4K5;MET;MINK1;MST1R;MYLK2;NEK2;NTRK1;NTRK2;NTRK3;NUAK1;NUAK2;PIP5K1A;PLK4;PRKAA1;PRKAA2;PTK2B;RET;RIOK1;RIOK3;SLK;SRPK1;SRPK2;STK10;STK33;TAOK1;TAOK3;TBK1;TNIK,c-Met inhibitor,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,1.0,1,0.18066186065969106
Lasofoxifene (Tartrate)||prenylamine,Lasofoxifene (Tartrate),prenylamine,ESR1;ESR2;HRH3;HTR2B;KCNH2;OPRK1;SLC6A3,selective estrogen receptor modulator (SERM),ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,0.7777777777777778,1,0.18065443668251563
Benztropine mesylate||NSC-3852,NSC-3852,Benztropine mesylate,HDAC1,HDAC inhibitor,CHRM1;HRH1;SLC6A3,acetylcholine receptor antagonist,1.0,1,0.18030509719446997
BMS-566419||NVP-BSK805 2HCl,BMS-566419,NVP-BSK805 2HCl,IMPDH1;IMPDH2,inosine monophosphate dehydrogenase inhibitor,ABL1;JAK1;JAK2;JAK3;TYK2,JAK inhibitor,1.0,1,0.1802466497814738
PD-102807||SPP-86,PD-102807,SPP-86,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,ABL1;RET,receptor tyrosine protein kinase inhibitor,1.0,1,0.17982693825171
Ozanimod||Y-29794 oxalate,Y-29794 oxalate,Ozanimod,PREP,prolyl endopeptidase inhibitor,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,1.0,1,0.17977434214985097
L-760735||ML-298,L-760735,ML-298,TACR1,tachykinin antagonist,PLD2,phospholipase inhibitor,1.0,1,0.17963750178154064
CYM-5442||UNC0638,CYM-5442,UNC0638,S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,EHMT1;EHMT2;KDM1A,histone lysine methyltransferase inhibitor,1.0,1,0.17960903959399424
RALOXIFENE HYDROCHLORIDE||UNC1999,RALOXIFENE HYDROCHLORIDE,UNC1999,ACHE;ACVRL1;ADRA1D;ADRA2A;ADRA2C;AOX1;C5;DRD2;DRD3;EBP;ENG;ESR1;ESR2;HTR2A;HTR2B;HTR2C;HTR6;OPRK1;OPRM1;SIGMAR1;SLC6A2,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.17957298463001753
Curcumin||Lomitapide,Lomitapide,Curcumin,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,APP;CA1;CA12;CA14;CA2;CA4;CA6;CA9;CCND1;CHRM3;CISD1;CYP3A4;DNMT1;DNMT3B;DYRK1A;DYRK1B;DYRK2;EP300;F3;G6PC;GLO1;MAOA;MAPT;MMP13;MMP9;NOS2;PTGES;PTGS1;PTGS2;SNCA;XDH,cyclooxygenase inhibitor | histone acetyltransferase inhibitor | lipoxygenase inhibitor | NFkB pathway inhibitor,1.0,1,0.1795107581481646
VE-822||Y-29794 oxalate,Y-29794 oxalate,VE-822,PREP,prolyl endopeptidase inhibitor,ABL1;ATM;ATR;DYRK2;FLT3;FLT4;GSK3A;GSK3B;JAK2;KIT;MAP3K9;MERTK;MTOR;PIK3CG;SERPINA2;SYK,ATR kinase inhibitor,1.0,1,0.17947204433502598
Nelfinavir Mesylate||zolantidine,zolantidine,Nelfinavir Mesylate,,histamine receptor antagonist,ABCB1;CYP1A2;CYP2B6;CYP2C19;CYP2C9;CYP2D6;CYP3A4;CYP3A5;CYP3A7,HIV protease inhibitor,1.0,1,0.17936801083432927
UNC1999||kenpaullone,kenpaullone,UNC1999,ABL1;CCNB1;CDC7;CDK1;CDK2;CDK5;CHEK2;CSNK2A1;CYP1A2;CYP2D6;FLT1;FLT4;FYN;GSK3A;GSK3B;LCK;LYN;MARK2;MARK3;PLK4;SRC;STK3,CDK inhibitor | glycogen synthase kinase inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.1789703598957762
NNC-05-2090||SR-33805 oxalate,SR-33805 oxalate,NNC-05-2090,,calcium channel blocker,SLC6A11;SLC6A12;SLC6A13,GABA uptake inhibitor | GAT inhibitor,1.0,1,0.17893275981740334
Pexidartinib||prenylamine,Pexidartinib,prenylamine,AURKB;CHRM1;CHRM2;CSF1R;FLT3;HTR1A;KDR;KIT;PDGFRA;PDGFRB;PRKCQ,tyrosine kinase inhibitor,ADRA1A;HTR1A;KCNH2;OPRK1,calcium channel blocker,0.9285714285714286,1,0.17890471168904348
RU-SKI-43||UNC1999,RU-SKI-43,UNC1999,HHAT,hedgehog pathway inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.17885060453665896
MK-8776 (SCH 900776)||UNC0646,UNC0646,MK-8776 (SCH 900776),EHMT2,histone lysine methyltransferase inhibitor,CDK2;CHEK1;CSNK2A2;MAP2K5;MYLK3;PSMC4;SIK2,CHK inhibitor,1.0,1,0.17783485581930575
Flupentixol||L-760735,L-760735,Flupentixol,TACR1,tachykinin antagonist,ADRA1A;CHRM1;DRD1;DRD2;DRD3;DRD5;HTR2A;SIGMAR1,dopamine receptor antagonist,1.0,1,0.17722375549244038
3'-fluorobenzylspiperone||Siramesine (hydrochloride),3'-fluorobenzylspiperone,Siramesine (hydrochloride),DRD2,dopamine receptor ligand,ADRA1A;ADRA1B;ADRA1D;PGRMC1;SIGMAR1;TMEM97,sigma receptor antagonist,1.0,1,0.17704750862631716
JHW-007||calpeptin,calpeptin,JHW-007,CAPN1;CTSK;CTSL,calpain inhibitor,SLC6A3,dopamine reuptake inhibitor,1.0,1,0.17678329514009505
Bazedoxifene HCl||PERHEXILINE MALEATE,PERHEXILINE MALEATE,Bazedoxifene HCl,CHRM1;CHRM3;CHRM4;CHRM5;CPT1A;CPT2;CYP2D6,carnitine palmitoyltransferase inhibitor,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),1.0,1,0.1767659260761786
BS-181||PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,BS-181,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD2;DRD3;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;OPRK1;SIGMAR1;SLC6A2,histamine receptor antagonist,CDK2;CDK7,CDK inhibitor,1.0,1,0.17661916485926318
CLOMIPHENE CITRATE||UNC0638,CLOMIPHENE CITRATE,UNC0638,AR;EBP;ESR1;KCNH2;SIGMAR1,estrogen receptor antagonist,EHMT1;EHMT2;KDM1A,histone lysine methyltransferase inhibitor,1.0,1,0.17656430023526845
BS-181||thiethylperazine,BS-181,thiethylperazine,CDK2;CDK7,CDK inhibitor,ADRA2A;DRD1;DRD2;DRD3;DRD4;HRH1;HTR1A,dopamine receptor antagonist,1.0,1,0.17655647161483504
SR-33805 oxalate||THIORIDAZINE HYDROCHLORIDE,THIORIDAZINE HYDROCHLORIDE,SR-33805 oxalate,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA7;DRD1;DRD2;DRD3;DRD4;DRD5;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;MALT1;OPRK1;SIGMAR1;SLC6A4,dopamine receptor antagonist,,calcium channel blocker,1.0,1,0.17620569753694063
CYCLOSPORINE||MK-2206 dihydrochloride,CYCLOSPORINE,MK-2206 dihydrochloride,ABCB11;CAMLG;CYP3A5;CYP3A7;FPR1;PPIA;PPID;PPIF;PPP3CA;PPP3R2;SLC10A1;SLCO1B1;SLCO1B3,calcineurin inhibitor,AKT1;AKT2;AKT3,AKT inhibitor,1.0,1,0.1761852302708462
Propiverine Hydrochloride||bifemelane,bifemelane,Propiverine Hydrochloride,MAOA;MAOB;SLC6A2,acetylcholine release enhancer,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,1.0,1,0.1760571912756741
IT1t||Ro 48-8071 (fumarate),IT1t,Ro 48-8071 (fumarate),CXCR4,CC chemokine receptor antagonist,LSS,oxidosqualene cyclase inhibitor,1.0,1,0.17564865605557015
Benztropine mesylate||SR-33805 oxalate,SR-33805 oxalate,Benztropine mesylate,,calcium channel blocker,CHRM1;HRH1;SLC6A3,acetylcholine receptor antagonist,1.0,1,0.17560035108999206
7-methoxytacrine||Benztropine mesylate,Benztropine mesylate,7-methoxytacrine,CHRM1;HRH1;SLC6A3,acetylcholine receptor antagonist,ACHE,acetylcholinesterase inhibitor,1.0,1,0.17557025560554665
Lomitapide||SB-216641,SB-216641,Lomitapide,HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C,serotonin receptor antagonist,CYP2B6;CYP2C19;CYP2C8;KCNH2;MTR;MTTP;SLC6A3,microsomal trigylceride transfer protein inhibitor,1.0,1,0.17533377381205714
Endoxifen HCl||Golvatinib (E7050),Golvatinib (E7050),Endoxifen HCl,ABL1;ABL2;BCR;DDR1;DDR2;EPHA2;EPHA5;EPHA7;EPHB2;EPHB4;ERN2;FLT3;KDR;LCK;MAP3K20;MET;MST1R;NTRK1;PDGFRB;PTK2B;PTK6;RET;RIPK2;RIPK3;STK24;TESK1,VEGFR inhibitor,ESR1,,1.0,1,0.1753000052655059
EHop-016||TOREMIFENE CITRATE,TOREMIFENE CITRATE,EHop-016,CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),RAC1;RAC3,Ras GTPase inhibitor,1.0,1,0.17524467138069966
BMS-833923 (XL139)||Cot inhibitor-2,Cot inhibitor-2,BMS-833923 (XL139),MAP3K8;TNF,MAPK-interacting kinase inhibitor,DHH;IHH;SMO,smoothened receptor antagonist,1.0,1,0.17499111781342735
AMG-548||Revaprazan Hydrochloride,Revaprazan Hydrochloride,AMG-548,ATP4A,potassium-competitive acid antagonist,MAPK11;MAPK12;MAPK13;MAPK14;MAPK9;TNF,MAP kinase inhibitor,1.0,1,0.17494912700591023
AY-9944||TOREMIFENE CITRATE,TOREMIFENE CITRATE,AY-9944,CYP3A5;ESR1,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),,hedgehog pathway modulator,1.0,1,0.17473343475101305
UNC1999||parthenolide-(alternate-stereo),parthenolide-(alternate-stereo),UNC1999,ADIPOR2;IKBKB;RELA,NFkB pathway inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.17449511338782348
CHLORHEXIDINE DIHYDROCHLORIDE||GW-803430,CHLORHEXIDINE DIHYDROCHLORIDE,GW-803430,ADRA1A;GHSR;HTR2B;MC3R;MC4R;MLNR;SLC22A1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;SLC6A2;SLC6A4,membrane integrity inhibitor,DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,0.9523809523809523,1,0.1743683886824739
CYM-5442||Crizotinib (PF-02341066),CYM-5442,Crizotinib (PF-02341066),S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,ABL1;ABL2;ACVR1;ACVR1B;ADRA1A;ALK;ANKK1;AURKA;AURKB;AXL;BLK;BMP2K;BMPR1B;CASK;CDK11A;CDK11B;CDK7;CSF1R;CYP2B6;CYP3A5;DCLK1;DCLK2;DDR1;DLK1;DSTYK;EGFR;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB4;FER;FES;FGR;FLT3;HTR2B;IGF1R;IKBKE;INSR;INSRR;IRAK1;IRAK3;JAK1;JAK2;JAK3;KIT;LCK;LIMK1;LIMK2;LTK;LYN;MAP3K12;MAP3K13;MAP3K19;MAP3K2;MAP3K3;MAP4K1;MAP4K2;MAP4K3;MAP4K5;MAPK7;MERTK;MET;MLKL;MST1R;MUSK;NEK9;NTRK1;NTRK2;NTRK3;NUAK2;PLK4;PRKD1;PRKD3;PTK2;PTK2B;RIPK2;ROS1;RPS6KB1;SBK3;SIK2;SLK;SRC;STK10;STK3;STK35;STK4;TAOK2;TAOK3;TBK1;TEK;TESK1;TGFBR1;TIE1;TNK1;TNK2;TNNI3K;TXK;TYK2;TYRO3;ULK1;YES1,ALK tyrosine kinase receptor inhibitor,1.0,1,0.1741930190109697
ELN-441958||Golvatinib (E7050),ELN-441958,Golvatinib (E7050),BDKRB1,bradykinin receptor antagonist,ABL1;ABL2;BCR;DDR1;DDR2;EPHA2;EPHA5;EPHA7;EPHB2;EPHB4;ERN2;FLT3;KDR;LCK;MAP3K20;MET;MST1R;NTRK1;PDGFRB;PTK2B;PTK6;RET;RIPK2;RIPK3;STK24;TESK1,VEGFR inhibitor,1.0,1,0.17413280339630813
RALOXIFENE HYDROCHLORIDE||Y-29794 oxalate,RALOXIFENE HYDROCHLORIDE,Y-29794 oxalate,ACHE;ACVRL1;ADRA1D;ADRA2A;ADRA2C;AOX1;C5;DRD2;DRD3;EBP;ENG;ESR1;ESR2;HTR2A;HTR2B;HTR2C;HTR6;OPRK1;OPRM1;SIGMAR1;SLC6A2,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),PREP,prolyl endopeptidase inhibitor,1.0,1,0.17412904073428465
3-CPMT||U-18666A,3-CPMT,U-18666A,DRD4,dopamine reuptake inhibitor,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,1.0,1,0.17385178753820144
MEFLOQUINE HYDROCHLORIDE||Nelfinavir Mesylate,MEFLOQUINE HYDROCHLORIDE,Nelfinavir Mesylate,ADORA2A;PANX1;SLC6A4,adenosine receptor antagonist | hemoglobin antagonist | protein synthesis inhibitor,ABCB1;CYP1A2;CYP2B6;CYP2C19;CYP2C9;CYP2D6;CYP3A4;CYP3A5;CYP3A7,HIV protease inhibitor,1.0,1,0.1736710732418332
U-18666A||wiskostatin,U-18666A,wiskostatin,EBP;SIGMAR1,oxidosqualene cyclase inhibitor,WASL,actin related protein inhibitor | neural Wiskott-Aldrich syndrome protein inhibitor,1.0,1,0.17361772024538136
CCT-031374||PD-102807,PD-102807,CCT-031374,ADRA2A;ADRA2C;CHRM2;CHRM3;CHRM4;HTR2B;SLC6A3,acetylcholine receptor antagonist,CTNNB1,WNT signaling inhibitor,1.0,1,0.17333321328879248
3-CPMT||wiskostatin,3-CPMT,wiskostatin,DRD4,dopamine reuptake inhibitor,WASL,actin related protein inhibitor | neural Wiskott-Aldrich syndrome protein inhibitor,1.0,1,0.17309247466114525
PROMETHAZINE HYDROCHLORIDE||Tie2 kinase inhibitor,PROMETHAZINE HYDROCHLORIDE,Tie2 kinase inhibitor,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD2;DRD3;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;KCNH2;OPRK1;SIGMAR1;SLC6A2,histamine receptor antagonist,KDR;MAPK14;TEK,TIE tyrosine kinase inhibitor,1.0,1,0.17296484821157537
Pexidartinib||UNC1999,Pexidartinib,UNC1999,AURKB;CHRM1;CHRM2;CSF1R;FLT3;HTR1A;KDR;KIT;PDGFRA;PDGFRB;PRKCQ,tyrosine kinase inhibitor,EZH1;EZH2;HRH3;TMEM97,histone lysine methyltransferase inhibitor,1.0,1,0.17291361060060945
Y-29794 oxalate||droloxifene,Y-29794 oxalate,droloxifene,PREP,prolyl endopeptidase inhibitor,,,1.0,1,0.17260797873960315
Lonafarnib (SCH66336)||gallium-triquinolin-8-olate,gallium-triquinolin-8-olate,Lonafarnib (SCH66336),,,FNTA;HRAS;KRAS;NRAS,farnesyltransferase inhibitor,1.0,1,0.17260191690342033
QUINACRINE HYDROCHLORIDE||Ro 48-8071 (fumarate),QUINACRINE HYDROCHLORIDE,Ro 48-8071 (fumarate),ACHE;ADRA2A;ADRA2B;ADRA2C;AKT1;CHRM1;CHRM2;CHRM3;CHRM4;DRD3;HRH3;HTR2A;KCNH2;MTOR;NFKB1;PLA2G1B;PLA2G2A;PLA2G2D;PRNP;TP53,cytokine production inhibitor | NFkB pathway inhibitor | TP53 activator,LSS,oxidosqualene cyclase inhibitor,1.0,1,0.17229933503387193
Bazedoxifene HCl||fendiline,fendiline,Bazedoxifene HCl,CASR;HTR2B;OPRM1,calcium channel blocker,ADRA2C;ESR1;ESR2;HTR2B;PTGS2;SLC6A2,selective estrogen receptor modulator (SERM),0.875,1,0.17217150837103498
CYM-5442||RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,CYM-5442,ACHE;ACVRL1;ADRA1D;ADRA2A;ADRA2C;AOX1;C5;DRD2;DRD3;EBP;ENG;ESR1;ESR2;HTR2A;HTR2B;HTR2C;HTR6;OPRK1;OPRM1;SIGMAR1;SLC6A2,estrogen receptor antagonist | selective estrogen receptor modulator (SERM),S1PR1;S1PR5,sphingosine 1-phosphate receptor agonist,1.0,1,0.17171128628280527
GW-803430||Propiverine Hydrochloride,Propiverine Hydrochloride,GW-803430,CACNA1C;CHRM1;CHRM2;CHRM3;CHRM4;OPRM1,acetylcholine receptor antagonist,DRD3;HRH3;HTR2B;HTR2C;HTR5A;KCNH2;MCHR1;SIGMAR1;TMEM97,melanin inhibitor,1.0,1,0.17116449034973258
